"site","time_scale","drought_type","lat","lon","trend_type","p_value","z","method","n","note","s","var_s","tau","alternative","trend_likelihood","period_start","period_end","region"
NA,"12","Hydrological drought",NA,NA,"Average spei",0.10222381776297368,1.2689815751977946,"Mann-Kendall",69,NA,246,37275.333333333336,0.10485933503836317,"greater","Likely increasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.46854073593414364,0.07893858590844148,"Mann-Kendall",80,NA,20,57933.333333333336,0.006329113924050632,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.5761760036743843,-0.1921202761894323,"Mann-Kendall",75,NA,-43,47791.666666666664,-0.015495495495495499,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.5375177415608343,-0.0941820834026285,"Mann-Kendall",76,NA,-22,49716.666666666664,-0.007719298245614036,"greater","Indeterminate",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.6763187202802997,-0.45742922902245786,"Mann-Kendall",75,NA,-101,47791.666666666664,-0.0363963963963964,"greater","Likely decreasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.5694246600763894,-0.17490958346202437,"Mann-Kendall",76,NA,-40,49716.666666666664,-0.014035087719298248,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.6251657716902748,-0.3190765615449841,"Mann-Kendall",73,NA,-68,44092,-0.0258751902587519,"greater","Indeterminate",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.5048810246283987,-0.01223521960580991,"Mann-Kendall",81,NA,-4,60120,-0.0012345679012345679,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.038237123280324574,1.771520140192298,"Mann-Kendall",76,NA,396,49716.666666666664,0.13894736842105265,"greater","Very likely increasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.12103233182713115,1.1698417379995054,"Mann-Kendall",68,NA,222,35688.666666666664,0.09745390693590868,"greater","Likely increasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.12254750215837953,1.1623458625519414,"Mann-Kendall",81,NA,286,60120,0.0882716049382716,"greater","Likely increasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.403021939663899,0.2455328454964292,"Mann-Kendall",79,NA,59,55800.333333333336,0.019149626744563452,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.7142534173300963,-0.5658538070391915,"Mann-Kendall",71,NA,-115,40588.333333333336,-0.04627766599597587,"greater","Likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.347059566291697,0.3932712739053431,"Mann-Kendall",83,NA,101,64657,0.029679694387305316,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.3010199358982528,0.521469321085602,"Mann-Kendall",75,NA,115,47791.666666666664,0.04144144144144145,"greater","Likely increasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.14907436488168138,1.0404115675546315,"Mann-Kendall",66,NA,189,32651.666666666668,0.08811188811188811,"greater","Likely increasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.10184463470684746,1.27111069960797,"Mann-Kendall",77,NA,290,51692.666666666664,0.09911141490088858,"greater","Likely increasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.8772785329519251,-1.1614893933962351,"Mann-Kendall",71,NA,-235,40588.333333333336,-0.09456740442655938,"greater","Likely decreasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.9620493590209267,-1.7749794405262485,"Mann-Kendall",67,NA,-329,34147.666666666664,-0.14880144730891004,"greater","Very likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.6350800375799214,-0.3453384750777955,"Mann-Kendall",74,NA,-75,45917,-0.027767493520918177,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.613449403238317,-0.28832079117896503,"Mann-Kendall",82,NA,-73,62361,-0.021981330924420357,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.7074667865097212,-0.5459992874939567,"Mann-Kendall",71,NA,-111,40588.333333333336,-0.04466800804828975,"greater","Likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.4850862408938775,0.037391961746103854,"Mann-Kendall",80,NA,10,57933.333333333336,0.003164556962025316,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.967032514395949,-1.8388655006702805,"Mann-Kendall",75,NA,-403,47791.666666666664,-0.14522522522522524,"greater","Very likely decreasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.996808291740281,-2.7274074330037474,"Mann-Kendall",67,NA,-505,34147.666666666664,-0.22840343735866128,"greater","Very likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.9171021160230531,-1.385839991187916,"Mann-Kendall",73,NA,-292,44092,-0.1111111111111111,"greater","Very likely decreasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.4589212446625408,0.10315180563145027,"Mann-Kendall",76,NA,24,49716.666666666664,0.008421052631578949,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.4938012649134635,0.015538549900381157,"Mann-Kendall",69,NA,4,37275.333333333336,0.0017050298380221654,"greater","Indeterminate",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.5223539418355958,-0.05606237606257654,"Mann-Kendall",82,NA,-15,62361,-0.004516711833785004,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.6822972492266878,-0.4741323913034495,"Mann-Kendall",79,NA,-113,55800.333333333336,-0.03667640376501136,"greater","Likely decreasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.8761353045145738,-1.1558820860593835,"Mann-Kendall",70,NA,-229,38908.333333333336,-0.094824016563147,"greater","Likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.6608799419042046,-0.41486584239051827,"Mann-Kendall",79,NA,-99,55800.333333333336,-0.03213242453748783,"greater","Likely decreasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.05213744862144775,1.624473004747401,"Mann-Kendall",80,NA,392,57933.333333333336,0.12405063291139239,"greater","Very likely increasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.03614461622884673,1.7972922718107538,"Mann-Kendall",69,NA,348,37275.333333333336,0.1483375959079284,"greater","Very likely increasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.05975612174833548,1.5568241428490512,"Mann-Kendall",84,NA,404,67008.66666666667,0.11589213998852554,"greater","Very likely increasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.3760200345485639,0.31595051464108354,"Mann-Kendall",69,NA,62,37275.333333333336,0.026427962489343565,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.4062339129976819,0.23724358419080946,"Mann-Kendall",63,NA,41,28427,0.020993343573988733,"greater","Indeterminate",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.5771989909456845,-0.19473294642820246,"Mann-Kendall",79,NA,-47,55800.333333333336,-0.01525478740668614,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.828003655296157,-0.9463056951406958,"Mann-Kendall",76,NA,-212,49716.666666666664,-0.07438596491228071,"greater","Likely decreasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.800720485171198,-0.8441975387868743,"Mann-Kendall",67,NA,-157,34147.666666666664,-0.07100859339665311,"greater","Likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.5297604774014382,-0.07466777839519904,"Mann-Kendall",74,NA,-17,45917,-0.006293965198074787,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.5122807539396356,-0.030788148433411034,"Mann-Kendall",77,NA,-8,51692.666666666664,-0.002734107997265892,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.6107978763529486,-0.28139917959562477,"Mann-Kendall",67,NA,-53,34147.666666666664,-0.023971053821800096,"greater","Indeterminate",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.5067550863694781,-0.01693329968940891,"Mann-Kendall",79,NA,-5,55800.333333333336,-0.0016228497241155468,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.21038807285009314,0.8050754430795258,"Mann-Kendall",75,NA,177,47791.666666666664,0.0637837837837838,"greater","Likely increasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.4555970546865821,0.11153248198818613,"Mann-Kendall",70,NA,23,38908.333333333336,0.009523809523809525,"greater","Indeterminate",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.36840203243227776,0.3360885866696463,"Mann-Kendall",84,NA,88,67008.66666666667,0.02524383247274814,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.5094985897751066,-0.023811683697386874,"Mann-Kendall",73,NA,-6,44092,-0.00228310502283105,"greater","Indeterminate",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.5,-0,"Mann-Kendall",71,NA,-1,40588.333333333336,-4.024144869215293e-4,"greater","Indeterminate",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.5610857320994589,-0.1537225094006492,"Mann-Kendall",80,NA,-38,57933.333333333336,-0.0120253164556962,"greater","Indeterminate",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.07372324392297452,1.4486101399547147,"Mann-Kendall",76,NA,324,49716.666666666664,0.1136842105263158,"greater","Very likely increasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.0340779280971752,1.8239749712198345,"Mann-Kendall",73,NA,384,44092,0.1461187214611872,"greater","Very likely increasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.13469069267320324,1.1044882786807186,"Mann-Kendall",85,NA,292,69416.66666666667,0.08179271708683473,"greater","Likely increasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.866647632742159,-1.1106832036285856,"Mann-Kendall",74,NA,-239,45917,-0.0884857460199926,"greater","Likely decreasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.8780696697219927,-1.1653912425285868,"Mann-Kendall",69,NA,-226,37275.333333333336,-0.09633418584825235,"greater","Likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.6747348507431082,-0.4530256126630481,"Mann-Kendall",77,NA,-104,51692.666666666664,-0.0355434039644566,"greater","Likely decreasing",1972,2022,NA
NA,"6","Agricultural drought",NA,NA,"Average spei",0.9287506883741602,-1.4665495844123582,"Mann-Kendall",76,NA,-328,49716.666666666664,-0.11508771929824563,"greater","Very likely decreasing",1972,2022,NA
NA,"12","Hydrological drought",NA,NA,"Average spei",0.8604890060111033,-1.0825189763932206,"Mann-Kendall",69,NA,-210,37275.333333333336,-0.08951406649616368,"greater","Likely decreasing",1972,2022,NA
NA,"3","Meteorological drought",NA,NA,"Average spei",0.7747270406422261,-0.7545052090249444,"Mann-Kendall",81,NA,-186,60120,-0.05740740740740741,"greater","Likely decreasing",1972,2022,NA
"Auckland (Auckland)","12","Hydrological drought",-37.00813,174.78873,"Severity",0.6797856062936045,-0.46709936649691375,"Mann-Kendall",11,NA,-7,165,-0.12727272727272726,"greater","Likely decreasing",1972,2022,"Auckland"
"Auckland (Auckland)","3","Meteorological drought",-37.00813,174.78873,"Severity",0.1612817587412785,0.9892036407723392,"Mann-Kendall",32,NA,62,3802.6666666666665,0.12500000000000003,"greater","Likely increasing",1972,2022,"Auckland"
"Auckland (Auckland)","6","Agricultural drought",-37.00813,174.78873,"Severity",0.5644342542014208,-0.16222142113076254,"Mann-Kendall",20,NA,-6,950,-0.031578947368421054,"greater","Indeterminate",1972,2022,"Auckland"
"Blenheim (Marlborough)","12","Hydrological drought",-41.52133,173.86439,"Severity",0.3772270887470445,0.3127716210856122,"Mann-Kendall",9,"Less than 10 values provided. ",4,92,0.1111111111111111,"greater","Indeterminate",1972,2022,"Marlborough"
"Blenheim (Marlborough)","3","Meteorological drought",-41.52133,173.86439,"Severity",0.3247228346087331,0.4545324114471421,"Mann-Kendall",18,NA,13,697,0.08496732026143793,"greater","Likely increasing",1972,2022,"Marlborough"
"Blenheim (Marlborough)","6","Agricultural drought",-41.52133,173.86439,"Severity",0.10645595140575229,1.2455983106584367,"Mann-Kendall",11,NA,17,165,0.3090909090909091,"greater","Likely increasing",1972,2022,"Marlborough"
"Christchurch (Canterbury)","12","Hydrological drought",-43.493,172.537,"Severity",0.5,0,"Mann-Kendall",10,NA,1,125,0.02222222222222222,"greater","Indeterminate",1972,2022,"Canterbury"
"Christchurch (Canterbury)","3","Meteorological drought",-43.493,172.537,"Severity",0.6861313658149412,-0.48491411652462574,"Mann-Kendall",26,NA,-23,2058.3333333333335,-0.07076923076923076,"greater","Likely decreasing",1972,2022,"Canterbury"
"Christchurch (Canterbury)","6","Agricultural drought",-43.493,172.537,"Severity",0.5164288345468139,-0.04119262772858173,"Mann-Kendall",17,NA,-2,589.3333333333334,-0.014705882352941176,"greater","Indeterminate",1972,2022,"Canterbury"
"Dannevirke (Manawatū-Whanganui)","12","Hydrological drought",-40.21,176.109,"Severity",0.03174326528038376,1.8557687223952255,"Mann-Kendall",8,"Less than 10 values provided. ",16,65.33333333333333,0.5714285714285714,"greater","Very likely increasing",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","3","Meteorological drought",-40.21,176.109,"Severity",0.040658936951741796,1.7430901214095327,"Mann-Kendall",23,NA,67,1433.6666666666667,0.2648221343873518,"greater","Very likely increasing",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","6","Agricultural drought",-40.21,176.109,"Severity",0.45082475244768627,0.12357788318574518,"Mann-Kendall",17,NA,4,589.3333333333334,0.029411764705882353,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Dunedin (Otago)","12","Hydrological drought",-45.90129,170.5147,"Severity",0.581494262447277,-0.20571764439712248,"Mann-Kendall",12,NA,-4,212.66666666666666,-0.060606060606060594,"greater","Indeterminate",1972,2022,"Otago"
"Dunedin (Otago)","3","Meteorological drought",-45.90129,170.5147,"Severity",0.9936989875300318,-2.4948222243347287,"Mann-Kendall",29,NA,-134,2842,-0.3300492610837438,"greater","Very likely decreasing",1972,2022,"Otago"
"Dunedin (Otago)","6","Agricultural drought",-45.90129,170.5147,"Severity",0.41629598383283695,0.2113784545875709,"Mann-Kendall",21,NA,8,1096.6666666666667,0.0380952380952381,"greater","Indeterminate",1972,2022,"Otago"
"Gisborne (Gisborne)","12","Hydrological drought",-38.6586,177.9851,"Severity",0.9250696262434754,-1.4400235107798574,"Mann-Kendall",12,NA,-22,212.66666666666666,-0.33333333333333326,"greater","Very likely decreasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","3","Meteorological drought",-38.6586,177.9851,"Severity",0.7858728873794818,-0.7921825785276582,"Mann-Kendall",27,NA,-39,2301,-0.11111111111111113,"greater","Likely decreasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","6","Agricultural drought",-38.6586,177.9851,"Severity",0.6752771653912669,-0.4545324114471421,"Mann-Kendall",18,NA,-13,697,-0.08496732026143793,"greater","Likely decreasing",1972,2022,"Gisborne"
"Gore (Southland)","12","Hydrological drought",-46.115,168.887,"Severity",0.7332917432636528,-0.6227991553292184,"Mann-Kendall",11,NA,-9,165,-0.16363636363636364,"greater","Likely decreasing",1972,2022,"Southland"
"Gore (Southland)","3","Meteorological drought",-46.115,168.887,"Severity",0.870991841026928,-1.131092126313072,"Mann-Kendall",33,NA,-74,4165.333333333333,-0.14015151515151514,"greater","Likely decreasing",1972,2022,"Southland"
"Gore (Southland)","6","Agricultural drought",-46.115,168.887,"Severity",0.9137543192575237,-1.3642421653826857,"Mann-Kendall",24,NA,-56,1625.3333333333333,-0.2028985507246377,"greater","Very likely decreasing",1972,2022,"Southland"
"Hamilton (Waikato)","12","Hydrological drought",-37.86088,175.33175,"Severity",0.4290138284937606,0.17888543819998318,"Mann-Kendall",10,NA,3,125,0.06666666666666665,"greater","Indeterminate",1972,2022,"Waikato"
"Hamilton (Waikato)","3","Meteorological drought",-37.86088,175.33175,"Severity",0.9158895765459021,-1.3779431311658958,"Mann-Kendall",25,NA,-60,1833.3333333333333,-0.19999999999999996,"greater","Very likely decreasing",1972,2022,"Waikato"
"Hamilton (Waikato)","6","Agricultural drought",-37.86088,175.33175,"Severity",0.5491752475523137,-0.12357788318574518,"Mann-Kendall",17,NA,-4,589.3333333333334,-0.029411764705882353,"greater","Indeterminate",1972,2022,"Waikato"
"Hokitika (West Coast)","12","Hydrological drought",-42.71228,170.98428,"Severity",0.7502693984479927,-0.6753377533361223,"Mann-Kendall",16,NA,-16,493.3333333333333,-0.13333333333333333,"greater","Likely decreasing",1972,2022,"West Coast"
"Hokitika (West Coast)","3","Meteorological drought",-42.71228,170.98428,"Severity",0.39862618981897074,0.2569046515733026,"Mann-Kendall",25,NA,12,1833.3333333333333,0.039999999999999994,"greater","Indeterminate",1972,2022,"West Coast"
"Hokitika (West Coast)","6","Agricultural drought",-42.71228,170.98428,"Severity",0.12967744641000914,1.127917191359604,"Mann-Kendall",22,NA,41,1257.6666666666667,0.1774891774891775,"greater","Likely increasing",1972,2022,"West Coast"
"Invercargill (Southland)","12","Hydrological drought",-46.41741,168.33052,"Severity",0.9055562612302313,-1.3138773634832615,"Mann-Kendall",14,NA,-25,333.6666666666667,-0.27472527472527475,"greater","Very likely decreasing",1972,2022,"Southland"
"Invercargill (Southland)","3","Meteorological drought",-46.41741,168.33052,"Severity",0.6829270731516683,-0.475899675059981,"Mann-Kendall",31,NA,-29,3461.6666666666665,-0.06236559139784947,"greater","Likely decreasing",1972,2022,"Southland"
"Invercargill (Southland)","6","Agricultural drought",-46.41741,168.33052,"Severity",0.8449769895730884,-1.0151254722236436,"Mann-Kendall",22,NA,-37,1257.6666666666667,-0.16017316017316016,"greater","Likely decreasing",1972,2022,"Southland"
"Kerikeri (Northland)","12","Hydrological drought",-35.183,173.926,"Severity",0.4185057375527231,0.20571764439712248,"Mann-Kendall",12,NA,4,212.66666666666666,0.060606060606060594,"greater","Indeterminate",1972,2022,"Northland"
"Kerikeri (Northland)","3","Meteorological drought",-35.183,173.926,"Severity",0.33630549361433243,0.4225673021598867,"Mann-Kendall",23,NA,17,1433.6666666666667,0.06719367588932806,"greater","Indeterminate",1972,2022,"Northland"
"Kerikeri (Northland)","6","Agricultural drought",-35.183,173.926,"Severity",0.5556472045823849,-0.13994228570826392,"Mann-Kendall",19,NA,-5,817,-0.029239766081871343,"greater","Indeterminate",1972,2022,"Northland"
"Lake Tekapo (Canterbury)","12","Hydrological drought",-44.002,170.441,"Severity",0.5,0,"Mann-Kendall",14,NA,1,333.6666666666667,0.01098901098901099,"greater","Indeterminate",1972,2022,"Canterbury"
"Lake Tekapo (Canterbury)","3","Meteorological drought",-44.002,170.441,"Severity",0.6961459299459473,-0.5133476754269579,"Mann-Kendall",21,NA,-18,1096.6666666666667,-0.08571428571428573,"greater","Likely decreasing",1972,2022,"Canterbury"
"Lake Tekapo (Canterbury)","6","Agricultural drought",-44.002,170.441,"Severity",0.5164288345468139,-0.04119262772858173,"Mann-Kendall",17,NA,-2,589.3333333333334,-0.014705882352941176,"greater","Indeterminate",1972,2022,"Canterbury"
"Masterton (Wellington)","12","Hydrological drought",-40.957,175.707,"Severity",0.581494262447277,-0.20571764439712248,"Mann-Kendall",12,NA,-4,212.66666666666666,-0.060606060606060594,"greater","Indeterminate",1972,2022,"Wellington"
"Masterton (Wellington)","3","Meteorological drought",-40.957,175.707,"Severity",0.37881986760569053,0.3085817105156709,"Mann-Kendall",26,NA,15,2058.3333333333335,0.046153846153846156,"greater","Indeterminate",1972,2022,"Wellington"
"Masterton (Wellington)","6","Agricultural drought",-40.957,175.707,"Severity",0.8038428263573224,-0.8554278208924215,"Mann-Kendall",16,NA,-20,493.3333333333333,-0.16666666666666666,"greater","Likely decreasing",1972,2022,"Wellington"
"Milford Sound (Southland)","12","Hydrological drought",-44.67384,167.92406,"Severity",0.18554668476134878,0.8944271909999159,"Mann-Kendall",10,NA,11,125,0.2444444444444444,"greater","Likely increasing",1972,2022,"Southland"
"Milford Sound (Southland)","3","Meteorological drought",-44.67384,167.92406,"Severity",0.9913551257454788,-2.38048748112089,"Mann-Kendall",26,NA,-109,2058.3333333333335,-0.3353846153846154,"greater","Very likely decreasing",1972,2022,"Southland"
"Milford Sound (Southland)","6","Agricultural drought",-44.67384,167.92406,"Severity",0.5784573853650081,-0.19794866372215741,"Mann-Kendall",15,NA,-5,408.3333333333333,-0.04761904761904762,"greater","Indeterminate",1972,2022,"Southland"
"Napier (Hawke's Bay)","12","Hydrological drought",-39.49846,176.91189,"Severity",0.7085247211190541,-0.5490799884779067,"Mann-Kendall",13,NA,-10,268.6666666666667,-0.1282051282051282,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","3","Meteorological drought",-39.49846,176.91189,"Severity",0.7341481135177825,-0.6254072988376248,"Mann-Kendall",27,NA,-31,2301,-0.08831908831908833,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","6","Agricultural drought",-39.49846,176.91189,"Severity",0.6148561367631666,-0.29199855803537256,"Mann-Kendall",20,NA,-10,950,-0.05263157894736842,"greater","Indeterminate",1972,2022,"Hawke's Bay"
"Nelson (Nelson)","12","Hydrological drought",-41.299,173.226,"Severity",0.825958688183538,-0.9383148632568366,"Mann-Kendall",9,"Less than 10 values provided. ",-10,92,-0.2777777777777778,"greater","Likely decreasing",1972,2022,"Nelson"
"Nelson (Nelson)","3","Meteorological drought",-41.299,173.226,"Severity",0.611020307809229,-0.281979297839901,"Mann-Kendall",22,NA,-11,1257.6666666666667,-0.047619047619047616,"greater","Indeterminate",1972,2022,"Nelson"
"Nelson (Nelson)","6","Agricultural drought",-41.299,173.226,"Severity",0.7316758818497423,-0.6178894159287259,"Mann-Kendall",17,NA,-16,589.3333333333334,-0.11764705882352941,"greater","Likely decreasing",1972,2022,"Nelson"
"New Plymouth (Taranaki)","12","Hydrological drought",-39.0079,174.18382,"Severity",0.023801977363935748,1.9808869335422103,"Mann-Kendall",9,"Less than 10 values provided. ",20,92,0.5555555555555556,"greater","Very likely increasing",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","3","Meteorological drought",-39.0079,174.18382,"Severity",0.27224302841295533,0.6060432152628562,"Mann-Kendall",18,NA,17,697,0.11111111111111113,"greater","Likely increasing",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","6","Agricultural drought",-39.0079,174.18382,"Severity",0.5,0,"Mann-Kendall",15,NA,1,408.3333333333333,0.009523809523809525,"greater","Indeterminate",1972,2022,"Taranaki"
"Queenstown (Otago)","12","Hydrological drought",-45.01758,168.74005,"Severity",0.6198338462390619,-0.3050444380432815,"Mann-Kendall",13,NA,-6,268.6666666666667,-0.07692307692307691,"greater","Indeterminate",1972,2022,"Otago"
"Queenstown (Otago)","3","Meteorological drought",-45.01758,168.74005,"Severity",0.7167048440302675,-0.5730803195291031,"Mann-Kendall",26,NA,-27,2058.3333333333335,-0.08307692307692308,"greater","Likely decreasing",1972,2022,"Otago"
"Queenstown (Otago)","6","Agricultural drought",-45.01758,168.74005,"Severity",0.8266179082419078,-0.9408842425584227,"Mann-Kendall",20,NA,-30,950,-0.15789473684210525,"greater","Likely decreasing",1972,2022,"Otago"
"Reefton (West Coast)","12","Hydrological drought",-42.11578,171.86014,"Severity",0.7042474815025417,-0.5366563145999494,"Mann-Kendall",10,NA,-7,125,-0.15555555555555553,"greater","Likely decreasing",1972,2022,"West Coast"
"Reefton (West Coast)","3","Meteorological drought",-42.11578,171.86014,"Severity",0.28781845680240137,0.5597691428330557,"Mann-Kendall",19,NA,17,817,0.09941520467836257,"greater","Likely increasing",1972,2022,"West Coast"
"Reefton (West Coast)","6","Agricultural drought",-42.11578,171.86014,"Severity",0.24973060155200733,0.6753377533361223,"Mann-Kendall",16,NA,16,493.3333333333333,0.13333333333333333,"greater","Likely increasing",1972,2022,"West Coast"
"Rotorua (Bay of Plenty)","12","Hydrological drought",-38.10595,176.31485,"Severity",0.14156543533117333,1.073312629199899,"Mann-Kendall",10,NA,13,125,0.28888888888888886,"greater","Likely increasing",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","3","Meteorological drought",-38.10595,176.31485,"Severity",0.49010548952427196,0.024804403006957923,"Mann-Kendall",24,NA,2,1625.3333333333333,0.007246376811594203,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","6","Agricultural drought",-38.10595,176.31485,"Severity",0.2791754546879926,0.5852927195579727,"Mann-Kendall",16,NA,14,493.3333333333333,0.11666666666666667,"greater","Likely increasing",1972,2022,"Bay of Plenty"
"Tara Hills (Canterbury)","12","Hydrological drought",-44.52612,169.88948,"Severity",0.21385525514873208,0.793115538912532,"Mann-Kendall",13,NA,14,268.6666666666667,0.17948717948717946,"greater","Likely increasing",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","3","Meteorological drought",-44.52612,169.88948,"Severity",0.43704609008165457,0.1584627383099575,"Mann-Kendall",23,NA,7,1433.6666666666667,0.02766798418972332,"greater","Indeterminate",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","6","Agricultural drought",-44.52612,169.88948,"Severity",0.20055128644597034,0.8396537142495835,"Mann-Kendall",19,NA,25,817,0.14619883040935672,"greater","Likely increasing",1972,2022,"Canterbury"
"Taumarunui (Manawatū-Whanganui)","12","Hydrological drought",-38.88784,175.25981,"Severity",0.9402645066141496,-1.556997888323046,"Mann-Kendall",11,NA,-21,165,-0.38181818181818183,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","3","Meteorological drought",-38.88784,175.25981,"Severity",0.6392306739751804,-0.3564031749049612,"Mann-Kendall",29,NA,-20,2842,-0.04926108374384236,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","6","Agricultural drought",-38.88784,175.25981,"Severity",0.9381424106241306,-1.539365142790903,"Mann-Kendall",19,NA,-45,817,-0.2631578947368421,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taupō (Waikato)","12","Hydrological drought",-38.74263,176.08104,"Severity",0.5,0,"Mann-Kendall",7,"Less than 10 values provided. ",1,44.333333333333336,0.047619047619047616,"greater","Indeterminate",1972,2022,"Waikato"
"Taupō (Waikato)","3","Meteorological drought",-38.74263,176.08104,"Severity",0.8153953674839212,-0.8979555170897592,"Mann-Kendall",23,NA,-35,1433.6666666666667,-0.1383399209486166,"greater","Likely decreasing",1972,2022,"Waikato"
"Taupō (Waikato)","6","Agricultural drought",-38.74263,176.08104,"Severity",0.8999359411606989,-1.2811866397817824,"Mann-Kendall",13,NA,-22,268.6666666666667,-0.282051282051282,"greater","Likely decreasing",1972,2022,"Waikato"
