"site","time_scale","drought_type","lat","lon","trend_type","p_value","z","method","n","note","s","var_s","tau","alternative","trend_likelihood","period_start","period_end","region"
"Christchurch (Canterbury)","3","Meteorological drought",-43.493,172.537,"Peak Month",0.8647860180448123,-1.1020775375559675,"Mann-Kendall",26,NA,-51,2058.3333333333335,-0.15692307692307692,"greater","Likely decreasing",1972,2022,"Canterbury"
"Christchurch (Canterbury)","6","Agricultural drought",-43.493,172.537,"Peak Month",0.7038493592835051,-0.5355041604715625,"Mann-Kendall",17,NA,-14,589.3333333333334,-0.10294117647058823,"greater","Likely decreasing",1972,2022,"Canterbury"
"Dannevirke (Manawatū-Whanganui)","12","Hydrological drought",-40.21,176.109,"Peak Month",0.03174326528038376,1.8557687223952255,"Mann-Kendall",8,"Less than 10 values provided. ",16,65.33333333333333,0.5714285714285714,"greater","Very likely increasing",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","3","Meteorological drought",-40.21,176.109,"Peak Month",0.37565007509939813,0.316925476619915,"Mann-Kendall",23,NA,13,1433.6666666666667,0.05138339920948617,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","6","Agricultural drought",-40.21,176.109,"Peak Month",0.7581221067517738,-0.7002746713858894,"Mann-Kendall",17,NA,-18,589.3333333333334,-0.1323529411764706,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Dunedin (Otago)","12","Hydrological drought",-45.90129,170.5147,"Peak Month",0.572611450967226,-0.1830266628259689,"Mann-Kendall",13,NA,-4,268.6666666666667,-0.05128205128205127,"greater","Indeterminate",1972,2022,"Otago"
"Dunedin (Otago)","3","Meteorological drought",-45.90129,170.5147,"Peak Month",0.9894793225799293,-2.3072416059636964,"Mann-Kendall",29,NA,-124,2842,-0.3054187192118226,"greater","Very likely decreasing",1972,2022,"Otago"
"Dunedin (Otago)","6","Agricultural drought",-45.90129,170.5147,"Peak Month",0.6747090065208057,-0.4529538312590805,"Mann-Kendall",21,NA,-16,1096.6666666666667,-0.0761904761904762,"greater","Likely decreasing",1972,2022,"Otago"
"Gisborne (Gisborne)","12","Hydrological drought",-38.6586,177.9851,"Peak Month",0.9250696262434754,-1.4400235107798574,"Mann-Kendall",12,NA,-22,212.66666666666666,-0.33333333333333326,"greater","Very likely decreasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","3","Meteorological drought",-38.6586,177.9851,"Peak Month",0.8312100122704202,-0.9589578582176914,"Mann-Kendall",27,NA,-47,2301,-0.13390313390313394,"greater","Likely decreasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","6","Agricultural drought",-38.6586,177.9851,"Peak Month",0.6752771653912669,-0.4545324114471421,"Mann-Kendall",18,NA,-13,697,-0.08496732026143793,"greater","Likely decreasing",1972,2022,"Gisborne"
"Gore (Southland)","12","Hydrological drought",-46.115,168.887,"Peak Month",0.581494262447277,-0.20571764439712248,"Mann-Kendall",12,NA,-4,212.66666666666666,-0.060606060606060594,"greater","Indeterminate",1972,2022,"Southland"
"Gore (Southland)","3","Meteorological drought",-46.115,168.887,"Peak Month",0.9513313917077039,-1.6579021577465574,"Mann-Kendall",33,NA,-108,4165.333333333333,-0.20454545454545456,"greater","Very likely decreasing",1972,2022,"Southland"
"Gore (Southland)","6","Agricultural drought",-46.115,168.887,"Peak Month",0.8206284983106528,-0.9177629112574431,"Mann-Kendall",24,NA,-38,1625.3333333333333,-0.13768115942028986,"greater","Likely decreasing",1972,2022,"Southland"
"Hamilton (Waikato)","12","Hydrological drought",-37.86088,175.33175,"Peak Month",0.6397426064318723,-0.35777087639996635,"Mann-Kendall",10,NA,-5,125,-0.11111111111111109,"greater","Indeterminate",1972,2022,"Waikato"
"Hamilton (Waikato)","3","Meteorological drought",-37.86088,175.33175,"Peak Month",0.9558946451479533,-1.7049126877137355,"Mann-Kendall",25,NA,-74,1833.3333333333333,-0.24666666666666662,"greater","Very likely decreasing",1972,2022,"Waikato"
"Hamilton (Waikato)","6","Agricultural drought",-37.86088,175.33175,"Peak Month",0.5491752475523137,-0.12357788318574518,"Mann-Kendall",17,NA,-4,589.3333333333334,-0.029411764705882353,"greater","Indeterminate",1972,2022,"Waikato"
"Hokitika (West Coast)","12","Hydrological drought",-42.71228,170.98428,"Peak Month",0.24973060155200733,0.6753377533361223,"Mann-Kendall",16,NA,16,493.3333333333333,0.13333333333333333,"greater","Likely increasing",1972,2022,"West Coast"
"Hokitika (West Coast)","3","Meteorological drought",-42.71228,170.98428,"Peak Month",0.5279290000993465,-0.07006490497453707,"Mann-Kendall",25,NA,-4,1833.3333333333333,-0.01333333333333333,"greater","Indeterminate",1972,2022,"West Coast"
"Hokitika (West Coast)","6","Agricultural drought",-42.71228,170.98428,"Peak Month",0.10735665071259584,1.2407089104955644,"Mann-Kendall",22,NA,45,1257.6666666666667,0.19480519480519481,"greater","Likely increasing",1972,2022,"West Coast"
"Invercargill (Southland)","12","Hydrological drought",-46.41741,168.33052,"Peak Month",0.5394206748874876,-0.09897433186107871,"Mann-Kendall",15,NA,-3,408.3333333333333,-0.028571428571428574,"greater","Indeterminate",1972,2022,"Southland"
"Invercargill (Southland)","3","Meteorological drought",-46.41741,168.33052,"Peak Month",0.6949366148436208,-0.5098925089928368,"Mann-Kendall",31,NA,-31,3461.6666666666665,-0.06666666666666668,"greater","Likely decreasing",1972,2022,"Southland"
"Invercargill (Southland)","6","Agricultural drought",-46.41741,168.33052,"Peak Month",0.8818554177488129,-1.184313050927584,"Mann-Kendall",22,NA,-43,1257.6666666666667,-0.18614718614718614,"greater","Likely decreasing",1972,2022,"Southland"
"Kerikeri (Northland)","12","Hydrological drought",-35.183,173.926,"Peak Month",0.52733506458365,-0.06857254813237416,"Mann-Kendall",12,NA,-2,212.66666666666666,-0.030303030303030297,"greater","Indeterminate",1972,2022,"Northland"
"Kerikeri (Northland)","3","Meteorological drought",-35.183,173.926,"Peak Month",0.644214268161947,-0.36974638938990084,"Mann-Kendall",23,NA,-15,1433.6666666666667,-0.05928853754940711,"greater","Indeterminate",1972,2022,"Northland"
"Kerikeri (Northland)","6","Agricultural drought",-35.183,173.926,"Peak Month",0.5,0,"Mann-Kendall",19,NA,1,817,0.005847953216374269,"greater","Indeterminate",1972,2022,"Northland"
"Lake Tekapo (Canterbury)","12","Hydrological drought",-44.002,170.441,"Peak Month",0.3307079585039316,0.43795912116108715,"Mann-Kendall",14,NA,9,333.6666666666667,0.0989010989010989,"greater","Indeterminate",1972,2022,"Canterbury"
"Lake Tekapo (Canterbury)","3","Meteorological drought",-44.002,170.441,"Peak Month",0.7748524233464794,-0.7549230520984676,"Mann-Kendall",21,NA,-26,1096.6666666666667,-0.12380952380952383,"greater","Likely decreasing",1972,2022,"Canterbury"
"Lake Tekapo (Canterbury)","6","Agricultural drought",-44.002,170.441,"Peak Month",0.5815901474743627,-0.20596313864290866,"Mann-Kendall",17,NA,-6,589.3333333333334,-0.04411764705882353,"greater","Indeterminate",1972,2022,"Canterbury"
"Masterton (Wellington)","12","Hydrological drought",-40.957,175.707,"Peak Month",0.786144744851268,-0.793115538912532,"Mann-Kendall",13,NA,-14,268.6666666666667,-0.17948717948717946,"greater","Likely decreasing",1972,2022,"Wellington"
"Masterton (Wellington)","3","Meteorological drought",-40.957,175.707,"Peak Month",0.11697530295311,1.190243740560445,"Mann-Kendall",26,NA,55,2058.3333333333335,0.16923076923076924,"greater","Likely increasing",1972,2022,"Wellington"
"Masterton (Wellington)","6","Agricultural drought",-40.957,175.707,"Peak Month",0.6236790086159073,-0.31515761822352373,"Mann-Kendall",16,NA,-8,493.3333333333333,-0.06666666666666667,"greater","Indeterminate",1972,2022,"Wellington"
"Milford Sound (Southland)","12","Hydrological drought",-44.67384,167.92406,"Peak Month",0.14156543533117333,1.073312629199899,"Mann-Kendall",10,NA,13,125,0.28888888888888886,"greater","Likely increasing",1972,2022,"Southland"
"Milford Sound (Southland)","3","Meteorological drought",-44.67384,167.92406,"Peak Month",0.978710825074726,-2.02782266910298,"Mann-Kendall",26,NA,-93,2058.3333333333335,-0.28615384615384615,"greater","Very likely decreasing",1972,2022,"Southland"
"Milford Sound (Southland)","6","Agricultural drought",-44.67384,167.92406,"Peak Month",0.5,-0,"Mann-Kendall",15,NA,-1,408.3333333333333,-0.009523809523809525,"greater","Indeterminate",1972,2022,"Southland"
"Napier (Hawke's Bay)","12","Hydrological drought",-39.49846,176.91189,"Peak Month",0.850167275782849,-1.0371510893471572,"Mann-Kendall",13,NA,-18,268.6666666666667,-0.23076923076923073,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","3","Meteorological drought",-39.49846,176.91189,"Peak Month",0.9019094336307136,-1.292508417597758,"Mann-Kendall",27,NA,-63,2301,-0.17948717948717952,"greater","Very likely decreasing",1972,2022,"Hawke's Bay"
"Napier (Hawke's Bay)","6","Agricultural drought",-39.49846,176.91189,"Peak Month",0.7722322940296233,-0.7462185372015077,"Mann-Kendall",20,NA,-24,950,-0.12631578947368421,"greater","Likely decreasing",1972,2022,"Hawke's Bay"
"Nelson (Nelson)","12","Hydrological drought",-41.299,173.226,"Peak Month",0.874273906745989,-1.1468292773139113,"Mann-Kendall",9,"Less than 10 values provided. ",-12,92,-0.3333333333333333,"greater","Likely decreasing",1972,2022,"Nelson"
"Nelson (Nelson)","3","Meteorological drought",-41.299,173.226,"Peak Month",0.8012063040850139,-0.8459378935197029,"Mann-Kendall",22,NA,-31,1257.6666666666667,-0.1341991341991342,"greater","Likely decreasing",1972,2022,"Nelson"
"Nelson (Nelson)","6","Agricultural drought",-41.299,173.226,"Peak Month",0.45082475244768627,0.12357788318574518,"Mann-Kendall",17,NA,4,589.3333333333334,0.029411764705882353,"greater","Indeterminate",1972,2022,"Nelson"
"New Plymouth (Taranaki)","12","Hydrological drought",-39.0079,174.18382,"Peak Month",0.03816637018817858,1.7723725194851356,"Mann-Kendall",9,"Less than 10 values provided. ",18,92,0.5,"greater","Very likely increasing",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","3","Meteorological drought",-39.0079,174.18382,"Peak Month",0.6190633026110077,-0.3030216076314281,"Mann-Kendall",18,NA,-9,697,-0.05882352941176472,"greater","Indeterminate",1972,2022,"Taranaki"
"New Plymouth (Taranaki)","6","Agricultural drought",-39.0079,174.18382,"Peak Month",0.6167373502382141,-0.2969229955832361,"Mann-Kendall",15,NA,-7,408.3333333333333,-0.06666666666666668,"greater","Indeterminate",1972,2022,"Taranaki"
"Queenstown (Otago)","12","Hydrological drought",-45.01758,168.74005,"Peak Month",0.8199391761223109,-0.9151333141298446,"Mann-Kendall",13,NA,-16,268.6666666666667,-0.2051282051282051,"greater","Likely decreasing",1972,2022,"Otago"
"Queenstown (Otago)","3","Meteorological drought",-45.01758,168.74005,"Peak Month",0.8110202000193241,-0.8816620300447741,"Mann-Kendall",26,NA,-41,2058.3333333333335,-0.12615384615384614,"greater","Likely decreasing",1972,2022,"Otago"
"Queenstown (Otago)","6","Agricultural drought",-45.01758,168.74005,"Peak Month",0.731198381825557,-0.6164414002968976,"Mann-Kendall",20,NA,-20,950,-0.10526315789473684,"greater","Likely decreasing",1972,2022,"Otago"
"Reefton (West Coast)","12","Hydrological drought",-42.11578,171.86014,"Peak Month",0.7042474815025417,-0.5366563145999494,"Mann-Kendall",10,NA,-7,125,-0.15555555555555553,"greater","Likely decreasing",1972,2022,"West Coast"
"Reefton (West Coast)","3","Meteorological drought",-42.11578,171.86014,"Peak Month",0.5556472045823849,-0.13994228570826392,"Mann-Kendall",19,NA,-5,817,-0.029239766081871343,"greater","Indeterminate",1972,2022,"West Coast"
"Reefton (West Coast)","6","Agricultural drought",-42.11578,171.86014,"Peak Month",0.1961571736426776,0.8554278208924215,"Mann-Kendall",16,NA,20,493.3333333333333,0.16666666666666666,"greater","Likely increasing",1972,2022,"West Coast"
"Rotorua (Bay of Plenty)","12","Hydrological drought",-38.10595,176.31485,"Peak Month",0.2957525184974583,0.5366563145999494,"Mann-Kendall",10,NA,7,125,0.15555555555555553,"greater","Likely increasing",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","3","Meteorological drought",-38.10595,176.31485,"Peak Month",0.7324073402762574,-0.6201100751739481,"Mann-Kendall",24,NA,-26,1625.3333333333333,-0.09420289855072464,"greater","Likely decreasing",1972,2022,"Bay of Plenty"
"Rotorua (Bay of Plenty)","6","Agricultural drought",-38.10595,176.31485,"Peak Month",0.3426642778916892,0.4052026520016734,"Mann-Kendall",16,NA,10,493.3333333333333,0.08333333333333333,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Tara Hills (Canterbury)","12","Hydrological drought",-44.52612,169.88948,"Peak Month",0.38016615376093804,0.3050444380432815,"Mann-Kendall",13,NA,6,268.6666666666667,0.07692307692307691,"greater","Indeterminate",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","3","Meteorological drought",-44.52612,169.88948,"Peak Month",0.43704609008165457,0.1584627383099575,"Mann-Kendall",23,NA,7,1433.6666666666667,0.02766798418972332,"greater","Indeterminate",1972,2022,"Canterbury"
"Tara Hills (Canterbury)","6","Agricultural drought",-44.52612,169.88948,"Peak Month",0.13145528355917516,1.1195382856661114,"Mann-Kendall",19,NA,33,817,0.19298245614035087,"greater","Likely increasing",1972,2022,"Canterbury"
"Taumarunui (Manawatū-Whanganui)","12","Hydrological drought",-38.88784,175.25981,"Peak Month",0.5618651681861191,-0.1556997888323046,"Mann-Kendall",11,NA,-3,165,-0.05454545454545454,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","3","Meteorological drought",-38.88784,175.25981,"Peak Month",0.8006968073114807,-0.844112782669645,"Mann-Kendall",29,NA,-46,2842,-0.11330049261083742,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taumarunui (Manawatū-Whanganui)","6","Agricultural drought",-38.88784,175.25981,"Peak Month",0.970568879445686,-1.889220857061563,"Mann-Kendall",19,NA,-55,817,-0.3216374269005848,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Taupō (Waikato)","12","Hydrological drought",-38.74263,176.08104,"Peak Month",0.7319066140499131,-0.6185895741317419,"Mann-Kendall",8,"Less than 10 values provided. ",-6,65.33333333333333,-0.21428571428571425,"greater","Likely decreasing",1972,2022,"Waikato"
"Taupō (Waikato)","3","Meteorological drought",-38.74263,176.08104,"Peak Month",0.7538552350910945,-0.6866718660098159,"Mann-Kendall",23,NA,-27,1433.6666666666667,-0.1067193675889328,"greater","Likely decreasing",1972,2022,"Waikato"
"Taupō (Waikato)","6","Agricultural drought",-38.74263,176.08104,"Peak Month",0.9197220542820955,-1.403204414999095,"Mann-Kendall",13,NA,-24,268.6666666666667,-0.30769230769230765,"greater","Very likely decreasing",1972,2022,"Waikato"
"Tauranga (Bay of Plenty)","12","Hydrological drought",-37.673,176.196,"Peak Month",0.4584826183144322,0.10425720702853739,"Mann-Kendall",9,"Less than 10 values provided. ",2,92,0.05555555555555555,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","3","Meteorological drought",-37.673,176.196,"Peak Month",0.07214602772005263,1.4599927901768628,"Mann-Kendall",20,NA,46,950,0.24210526315789474,"greater","Very likely increasing",1972,2022,"Bay of Plenty"
"Tauranga (Bay of Plenty)","6","Agricultural drought",-37.673,176.196,"Peak Month",0.517955319366044,-0.04502251688907482,"Mann-Kendall",16,NA,-2,493.3333333333333,-0.016666666666666666,"greater","Indeterminate",1972,2022,"Bay of Plenty"
"Timaru (Canterbury)","12","Hydrological drought",-44.30517,171.22141,"Peak Month",0.5709861715062394,-0.17888543819998318,"Mann-Kendall",10,NA,-3,125,-0.06666666666666665,"greater","Indeterminate",1972,2022,"Canterbury"
"Timaru (Canterbury)","3","Meteorological drought",-44.30517,171.22141,"Peak Month",0.8921073560645086,-1.2378133212168216,"Mann-Kendall",25,NA,-54,1833.3333333333333,-0.17999999999999997,"greater","Likely decreasing",1972,2022,"Canterbury"
"Timaru (Canterbury)","6","Agricultural drought",-44.30517,171.22141,"Peak Month",0.6747684385246433,-0.45311890501439905,"Mann-Kendall",17,NA,-12,589.3333333333334,-0.08823529411764706,"greater","Likely decreasing",1972,2022,"Canterbury"
"Waiouru (Manawatū-Whanganui)","12","Hydrological drought",-39.46249,175.66283,"Peak Month",0.2510791257503743,0.6710977636952193,"Mann-Kendall",13,NA,12,268.6666666666667,0.15384615384615383,"greater","Likely increasing",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","3","Meteorological drought",-39.46249,175.66283,"Peak Month",0.2635491555143776,0.6324416719692005,"Mann-Kendall",32,NA,40,3802.6666666666665,0.08064516129032259,"greater","Likely increasing",1972,2022,"Manawatū-Whanganui"
"Waiouru (Manawatū-Whanganui)","6","Agricultural drought",-39.46249,175.66283,"Peak Month",0.5,0,"Mann-Kendall",19,NA,1,817,0.005847953216374269,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Wellington (Wellington)","12","Hydrological drought",-41.285,174.768,"Peak Month",0.3156109102391266,0.48000783692661914,"Mann-Kendall",12,NA,8,212.66666666666666,0.12121212121212119,"greater","Likely increasing",1972,2022,"Wellington"
"Wellington (Wellington)","3","Meteorological drought",-41.285,174.768,"Peak Month",0.6634056260922782,-0.42177569493998257,"Mann-Kendall",20,NA,-14,950,-0.07368421052631578,"greater","Likely decreasing",1972,2022,"Wellington"
"Wellington (Wellington)","6","Agricultural drought",-41.285,174.768,"Peak Month",0.18652655812572633,0.8907689867497083,"Mann-Kendall",15,NA,19,408.3333333333333,0.18095238095238098,"greater","Likely increasing",1972,2022,"Wellington"
"Whanganui (Manawatū-Whanganui)","12","Hydrological drought",-39.93704,175.04509,"Peak Month",0.8768063199853767,-1.1591688645644698,"Mann-Kendall",13,NA,-20,268.6666666666667,-0.2564102564102564,"greater","Likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","3","Meteorological drought",-39.93704,175.04509,"Peak Month",0.9085407207254605,-1.3318223904343287,"Mann-Kendall",29,NA,-72,2842,-0.1773399014778325,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whanganui (Manawatū-Whanganui)","6","Agricultural drought",-39.93704,175.04509,"Peak Month",0.9962915376655861,-2.6775208023578125,"Mann-Kendall",17,NA,-66,589.3333333333334,-0.4852941176470588,"greater","Very likely decreasing",1972,2022,"Manawatū-Whanganui"
"Whangaparāoa (Auckland)","12","Hydrological drought",-36.606,174.835,"Peak Month",0.5,0,"Mann-Kendall",11,NA,1,165,0.01818181818181818,"greater","Indeterminate",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","3","Meteorological drought",-36.606,174.835,"Peak Month",0.3958496736359372,0.2641045638499292,"Mann-Kendall",23,NA,11,1433.6666666666667,0.043478260869565216,"greater","Indeterminate",1972,2022,"Auckland"
"Whangaparāoa (Auckland)","6","Agricultural drought",-36.606,174.835,"Peak Month",0.3865400331561564,0.2883483941000721,"Mann-Kendall",17,NA,8,589.3333333333334,0.058823529411764705,"greater","Indeterminate",1972,2022,"Auckland"
"Whangārei (Northland)","12","Hydrological drought",-35.769,174.364,"Peak Month",0.5,-0,"Mann-Kendall",10,NA,-1,125,-0.02222222222222222,"greater","Indeterminate",1972,2022,"Northland"
"Whangārei (Northland)","3","Meteorological drought",-35.769,174.364,"Peak Month",0.04826691455401044,1.6618950014661809,"Mann-Kendall",24,NA,68,1625.3333333333333,0.2463768115942029,"greater","Very likely increasing",1972,2022,"Northland"
"Whangārei (Northland)","6","Agricultural drought",-35.769,174.364,"Peak Month",0.17220876148953604,0.9454728546705712,"Mann-Kendall",16,NA,22,493.3333333333333,0.18333333333333332,"greater","Likely increasing",1972,2022,"Northland"
"Auckland (Auckland)","6","Agricultural drought",-37.00813,174.78873,"Frequency",0.9576267709186207,-1.7237861369613847,"Mann-Kendall",20,NA,-54,945.3333333333334,-0.28725029755688597,"greater","Very likely increasing",1972,2022,"Auckland"
"Auckland (Auckland)","12","Hydrological drought",-37.00813,174.78873,"Frequency",0.5,-0,"Mann-Kendall",11,NA,-1,165,-0.01818181818181818,"greater","Indeterminate",1972,2022,"Auckland"
"Auckland (Auckland)","3","Meteorological drought",-37.00813,174.78873,"Frequency",0.7972784761564653,-0.8319395831013298,"Mann-Kendall",32,NA,-52,3758,-0.10792935430045554,"greater","Likely increasing",1972,2022,"Auckland"
"Blenheim (Marlborough)","6","Agricultural drought",-41.52133,173.86439,"Frequency",0.5,-0,"Mann-Kendall",10,NA,-1,125,-0.02222222222222222,"greater","Indeterminate",1972,2022,"Marlborough"
"Blenheim (Marlborough)","12","Hydrological drought",-41.52133,173.86439,"Frequency",0.8937567771487496,-1.2467574523850742,"Mann-Kendall",8,"Less than 10 values provided. ",-11,64.33333333333333,-0.40006613209931935,"greater","Likely increasing",1972,2022,"Marlborough"
"Blenheim (Marlborough)","3","Meteorological drought",-41.52133,173.86439,"Frequency",0.8585314518639355,-1.0737447554639319,"Mann-Kendall",17,NA,-27,586.3333333333334,-0.20075597946407323,"greater","Likely increasing",1972,2022,"Marlborough"
"Christchurch (Canterbury)","6","Agricultural drought",-43.493,172.537,"Frequency",0.7456188059384363,-0.6607660033624196,"Mann-Kendall",17,NA,-17,586.3333333333334,-0.12640191299589795,"greater","Likely increasing",1972,2022,"Canterbury"
"Christchurch (Canterbury)","12","Hydrological drought",-43.493,172.537,"Frequency",0.5,-0,"Mann-Kendall",10,NA,0,124,0,"greater","Indeterminate",1972,2022,"Canterbury"
"Christchurch (Canterbury)","3","Meteorological drought",-43.493,172.537,"Frequency",0.8752534844448259,-1.151581636201144,"Mann-Kendall",26,NA,-53,2039,-0.16670706081521944,"greater","Likely increasing",1972,2022,"Canterbury"
"Dannevirke (Manawatū-Whanganui)","6","Agricultural drought",-40.21,176.109,"Frequency",0.9977942087008349,-2.8471265160527897,"Mann-Kendall",17,NA,-70,587.3333333333334,-0.5185327445777148,"greater","Very likely increasing",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","12","Hydrological drought",-40.21,176.109,"Frequency",0.38194529673526983,0.3003757045930553,"Mann-Kendall",7,"Less than 10 values provided. ",3,44.333333333333336,0.14285714285714285,"greater","Indeterminate",1972,2022,"Manawatū-Whanganui"
"Dannevirke (Manawatū-Whanganui)","3","Meteorological drought",-40.21,176.109,"Frequency",0.842947201119926,-1.0066445913694333,"Mann-Kendall",23,NA,-39,1425,-0.15664671948218425,"greater","Likely increasing",1972,2022,"Manawatū-Whanganui"
"Dunedin (Otago)","6","Agricultural drought",-45.90129,170.5147,"Frequency",0.8193077419136392,-0.9127300866334875,"Mann-Kendall",21,NA,-31,1080.3333333333333,-0.1524119197443386,"greater","Likely increasing",1972,2022,"Otago"
"Dunedin (Otago)","12","Hydrological drought",-45.90129,170.5147,"Frequency",0.5244148653515323,-0.06123724356957945,"Mann-Kendall",13,NA,-2,266.6666666666667,-0.025976216673306553,"greater","Indeterminate",1972,2022,"Otago"
"Dunedin (Otago)","3","Meteorological drought",-45.90129,170.5147,"Frequency",0.9998576447549573,-3.628828323789269,"Mann-Kendall",29,NA,-194,2828.6666666666665,-0.4850545717091486,"greater","Very likely increasing",1972,2022,"Otago"
"Gisborne (Gisborne)","6","Agricultural drought",-38.6586,177.9851,"Frequency",0.7406372239464227,-0.6453111753009548,"Mann-Kendall",18,NA,-18,694,-0.11881770515720093,"greater","Likely increasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","12","Hydrological drought",-38.6586,177.9851,"Frequency",0.1679542966745234,0.962280755272859,"Mann-Kendall",12,NA,15,211.66666666666666,0.22901430620717222,"greater","Likely decreasing",1972,2022,"Gisborne"
"Gisborne (Gisborne)","3","Meteorological drought",-38.6586,177.9851,"Frequency",0.58276979172857,-0.20898440024505519,"Mann-Kendall",27,NA,-11,2289.6666666666665,-0.031795227547659774,"greater","Indeterminate",1972,2022,"Gisborne"
"Gore (Southland)","6","Agricultural drought",-46.115,168.887,"Frequency",0.40544230344359095,0.23928498580099675,"Mann-Kendall",23,NA,10,1414.6666666666667,0.04075221894232127,"greater","Indeterminate",1972,2022,"Southland"
"Gore (Southland)","12","Hydrological drought",-46.115,168.887,"Frequency",0.17510069458964783,0.9341987329938275,"Mann-Kendall",11,NA,13,165,0.23636363636363636,"greater","Likely decreasing",1972,2022,"Southland"
"Gore (Southland)","3","Meteorological drought",-46.115,168.887,"Frequency",0.5454314657424533,-0.11412706387705432,"Mann-Kendall",32,NA,-8,3762,-0.01660451604622393,"greater","Indeterminate",1972,2022,"Southland"
"Hamilton (Waikato)","6","Agricultural drought",-37.86088,175.33175,"Frequency",0.37607776623376166,0.315798400216619,"Mann-Kendall",16,NA,8,491.3333333333333,0.06722926454528143,"greater","Indeterminate",1972,2022,"Waikato"
"Hamilton (Waikato)","12","Hydrological drought",-37.86088,175.33175,"Frequency",0.3772270887470445,0.3127716210856122,"Mann-Kendall",9,"Less than 10 values provided. ",4,92,0.1111111111111111,"greater","Indeterminate",1972,2022,"Waikato"
"Hamilton (Waikato)","3","Meteorological drought",-37.86088,175.33175,"Frequency",0.8975343988063378,-1.2676269518127596,"Mann-Kendall",24,NA,-52,1618.6666666666667,-0.19048769231433846,"greater","Likely increasing",1972,2022,"Waikato"
"Hokitika (West Coast)","6","Agricultural drought",-42.71228,170.98428,"Frequency",0.03714067800778244,1.7848764704155506,"Mann-Kendall",21,NA,60,1092.6666666666667,0.2884748743316578,"greater","Very likely decreasing",1972,2022,"West Coast"
"Hokitika (West Coast)","12","Hydrological drought",-42.71228,170.98428,"Frequency",0.36435759628792486,0.34683511791340177,"Mann-Kendall",15,NA,8,407.3333333333333,0.07655590023509529,"greater","Indeterminate",1972,2022,"West Coast"
"Hokitika (West Coast)","3","Meteorological drought",-42.71228,170.98428,"Frequency",0.011853516418743019,2.261844168920806,"Mann-Kendall",24,NA,92,1618.6666666666667,0.3370166864022911,"greater","Very likely decreasing",1972,2022,"West Coast"
"Invercargill (Southland)","6","Agricultural drought",-46.41741,168.33052,"Frequency",0.03996791869223695,1.7510584788438002,"Mann-Kendall",22,NA,63,1253.6666666666667,0.27511966304645286,"greater","Very likely decreasing",1972,2022,"Southland"
"Invercargill (Southland)","12","Hydrological drought",-46.41741,168.33052,"Frequency",0.07669598782861653,1.4276522527470998,"Mann-Kendall",14,NA,27,331.6666666666667,0.3000185202333726,"greater","Very likely decreasing",1972,2022,"Southland"
"Invercargill (Southland)","3","Meteorological drought",-46.41741,168.33052,"Frequency",0.005551427840231819,2.5394448242660967,"Mann-Kendall",31,NA,150,3442.6666666666665,0.32791291789197646,"greater","Very likely decreasing",1972,2022,"Southland"
"Kerikeri (Northland)","6","Agricultural drought",-35.183,173.926,"Frequency",0.2842661313504983,0.5702144409522791,"Mann-Kendall",18,NA,16,692,0.10632696304385335,"greater","Likely decreasing",1972,2022,"Northland"
"Kerikeri (Northland)","12","Hydrological drought",-35.183,173.926,"Frequency",0.5311205285909608,-0.07808688094430304,"Mann-Kendall",11,NA,-2,164,-0.03669879217087869,"greater","Indeterminate",1972,2022,"Northland"
"Kerikeri (Northland)","3","Meteorological drought",-35.183,173.926,"Frequency",0.5450211347412033,-0.1130918572906628,"Mann-Kendall",22,NA,-5,1251,-0.021931723165325632,"greater","Indeterminate",1972,2022,"Northland"
"Lake Tekapo (Canterbury)","6","Agricultural drought",-44.002,170.441,"Frequency",0.7180933265437233,-0.5771866906995342,"Mann-Kendall",17,NA,-15,588.3333333333334,-0.1107018606925119,"greater","Likely increasing",1972,2022,"Canterbury"
