"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-04-27","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-04-28",,"65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-04-29",,"62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-04-30","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-01",,"61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-02",,"60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-03","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-04","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-05",,"56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-06","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-07","0.28","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-08",,"61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-09",,"59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-10",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-11",,"56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-12","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-13","0.16","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-14",,"52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-15","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-16","0.02","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-17",,"58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-18","0.02","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-19",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-20","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-21","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-22","0.81","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-23",,"61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-24",,"60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-25",,"61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-26","0.02","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-27","0.43","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-28","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-29","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-30","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-05-31","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-01",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-02","0.32","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-03",,"46",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-04","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-05",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-06","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-07",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-08",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-09",,"62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-10",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-11","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-12","0.16","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-13",,"64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-14",,"60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-15",,"52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-16","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-17","0.39","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-18",,"56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-19",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-20",,"50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-21","0.00","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-22","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-23","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-24","0.04","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-25",,"59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-26",,"59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-27",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-28","0.02","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-29",,"52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-06-30","0.04","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-01",,"62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-02",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-03",,"52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-04","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-05","0.00","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-06","0.00","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-07","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-08","1.61","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-09",,"59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-10",,"60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-11",,"58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-12",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-13",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-14",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-15",,"56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-16",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-17",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-18",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-19","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-20","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-21","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-22","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-23","0.36","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-24",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-25",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-26",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-27",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-28","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-29","0.12","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-30",,"58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-07-31","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-01",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-02",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-03",,"47",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-04",,"50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-05","0.00","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-06","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-07","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-08","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-09","0.02","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-10",,"59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-11",,"58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-12",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-13","0.31","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-14",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-15",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-17","0.04","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-18","0.00","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-19","0.47","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-20","0.00","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-21","0.20","47",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-22","0.00","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-23","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-24","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-25","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-26","0.24","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-27",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-28",,"56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-29","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-30",,"48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-08-31","0.00","48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-01","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-02","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-03","0.02","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-04",,"52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-05","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-06","0.43","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-07",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-08",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-09",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-10","0.06","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-11",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-12",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-13","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-14","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-15","0.04","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-16",,"62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-17",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-18",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-19","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-20","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-21","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-22","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-23","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-24","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-25","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-26","0.20","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-27",,"59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-28","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-29","0.22","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-09-30",,"61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-01",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-02","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-03","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-04","0.12","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-05","0.02","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-06","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-07","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-08",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-09","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-10","0.04","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-11","0.98","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-12","0.28","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-13","0.04","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-14","0.16","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-15","0.12","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-16","0.04","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-17","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-18","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-19","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-20","0.28","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-21","0.08","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-22","0.12","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-23","0.08","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-24","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-25","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-26","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-27","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-28","0.67","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-29","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-30","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-10-31","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-01","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-02","0.20","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-03","0.20","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-04","0.04","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-05","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-06","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-07","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-08","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-09","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-10","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-11","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-12","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-13","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-14","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-15",,"61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-16","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-17","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-18","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-19","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-20","0.02","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-21","0.43","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-22","0.02","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-23","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-24","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-25","0.28","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-26","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-27","0.04","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-28","0.91","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-29","0.24","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-11-30","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-01","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-02","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-03","0.79","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-04","0.02","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-05","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-06","0.12","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-07","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-08","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-09","0.02","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-10","0.04","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-11","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-12","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-13","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-14","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-15","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-16","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-17","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-18","0.28","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-19","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-20","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-21",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-22","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-23",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-24",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-25",,"65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-26","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-27","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-28","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-29",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-30",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1998-12-31",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-01",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-02",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-03",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-04",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-05",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-06",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-07",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-08",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-09",,"65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-11",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-12",,"72",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-13",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-14",,"72",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-15",,"73",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-16",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-17",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-18",,"73",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-19",,"73",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-20",,"75",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-21",,"73",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-22",,"73",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-23",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-24",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-25",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-26",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-27",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-28",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-29",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-30",,"72",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-01-31",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-01",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-02",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-03",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-04",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-05",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-06",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-07",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-08",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-09",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-10",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-11",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-12",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-13",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-14",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-15",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-16",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-17",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-18",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-19",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-20",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-21",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-22",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-23",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-24",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-25",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-26",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-27",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-02-28",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-01",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-02",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-03",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-04",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-05",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-06",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-07",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-08",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-09",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-10",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-11",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-12",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-13",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-14",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-15",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-16",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-17",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-18",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-19",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-20",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-21",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-22",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-23",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-24",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-25",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-26",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-27",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-28",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-29",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-30",,"70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-03-31",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-01",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-02",,"64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-03",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-04",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-05",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-06",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-07",,"71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-08",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-09",,"63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-10",,"60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-11",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1999-04-12",,"55",,
