"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-02",,"56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-03",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-04","0.00","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-05","0.02","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-06","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-07",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-08","0.04","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-09",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-10",,"45",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-11","0.04","47",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-12","0.04","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-13","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-14","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-15","0.20","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-16","0.04","47",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-17","0.00","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-18","0.08","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-19","0.39","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-20","0.12","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-21","0.02","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-22","0.02","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-23","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-24","0.79","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-25",,"55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-26",,"52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-27","0.00","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-28","0.00","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-29","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-30","0.02","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-08-31","0.04","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-01","0.02","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-02","0.04","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-03","1.02","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-04","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-05","0.91","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-06","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-07",,"52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-08",,"48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-09",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-10",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-11",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-12",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-13",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-14","0.02","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-15","0.04","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-16","0.59","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-17","0.35","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-18","0.08","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-19","0.02","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-20","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-21","0.83","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-22","0.08","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-23","0.24","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-24","0.02","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-25","0.51","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-26","0.16","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-27","0.31","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-28","0.24","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-29","0.75","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-09-30","0.63","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-01","0.59","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-02","0.00","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-03","0.28","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-04","0.20","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-05","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-06","0.20","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-07","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-08","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-09","0.67","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-10","0.04","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-11","0.08","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-12","0.51","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-13","0.47","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-14","0.20","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-15","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-16","0.02","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-17","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-18","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-19","0.04","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-20","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-21",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-22","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-23","0.47","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-24","0.39","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-25","0.39","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-26","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-27","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-28","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-29","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-30","0.04","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-10-31","0.83","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-01","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-02","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-03","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-04","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-05","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-06","0.16","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-07","0.04","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-08","0.47","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-09","0.08","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-10","0.02","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-11","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-12","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-13","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-14","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-15","0.24","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-16","0.04","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-17","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-18","0.08","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-19","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-20","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-21","0.16","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-22","0.12","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-23","0.02","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-24","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-25",,"58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-26","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-27","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-28","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-29",,"65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-11-30","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-01","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-02","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-03","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-04","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-05","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-06","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-07",,"64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-08","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-09","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-10","0.02","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-11","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-12",,"64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-13","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-14",,"64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-15",,"65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-16","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-17","0.16","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-18","0.00","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-19","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-20","0.02","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-21","0.00","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-22","0.02","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-23","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-24","0.20","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-25","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-26","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-27","0.00","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-28","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-29","0.00","70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-30","0.00","71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1994-12-31","0.04","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-01","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-02","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-03","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-04","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-05","0.00","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-06","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-07","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-08","0.02","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-09","0.24","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-10","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-11","1.54","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-12","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-13","0.02","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-14","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-15","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-16","0.16","71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-17","0.02","71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-18","0.20","71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-19","0.02","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-20","0.00","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-21","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-22","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-23","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-25","0.00","70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-26","0.08","71",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-27","2.01","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-28","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-29","0.00","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-30","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-01-31","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-01","0.24","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-02","0.04","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-03","0.04","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-04","0.35","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-05","0.00","70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-06","0.04","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-07","0.00","70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-08","0.00","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-09","0.12","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-10","0.04","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-11","0.02","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-12","0.04","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-13","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-14","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-15","0.00","70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-16","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-17","0.00","70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-18","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-19","0.00","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-20","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-21","0.39","70",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-22","0.55","72",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-23","0.20","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-24","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-25","0.02","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-26","0.79","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-27","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-02-28","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-19","0.06","64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-20",,"65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-21",,"65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-22",,"66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-23","0.04","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-24",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-25","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-26","0.00","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-27",,"67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-28","0.00","69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-29","2.32","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-30",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-03-31",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-01",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-02","0.28","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-03",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-04",,"69",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-05","0.12","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-06",,"68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-07","0.02","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-08","0.47","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-09","0.28","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-10","0.16","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-11","0.02","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-12","0.20","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-13","0.12","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-14","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-15","0.00","63",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-16","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-17","0.00","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-18","0.31","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-19","0.02","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-20","0.04","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-21","0.00","68",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-22","0.18","67",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-23","0.39","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-24","0.00","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-25","0.67","66",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-26","0.24","61",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-27","0.39","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-28","0.00","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-29","0.00","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-04-30","0.00","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-01","0.39","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-02","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-03","0.06","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-04",,"64",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-05","0.04","65",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-06","0.35","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-07","0.31","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-08","0.67","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-09","0.12","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-10","0.08","48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-11","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-12","0.04","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-13",,"57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-14","0.00","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-15","0.00","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-16","0.08","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-17",,"58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-18","0.02","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-19",,"58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-20","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-21","0.16","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-22","0.04","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-23","0.08","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-24","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-25","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-26","0.00","60",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-27","0.02","62",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-28","0.20","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-29","0.94","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-30","0.67","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-05-31","0.31","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-01","0.35","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-02","0.67","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-03","0.67","48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-04","0.31","47",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-05","0.00","48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-06","0.08","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-07","0.04","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-08","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-09","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-10","0.39","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-11","0.00","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-12","1.14","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-13","0.20","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-14","0.00","58",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-15",,"56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-16",,"54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-17","0.16","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-18",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-19",,"51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-20",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-21",,"53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-22","0.08","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-23","0.24","46",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-24","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-25","0.00","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-26","0.04","57",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-27","0.04","56",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-28","0.12","59",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-29","1.10","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-06-30","0.39","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-01","0.20","48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-02","0.00","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-03","0.67","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-04","0.04","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-05","0.04","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-06","0.28","55",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-07","0.31","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-08","0.16","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-09","0.20","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-10","0.28","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-11","0.12","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-12","0.16","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-13","1.22","54",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-14","0.12","53",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-15","1.02","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-16","0.02","48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-17","0.12","46",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-18","0.04","47",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-19","0.71","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-20","0.59","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-21","0.16","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-22","0.67","52",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-23","0.24","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-24","0.24","50",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-25","0.28","48",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-26","0.16","51",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-27","0.24","49",,
"NZM00093110","AUCKLAND AERO AWS, NZ","1995-07-28","0.04","53",,
