Date(NZST),Sunshine(Hrs),Period(Hrs),Freq
20220203,2.1,24,D
20220204,0,24,D
20220205,0,24,D
20220206,5,24,D
20220207,7.9,24,D
20220208,11.5,24,D
20220209,0.1,24,D
20220210,1.1,24,D
20220211,4.6,24,D
20220212,0,24,D
20220213,0,24,D
20220214,11.7,24,D
20220215,10.9,24,D
20220216,8.8,24,D
20220217,8.7,24,D
20220218,8.8,24,D
20220219,0.4,24,D
20220220,9.4,24,D
20220221,9.8,24,D
20220222,6.1,24,D
20220223,3.4,24,D
20220224,10.5,24,D
20220225,10.3,24,D
20220226,10.1,24,D
20220227,6.1,24,D
20220228,10,24,D
20220301,9.5,24,D
20220302,11.7,24,D
20220303,9.7,24,D
20220304,6.1,24,D
20220305,7.5,24,D
20220306,4.6,24,D
20220307,8.8,24,D
20220308,10.8,24,D
20220309,11.3,24,D
20220310,10.7,24,D
20220311,1.7,24,D
20220312,8,24,D
20220313,10.8,24,D
20220314,11.3,24,D
20220315,11,24,D
20220316,10.5,24,D
20220317,9.7,24,D
20220318,7.7,24,D
20220319,6.8,24,D
20220320,4.8,24,D
20220321,0,24,D
20220322,1.9,24,D
20220323,6.5,24,D
20220324,4.5,24,D
20220325,10.6,24,D
20220326,10.7,24,D
20220327,10.6,24,D
20220328,10.4,24,D
20220329,9.2,24,D
20220330,7.4,24,D
20220331,6.8,24,D
20220401,6.2,24,D
20220402,7.3,24,D
20220403,10.3,24,D
20220404,10.2,24,D
20220405,0.6,24,D
20220406,1.7,24,D
20220407,9.9,24,D
20220408,2.2,24,D
20220409,7.7,24,D
20220410,8.2,24,D
20220411,2.4,24,D
20220412,1.5,24,D
20220413,8.3,24,D
20220414,9,24,D
20220415,5.8,24,D
20220416,0.8,24,D
20220417,9,24,D
20220418,9.2,24,D
20220419,8.3,24,D
20220420,0.1,24,D
20220421,2.8,24,D
20220422,5.1,24,D
20220423,2.8,24,D
20220424,1.2,24,D
20220425,6.4,24,D
20220426,6.2,24,D
20220427,5.9,24,D
20220428,7.1,24,D
20220429,6.1,24,D
20220430,5.1,24,D
20220501,0.8,24,D
20220502,1.2,24,D
20220503,5.3,24,D
20220504,7.8,24,D
20220505,2.3,24,D
20220506,7.4,24,D
20220507,2,24,D
20220508,0,24,D
20220509,2.8,24,D
20220510,8.7,24,D
20220511,8,24,D
20220512,3.5,24,D
20220513,0,24,D
20220514,0,24,D
20220515,0,24,D
20220516,1.5,24,D
20220517,1.3,24,D
20220518,2.4,24,D
20220519,0.1,24,D
20220520,0.1,24,D
20220521,1.7,24,D
20220522,0.5,24,D
20220523,6.9,24,D
20220524,2.9,24,D
20220525,0.4,24,D
20220526,6.8,24,D
20220527,5.7,24,D
20220528,2,24,D
20220529,1.2,24,D
20220530,0,24,D
20220531,3.5,24,D
20220601,0.1,24,D
20220602,0.7,24,D
20220603,0.7,24,D
20220604,7.2,24,D
20220605,0.3,24,D
20220606,4.6,24,D
20220607,0,24,D
20220608,0.3,24,D
20220609,0.3,24,D
20220610,0.3,24,D
20220611,1.1,24,D
20220612,0,24,D
20220613,0,24,D
20220614,0,24,D
20220615,0.6,24,D
20220616,1.2,24,D
20220617,0,24,D
20220618,0,24,D
20220619,6.6,24,D
20220620,7.7,24,D
20220621,5.4,24,D
20220622,5.5,24,D
20220623,3.5,24,D
20220624,0,24,D
20220625,2.5,24,D
20220626,2.6,24,D
20220627,1.4,24,D
20220628,0.2,24,D
20220629,1,24,D
20220630,1,24,D
20220701,4,24,D
20220702,1.7,24,D
20220703,1.7,24,D
20220704,1.9,24,D
20220705,0,24,D
20220706,6.1,24,D
20220707,0.2,24,D
20220708,0,24,D
20220709,0,24,D
20220710,1.5,24,D
20220711,0.1,24,D
20220712,2.3,24,D
20220713,0.6,24,D
20220714,6.1,24,D
20220715,1.9,24,D
20220716,6,24,D
20220717,1.5,24,D
20220718,0,24,D
20220719,0,24,D
20220720,0.7,24,D
20220721,5.4,24,D
20220722,7.1,24,D
20220723,6.8,24,D
20220724,4.9,24,D
20220725,0,24,D
20220726,2.5,24,D
20220727,0.2,24,D
20220728,1.5,24,D
20220729,2.8,24,D
20220730,0,24,D
20220731,6.1,24,D
20220801,5.1,24,D
20220802,0.7,24,D
20220803,4.7,24,D
20220804,4.4,24,D
20220805,1.5,24,D
20220806,0,24,D
20220807,5.5,24,D
20220808,1.5,24,D
20220809,0.3,24,D
20220810,9,24,D
20220811,9,24,D
20220812,7.6,24,D
20220813,7.9,24,D
20220814,3.9,24,D
20220815,3.4,24,D
20220816,0,24,D
20220817,0,24,D
20220818,0,24,D
20220819,0,24,D
20220820,0.5,24,D
20220821,0.5,24,D
20220822,7,24,D
20220823,2.4,24,D
20220824,2.6,24,D
20220825,3,24,D
20220826,8,24,D
20220827,9.1,24,D
20220828,8.6,24,D
20220829,8.7,24,D
20220830,3.5,24,D
20220831,2,24,D
20220901,0.8,24,D
20220902,0.6,24,D
20220903,2.1,24,D
20220904,3.7,24,D
20220905,4,24,D
20220906,9.8,24,D
20220907,9.7,24,D
20220908,7.1,24,D
20220909,10,24,D
20220910,10.1,24,D
20220911,9,24,D
20220912,0.3,24,D
20220913,1.3,24,D
20220914,10.5,24,D
20220915,7.3,24,D
20220916,8,24,D
20220917,2.9,24,D
20220918,9.6,24,D
20220919,4.4,24,D
20220920,0.1,24,D
20220921,0,24,D
20220922,8.8,24,D
20220923,9.8,24,D
20220924,10.9,24,D
20220925,8,24,D
20220926,9.3,24,D
20220927,1.8,24,D
20220928,0.1,24,D
20220929,1.8,24,D
20220930,1.3,24,D
20221001,7.2,24,D
20221002,3.4,24,D
20221003,7.7,24,D
20221004,6.5,24,D
20221005,2.7,24,D
20221006,10.8,24,D
20221007,11.6,24,D
20221008,11.5,24,D
20221009,2.2,24,D
20221010,0.7,24,D
20221011,6.9,24,D
20221012,4.9,24,D
20221013,9.8,24,D
20221014,11.7,24,D
20221015,6.9,24,D
20221016,8,24,D
20221017,8.3,24,D
20221018,6.3,24,D
20221019,5.8,24,D
20221020,7.4,24,D
20221021,11.8,24,D
20221022,2.9,24,D
20221023,9.4,24,D
20221024,0.8,24,D
20221025,0.9,24,D
20221026,2.3,24,D
20221027,1.6,24,D
20221028,0,24,D
20221029,0,24,D
20221030,5.9,24,D
20221031,7.1,24,D
20221101,9.6,24,D
20221102,0,24,D
20221103,3.9,24,D
20221104,5.8,24,D
20221105,8.3,24,D
20221106,10.9,24,D
20221107,9.4,24,D
20221108,10.2,24,D
20221109,11.6,24,D
20221110,12.4,24,D
20221111,8,24,D
20221112,4.8,24,D
20221113,9.6,24,D
20221114,8.9,24,D
20221115,10.9,24,D
20221116,5.8,24,D
20221117,2.7,24,D
20221118,6.7,24,D
20221119,2.5,24,D
20221120,7.1,24,D
20221121,0.6,24,D
20221122,1.2,24,D
20221123,4.5,24,D
20221124,0.9,24,D
20221125,4,24,D
20221126,1.4,24,D
20221127,0.5,24,D
20221128,7,24,D
20221129,2,24,D
20221130,6.8,24,D
20221201,5,24,D
20221202,9.9,24,D
20221203,11.6,24,D
20221204,7.5,24,D
20221205,4.4,24,D
20221206,8.1,24,D
20221207,10.3,24,D
20221208,9.8,24,D
20221209,0,24,D
20221210,10.5,24,D
20221211,2.6,24,D
20221212,11,24,D
20221213,10.1,24,D
20221214,11.4,24,D
20221215,3.1,24,D
20221216,3.5,24,D
20221217,7.9,24,D
20221218,3,24,D
20221219,2.5,24,D
20221220,2.6,24,D
20221221,6.4,24,D
20221222,4.5,24,D
20221223,6.7,24,D
20221224,9.4,24,D
20221225,12.6,24,D
20221226,14.1,24,D
20221227,9.6,24,D
20221228,11.5,24,D
20221229,14.1,24,D
20221230,7.2,24,D
20221231,11.4,24,D
20230101,13.9,24,D
20230102,7,24,D
20230103,7.3,24,D
20230104,4.4,24,D
20230105,2.3,24,D
20230106,3.5,24,D
20230107,0.8,24,D
20230108,12.5,24,D
20230109,13.8,24,D
20230110,5.4,24,D
20230111,11.8,24,D
20230112,13.5,24,D
20230113,0.4,24,D
20230114,5.3,24,D
20230115,5.3,24,D
20230116,11.5,24,D
20230117,11.5,24,D
20230118,9.2,24,D
20230119,12.9,24,D
20230120,5.7,24,D
20230121,12.4,24,D
20230122,6.6,24,D
20230123,11.2,24,D
20230124,10.9,24,D
20230125,11.2,24,D
20230126,0.1,24,D
20230127,11,24,D
20230128,12.6,24,D
20230129,3,24,D
20230130,2.5,24,D
20230131,1,24,D
20230201,2.2,24,D
20230202,1.6,24,D
20230203,4.2,24,D
20230204,4.7,24,D
20230205,0.1,24,D
20230206,4.4,24,D
20230207,6.3,24,D
20230208,7.3,24,D
20230209,10.7,24,D
20230210,9.9,24,D
20230211,11.4,24,D
20230212,10.1,24,D
20230213,11.7,24,D
20230214,2.1,24,D
20230215,8.9,24,D
20230216,8.5,24,D
20230217,11.8,24,D
20230218,7.6,24,D
20230219,5.8,24,D
20230220,9.6,24,D
20230221,7,24,D
20230222,2.2,24,D
20230223,5.3,24,D
20230224,11.8,24,D
20230225,11,24,D
20230226,5.5,24,D
20230227,2.5,24,D
20230228,11.5,24,D
20230301,8.2,24,D
20230302,5.7,24,D
20230303,4,24,D
20230304,8.1,24,D
20230305,3.6,24,D
20230306,10.8,24,D
20230307,5.9,24,D
20230308,0.4,24,D
20230309,0.3,24,D
20230310,8.4,24,D
20230311,7.6,24,D
20230312,5.8,24,D
20230313,6.4,24,D
20230314,10.2,24,D
20230315,8.8,24,D
20230316,2.2,24,D
20230317,1.2,24,D
20230318,10.6,24,D
20230319,10,24,D
20230320,1.3,24,D
20230321,1.8,24,D
20230322,10.8,24,D
20230323,10.4,24,D
20230324,0.5,24,D
20230325,1,24,D
20230326,6.8,24,D
20230327,3,24,D
20230328,2.7,24,D
20230329,8.7,24,D
20230330,10.5,24,D
20230331,7.5,24,D
20230401,3.4,24,D
20230402,6.1,24,D
20230403,10.3,24,D
20230404,6,24,D
20230405,1.3,24,D
20230406,4.4,24,D
20230407,10.1,24,D
20230408,9.9,24,D
20230409,4,24,D
20230410,1.6,24,D
20230411,1.4,24,D
20230412,2,24,D
20230413,0,24,D
20230414,8.5,24,D
20230415,9.4,24,D
20230416,7,24,D
20230417,8.6,24,D
20230418,0,24,D
20230419,7.7,24,D
20230420,4.1,24,D
20230421,0,24,D
20230422,7,24,D
20230423,3.6,24,D
20230424,9.2,24,D
20230425,0.2,24,D
20230426,3.4,24,D
20230427,5.7,24,D
20230428,6.8,24,D
20230429,2.3,24,D
20230430,2.8,24,D
20230501,5,24,D
20230502,0,24,D
20230503,0.7,24,D
20230504,4.2,24,D
20230505,2,24,D
20230506,5.8,24,D
20230507,0,24,D
20230508,0.4,24,D
20230509,0,24,D
20230510,0.9,24,D
20230511,7.7,24,D
20230512,8.3,24,D
20230513,0.4,24,D
20230514,0.1,24,D
20230515,5.5,24,D
20230516,0.4,24,D
20230517,0.1,24,D
20230518,1.9,24,D
20230519,2.6,24,D
20230520,7.4,24,D
20230521,0.5,24,D
20230522,4.3,24,D
20230523,3.2,24,D
20230524,5.7,24,D
20230525,0.3,24,D
20230526,1.3,24,D
20230527,3.4,24,D
20230528,4.6,24,D
20230529,0,24,D
20230530,0.6,24,D
20230531,1.9,24,D
20230601,0.6,24,D
20230602,3,24,D
20230603,6.1,24,D
20230604,0.5,24,D
20230605,7.9,24,D
20230606,6.5,24,D
20230607,7.1,24,D
20230608,3.6,24,D
20230609,6.6,24,D
20230610,7.8,24,D
20230611,2.4,24,D
20230612,5.5,24,D
20230613,1.7,24,D
20230614,2.2,24,D
20230615,2,24,D
20230616,2.2,24,D
20230617,7,24,D
20230618,4.7,24,D
20230619,1.7,24,D
20230620,5,24,D
20230621,6.9,24,D
20230622,0,24,D
20230623,2.9,24,D
20230624,0.1,24,D
20230625,2.1,24,D
20230626,0,24,D
20230627,4.2,24,D
20230628,2.3,24,D
20230629,2.4,24,D
20230630,1.2,24,D
20230701,1,24,D
20230702,0.7,24,D
20230703,0,24,D
20230704,0.1,24,D
20230705,0.4,24,D
20230706,6.4,24,D
20230707,0.1,24,D
20230708,0.6,24,D
20230709,0.3,24,D
20230710,1.5,24,D
20230711,0.5,24,D
20230712,2.6,24,D
20230713,0,24,D
20230714,0.4,24,D
20230715,3.5,24,D
20230716,0.1,24,D
20230717,0.9,24,D
20230718,1.5,24,D
20230719,2.3,24,D
20230720,7.4,24,D
20230721,8.2,24,D
20230722,5.7,24,D
20230723,0,24,D
20230724,5.7,24,D
20230725,2.1,24,D
20230726,8.3,24,D
20230727,4.9,24,D
20230728,7.6,24,D
20230729,6.7,24,D
20230730,4.8,24,D
20230731,1.2,24,D
20230801,2.2,24,D
20230802,2.1,24,D
20230803,6.4,24,D
20230804,0.9,24,D
20230805,1.6,24,D
20230806,3.2,24,D
20230807,5,24,D
20230808,5.5,24,D
20230809,5.6,24,D
20230810,8.6,24,D
20230811,7.2,24,D
20230812,1.2,24,D
20230813,2.9,24,D
20230814,6.1,24,D
20230815,3.9,24,D
20230816,6,24,D
20230817,7.2,24,D
20230818,6.4,24,D
20230819,0,24,D
20230820,1.2,24,D
20230821,8.4,24,D
20230822,8.3,24,D
20230823,5.8,24,D
20230824,5.7,24,D
20230825,9,24,D
20230826,3,24,D
20230827,7.1,24,D
