,Date(NZST),Pmsl(hPa),Pstn(hPa),Amount(mm),Period(min),daily_total_rainfall,daily_avg_duration,daily_min_duration,daily_max_duration,daily_median_duration,Rainfall(mm),Deficit(mm),Sunshine(Hrs),WindDir(DegT),Speed(m/s)_x,WindDir StdDev,WindSpd StdDev,Tmax(C),Tmin(C),Tgmin(C),Tmean(C),Twet(C),RH(%),Tdew(C),Dir(DegT),Speed(m/s)_y,Percent(%),soil_avg_moist,soil_min_moist,soil_max_moist,soil_median_moist
94,2019-07-13,1015.1,990.8,0.0,1055.9,18.64,27.32075471698113,1.2,1055.9,6.1,21.8,0.0,3.9,347,0.3,72,0.4,10.4,4.7,3.2,7.6,5.8,100.0,5.8,25,11.8,46.9,46.9,46.9,46.9,46.9
95,2019-07-14,990.8,967.5,0.08,11.7,41.91,11.16279069767442,0.8,130.7,7.5,48.4,0.0,0.0,29,3.3,26,1.3,15.0,5.4,6.4,10.2,10.2,93.0,9.6,25,13.9,55.2,55.2,55.2,55.2,55.2
96,2019-07-15,1003.1,979.0,0.0,20.2,22.15,24.524137931034485,2.4,493.7,14.2,18.8,0.0,4.2,346,0.3,36,0.4,11.0,3.8,1.8,7.4,4.4,100.0,4.4,39,6.2,47.4,47.4,47.4,47.4,47.4
97,2019-07-16,990.3,966.7,3.0,29.3,25.64,16.695402298850574,1.3,263.2,9.4,32.0,0.0,1.6,8,1.5,84,1.0,11.3,4.1,5.4,7.7,6.9,96.0,6.6,93,6.7,55.7,55.7,55.7,55.7,55.7
98,2019-07-17,990.0,966.4,0.48,23.4,17.82,18.88571428571429,1.7,289.2,10.2,17.0,0.0,1.0,177,0.7,78,0.6,11.7,5.4,3.0,8.6,6.8,100.0,6.8,128,4.6,47.1,47.1,47.1,47.1,47.1
99,2019-07-18,1006.5,982.2,0.18,4.3,2.04,59.2125,3.3,955.5,10.2,11.0,0.0,4.1,328,0.7,31,0.4,8.0,2.8,2.2,5.4,3.2,100.0,3.2,110,4.6,46.6,46.6,46.6,46.6,46.6
100,2019-07-19,1001.8,977.9,0.13,26.5,16.759999999999998,36.2425,3.9,208.6,27.3,6.2,0.0,0.0,29,0.7,49,0.5,11.2,2.9,4.7,7.1,6.9,100.0,6.9,187,3.1,44.8,44.8,44.8,44.8,44.8
101,2019-07-20,1002.8,978.9,0.35,38.6,6.5,88.29374999999999,5.5,951.8,26.45,19.2,0.0,3.6,33,0.7,36,0.4,9.3,6.0,6.6,7.7,6.6,98.0,6.4,196,3.6,51.1,51.1,51.1,51.1,51.1
102,2019-07-21,1004.7,980.8,0.61,42.3,1.24,49.65714285714285,9.3,209.7,28.1,2.0,0.0,2.0,102,1.5,12,0.6,12.1,6.4,6.4,9.3,7.5,97.0,7.3,110,5.1,45.6,45.6,45.6,45.6,45.6
103,2019-07-22,1018.0,993.5,0.0,1551.2,-0.1,418.64,5.4,1551.2,120.0,0.0,0.3,3.5,112,2.4,13,0.8,13.2,3.1,3.0,8.2,4.0,100.0,4.0,118,4.6,44.7,44.7,44.7,44.7,44.7
104,2019-07-24,1020.4,995.8,0.0,2350.4,-0.1,1205.2,60.0,2350.4,1205.2,0.0,0.9,0.8,111,1.9,10,0.4,12.3,2.2,-0.5,7.3,3.7,100.0,3.7,97,3.6,42.8,42.8,42.8,42.8,42.8
105,2019-07-25,1020.3,995.7,0.0,1056.7,0.1,542.1,27.5,1056.7,542.1,0.0,1.2,4.5,48,0.8,47,0.3,10.0,2.6,-0.3,6.3,3.9,100.0,3.9,144,4.6,42.4,42.4,42.4,42.4,42.4
106,2019-07-26,1027.2,1002.2,0.0,1495.9,-0.1,777.95,60.0,1495.9,777.95,0.0,1.5,2.8,114,0.8,7,0.3,14.5,0.4,-1.4,7.5,9.51291390728477,92.8841059602649,8.955960264900662,137,3.1,42.4,42.4,42.4,42.4,42.4
107,2019-07-27,1029.0,1004.2,0.0,1549.1,-0.1,804.55,60.0,1549.1,804.55,0.0,1.8,5.0,23,0.5,35,0.3,12.6,1.4,-1.1,7.0,4.1,100.0,4.1,128,3.6,42.3,42.3,42.3,42.3,42.3
108,2019-07-28,1026.9,1002.3,0.0,1385.0,8.32,54.81282051282051,1.5,1385.0,14.0,0.2,1.9,0.0,56,0.6,46,0.3,13.6,3.1,0.7,8.4,6.0,100.0,6.0,62,4.1,42.2,42.2,42.2,42.2,42.2
109,2019-07-29,1020.1,995.6,0.0,799.2,2.19,145.00833333333335,9.3,799.2,19.05,9.2,0.0,6.2,350,0.2,25,0.3,11.4,4.4,3.5,7.9,5.4,100.0,5.4,147,3.1,45.6,45.6,45.6,45.6,45.6
110,2019-07-30,1003.2,979.4,0.27,65.8,14.76,22.942857142857143,1.4,415.4,11.0,8.4,0.0,2.8,108,0.7,31,0.4,12.9,5.2,7.8,9.1,9.51291390728477,92.8841059602649,8.955960264900662,4,6.2,43.2,43.2,43.2,43.2,43.2
111,2019-07-31,1000.0,976.0,0.0,41.4,0.43,104.3,8.5,401.0,41.4,8.4,0.0,4.8,174,0.9,55,0.5,13.4,2.2,-0.3,7.8,9.51291390728477,92.8841059602649,8.955960264900662,206,6.7,47.9,47.9,47.9,47.9,47.9
112,2019-08-01,1009.2,984.4,0.0,1532.3,0.64,262.76666666666665,0.6,1532.3,15.2,0.0,0.3,6.7,354,0.5,19,0.4,11.6,-2.5,-4.9,4.6,9.51291390728477,92.8841059602649,8.955960264900662,117,5.1,44.8,44.8,44.8,44.8,44.8
113,2019-08-02,1003.0,978.8,0.0,21.5,34.56,12.359633027522936,1.4,135.9,8.4,8.2,0.0,0.5,132,0.8,70,0.6,11.3,-1.8,-0.7,4.8,9.51291390728477,92.8841059602649,8.955960264900662,115,7.2,43.7,43.7,43.7,43.7,43.7
114,2019-08-03,1010.3,985.8,0.0,882.6,4.99,42.55833333333333,1.7,882.6,9.45,27.0,0.0,1.0,119,0.6,18,0.4,7.8,1.3,-0.1,4.6,9.51291390728477,92.8841059602649,8.955960264900662,125,3.6,53.0,53.0,53.0,53.0,53.0
115,2019-08-04,1004.5,980.2,1.71,16.3,17.21,21.27857142857143,3.1,417.4,11.15,14.2,0.0,1.2,105,1.0,43,0.6,8.5,1.1,-0.6,4.8,9.51291390728477,92.8841059602649,8.955960264900662,187,8.8,46.6,46.6,46.6,46.6,46.6
116,2019-08-05,1009.6,985.0,0.0,830.3,10.13,32.559615384615384,0.8,830.3,11.9,8.8,0.0,3.0,335,0.2,45,0.3,4.5,-0.2,-0.1,2.2,9.51291390728477,92.8841059602649,8.955960264900662,340,3.1,49.6,49.6,49.6,49.6,49.6
117,2019-08-06,1018.0,993.3,0.23,15.9,2.77,32.50277777777777,2.4,176.5,16.05,13.2,0.0,1.4,339,0.5,18,0.4,5.3,0.5,1.1,2.9,9.51291390728477,92.8841059602649,8.955960264900662,322,2.6,49.8,49.8,49.8,49.8,49.8
118,2019-08-07,1015.8,991.3,0.0,323.5,2.9,50.68076923076923,2.8,323.5,20.9,2.4,0.0,0.9,334,0.5,12,0.3,9.9,2.3,1.0,6.1,9.51291390728477,92.8841059602649,8.955960264900662,130,3.6,47.2,47.2,47.2,47.2,47.2
119,2019-08-08,1013.0,988.7,0.0,1672.9,0.15,562.4666666666667,5.8,1672.9,8.7,2.0,0.0,4.0,41,0.4,29,0.3,10.2,3.7,1.5,7.0,9.51291390728477,92.8841059602649,8.955960264900662,1,4.6,46.1,46.1,46.1,46.1,46.1
120,2019-08-09,1000.5,976.7,0.0,358.3,3.24,30.116666666666664,1.9,358.3,9.35,3.2,0.0,5.7,354,0.8,27,0.4,13.2,4.6,5.5,8.9,9.51291390728477,92.8841059602649,8.955960264900662,122,5.1,45.1,45.1,45.1,45.1,45.1
121,2019-08-10,996.4,972.6,0.0,1273.5,41.82,23.53673469387755,0.9,1273.5,8.8,2.2,0.0,0.0,79,1.0,74,0.5,14.0,4.7,3.1,9.4,9.51291390728477,92.8841059602649,8.955960264900662,90,7.2,45.3,45.3,45.3,45.3,45.3
122,2019-08-11,996.4,972.6,0.53,7.0,29.69,19.9875,1.8,241.7,10.1,55.4,0.0,0.5,96,0.9,46,0.6,8.5,5.3,6.4,6.9,9.51291390728477,92.8841059602649,8.955960264900662,49,7.2,56.5,56.5,56.5,56.5,56.5
123,2019-08-12,993.0,969.1,0.45,20.6,1.0,359.07500000000005,20.6,1334.9,40.4,16.0,0.0,3.3,66,0.8,45,0.6,9.8,3.2,2.0,6.5,9.51291390728477,92.8841059602649,8.955960264900662,258,4.1,54.2,54.2,54.2,54.2,54.2
124,2019-08-13,1002.0,978.0,0.11,6.3,5.32,34.458536585365856,2.5,194.1,16.0,1.2,0.0,3.2,292,0.7,41,0.4,11.3,3.9,2.7,7.6,9.51291390728477,92.8841059602649,8.955960264900662,188,3.6,45.9,45.9,45.9,45.9,45.9
125,2019-08-14,1012.3,988.1,0.0,53.1,2.28,25.92758620689655,3.9,95.8,20.0,5.2,0.0,4.2,171,1.4,47,0.8,11.4,5.3,4.6,8.4,6.4,98.0,6.2,162,5.7,46.1,46.1,46.1,46.1,46.1
126,2019-08-16,1015.9,991.6,0.0,2415.7,5.92,96.85675675675677,3.3,2415.7,14.6,0.2,1.4,1.5,309,0.7,23,0.4,12.3,4.4,2.7,8.4,9.51291390728477,92.8841059602649,8.955960264900662,1,7.2,45.0,45.0,45.0,45.0,45.0
127,2019-08-17,1006.4,982.5,2.22,20.4,20.28,14.89591836734694,3.1,47.8,11.3,24.0,0.0,3.4,91,0.6,20,0.3,12.1,5.3,7.5,8.7,9.51291390728477,92.8841059602649,8.955960264900662,195,8.2,44.8,44.8,44.8,44.8,44.8
128,2019-08-19,1030.0,1004.7,0.0,3530.2,0.22,899.1999999999999,9.2,3530.2,28.7,0.0,1.0,8.7,306,0.6,28,0.2,12.9,-3.2,-6.3,4.9,9.51291390728477,92.8841059602649,8.955960264900662,67,5.1,45.8,45.8,45.8,45.8,45.8
129,2019-08-20,1010.8,986.7,0.0,85.8,24.95,31.28695652173913,3.1,722.6,11.75,1.0,1.0,3.3,40,2.9,27,0.9,12.9,-1.6,-1.4,5.7,5.9,77.0,3.8,46,10.3,45.0,45.0,45.0,45.0,45.0
130,2019-08-21,998.3,974.4,0.74,13.6,3.35,95.78,4.6,778.3,14.1,25.8,0.0,7.1,151,0.7,68,0.7,12.1,3.3,0.2,7.7,9.51291390728477,92.8841059602649,8.955960264900662,357,6.2,56.5,56.5,56.5,56.5,56.5
131,2019-08-22,989.3,965.6,0.59,16.2,16.16,23.690163934426227,1.3,383.5,10.2,13.6,0.0,4.2,128,3.1,18,0.9,13.1,5.2,5.1,9.2,9.51291390728477,92.8841059602649,8.955960264900662,113,6.7,46.4,46.4,46.4,46.4,46.4
132,2019-08-23,996.0,972.2,0.0,114.6,3.52,57.23,1.0,378.2,12.15,5.8,0.0,6.3,346,0.8,18,0.3,13.3,4.0,2.1,8.7,9.51291390728477,92.8841059602649,8.955960264900662,122,7.2,48.1,48.1,48.1,48.1,48.1
133,2019-08-24,1008.5,984.0,0.0,1700.5,0.06,857.35,14.2,1700.5,857.35,1.6,0.0,5.4,62,0.6,73,0.4,14.8,1.3,-1.3,8.1,9.51291390728477,92.8841059602649,8.955960264900662,183,7.7,45.8,45.8,45.8,45.8,45.8
134,2019-08-25,1011.6,987.3,0.0,45.6,1.67,72.5,2.2,513.1,11.65,0.4,0.6,1.3,337,0.8,51,0.3,14.1,2.0,3.3,8.1,9.51291390728477,92.8841059602649,8.955960264900662,52,4.1,45.8,45.8,45.8,45.8,45.8
135,2019-08-26,1000.9,977.2,0.18,25.0,17.47,14.002884615384614,1.2,140.5,7.25,12.6,0.0,1.0,38,2.7,24,1.1,12.7,5.1,7.3,8.9,9.51291390728477,92.8841059602649,8.955960264900662,163,9.8,45.1,45.1,45.1,45.1,45.1
136,2019-08-27,1019.1,994.7,0.0,10.7,1.49,38.03157894736842,1.9,468.0,10.7,8.4,0.0,5.5,268,0.6,42,0.3,12.2,4.7,3.2,8.5,9.51291390728477,92.8841059602649,8.955960264900662,155,6.7,47.7,47.7,47.7,47.7,47.7
137,2019-08-28,1023.8,999.2,0.0,832.5,1.04,190.21818181818185,1.5,832.5,8.9,0.4,0.6,3.4,328,0.8,30,0.4,13.4,4.6,1.3,9.0,9.51291390728477,92.8841059602649,8.955960264900662,156,4.1,45.6,45.6,45.6,45.6,45.6
138,2019-08-29,1019.9,995.6,0.0,228.4,5.76,29.866666666666667,2.8,235.6,9.2,4.2,0.0,3.7,326,0.6,50,0.3,14.1,5.0,4.7,9.6,9.51291390728477,92.8841059602649,8.955960264900662,353,4.6,45.3,45.3,45.3,45.3,45.3
139,2019-08-30,1023.1,998.7,0.0,172.7,0.41,98.1,6.4,258.8,38.3,2.4,0.0,7.7,115,1.4,16,0.5,14.3,4.6,2.2,9.5,6.4,92.0,5.7,160,6.7,45.3,45.3,45.3,45.3,45.3
140,2019-08-31,1027.2,1002.8,0.0,1204.9,0.3,403.3,1.6,1204.9,3.4,0.2,0.8,8.5,234,0.7,56,0.4,13.0,4.3,1.1,8.7,7.8,91.0,7.0,191,7.2,45.5,45.5,45.5,45.5,45.5
141,2019-09-04,1007.7,983.8,0.0,4799.2,7.7,188.20357142857145,4.0,4799.2,13.0,0.0,7.0,0.0,75,0.6,87,0.3,18.6,2.0,4.7,10.3,8.3,100.0,8.3,124,5.1,44.1,44.1,44.1,44.1,44.1
142,2019-09-05,996.2,972.5,0.0,1294.9,3.03,144.7076923076923,6.2,1294.9,26.2,7.6,1.1,0.1,115,0.6,54,0.3,11.8,7.1,7.4,9.5,9.51291390728477,92.8841059602649,8.955960264900662,183,6.2,45.4,45.4,45.4,45.4,45.4
143,2019-09-06,993.7,970.2,0.16,59.3,0.27,72.53333333333335,11.8,146.5,59.3,3.4,0.0,1.7,114,1.5,12,0.5,13.7,7.6,7.4,10.7,8.9,100.0,8.9,234,5.7,44.9,44.9,44.9,44.9,44.9
144,2019-09-11,1010.5,986.3,0.0,7290.0,0.9,952.6125,2.7,7290.0,7.85,0.0,8.7,6.3,9,0.4,72,0.3,17.2,2.5,0.2,9.9,5.5,96.0,5.1,229,5.7,44.2,44.2,44.2,44.2,44.2
145,2019-09-12,1018.0,993.7,0.0,1240.3,0.1,627.4499999999999,14.6,1240.3,627.4499999999999,0.6,9.8,2.6,309,0.7,35,0.3,14.7,3.7,-1.0,9.2,9.51291390728477,92.8841059602649,8.955960264900662,236,4.1,44.2,44.2,44.2,44.2,44.2
146,2019-09-13,1010.4,986.6,0.0,1412.3,12.25,51.573170731707314,2.0,1412.3,11.9,0.6,10.9,0.7,338,1.4,30,0.7,14.4,6.7,5.2,10.6,10.8,100.0,10.8,23,8.2,44.2,44.2,44.2,44.2,44.2
147,2019-09-14,1010.9,986.9,0.0,496.3,37.62,24.922222222222224,3.2,496.3,12.0,16.6,0.0,0.0,194,1.0,11,0.6,14.0,7.9,7.5,11.0,9.51291390728477,92.8841059602649,8.955960264900662,164,5.1,47.4,47.4,47.4,47.4,47.4
148,2019-09-15,1009.8,985.8,0.77,16.7,3.55,67.83,5.2,712.4,17.0,38.4,0.0,5.7,246,0.4,32,0.4,9.8,6.6,6.5,8.2,9.51291390728477,92.8841059602649,8.955960264900662,264,7.2,51.8,51.8,51.8,51.8,51.8
149,2019-09-16,1013.6,989.5,0.0,131.4,20.6,27.205357142857142,2.6,451.5,12.4,0.8,0.9,0.5,62,0.4,44,0.2,14.6,5.1,3.5,9.9,9.51291390728477,92.8841059602649,8.955960264900662,42,10.8,46.6,46.6,46.6,46.6,46.6
150,2019-09-17,1015.9,991.8,0.62,7.9,13.78,29.17428571428572,1.5,453.3,9.7,34.0,0.0,5.8,179,1.2,47,0.7,13.6,7.5,7.4,10.6,7.6,85.0,6.3,233,11.8,56.6,56.6,56.6,56.6,56.6
151,2019-09-23,1019.4,995.4,0.0,8338.2,13.42,225.94750000000005,3.0,8338.2,9.6,0.0,9.8,1.1,352,2.8,29,1.2,15.9,7.9,7.1,11.9,9.4,88.0,8.4,54,9.8,42.9,42.9,42.9,42.9,42.9
152,2019-09-24,1004.6,981.0,0.11,30.9,4.8500000000000005,39.435135135135134,1.7,391.1,6.5,13.8,0.0,8.1,152,2.6,21,1.0,14.5,7.1,4.2,10.8,8.4,69.0,5.5,181,9.8,48.7,48.7,48.7,48.7,48.7
153,2019-09-25,1001.1,977.2,0.0,175.5,18.75,15.004166666666668,1.6,175.5,7.65,5.8,0.0,1.4,323,1.4,19,0.5,14.0,4.4,2.5,9.2,9.51291390728477,92.8841059602649,8.955960264900662,257,11.3,45.2,45.2,45.2,45.2,45.2
154,2019-09-26,1009.0,984.6,1.27,38.4,20.92,15.84175824175824,2.2,107.2,9.9,26.0,0.0,1.2,308,0.7,88,0.4,9.1,0.7,0.0,4.9,3.6,100.0,3.6,219,7.2,50.7,50.7,50.7,50.7,50.7
155,2019-09-27,1011.8,987.8,0.0,20.5,12.32,17.859493670886074,0.7,403.2,8.0,18.4,0.0,2.5,358,0.8,53,0.4,9.4,3.4,5.6,6.4,9.51291390728477,92.8841059602649,8.955960264900662,160,6.7,51.7,51.7,51.7,51.7,51.7
156,2019-09-28,1017.8,993.7,0.0,51.5,2.27,58.132,5.9,777.7,19.8,7.2,0.0,1.4,331,0.5,36,0.4,13.3,7.8,6.5,10.6,9.51291390728477,92.8841059602649,8.955960264900662,360,3.6,48.0,48.0,48.0,48.0,48.0
157,2019-09-29,1015.2,991.2,0.0,328.4,19.55,15.375789473684211,0.9,328.4,6.9,8.6,0.0,2.3,283,0.8,86,0.5,15.0,8.2,7.5,11.6,9.51291390728477,92.8841059602649,8.955960264900662,45,9.3,45.9,45.9,45.9,45.9,45.9
158,2019-09-30,1002.1,978.6,0.0,13.3,20.48,16.931764705882355,0.7,260.0,8.1,24.4,0.0,1.3,29,3.6,26,1.4,18.0,9.0,10.3,13.5,12.0,100.0,12.0,346,10.3,50.0,50.0,50.0,50.0,50.0
159,2019-10-01,1008.5,984.3,0.32,5.2,5.36,29.876923076923077,1.1,517.4,8.100000000000001,13.6,0.0,6.7,131,1.0,35,0.4,14.8,4.4,2.6,9.6,9.51291390728477,92.8841059602649,8.955960264900662,229,7.7,47.6,47.6,47.6,47.6,47.6
160,2019-10-02,1007.0,982.8,0.0,732.6,13.68,27.83015873015873,1.6,732.6,8.5,4.0,0.0,3.9,45,0.6,78,0.4,13.7,3.2,-0.8,8.5,5.1,96.0,4.7,183,13.4,46.1,46.1,46.1,46.1,46.1
161,2019-10-03,1016.7,992.1,0.0,1288.6,2.7,129.0,2.3,1288.6,5.4,10.2,0.0,6.5,49,0.7,39,0.5,10.3,-0.2,-2.3,5.1,2.8,94.0,2.2,296,5.1,47.5,47.5,47.5,47.5,47.5
162,2019-10-05,1008.6,984.8,0.0,2239.0,6.9,90.52142857142856,0.8,2239.0,10.5,1.6,0.5,3.2,34,3.3,24,1.3,14.6,5.3,3.1,10.0,9.4,92.0,8.8,49,10.8,45.3,45.3,45.3,45.3,45.3
163,2019-10-08,1022.3,997.8,0.0,4738.6,0.85,629.2625,2.9,4738.6,17.05,0.0,4.3,0.7,326,0.9,23,0.4,17.6,2.1,-2.1,9.9,5.3,94.0,4.8,28,8.8,43.7,43.7,43.7,43.7,43.7
164,2019-10-09,1019.4,995.7,0.24,13.3,5.95,21.11714285714286,0.9,98.8,13.0,5.4,1.0,2.9,5,1.4,43,0.9,14.4,5.3,7.8,9.9,13.5,94.0,13.1,17,9.3,43.9,43.9,43.9,43.9,43.9
165,2019-10-10,1013.0,989.3,0.0,916.8,24.62,23.375,0.7,916.8,7.6,6.6,0.0,0.0,18,2.3,37,1.2,17.1,7.0,3.5,12.1,11.7,89.0,10.9,42,9.3,44.7,44.7,44.7,44.7,44.7
166,2019-10-11,1010.7,987.0,0.0,321.0,5.36,34.276595744680854,0.6,416.6,7.2,22.6,0.0,4.0,45,1.9,30,0.9,14.1,9.2,8.2,11.7,10.6,89.0,9.8,344,8.8,48.0,48.0,48.0,48.0,48.0
167,2019-10-12,1017.9,993.8,0.14,24.0,0.22,15.5,7.0,24.0,15.5,2.6,0.0,8.1,146,0.9,58,0.5,15.8,6.0,4.1,10.9,8.3,90.0,7.5,54,8.8,46.1,46.1,46.1,46.1,46.1
168,2019-10-13,1022.4,998.1,0.0,1900.1,3.4,253.17,3.3,1900.1,14.65,0.0,2.1,9.6,1,1.1,66,0.5,18.8,5.7,3.1,12.3,7.7,92.0,7.1,119,6.7,44.4,44.4,44.4,44.4,44.4
169,2019-10-17,1012.2,988.4,0.0,4775.1,1.01,402.23333333333335,3.9,4775.1,15.2,0.2,6.9,2.5,320,0.7,42,0.4,21.2,7.5,2.6,14.4,10.0,90.0,9.2,3,7.2,42.9,42.9,42.9,42.9,42.9
170,2019-10-18,1010.3,986.6,0.0,58.7,47.49,16.22705882352941,1.6,180.1,11.3,4.2,4.9,0.0,66,1.4,25,0.5,16.8,9.7,10.1,13.3,10.7,95.0,10.3,33,12.4,42.6,42.6,42.6,42.6,42.6
171,2019-10-21,1008.5,984.8,0.0,3145.9,16.44,61.56527777777777,1.7,3145.9,9.65,6.0,0.0,3.4,244,0.4,78,0.3,18.9,9.2,7.7,14.1,10.2,87.0,9.1,260,8.2,43.7,43.7,43.7,43.7,43.7
172,2019-10-22,1007.4,983.4,0.0,47.8,14.86,24.86140350877193,1.8,435.0,11.2,15.0,0.0,1.1,343,0.8,20,0.5,13.4,4.1,1.5,8.8,6.3,92.0,5.6,20,9.3,47.7,47.7,47.7,47.7,47.7
173,2019-10-23,1006.1,982.2,0.0,1353.3,0.1,685.05,16.8,1353.3,685.05,10.6,0.0,10.9,196,2.4,16,0.9,11.0,3.0,1.2,7.0,5.3,68.0,2.1,237,9.3,49.6,49.6,49.6,49.6,49.6
174,2019-10-24,1004.8,980.9,0.0,146.1,15.42,16.99,1.0,253.7,7.2,7.2,0.0,5.1,128,1.9,26,0.7,15.8,5.0,2.3,10.4,7.5,94.0,7.0,199,11.8,45.6,45.6,45.6,45.6,45.6
175,2019-10-25,1011.0,986.9,0.0,9.0,6.98,12.94705882352941,1.6,35.1,11.3,14.8,0.0,2.1,4,0.8,68,0.4,13.0,5.3,5.6,9.2,6.5,96.0,6.2,199,7.2,47.4,47.4,47.4,47.4,47.4
176,2019-10-27,1013.8,990.0,0.0,3166.6,5.59,173.56315789473683,1.1,3166.6,6.0,0.0,3.5,3.0,104,1.6,31,0.7,20.3,5.8,3.8,13.1,10.2,90.0,9.4,11,9.8,44.5,44.5,44.5,44.5,44.5
177,2019-10-28,1013.0,989.2,0.0,537.7,7.29,30.19677419354839,1.8,537.7,7.4,12.4,0.0,6.6,315,0.9,62,0.4,17.5,9.4,8.4,13.5,10.9,93.0,10.4,251,8.2,44.8,44.8,44.8,44.8,44.8
178,2019-10-29,1013.7,989.6,0.0,895.3,7.74,55.03055555555555,0.7,895.3,9.25,6.4,0.0,6.2,115,1.0,48,0.6,17.6,6.7,5.7,12.2,7.7,94.0,7.2,191,7.7,45.1,45.1,45.1,45.1,45.1
179,2019-10-30,1014.1,989.9,0.0,370.3,1.18,160.41111111111113,10.4,596.6,25.6,1.6,0.5,2.5,315,1.0,24,0.4,14.6,5.6,3.5,10.1,6.8,97.0,6.6,35,6.7,45.1,45.1,45.1,45.1,45.1
180,2019-10-31,1015.8,991.9,0.0,1428.2,0.65,134.74615384615385,5.8,1428.2,20.5,1.0,1.7,8.6,284,0.9,23,0.3,16.1,6.7,5.8,11.4,9.4,88.0,8.4,254,9.3,44.7,44.7,44.7,44.7,44.7
181,2019-11-01,1017.1,993.0,0.12,21.4,4.35,18.512,2.0,139.6,11.3,5.2,0.0,6.1,219,0.7,23,0.3,15.3,7.3,7.1,11.3,8.7,94.0,8.2,256,7.7,43.7,43.7,43.7,43.7,43.7
182,2019-11-06,1012.6,989.1,0.0,7130.3,10.1,244.14848484848488,1.6,7130.3,11.2,0.0,17.2,0.1,23,1.8,25,0.9,19.8,12.9,13.1,16.4,13.8,86.0,12.8,14,9.3,41.5,41.5,41.5,41.5,41.5
183,2019-11-07,1012.7,989.4,0.0,911.1,12.02,24.5609375,0.4,911.1,7.550000000000001,9.8,10.9,2.9,24,2.1,33,0.9,18.8,12.4,10.4,15.6,15.0,76.0,13.1,42,9.8,43.4,43.4,43.4,43.4,43.4
184,2019-11-08,1011.6,988.4,0.0,7.6,13.48,7.555932203389831,0.3,55.6,4.9,25.4,0.0,10.6,31,2.6,33,1.2,19.4,14.3,14.8,16.9,16.1,83.0,14.9,18,10.3,47.0,47.0,47.0,47.0,47.0
185,2019-11-09,1011.3,988.0,0.0,1529.1,12.56,37.7203125,0.8,1529.1,7.5,0.0,3.5,2.3,24,3.3,30,1.3,21.8,15.1,14.5,18.5,15.8,86.0,14.9,5,11.3,44.7,44.7,44.7,44.7,44.7
186,2019-11-10,998.6,975.5,0.0,31.9,35.0,13.10909090909091,0.9,235.4,8.05,22.2,0.0,1.2,24,3.5,28,1.4,19.8,14.4,15.2,17.1,15.3,91.0,14.6,27,12.4,49.3,49.3,49.3,49.3,49.3
187,2019-11-11,995.1,971.6,1.3,32.7,8.54,26.71481481481481,0.8,213.6,17.9,33.2,0.0,6.2,207,0.7,38,0.4,19.0,9.1,10.1,14.1,9.4,95.0,9.1,235,9.8,51.7,51.7,51.7,51.7,51.7
188,2019-11-13,1010.5,986.7,0.0,3173.7,20.45,120.38666666666668,2.1,3173.7,11.25,0.0,6.6,2.3,330,1.1,45,0.8,19.6,4.6,1.0,12.1,9.7,85.0,8.5,18,11.8,43.7,43.7,43.7,43.7,43.7
189,2019-11-14,998.6,975.3,1.83,18.1,25.99,22.106153846153845,0.3,510.4,6.6,39.6,0.0,5.3,347,1.5,29,0.7,15.5,10.1,9.8,12.8,11.3,82.0,9.8,8,18.0,53.0,53.0,53.0,53.0,53.0
190,2019-11-15,1007.8,984.0,0.0,103.8,1.19,69.03999999999999,2.9,455.7,11.1,7.0,0.0,4.4,300,0.9,24,0.6,15.8,6.7,3.6,11.3,9.1,93.0,8.5,344,6.7,47.3,47.3,47.3,47.3,47.3
191,2019-11-16,1011.7,988.1,0.0,995.1,14.87,26.45185185185185,1.3,995.1,7.7,4.2,0.0,0.1,39,3.8,22,1.3,17.5,9.3,10.1,13.4,12.3,92.0,11.7,54,10.3,45.0,45.0,45.0,45.0,45.0
192,2019-11-18,1007.4,983.6,0.0,1692.3,14.22,57.182978723404254,0.3,1692.3,5.9,9.6,0.0,5.0,315,2.0,23,0.6,20.2,6.3,2.4,13.3,8.7,95.0,8.4,211,11.8,44.8,44.8,44.8,44.8,44.8
193,2019-11-19,1011.4,987.4,0.0,598.1,12.07,34.78372093023256,1.9,598.1,11.5,4.6,0.0,0.7,327,1.0,45,0.6,14.0,4.7,1.6,9.4,7.3,90.0,6.5,29,8.8,46.2,46.2,46.2,46.2,46.2
194,2019-11-20,1009.9,986.1,0.0,232.9,5.71,23.57948717948718,1.5,232.9,7.2,16.4,0.0,8.1,86,1.1,40,0.5,13.0,7.6,5.6,10.3,8.9,75.0,6.7,171,8.2,48.4,48.4,48.4,48.4,48.4
195,2019-12-01,1010.1,986.8,0.0,15367.2,12.05,320.90784313725493,0.6,15367.2,8.7,0.2,36.7,0.1,26,2.8,30,1.2,26.6,13.4,10.7,20.0,15.0,81.0,13.6,349,13.4,39.2,39.2,39.2,39.2,39.2
196,2019-12-02,1008.1,984.9,0.0,396.4,52.51,14.94862385321101,1.0,396.4,7.1,15.8,24.2,0.0,360,0.8,49,0.8,18.6,13.2,11.9,15.9,16.3,96.0,16.1,39,11.8,41.3,41.3,41.3,41.3,41.3
