,Date(NZST),Pmsl(hPa),Pstn(hPa),Amount(mm),Period(min),daily_total_rainfall,daily_avg_duration,daily_min_duration,daily_max_duration,daily_median_duration,Rainfall(mm),Deficit(mm),Sunshine(Hrs),WindDir(DegT),Speed(m/s)_x,WindDir StdDev,WindSpd StdDev,Tmax(C),Tmin(C),Tgmin(C),Tmean(C),Twet(C),RH(%),Tdew(C),Dir(DegT),Speed(m/s)_y,Percent(%),soil_avg_moist,soil_min_moist,soil_max_moist,soil_median_moist
303,2020-06-18,1021.4,997.1,0.2,17.2,5.67,26.477272727272727,2.3,336.7,8.55,6.4,0.0,0.5,210,1.5,26,0.8,17.3,7.8,8.7,12.6,7.9,96.0,7.6,129,8.8,48.1,48.1,48.1,48.1,48.1
304,2020-06-20,1024.0,999.1,0.0,2793.2,-0.1,1426.6,60.0,2793.2,1426.6,0.0,0.3,7.1,35,0.1,8,0.1,12.6,0.8,-0.8,6.7,1.3,100.0,1.3,121,3.6,48.1,48.1,48.1,48.1,48.1
305,2020-06-22,1027.4,1002.4,0.0,2820.0,-0.1,1440.0,60.0,2820.0,1440.0,0.0,0.9,6.1,324,0.1,0,0.1,13.1,0.3,-1.2,6.7,1.0,100.0,1.0,264,2.1,47.7,47.7,47.7,47.7,47.7
306,2020-06-23,1028.4,1003.4,0.0,1380.0,-0.1,720.0,60.0,1380.0,720.0,0.0,1.2,5.7,321,0.1,7,0.1,13.2,0.7,-0.5,7.0,2.1,100.0,2.1,150,2.1,47.7,47.7,47.7,47.7,47.7
307,2020-06-24,1024.2,999.4,0.0,1380.0,-0.1,720.0,60.0,1380.0,720.0,0.0,1.5,5.1,90,0.8,48,0.7,13.6,1.3,-0.5,7.5,2.2,100.0,2.2,123,3.6,47.7,47.7,47.7,47.7,47.7
308,2020-06-26,1022.2,997.4,0.0,3751.9,0.1,1877.85,3.8,3751.9,1877.85,0.2,1.9,5.3,140,0.4,70,0.4,16.2,-1.3,-2.1,7.5,2.2,99.0,2.1,98,5.1,47.5,47.5,47.5,47.5,47.5
309,2020-06-28,1002.7,979.0,0.0,1512.0,7.1,75.44411764705882,2.4,1512.0,9.6,7.0,0.0,3.1,335,0.3,55,0.4,16.7,6.4,6.0,11.6,9.0,100.0,9.0,28,6.2,47.5,47.5,47.5,47.5,47.5
310,2020-07-04,1022.4,997.7,0.0,7986.4,3.45,251.42,0.8,7986.4,7.1,0.0,1.5,0.0,2,0.1,7,0.1,10.8,-5.0,-6.2,2.9,3.4,96.0,3.0,62,8.2,48.7,48.7,48.7,48.7,48.7
311,2020-07-05,1012.7,988.6,0.0,633.9,4.95,41.34871794871795,1.5,633.9,9.6,4.2,0.0,0.3,104,0.8,27,0.6,10.7,3.2,4.1,7.0,7.7,97.0,7.5,73,4.6,48.9,48.9,48.9,48.9,48.9
312,2020-07-06,997.2,973.6,0.36,18.3,7.0600000000000005,31.74848484848485,2.9,217.7,17.2,11.8,0.0,2.5,297,0.4,53,0.5,11.8,7.5,8.0,9.7,8.7,99.0,8.7,25,6.2,49.8,49.8,49.8,49.8,49.8
313,2020-07-07,999.4,975.1,0.0,858.4,2.09,78.225,1.8,858.4,20.4,1.2,0.0,0.5,109,0.1,20,0.2,14.1,-0.5,-2.3,6.8,2.1,100.0,2.1,122,3.1,51.2,51.2,51.2,51.2,51.2
314,2020-07-08,1001.0,976.9,0.0,413.2,0.15,219.9,26.6,413.2,219.9,1.8,0.0,2.8,241,0.2,33,0.2,8.7,1.8,0.9,5.3,3.8,100.0,3.8,222,8.2,50.2,50.2,50.2,50.2,50.2
315,2020-07-11,1024.8,1000.0,0.0,4634.9,0.5,457.9181818181818,5.3,4634.9,35.5,0.0,0.7,0.5,0,0.0,0,0.0,9.8,-2.6,-2.2,3.6,2.7,99.0,2.6,307,1.0,49.5,49.5,49.5,49.5,49.5
316,2020-07-12,1019.6,995.1,0.0,1122.9,21.14,39.89148936170213,2.7,1122.9,13.1,0.2,0.8,0.4,96,0.4,12,0.3,9.2,2.4,0.6,5.8,4.9,100.0,4.9,58,9.8,49.3,49.3,49.3,49.3,49.3
317,2020-07-13,1023.0,998.5,0.0,228.9,0.46,54.5,10.1,228.9,11.4,22.4,0.0,4.4,90,0.2,57,0.2,12.5,4.5,3.6,8.5,5.5,100.0,5.5,210,5.7,58.0,58.0,58.0,58.0,58.0
318,2020-07-19,1023.4,998.4,0.0,9277.4,1.0,651.8,4.6,9277.4,27.2,0.0,1.8,0.3,0,0.0,18,0.1,13.5,-1.3,-2.8,6.1,0.5,100.0,0.5,127,2.6,49.5,49.5,49.5,49.5,49.5
319,2020-07-20,1019.0,994.8,0.0,1558.9,0.16,522.1,3.5,1558.9,3.9,0.8,1.3,3.9,0,0.0,2,0.1,9.6,0.0,-1.0,4.8,7.6,100.0,7.6,52,9.8,49.4,49.4,49.4,49.4,49.4
320,2020-07-21,999.0,975.4,0.0,27.1,20.4,14.491463414634143,1.4,158.4,8.1,13.0,0.0,0.8,46,2.2,24,1.0,16.0,7.3,8.9,11.7,9.1,88.0,8.1,56,10.8,49.1,49.1,49.1,49.1,49.1
321,2020-07-22,997.8,973.8,0.0,423.0,5.33,45.13421052631579,2.0,922.5,7.4,8.0,0.0,2.0,235,0.1,42,0.1,13.0,3.3,1.7,8.2,4.6,99.0,4.6,134,4.6,55.3,55.3,55.3,55.3,55.3
322,2020-07-23,1006.7,982.5,0.0,48.0,12.84,21.393939393939394,2.5,237.4,9.55,10.2,0.0,1.4,100,0.1,26,0.2,11.2,3.6,2.3,7.4,4.5,100.0,4.5,186,8.2,52.2,52.2,52.2,52.2,52.2
323,2020-07-24,1019.7,994.9,0.0,234.5,0.97,40.62,1.7,234.5,18.65,9.4,0.0,3.3,125,0.3,43,0.5,7.5,-0.1,-1.4,3.7,1.0,100.0,1.0,118,4.1,55.6,55.6,55.6,55.6,55.6
324,2020-07-25,1029.7,1004.7,0.0,1095.6,0.1,553.1999999999999,10.8,1095.6,553.1999999999999,0.0,0.3,3.5,321,0.1,8,0.2,9.5,0.7,0.7,5.1,2.0,100.0,2.0,115,2.6,52.1,52.1,52.1,52.1,52.1
325,2020-07-29,1038.6,1013.7,0.0,6199.1,-0.1,3129.55,60.0,6199.1,3129.55,0.2,1.3,0.0,284,0.2,9,0.4,7.3,0.2,0.7,3.8,5.9,98.0,5.7,316,3.6,49.4,49.4,49.4,49.4,49.4
326,2020-07-30,1034.0,1009.3,0.0,1138.1,-0.1,599.05,60.0,1138.1,599.05,0.0,1.6,0.5,0,0.0,12,0.1,12.1,5.5,5.2,8.8,6.7,100.0,6.7,321,3.1,49.4,49.4,49.4,49.4,49.4
327,2020-08-03,1023.8,999.6,0.0,5890.4,0.9,515.3307692307692,3.3,5890.4,22.8,0.0,3.8,0.7,0,0.0,0,0.0,15.8,7.5,6.2,11.7,8.9,98.0,8.7,281,3.6,48.7,48.7,48.7,48.7,48.7
328,2020-08-04,1019.7,995.5,0.0,1431.4,0.5,320.1,8.5,1431.4,17.6,0.6,4.0,3.0,0,0.0,9,0.1,13.9,7.7,7.8,10.8,8.4,100.0,8.4,360,6.2,48.6,48.6,48.6,48.6,48.6
329,2020-08-06,1019.1,994.9,0.0,1630.7,4.97,83.42285714285715,1.6,1630.7,7.3,0.2,5.2,1.6,0,0.0,0,0.1,15.7,6.6,4.7,11.2,8.0,99.0,8.0,21,8.8,48.1,48.1,48.1,48.1,48.1
330,2020-08-07,1006.3,982.2,0.29,16.9,3.13,9.06,3.5,16.9,8.9,8.4,0.0,2.7,339,0.3,14,0.4,16.1,3.2,1.2,9.7,5.7,100.0,5.7,22,4.6,48.2,48.2,48.2,48.2,48.2
331,2020-08-08,1009.8,985.5,0.0,1831.7,-0.1,945.85,60.0,1831.7,945.85,0.0,0.8,8.7,116,3.0,14,0.8,11.4,3.1,0.0,7.3,4.0,92.0,3.3,123,5.7,49.4,49.4,49.4,49.4,49.4
332,2020-08-09,1012.7,988.3,0.0,1604.7,1.44,136.69411764705885,2.1,1604.7,12.1,0.0,1.6,3.3,273,0.1,1,0.3,14.7,1.8,-1.3,8.3,4.1,100.0,4.1,158,6.2,49.3,49.3,49.3,49.3,49.3
333,2020-08-10,1015.2,991.0,0.13,20.2,1.56,37.99,1.7,250.2,19.65,2.6,0.0,3.5,0,0.0,5,0.0,12.6,3.8,2.7,8.2,7.1,99.0,7.1,158,4.1,49.1,49.1,49.1,49.1,49.1
334,2020-08-18,1026.1,1001.0,0.0,12203.9,0.08,6105.2,6.5,12203.9,6105.2,0.0,6.5,5.5,0,0.0,0,0.0,14.9,-2.7,-5.4,6.1,-0.1,97.0,-0.3,107,6.2,49.2,49.2,49.2,49.2,49.2
335,2020-08-19,1005.7,981.9,0.0,22.0,28.6,23.33703703703704,4.9,278.4,16.25,15.8,0.0,0.3,58,1.5,16,0.6,13.0,-0.1,0.9,6.5,8.7,95.0,8.4,85,5.1,49.6,49.6,49.6,49.6,49.6
336,2020-08-20,993.7,970.2,0.0,524.0,7.61,33.274468085106385,1.1,524.0,5.8,13.2,0.0,2.1,107,1.0,11,1.0,12.1,7.3,5.5,9.7,8.6,96.0,8.3,54,9.3,55.5,55.5,55.5,55.5,55.5
337,2020-08-21,988.5,965.2,0.0,71.7,29.03,11.495,1.8,71.7,8.1,15.6,0.0,0.7,35,2.7,23,1.2,13.8,8.6,8.4,11.2,9.6,92.0,9.0,24,7.7,53.6,53.6,53.6,53.6,53.6
338,2020-08-22,1007.6,983.7,0.0,281.9,10.18,20.926315789473684,1.4,281.9,6.7,26.8,0.0,1.9,110,1.6,15,0.6,11.7,6.5,5.7,9.1,7.8,96.0,7.5,8,5.1,58.4,58.4,58.4,58.4,58.4
339,2020-08-24,996.0,972.4,0.0,1886.0,10.5,79.68205128205128,2.7,1886.0,12.7,9.8,0.0,2.6,106,0.3,34,0.5,15.0,4.8,2.9,9.9,8.7,98.0,8.5,354,6.7,51.7,51.7,51.7,51.7,51.7
340,2020-08-25,1000.5,976.5,0.0,1091.0,5.4,56.932,1.9,1091.0,7.6,0.8,0.0,2.7,264,0.2,2,0.3,14.3,2.4,-0.7,8.4,5.2,100.0,5.2,114,10.8,52.8,52.8,52.8,52.8,52.8
341,2020-08-26,1011.5,987.1,0.0,1316.3,1.48,98.8125,5.9,1316.3,14.15,5.4,0.0,8.2,104,1.4,23,0.8,12.9,-0.2,-2.7,6.4,2.8,89.0,1.8,208,7.2,52.1,52.1,52.1,52.1,52.1
342,2020-08-27,1010.4,986.1,0.0,33.2,4.32,31.694444444444443,3.2,257.9,8.9,5.8,0.0,7.1,308,0.5,76,0.4,12.7,2.4,-0.8,7.6,4.8,100.0,4.8,188,5.7,51.7,51.7,51.7,51.7,51.7
343,2020-08-28,1018.6,994.1,0.0,940.1,1.31,145.0375,7.8,940.1,26.9,0.4,0.4,4.3,181,0.5,76,0.5,13.1,2.5,-0.7,7.8,4.4,99.0,4.4,42,5.7,51.7,51.7,51.7,51.7,51.7
344,2020-08-29,1018.3,994.2,0.31,12.1,2.89,30.41111111111111,3.0,232.5,8.7,2.8,0.0,2.2,115,1.5,22,0.7,13.4,4.1,3.3,8.8,8.3,90.0,7.5,112,3.6,51.2,51.2,51.2,51.2,51.2
345,2020-08-30,1022.3,997.9,0.0,1521.4,0.1,763.9000000000001,6.4,1521.4,763.9000000000001,0.8,0.0,2.0,26,0.5,47,0.4,13.0,4.3,1.4,8.7,6.4,100.0,6.4,231,5.1,51.2,51.2,51.2,51.2,51.2
346,2020-09-01,1003.9,980.3,0.0,2176.8,28.56,46.48630136986301,1.5,2176.8,10.9,16.8,0.0,0.8,43,2.3,29,1.1,15.7,8.3,6.0,12.0,10.3,93.0,9.7,43,9.8,50.3,50.3,50.3,50.3,50.3
347,2020-09-02,1017.7,993.3,0.2,25.6,0.54,30.116666666666664,4.4,95.9,19.9,12.6,0.0,9.7,162,0.5,46,0.4,12.5,3.0,1.1,7.8,5.2,91.0,4.5,249,7.7,57.7,57.7,57.7,57.7,57.7
348,2020-09-03,1028.1,1003.0,0.0,1799.4,0.1,900.3000000000001,1.2,1799.4,900.3000000000001,0.0,1.4,7.3,0,0.0,12,0.1,13.2,-1.9,-5.0,5.7,0.9,100.0,0.9,122,4.6,51.9,51.9,51.9,51.9,51.9
349,2020-09-05,1019.5,995.3,0.0,2493.2,15.74,82.5086956521739,2.2,2493.2,12.55,1.4,2.7,0.5,110,2.0,18,0.6,12.7,5.2,4.2,9.0,8.5,96.0,8.2,52,9.8,50.9,50.9,50.9,50.9,50.9
350,2020-09-06,1014.3,990.6,0.36,29.4,27.9,23.137704918032785,2.5,590.8,12.5,31.0,0.0,1.7,26,3.1,29,1.2,15.2,8.6,9.6,11.9,11.9,92.0,11.3,36,9.8,56.9,56.9,56.9,56.9,56.9
351,2020-09-07,1030.3,1005.8,0.0,487.7,0.16,288.1,88.5,487.7,288.1,11.4,0.0,10.2,98,2.5,20,1.0,15.1,3.8,1.0,9.5,7.1,84.0,5.7,106,5.7,55.5,55.5,55.5,55.5,55.5
352,2020-09-08,1037.9,1012.8,0.0,1285.9,-0.1,672.95,60.0,1285.9,672.95,0.0,1.4,8.4,134,0.3,56,0.3,17.8,0.4,-2.1,9.1,3.2,100.0,3.2,254,4.1,51.8,51.8,51.8,51.8,51.8
353,2020-09-10,1011.8,987.8,0.0,2907.1,2.1,211.41875,0.7,2907.1,5.5,0.2,3.9,2.3,114,1.7,12,0.5,13.0,6.4,3.2,9.7,8.0,94.0,7.5,243,8.2,50.6,50.6,50.6,50.6,50.6
354,2020-09-14,1020.9,996.9,0.0,5052.9,6.1000000000000005,126.7795918367347,1.5,5052.9,10.2,0.4,7.5,2.6,227,0.5,46,0.5,13.4,6.7,6.4,10.1,10.4,92.0,9.8,56,11.3,50.0,50.0,50.0,50.0,50.0
355,2020-09-15,1010.1,986.1,0.0,119.2,16.93,13.069026548672566,1.2,119.2,7.6,9.2,0.0,1.2,360,1.1,76,0.8,15.3,6.8,5.7,11.1,7.6,92.0,7.0,318,12.9,49.8,49.8,49.8,49.8,49.8
356,2020-09-16,1022.8,998.3,0.0,6.7,7.51,26.706382978723404,1.3,466.8,10.0,20.2,0.0,4.3,274,0.6,19,0.4,12.0,2.8,0.1,7.4,5.1,94.0,4.6,2,5.7,57.6,57.6,57.6,57.6,57.6
357,2020-09-17,1020.0,996.0,0.0,332.8,24.73,13.772881355932205,1.4,332.8,8.05,4.8,0.0,0.0,322,2.5,28,0.9,13.2,5.1,7.7,9.2,10.1,89.0,9.3,43,9.3,53.1,53.1,53.1,53.1,53.1
358,2020-09-18,1015.3,991.2,0.28,52.7,13.64,27.958823529411763,0.6,278.2,15.6,32.0,0.0,4.7,160,1.3,38,0.8,12.8,6.4,6.2,9.6,7.4,81.0,5.7,255,11.3,57.1,57.1,57.1,57.1,57.1
359,2020-09-19,1023.7,999.4,0.1,22.0,1.69,21.352631578947367,7.1,69.4,13.7,4.6,0.0,7.4,309,0.3,7,0.4,12.0,6.3,5.7,9.2,8.1,95.0,7.7,156,6.7,54.5,54.5,54.5,54.5,54.5
360,2020-09-23,1007.6,984.2,0.0,5412.9,13.4,219.37666666666664,2.8,5412.9,15.4,13.6,0.0,5.5,41,5.0,21,1.6,16.6,9.6,9.2,13.1,13.4,89.0,12.6,41,11.3,49.8,49.8,49.8,49.8,49.8
361,2020-09-24,1007.0,983.6,0.0,1328.9,0.59,219.14285714285717,4.3,1328.9,12.6,0.0,1.4,7.4,27,2.0,41,1.0,19.4,8.7,4.0,14.1,12.6,76.0,10.6,357,9.8,51.7,51.7,51.7,51.7,51.7
362,2020-09-25,1009.1,985.5,0.0,354.5,5.51,31.38214285714286,1.1,354.5,5.7,4.4,0.0,7.3,298,1.4,26,0.6,18.4,7.6,4.1,13.0,11.0,88.0,10.1,43,7.7,50.4,50.4,50.4,50.4,50.4
363,2020-09-26,1017.0,992.9,0.0,1871.2,16.5,62.77058823529411,1.3,1871.2,3.3,1.4,0.0,4.1,99,0.5,50,0.5,16.5,4.3,1.1,10.4,8.4,88.0,7.4,36,9.8,50.7,50.7,50.7,50.7,50.7
364,2020-09-27,991.8,968.5,-0.4,6.0,-4.6,17.67241379310345,0.9,228.7,3.0,33.4,0.0,3.7,358,3.7,32,2.1,15.4,9.2,9.3,12.3,9.8,88.0,8.8,344,14.9,53.2,53.2,53.2,53.2,53.2
365,2020-09-28,1001.9,977.8,-16.0,1635.6,-18.0,147.49285714285716,0.8,1635.6,2.6,14.6,0.0,1.5,84,1.6,35,0.6,15.4,2.8,1.6,9.1,3.7,93.0,3.1,250,16.0,56.3,56.3,56.3,56.3,56.3
366,2020-09-29,1004.2,979.7,-7.4,511.6,-12.4,141.6,1.6,511.6,23.6,18.6,0.0,2.2,344,1.4,83,0.7,10.3,-0.3,-0.1,5.0,0.5,97.0,0.2,199,10.8,57.0,57.0,57.0,57.0,57.0
367,2020-09-30,1017.4,992.9,-3.6,1008.9,-3.6,1008.9,1008.9,1008.9,1008.9,11.2,0.0,5.4,7,0.7,85,0.4,8.6,0.3,0.1,4.5,3.9,96.0,3.5,140,5.7,54.9,54.9,54.9,54.9,54.9
368,2020-10-03,1029.5,1005.2,0.0,4616.1,-0.4,2594.8500000000004,573.6,4616.1,2594.8500000000004,0.0,5.8,1.3,82,0.5,70,0.4,16.7,5.8,7.4,11.3,9.7,95.0,9.3,15,7.2,50.9,50.9,50.9,50.9,50.9
369,2020-10-06,1020.1,996.2,0.0,4092.5,-1.4,1385.4666666666665,5.8,4092.5,58.1,0.0,12.1,2.9,116,1.0,28,0.7,20.8,6.4,2.5,13.6,10.4,83.0,9.0,330,9.3,49.2,49.2,49.2,49.2,49.2
370,2020-10-07,1016.1,992.0,-5.6,800.7,-5.6,803.2,800.7,805.7,803.2,8.4,6.0,5.8,138,2.0,21,0.7,16.3,6.3,4.9,11.3,6.8,81.0,5.2,139,8.8,50.3,50.3,50.3,50.3,50.3
371,2020-10-08,1021.3,997.0,-0.4,580.0,-1.7999999999999998,351.025,3.5,699.1,350.75,0.6,7.7,6.1,84,0.8,52,0.4,13.7,5.7,3.2,9.7,6.8,82.0,5.2,353,8.2,50.2,50.2,50.2,50.2,50.2
372,2020-10-09,1032.0,1007.2,-1.6,862.4,-1.6,862.4,862.4,862.4,862.4,3.8,6.2,8.3,41,0.5,64,0.3,16.0,3.3,0.1,9.7,4.7,96.0,4.3,357,7.7,50.1,50.1,50.1,50.1,50.1
373,2020-10-10,1033.9,1009.3,0.0,1130.8,0.0,1130.8,1130.8,1130.8,1130.8,3.8,4.7,0.0,2,1.1,56,0.5,18.2,4.5,6.0,11.4,7.3,93.0,6.7,24,6.7,50.0,50.0,50.0,50.0,50.0
374,2020-10-11,1024.5,1000.5,-30.0,1928.8,-33.0,65.97222222222223,0.9,1928.8,3.0,19.6,0.0,0.0,25,3.6,28,1.4,12.0,7.4,8.6,9.7,10.6,88.0,9.7,21,12.4,51.9,51.9,51.9,51.9,51.9
375,2020-10-13,1021.7,997.6,0.0,1758.3,-0.3999999999999999,438.85,0.4,1758.3,222.7,14.8,0.0,4.0,72,1.2,53,0.6,19.8,8.0,5.1,13.9,10.0,94.0,9.6,209,7.2,54.7,54.7,54.7,54.7,54.7
376,2020-10-17,1019.1,994.9,0.0,5739.4,0.0,5739.4,5739.4,5739.4,5739.4,0.2,7.8,4.2,281,0.7,39,0.2,15.3,4.6,6.9,10.0,7.2,92.0,6.6,327,7.7,49.5,49.5,49.5,49.5,49.5
377,2020-10-18,1017.4,993.5,-4.4,1107.4,-4.4,869.1,630.8,1107.4,869.1,4.4,5.7,2.0,329,1.0,22,0.4,15.7,7.5,8.7,11.6,10.8,96.0,10.5,40,6.7,49.6,49.6,49.6,49.6,49.6
378,2020-10-19,1009.9,986.1,-3.6,769.6,-4.6,202.3,1.7,769.6,18.95,3.4,4.6,0.4,26,2.9,28,1.1,17.6,10.1,10.4,13.9,9.7,90.0,8.9,45,10.3,50.0,50.0,50.0,50.0,50.0
379,2020-10-20,1015.5,991.5,-4.8,1011.6,-4.8,338.7333333333333,1.4,1011.6,3.2,7.4,0.0,7.2,222,0.7,56,0.3,15.1,7.0,4.4,11.1,9.0,85.0,7.7,189,7.2,52.1,52.1,52.1,52.1,52.1
380,2020-10-26,1020.4,996.8,0.0,9196.3,0.0,9196.3,9196.3,9196.3,9196.3,0.0,13.8,0.0,46,5.0,21,1.5,22.2,15.0,14.6,18.6,15.0,89.0,14.2,28,11.3,47.9,47.9,47.9,47.9,47.9
381,2020-10-27,1020.7,996.8,-22.0,1374.7,-23.2,241.23333333333332,1.8,1374.7,7.449999999999999,17.6,0.0,0.9,160,2.3,24,0.8,17.6,11.7,12.7,14.7,11.8,96.0,11.5,68,6.7,48.2,48.2,48.2,48.2,48.2
382,2020-10-28,1029.6,1005.4,0.0,1768.6,0.0,1768.6,1768.6,1768.6,1768.6,10.0,0.0,3.8,260,1.0,47,0.4,16.6,8.2,7.7,12.4,9.0,78.0,7.0,320,5.1,52.1,52.1,52.1,52.1,52.1
383,2020-10-30,1022.1,998.4,-25.4,2385.5,-25.4,2385.5,2385.5,2385.5,2385.5,23.2,0.0,0.6,349,1.4,47,1.0,15.9,12.6,13.2,14.3,14.6,91.0,13.9,33,8.2,55.0,55.0,55.0,55.0,55.0
384,2020-10-31,1011.4,988.0,0.0,1259.9,-2.4,306.9714285714286,1.0,1259.9,70.4,1.2,1.1,1.9,30,3.6,27,1.4,19.1,14.3,13.3,16.7,14.9,91.0,14.3,4,9.8,51.3,51.3,51.3,51.3,51.3
385,2020-11-03,1025.1,1001.0,0.0,3236.0,-16.0,403.29090909090905,0.5,3236.0,2.3,8.4,0.0,0.0,124,1.0,15,0.5,15.5,9.8,9.6,12.7,10.5,97.0,10.3,10,4.1,49.5,49.5,49.5,49.5,49.5
386,2020-11-04,1022.4,998.8,-2.4,190.9,3.2,37.957142857142856,0.8,431.8,2.8,28.2,0.0,3.3,16,0.7,73,0.5,16.2,10.2,11.7,13.2,15.5,97.0,15.3,14,9.3,54.2,54.2,54.2,54.2,54.2
387,2020-11-05,1014.0,990.5,-5.8,994.4,-5.8,539.8,85.2,994.4,539.8,6.2,0.0,0.8,352,1.2,39,0.9,21.8,15.1,14.3,18.5,14.9,93.0,14.4,89,9.3,52.7,52.7,52.7,52.7,52.7
388,2020-11-06,1007.4,984.1,-1.2,1218.2,-3.2,218.33,1.2,1218.2,34.2,1.8,1.5,0.3,340,0.9,31,0.4,19.0,12.6,10.8,15.8,14.6,91.0,13.9,65,5.1,51.0,51.0,51.0,51.0,51.0
389,2020-11-07,1008.6,985.2,0.0,815.7,-2.2,101.71666666666668,1.0,815.7,3.35,5.4,0.0,0.1,283,1.7,19,0.6,19.3,13.0,11.9,16.2,14.0,91.0,13.4,243,5.1,51.0,51.0,51.0,51.0,51.0
390,2020-11-08,999.0,975.4,-6.2,396.8,-11.4,34.18181818181818,1.6,396.8,5.55,33.4,0.0,0.3,224,2.3,19,0.9,17.4,9.1,9.5,13.3,8.9,88.0,7.9,185,7.7,51.6,51.6,51.6,51.6,51.6
391,2020-11-14,1021.1,997.2,0.0,8326.4,2.1,772.7181818181817,2.1,8326.4,16.2,1.8,17.7,4.4,113,0.9,31,0.4,22.3,10.2,10.4,16.3,10.5,75.0,8.3,244,7.7,47.0,47.0,47.0,47.0,47.0
392,2020-11-16,1013.0,989.6,0.0,2670.4,3.1,167.27894736842106,0.9,2670.4,4.3,2.0,22.3,7.2,15,1.6,37,0.7,22.8,11.9,11.8,17.4,13.8,80.0,12.3,200,8.8,47.1,47.1,47.1,47.1,47.1
393,2020-11-17,1013.7,990.0,0.0,1828.4,6.76,69.890625,2.5,1828.4,9.6,0.8,24.9,5.7,336,0.9,46,0.5,21.4,8.1,6.2,14.8,11.3,81.0,9.7,355,10.3,47.0,47.0,47.0,47.0,47.0
394,2020-11-18,1006.0,982.5,0.0,103.1,7.14,30.55,1.0,296.2,6.15,13.2,15.0,5.4,198,2.4,28,0.8,21.6,12.9,12.5,17.3,12.5,91.0,11.9,206,8.8,47.1,47.1,47.1,47.1,47.1
395,2020-11-21,1016.7,993.1,0.0,4109.7,1.52,522.35,3.5,4109.7,11.0,0.0,23.9,5.3,305,1.5,33,0.6,22.7,10.0,7.1,16.4,12.1,77.0,10.2,1,8.8,47.5,47.5,47.5,47.5,47.5
396,2020-11-22,1014.0,990.1,0.0,838.7,4.48,40.744,0.8,838.7,6.2,5.8,21.4,12.1,120,1.0,28,0.5,17.5,6.6,3.9,12.1,8.9,75.0,6.7,236,8.2,47.7,47.7,47.7,47.7,47.7
397,2020-11-23,1016.2,992.3,0.0,2096.2,0.2,701.3666666666667,3.4,2096.2,4.5,0.0,24.8,7.0,345,1.2,72,0.6,19.8,4.9,1.1,12.4,9.5,80.0,7.8,1,7.7,47.5,47.5,47.5,47.5,47.5
398,2020-11-27,1007.9,984.3,0.0,5517.4,0.6,710.9375,1.5,5517.4,5.199999999999999,0.0,37.8,6.6,306,1.1,21,0.4,26.5,9.0,6.3,17.8,11.4,84.0,10.2,177,10.3,46.2,46.2,46.2,46.2,46.2
399,2020-11-28,1015.0,991.0,0.0,1856.8,1.13,185.42727272727276,1.8,1856.8,11.6,0.4,40.7,9.8,331,1.3,23,0.4,18.2,3.6,1.0,10.9,8.2,78.0,6.3,12,7.7,46.1,46.1,46.1,46.1,46.1
400,2020-11-29,1001.0,977.6,0.31,14.3,6.97,14.107692307692307,3.2,52.4,9.6,8.2,35.9,8.4,241,1.2,79,0.5,20.1,9.0,8.8,14.6,11.2,86.0,10.1,254,7.7,45.6,45.6,45.6,45.6,45.6
401,2020-11-30,998.4,975.0,0.0,1597.0,24.2,29.248235294117645,0.8,1597.0,7.4,3.0,36.2,0.1,39,2.2,25,0.8,24.0,11.1,10.2,17.6,10.8,92.0,10.2,61,8.2,46.6,46.6,46.6,46.6,46.6
402,2020-12-02,1020.3,996.6,0.0,2890.8,3.39,133.55652173913043,1.4,2890.8,6.8,0.0,21.4,5.4,357,1.3,60,0.8,23.8,11.4,9.8,17.6,11.7,73.0,9.3,4,10.3,48.7,48.7,48.7,48.7,48.7
403,2020-12-03,1014.5,990.8,0.6,24.2,2.61,41.181250000000006,1.6,244.8,9.85,5.0,20.4,7.0,175,0.9,66,0.5,19.3,9.4,7.2,14.4,11.3,77.0,9.4,46,10.3,47.5,47.5,47.5,47.5,47.5
404,2020-12-04,1015.2,991.3,0.0,1576.6,3.2,106.7190476190476,1.6,1576.6,6.0,0.2,24.3,0.9,292,1.6,14,0.6,17.3,8.5,5.2,12.9,9.1,87.0,8.0,44,6.2,47.8,47.8,47.8,47.8,47.8
405,2020-12-05,1006.4,983.1,0.0,8.9,14.9,19.662711864406777,0.5,532.3,7.3,8.0,20.4,3.0,21,1.9,30,0.8,17.0,10.0,7.3,13.5,13.0,75.0,10.9,6,8.8,48.1,48.1,48.1,48.1,48.1
406,2020-12-06,1012.7,988.9,0.0,1504.0,1.56,171.69,2.6,1504.0,12.35,10.2,14.2,4.0,348,0.9,34,0.4,15.7,8.4,5.4,12.1,10.3,86.0,9.2,32,10.8,52.0,52.0,52.0,52.0,52.0
407,2020-12-07,1006.2,983.2,0.27,5.7,4.14,42.358823529411765,2.0,922.9,7.6,5.6,12.7,8.0,20,3.0,34,1.4,19.5,11.2,11.0,15.4,17.5,82.0,16.3,41,12.4,49.4,49.4,49.4,49.4,49.4
408,2020-12-08,1006.4,983.4,0.55,25.1,6.62,33.051162790697674,0.8,1033.1,5.9,6.2,10.6,2.8,39,4.5,24,1.5,23.7,14.3,14.4,19.0,17.1,83.0,16.0,50,9.8,48.7,48.7,48.7,48.7,48.7
