Station,Date(NZST)_Incl_secs,Amount(mm),Period(min),Freq
3925,20161222:020242,0.17,12.6,BPS
3925,20161222:022424,0,21.7,BPS
3925,20161222:022900,0.15,4.6,BPS
3925,20161222:024854,0,19.9,BPS
3925,20161222:030400,0.14,15.1,BPS
3925,20161222:032824,0.3,24.4,BPS
3925,20161222:033348,0.18,5.4,BPS
3925,20161222:033912,0,5.4,BPS
3925,20161222:034830,0.49,9.3,BPS
3925,20161222:035442,0.18,6.2,BPS
3925,20161222:041000,0,15.3,BPS
3925,20161222:042706,0.24,17.1,BPS
3925,20161222:043712,0.27,10.1,BPS
3925,20161222:044624,0.47,9.2,BPS
3925,20161222:045230,0.54,6.1,BPS
3925,20161222:045424,0.4,1.9,BPS
3925,20161222:045924,0.65,5,BPS
3925,20161222:050848,0.46,9.4,BPS
3925,20161222:051342,0.58,4.9,BPS
3925,20161222:052054,0.38,7.2,BPS
3925,20161222:052354,0.45,3,BPS
3925,20161222:052806,0.25,4.2,BPS
3925,20161222:053230,0,4.4,BPS
3925,20161222:053700,0.31,4.5,BPS
3925,20161222:054512,0.32,8.2,BPS
3925,20161222:054900,0.47,3.8,BPS
3925,20161222:055612,0.55,7.2,BPS
3925,20161222:060436,0.95,8.4,BPS
3925,20161222:061100,0.2,6.4,BPS
3925,20161222:061336,0.32,2.6,BPS
3925,20161222:062012,0.25,6.6,BPS
3925,20161222:062406,0.31,3.9,BPS
3925,20161222:063800,0.28,13.9,BPS
3925,20161222:065136,0.17,13.6,BPS
3925,20161222:065800,0,6.4,BPS
3925,20161222:065954,0.33,1.9,BPS
3925,20161222:070212,0.04,2.3,BPS
3925,20161222:071012,0,8,BPS
3925,20161222:071218,0.11,2.1,BPS
3925,20161222:071618,0.47,4,BPS
3925,20161222:072218,0.2,6,BPS
3925,20161222:072700,0,4.7,BPS
3925,20161222:072906,0.1,2.1,BPS
3925,20161222:073554,0.05,6.8,BPS
3925,20161222:075536,0,19.7,BPS
3925,20161222:075848,0.35,3.2,BPS
3925,20161222:080324,0.21,4.6,BPS
3925,20161222:080854,0,5.5,BPS
3925,20161222:081300,0.1,4.1,BPS
3925,20161222:082248,0,9.8,BPS
3925,20161222:082336,0.24,0.8,BPS
3925,20161222:082518,1.01,1.7,BPS
3925,20161222:082636,0.23,1.3,BPS
3925,20161222:083718,0.2,10.7,BPS
3925,20161222:084054,0.49,3.6,BPS
3925,20161222:084406,0.86,3.2,BPS
3925,20161222:084818,0.59,4.2,BPS
3925,20161222:085242,0.23,4.4,BPS
3925,20161222:085412,0.18,1.5,BPS
3925,20161222:090000,0.23,5.8,BPS
3925,20161222:090724,0.58,7.4,BPS
3925,20161222:092118,0.71,13.9,BPS
3925,20161222:094048,0.25,19.5,BPS
3925,20161222:095736,0.39,16.8,BPS
3925,20161222:100118,0.39,3.7,BPS
3925,20161222:100530,0.22,4.2,BPS
3925,20161222:101448,0.77,9.3,BPS
3925,20161222:102154,0.69,7.1,BPS
3925,20161222:102606,0.24,4.2,BPS
3925,20161222:103348,0.27,7.7,BPS
3925,20161222:103612,0.21,2.4,BPS
3925,20161222:103712,0.13,1,BPS
3925,20161222:103824,0.38,1.2,BPS
3925,20161222:104130,0.63,3.1,BPS
3925,20161222:104600,0.5,4.5,BPS
3925,20161222:105412,0.53,8.2,BPS
3925,20161222:110118,0.18,7.1,BPS
3925,20161222:112230,1.51,21.2,BPS
3925,20161222:113236,0.53,10.1,BPS
3925,20161222:113636,0.58,4,BPS
3925,20161222:114200,0.49,5.4,BPS
3925,20161222:114854,0.13,6.9,BPS
3925,20161223:031800,0,929.1,BPS
3925,20161223:032042,0.09,2.7,BPS
3925,20161227:141648,0,6416.1,BPS
3925,20161227:143930,0.08,22.7,BPS
3925,20161227:144712,0.12,7.7,BPS
3925,20161227:145536,0,8.4,BPS
3925,20161227:150136,0.18,6,BPS
3925,20161227:151306,0.09,11.5,BPS
3925,20161227:152154,0,8.8,BPS
3925,20161227:152436,0.08,2.7,BPS
3925,20161227:153706,0.15,12.5,BPS
3925,20161231:090000,0,5362.9,BPS
3925,20170101:090000,-,1440,BPS
3925,20170103:001048,0,2350.8,BPS
3925,20170103:004718,0.07,36.5,BPS
3925,20170103:014612,0.26,58.9,BPS
3925,20170103:023654,0,50.7,BPS
3925,20170103:031612,0.34,39.3,BPS
3925,20170103:035724,0.77,41.2,BPS
3925,20170103:043742,0.86,40.3,BPS
3925,20170103:054430,0.84,66.8,BPS
3925,20170103:061400,0.48,29.5,BPS
3925,20170103:070218,0.91,48.3,BPS
3925,20170103:073406,0.81,31.8,BPS
3925,20170103:083018,1.11,56.2,BPS
3925,20170103:090000,0.45,29.7,BPS
3925,20170103:092542,0.49,25.7,BPS
3925,20170103:102030,1.28,54.8,BPS
3925,20170103:110136,0.68,41.1,BPS
3925,20170103:112400,0.18,22.4,BPS
3925,20170103:120354,0.1,39.9,BPS
3925,20170103:141630,0,132.6,BPS
3925,20170103:142448,0.12,8.3,BPS
3925,20170103:143824,0,13.6,BPS
3925,20170103:144636,0.07,8.2,BPS
3925,20170103:150730,0.05,20.9,BPS
3925,20170103:192612,0,258.7,BPS
3925,20170103:193506,0.57,8.9,BPS
3925,20170103:193618,0.43,1.2,BPS
3925,20170103:193724,0.24,1.1,BPS
3925,20170103:194212,0.37,4.8,BPS
3925,20170103:194348,0.03,1.6,BPS
3925,20170103:195736,0,13.8,BPS
3925,20170103:200130,0.18,3.9,BPS
3925,20170103:200448,0.03,3.3,BPS
3925,20170104:012954,0,325.1,BPS
3925,20170104:013542,0.17,5.8,BPS
3925,20170104:013906,0.28,3.4,BPS
3925,20170104:014312,0.29,4.1,BPS
3925,20170104:014930,0.23,6.3,BPS
3925,20170104:015312,0.08,3.7,BPS
3925,20170104:015712,0,4,BPS
3925,20170104:021130,0.12,14.3,BPS
3925,20170104:021536,0.1,4.1,BPS
3925,20170104:021942,0,4.1,BPS
3925,20170104:022154,0.54,2.2,BPS
3925,20170104:022324,0.07,1.5,BPS
3925,20170104:100130,0,458.1,BPS
3925,20170104:101324,0.19,11.9,BPS
3925,20170104:103206,0,18.7,BPS
3925,20170104:103524,0.75,3.3,BPS
3925,20170104:103612,0.11,0.8,BPS
3925,20170104:104718,0.34,11.1,BPS
3925,20170104:151442,0,267.4,BPS
3925,20170104:151642,0.08,2,BPS
3925,20170104:151836,0.15,1.9,BPS
3925,20170104:155000,0,31.4,BPS
3925,20170104:155306,0.08,3.1,BPS
3925,20170104:155424,0.08,1.3,BPS
3925,20170104:190742,0,193.3,BPS
3925,20170104:190924,0.09,1.7,BPS
3925,20170104:191124,0.39,2,BPS
3925,20170104:191318,0.14,1.9,BPS
3925,20170104:192248,0.32,9.5,BPS
3925,20170104:192454,0.13,2.1,BPS
3925,20170104:193118,0.05,6.4,BPS
3925,20170106:160830,0,2677.2,BPS
3925,20170106:162442,0.06,16.2,BPS
3925,20170106:163300,0.06,8.3,BPS
3925,20170106:165230,0,19.5,BPS
3925,20170106:170018,0.07,7.8,BPS
3925,20170106:170912,0,8.9,BPS
3925,20170106:172006,0.19,10.9,BPS
3925,20170106:172624,0.06,6.3,BPS
3925,20170106:182942,0,63.3,BPS
3925,20170106:184418,0.22,14.6,BPS
3925,20170106:185612,0,11.9,BPS
3925,20170106:191742,0.12,21.5,BPS
3925,20170107:040148,0,524.1,BPS
3925,20170107:042000,0.12,18.2,BPS
3925,20170107:051548,0,55.8,BPS
3925,20170107:052648,0.1,11,BPS
3925,20170107:053406,0.1,7.3,BPS
3925,20170107:114318,0,369.2,BPS
3925,20170107:114606,0.05,2.8,BPS
3925,20170107:114936,0.13,3.5,BPS
3925,20170107:120348,0.07,14.2,BPS
3925,20170108:025806,0,894.3,BPS
3925,20170108:032442,0.09,26.6,BPS
3925,20170108:033954,0.14,15.2,BPS
3925,20170108:044406,0,64.2,BPS
3925,20170108:050612,0.37,22.1,BPS
3925,20170108:052630,0.57,20.3,BPS
3925,20170108:053148,0.08,5.3,BPS
3925,20170108:105206,0,320.3,BPS
3925,20170108:105624,0.03,4.3,BPS
3925,20170109:040030,0,1024.1,BPS
3925,20170109:041236,0.17,12.1,BPS
3925,20170109:105512,0,402.6,BPS
3925,20170109:111748,0.06,22.6,BPS
3925,20170109:134612,0,148.4,BPS
3925,20170109:140106,0.06,14.9,BPS
3925,20170109:144300,0,41.9,BPS
3925,20170109:145500,0.07,12,BPS
3925,20170109:171036,0,135.6,BPS
3925,20170109:171606,0.18,5.5,BPS
3925,20170109:172006,0.3,4,BPS
3925,20170109:172506,0.56,5,BPS
3925,20170109:173224,1.1,7.3,BPS
3925,20170109:174524,1.25,13,BPS
3925,20170109:175706,0.13,11.7,BPS
3925,20170109:182906,0.6,32,BPS
3925,20170109:185730,0,28.4,BPS
3925,20170109:190336,0.09,6.1,BPS
3925,20170110:210130,0,1557.9,BPS
3925,20170110:212718,0.11,25.8,BPS
3925,20170110:213812,0.32,10.9,BPS
3925,20170110:214424,0.08,6.2,BPS
3925,20170110:222224,0,38,BPS
3925,20170110:223400,0.18,11.6,BPS
3925,20170110:231648,0,42.8,BPS
3925,20170110:232642,0.29,9.9,BPS
3925,20170110:233048,0.04,4.1,BPS
3925,20170110:235542,0.12,24.9,BPS
3925,20170111:002800,0,32.3,BPS
3925,20170111:003436,0.13,6.6,BPS
3925,20170111:005424,0.32,19.8,BPS
3925,20170111:012106,0.18,26.7,BPS
3925,20170111:015330,0,32.4,BPS
3925,20170111:020324,0.23,9.9,BPS
3925,20170111:022300,0,19.6,BPS
3925,20170111:030906,0.2,46.1,BPS
3925,20170111:234318,0,1234.2,BPS
3925,20170111:234948,0.14,6.5,BPS
3925,20170112:000100,0,11.2,BPS
3925,20170112:001536,0.22,14.6,BPS
3925,20170112:003648,0,21.2,BPS
3925,20170112:004236,0.11,5.8,BPS
3925,20170112:004918,0,6.7,BPS
3925,20170112:005100,0.12,1.7,BPS
3925,20170112:010942,0.13,18.7,BPS
3925,20170112:012300,0.22,13.3,BPS
3925,20170112:013630,0.28,13.5,BPS
3925,20170112:013918,0.18,2.8,BPS
3925,20170112:014412,0.13,4.9,BPS
3925,20170112:015030,0,6.3,BPS
3925,20170112:015612,0.2,5.7,BPS
3925,20170112:020100,0,4.8,BPS
3925,20170112:020848,0.13,7.8,BPS
3925,20170112:021936,0.06,10.8,BPS
3925,20170112:040648,0,107.2,BPS
3925,20170112:041548,0.13,9,BPS
3925,20170112:044348,0,28,BPS
3925,20170112:050012,0.2,16.4,BPS
3925,20170112:052112,0,21,BPS
3925,20170112:052742,0.19,6.5,BPS
3925,20170112:055624,0,28.7,BPS
3925,20170112:060930,0.24,13.1,BPS
3925,20170112:062212,0,12.7,BPS
3925,20170112:062600,0.14,3.8,BPS
3925,20170112:063100,0.36,5,BPS
3925,20170112:063730,0.79,6.5,BPS
3925,20170112:065448,2.81,17.3,BPS
3925,20170112:065942,0.43,4.9,BPS
3925,20170112:070248,0.48,3.1,BPS
3925,20170112:070612,0.33,3.4,BPS
3925,20170112:070924,0.25,3.2,BPS
3925,20170112:072624,0.54,17,BPS
3925,20170112:073230,0.44,6.1,BPS
3925,20170112:073818,0.64,5.8,BPS
3925,20170112:074918,0.17,11,BPS
3925,20170112:075918,0,10,BPS
3925,20170112:081230,0.71,13.2,BPS
3925,20170112:082330,0.15,11,BPS
3925,20170112:083630,1.08,13,BPS
3925,20170112:083948,0.08,3.3,BPS
3925,20170112:084912,0.08,9.4,BPS
3925,20170112:085500,0.24,5.8,BPS
3925,20170112:090524,0,10.4,BPS
3925,20170112:091112,0.14,5.8,BPS
3925,20170112:091524,0.18,4.2,BPS
3925,20170112:091742,0.28,2.3,BPS
3925,20170112:092106,0.22,3.4,BPS
3925,20170112:093242,0.31,11.6,BPS
3925,20170112:094436,0,11.9,BPS
3925,20170112:095436,0.32,10,BPS
3925,20170112:095924,0.43,4.8,BPS
3925,20170112:101124,0.31,12,BPS
3925,20170112:101500,0.3,3.6,BPS
3925,20170112:103324,0.15,18.4,BPS
3925,20170112:103518,0.06,1.9,BPS
3925,20170112:112800,0,52.7,BPS
3925,20170112:113018,0.12,2.3,BPS
3925,20170112:113412,0.03,3.9,BPS
3925,20170112:121954,0,45.7,BPS
3925,20170112:122124,0.06,1.5,BPS
3925,20170113:024848,0,867.4,BPS
3925,20170113:025654,0.07,8.1,BPS
3925,20170113:060300,0,186.1,BPS
3925,20170113:061448,0.39,11.8,BPS
3925,20170113:062142,0.19,6.9,BPS
3925,20170113:064048,0.12,19.1,BPS
3925,20170113:084900,0,128.2,BPS
3925,20170113:090000,0.12,11,BPS
3925,20170114:191042,0,2050.7,BPS
3925,20170114:192318,0.06,12.6,BPS
3925,20170114:202706,0,63.8,BPS
3925,20170114:203430,0.09,7.4,BPS
3925,20170114:205206,0,17.6,BPS
3925,20170114:210112,0.25,9.1,BPS
3925,20170114:213442,0.25,33.5,BPS
3925,20170114:213700,0.11,2.3,BPS
3925,20170114:214254,0.41,5.9,BPS
3925,20170114:214654,0.08,4,BPS
3925,20170114:220330,0.1,16.6,BPS
3925,20170114:223400,0,30.5,BPS
3925,20170114:225718,0.38,23.3,BPS
3925,20170114:230642,0.08,9.4,BPS
3925,20170114:232754,0.45,21.2,BPS
3925,20170114:233836,0,10.7,BPS
3925,20170114:234606,0.18,7.5,BPS
3925,20170114:235036,0,4.5,BPS
3925,20170114:235800,0.27,7.4,BPS
3925,20170115:001848,0.44,20.8,BPS
3925,20170115:002106,0.26,2.3,BPS
3925,20170115:003212,0.4,11.1,BPS
3925,20170115:004500,0.17,12.8,BPS
3925,20170115:005336,0.52,8.6,BPS
3925,20170115:010012,0.26,6.6,BPS
3925,20170115:012842,0.27,28.5,BPS
3925,20170115:013606,0.42,7.4,BPS
3925,20170115:013954,0.47,3.8,BPS
3925,20170115:014224,0.17,2.5,BPS
3925,20170115:014954,0.28,7.5,BPS
3925,20170115:021148,0.2,21.9,BPS
3925,20170115:030524,0,53.6,BPS
3925,20170115:032242,0.13,17.3,BPS
3925,20170117:034348,0,2901.1,BPS
3925,20170117:043148,0.15,48,BPS
3925,20170117:045900,0,27.2,BPS
3925,20170117:051224,0.09,13.4,BPS
3925,20170117:061506,0,62.7,BPS
3925,20170117:062118,0.08,6.2,BPS
3925,20170117:062706,0.12,5.8,BPS
3925,20170117:064348,0.11,16.7,BPS
3925,20170117:080048,0,77,BPS
3925,20170117:081336,0.05,12.8,BPS
3925,20170117:121836,0,245,BPS
3925,20170117:122042,0.12,2.1,BPS
3925,20170117:122330,0.06,2.8,BPS
3925,20170117:123206,0.07,8.6,BPS
3925,20170117:205424,0,502.3,BPS
3925,20170117:210018,0.06,5.9,BPS
3925,20170117:224824,0,108.1,BPS
3925,20170117:230100,0.16,12.6,BPS
3925,20170117:230406,0.07,3.1,BPS
3925,20170117:231106,0.27,7,BPS
3925,20170117:232124,0.1,10.3,BPS
3925,20170117:235200,0,30.6,BPS
3925,20170117:235600,0.11,4,BPS
3925,20170118:002930,0,33.5,BPS
3925,20170118:003336,0.15,4.1,BPS
3925,20170118:004454,0.08,11.3,BPS
3925,20170118:004718,0.14,2.4,BPS
3925,20170118:005448,0.27,7.5,BPS
3925,20170118:010636,0.17,11.8,BPS
3925,20170118:012006,0,13.5,BPS
3925,20170118:012724,0.3,7.3,BPS
3925,20170118:013030,0.06,3.1,BPS
3925,20170118:014418,0.08,13.8,BPS
3925,20170118:020248,0,18.5,BPS
3925,20170118:020812,0.11,5.4,BPS
3925,20170118:021912,0.05,11,BPS
3925,20170118:023324,0.34,14.2,BPS
3925,20170118:023648,0,3.4,BPS
3925,20170118:030306,0.11,26.3,BPS
3925,20170118:032406,0.11,21,BPS
3925,20170118:042000,0,55.9,BPS
3925,20170118:043642,0.44,16.7,BPS
3925,20170118:044042,0.21,4,BPS
3925,20170118:044618,0.38,5.6,BPS
3925,20170118:044912,0.34,2.9,BPS
3925,20170118:045406,0.81,4.9,BPS
3925,20170118:050200,0.57,7.9,BPS
3925,20170118:051506,0.75,13.1,BPS
3925,20170118:051906,0.11,4,BPS
3925,20170118:053230,0.1,13.4,BPS
3925,20170118:053924,0.24,6.9,BPS
3925,20170118:055430,0.79,15.1,BPS
3925,20170118:055700,0.5,2.5,BPS
3925,20170118:060948,1.28,12.8,BPS
3925,20170118:061548,1.27,6,BPS
3925,20170118:062030,0.38,4.7,BPS
3925,20170118:062218,0.27,1.8,BPS
3925,20170118:062600,0.89,3.7,BPS
3925,20170118:062812,1.07,2.2,BPS
3925,20170118:063018,0.53,2.1,BPS
3925,20170118:063200,0.62,1.7,BPS
3925,20170118:063542,0.64,3.7,BPS
3925,20170118:063754,0.86,2.2,BPS
3925,20170118:064118,0.7,3.4,BPS
3925,20170118:065724,1.15,16.1,BPS
3925,20170118:070930,0.18,12.1,BPS
3925,20170118:072442,0,15.2,BPS
3925,20170118:073124,0.17,6.7,BPS
3925,20170118:073336,0.42,2.2,BPS
3925,20170118:073454,0.1,1.3,BPS
3925,20170118:073724,0.04,2.5,BPS
3925,20170118:105912,0,201.8,BPS
3925,20170118:111148,0.21,12.6,BPS
3925,20170118:111800,0.24,6.2,BPS
3925,20170118:112930,0.9,11.5,BPS
3925,20170118:113854,0.89,9.4,BPS
3925,20170118:114630,0.95,7.6,BPS
3925,20170118:114818,0.38,1.8,BPS
3925,20170118:115254,0.4,4.6,BPS
3925,20170118:120242,1.26,9.8,BPS
3925,20170118:120348,0.23,1.1,BPS
3925,20170118:120712,1.05,3.4,BPS
3925,20170118:121512,1.14,8,BPS
3925,20170118:122336,0.47,8.4,BPS
3925,20170118:122736,0.42,4,BPS
3925,20170118:123518,1.38,7.7,BPS
3925,20170118:123800,0.57,2.7,BPS
3925,20170118:124006,0.66,2.1,BPS
3925,20170118:124318,0.58,3.2,BPS
3925,20170118:124754,0.35,4.6,BPS
3925,20170118:125100,0.52,3.1,BPS
3925,20170118:125612,0.63,5.2,BPS
3925,20170118:130224,0.37,6.2,BPS
3925,20170118:131118,0.95,8.9,BPS
3925,20170118:134612,0.63,34.9,BPS
3925,20170118:135636,0.37,10.4,BPS
3925,20170118:140842,0.17,12.1,BPS
3925,20170118:141848,0.48,10.1,BPS
3925,20170118:143012,0.21,11.4,BPS
3925,20170118:143354,0.25,3.7,BPS
3925,20170118:145606,0.39,22.2,BPS
3925,20170118:151324,0.58,17.3,BPS
3925,20170118:152206,0.1,8.7,BPS
3925,20170118:152554,0.63,3.8,BPS
3925,20170118:152830,0.15,2.6,BPS
3925,20170118:153412,0.6,5.7,BPS
3925,20170118:153542,0.34,1.5,BPS
3925,20170118:153754,0.27,2.2,BPS
3925,20170118:154006,1.29,2.2,BPS
3925,20170118:154048,0.27,0.7,BPS
3925,20170118:154212,0.24,1.4,BPS
3925,20170118:154312,0.48,1,BPS
3925,20170118:154348,0.14,0.6,BPS
3925,20170118:154806,0.44,4.3,BPS
3925,20170118:155618,0.56,8.2,BPS
3925,20170118:160142,0.24,5.4,BPS
3925,20170118:164654,1.25,45.2,BPS
3925,20170118:165554,0.17,9,BPS
3925,20170118:172530,0.33,29.6,BPS
3925,20170118:173418,0.41,8.8,BPS
3925,20170118:174630,0.24,12.2,BPS
3925,20170118:180148,0.12,15.3,BPS
3925,20170118:184818,0,46.5,BPS
3925,20170118:190442,0.54,16.4,BPS
3925,20170118:191824,0.24,13.7,BPS
3925,20170118:192142,0.18,3.3,BPS
3925,20170118:193518,0.35,13.6,BPS
3925,20170118:200142,0.15,26.4,BPS
3925,20170118:201448,0.63,13.1,BPS
3925,20170118:202454,0.09,10.1,BPS
3925,20170118:204054,0,16,BPS
3925,20170118:205406,0.46,13.2,BPS
3925,20170118:210218,0.55,8.2,BPS
3925,20170118:210754,0.12,5.6,BPS
3925,20170118:211254,0.26,5,BPS
3925,20170118:211418,0.23,1.4,BPS
3925,20170118:211642,0.63,2.4,BPS
3925,20170118:211748,0.58,1.1,BPS
3925,20170118:211842,0.3,0.9,BPS
3925,20170118:212254,0.55,4.2,BPS
3925,20170118:212500,0.81,2.1,BPS
3925,20170118:212700,0.55,2,BPS
3925,20170118:212842,0.92,1.7,BPS
3925,20170118:213200,1.18,3.3,BPS
3925,20170118:213418,1.48,2.3,BPS
3925,20170118:213448,0.58,0.5,BPS
3925,20170118:213518,0.31,0.5,BPS
3925,20170118:213542,0.4,0.4,BPS
3925,20170118:213654,0.62,1.2,BPS
3925,20170118:213924,0.81,2.5,BPS
3925,20170118:214200,0.34,2.6,BPS
3925,20170118:214454,0.63,2.9,BPS
3925,20170118:214548,0.61,0.9,BPS
3925,20170118:214736,0.79,1.8,BPS
3925,20170118:215024,0.53,2.8,BPS
3925,20170118:215236,1.82,2.2,BPS
3925,20170118:215324,0.47,0.8,BPS
3925,20170118:215654,0.84,3.5,BPS
3925,20170118:220330,0.42,6.6,BPS
3925,20170118:220942,0.16,6.2,BPS
3925,20170118:221254,0.26,3.2,BPS
3925,20170118:221642,0.58,3.8,BPS
3925,20170118:222018,0.07,3.6,BPS
3925,20170118:223500,0.1,14.7,BPS
3925,20170118:224418,0.27,9.3,BPS
3925,20170118:224936,0.55,5.3,BPS
3925,20170118:230942,1.17,20.1,BPS
3925,20170118:231630,0.96,6.8,BPS
3925,20170118:232612,1.14,9.7,BPS
3925,20170118:234054,0.82,14.7,BPS
3925,20170118:234718,1.36,6.4,BPS
3925,20170118:234848,0.61,1.5,BPS
3925,20170118:235136,0.55,2.8,BPS
3925,20170118:235800,0.61,6.4,BPS
3925,20170119:000236,0.77,4.6,BPS
3925,20170119:000548,0.28,3.2,BPS
3925,20170119:000800,0.48,2.2,BPS
3925,20170119:001006,0.71,2.1,BPS
3925,20170119:001118,0.58,1.2,BPS
3925,20170119:001248,0.45,1.5,BPS
3925,20170119:001854,1.44,6.1,BPS
3925,20170119:002524,1,6.5,BPS
3925,20170119:002806,0.27,2.7,BPS
3925,20170119:003300,0.8,4.9,BPS
3925,20170119:003554,0.26,2.9,BPS
3925,20170119:003806,0.67,2.2,BPS
3925,20170119:004054,0.48,2.8,BPS
3925,20170119:004212,0.5,1.3,BPS
3925,20170119:004512,0.62,3,BPS
3925,20170119:004630,0.45,1.3,BPS
3925,20170119:004954,0.41,3.4,BPS
3925,20170119:005312,0.14,3.3,BPS
3925,20170119:005630,0.32,3.3,BPS
3925,20170119:005812,0.38,1.7,BPS
3925,20170119:010148,0.44,3.6,BPS
3925,20170119:011330,1.06,11.7,BPS
3925,20170119:011636,0.9,3.1,BPS
3925,20170119:012100,0.86,4.4,BPS
3925,20170119:012354,0.76,2.9,BPS
3925,20170119:012542,0.26,1.8,BPS
3925,20170119:012730,0.88,1.8,BPS
3925,20170119:012906,0.19,1.6,BPS
3925,20170119:013054,0.53,1.8,BPS
3925,20170119:013248,0.74,1.9,BPS
3925,20170119:013430,0.39,1.7,BPS
3925,20170119:013818,1.17,3.8,BPS
3925,20170119:014406,1.02,5.8,BPS
3925,20170119:015854,1.2,14.8,BPS
3925,20170119:020430,0.77,5.6,BPS
3925,20170119:020730,0.23,3,BPS
3925,20170119:021748,0.45,10.3,BPS
3925,20170119:023918,0.5,21.5,BPS
3925,20170119:024500,0.28,5.7,BPS
3925,20170119:031324,0.47,28.4,BPS
3925,20170119:031836,0.35,5.2,BPS
3925,20170119:032448,0.15,6.2,BPS
3925,20170119:033530,0.53,10.7,BPS
3925,20170119:034454,0.81,9.4,BPS
3925,20170119:034948,0.22,4.9,BPS
3925,20170119:040948,1.48,20,BPS
3925,20170119:041818,0.27,8.5,BPS
3925,20170119:042842,0.11,10.4,BPS
3925,20170119:054430,0,75.8,BPS
3925,20170119:054712,0.13,2.7,BPS
3925,20170119:055542,0,8.5,BPS
3925,20170119:055724,0.14,1.7,BPS
3925,20170119:060248,0.06,5.4,BPS
3925,20170119:070312,0,60.4,BPS
3925,20170119:070830,0.18,5.3,BPS
3925,20170119:071154,0.04,3.4,BPS
3925,20170119:073342,0,21.8,BPS
3925,20170119:074630,0.5,12.8,BPS
3925,20170119:075030,0.06,4,BPS
3925,20170119:075942,0,9.2,BPS
3925,20170119:081442,0.18,15,BPS
3925,20170119:090848,0,54.1,BPS
3925,20170119:091548,0.05,7,BPS
3925,20170119:092200,0.07,6.2,BPS
3925,20170119:093406,0,12.1,BPS
3925,20170119:094254,0.16,8.8,BPS
3925,20170119:094654,0.14,4,BPS
3925,20170119:095100,0.24,4.1,BPS
3925,20170119:095648,0.11,5.8,BPS
3925,20170119:100224,0,5.6,BPS
3925,20170119:100624,0.25,4,BPS
3925,20170119:101148,0.71,5.4,BPS
3925,20170119:101536,0.21,3.8,BPS
3925,20170119:102012,0.16,4.6,BPS
3925,20170119:102854,0.04,8.7,BPS
3925,20170119:111318,0,44.4,BPS
3925,20170119:112430,0.51,11.2,BPS
3925,20170119:112948,0.1,5.3,BPS
3925,20170119:113818,0.06,8.5,BPS
3925,20170119:130624,0,88.1,BPS
3925,20170119:131242,0.49,6.3,BPS
3925,20170119:131530,0.15,2.8,BPS
3925,20170119:132918,0,13.8,BPS
3925,20170119:133706,0.11,7.8,BPS
3925,20170119:164006,0,183,BPS
3925,20170119:164254,0.1,2.8,BPS
3925,20170119:180524,0,82.5,BPS
3925,20170119:181500,0.06,9.6,BPS
3925,20170119:183406,0.18,19.1,BPS
3925,20170119:231506,0,281,BPS
3925,20170119:233424,0.22,19.3,BPS
3925,20170119:235954,0,25.5,BPS
3925,20170120:002606,0.65,26.2,BPS
3925,20170120:004712,0.8,21.1,BPS
3925,20170120:005230,0.16,5.3,BPS
3925,20170120:005748,0.07,5.3,BPS
3925,20170121:121648,0,2119,BPS
3925,20170121:122118,0.05,4.5,BPS
3925,20170121:123606,0,14.8,BPS
3925,20170121:130430,0.43,28.4,BPS
3925,20170121:131224,0.3,7.9,BPS
3925,20170121:132348,0.29,11.4,BPS
3925,20170121:134236,0.1,18.8,BPS
3925,20170121:140124,0,18.8,BPS
3925,20170121:141536,0.37,14.2,BPS
3925,20170121:144018,0.13,24.7,BPS
3925,20170121:144418,0,4,BPS
3925,20170121:145024,0.19,6.1,BPS
3925,20170121:150042,0.1,10.3,BPS
3925,20170121:151406,0.48,13.4,BPS
3925,20170121:152712,0.33,13.1,BPS
3925,20170121:154106,0.24,13.9,BPS
3925,20170121:160148,0.66,20.7,BPS
3925,20170121:162454,0.36,23.1,BPS
3925,20170121:165012,0,25.3,BPS
3925,20170121:170354,0.16,13.7,BPS
3925,20170121:172900,0.64,25.1,BPS
3925,20170121:174312,0.26,14.2,BPS
3925,20170121:175554,0.06,12.7,BPS
3925,20170121:190306,0,67.2,BPS
3925,20170121:191306,0.1,10,BPS
3925,20170121:194030,0,27.4,BPS
3925,20170121:195636,0.16,16.1,BPS
3925,20170121:195742,0.13,1.1,BPS
3925,20170121:200012,0.11,2.5,BPS
3925,20170121:200512,0.11,5,BPS
3925,20170121:201718,0,12.1,BPS
3925,20170121:202306,0.23,5.8,BPS
3925,20170121:203000,0,6.9,BPS
3925,20170121:203800,0.17,8,BPS
3925,20170121:205854,0,20.9,BPS
3925,20170121:211330,0.11,14.6,BPS
3925,20170121:215118,0,37.8,BPS
3925,20170121:215500,0.08,3.7,BPS
3925,20170121:220942,0,14.7,BPS
3925,20170121:221942,0.11,10,BPS
3925,20170121:223212,0,12.5,BPS
3925,20170121:224130,0.08,9.3,BPS
3925,20170121:225406,0.37,12.6,BPS
3925,20170121:231442,0.33,20.6,BPS
3925,20170121:232030,0.34,5.8,BPS
3925,20170121:233518,0.21,14.8,BPS
3925,20170121:234036,0.29,5.3,BPS
3925,20170121:235600,0.5,15.4,BPS
3925,20170122:000242,0.39,6.7,BPS
3925,20170122:002124,0.36,18.7,BPS
3925,20170122:002518,0.64,3.9,BPS
3925,20170122:002936,0.91,4.3,BPS
