Station,Date(NZST)_Incl_secs,Amount(mm),Period(min),Freq
3925,20120112:025424,0.8,4.1,BPS
3925,20120112:030136,0.27,7.2,BPS
3925,20120112:030412,0.2,2.6,BPS
3925,20120112:030500,0.3,0.8,BPS
3925,20120112:030618,0.78,1.3,BPS
3925,20120112:030724,0.37,1.1,BPS
3925,20120112:031318,0.68,5.9,BPS
3925,20120112:031936,1.51,6.3,BPS
3925,20120112:032100,0.2,1.4,BPS
3925,20120112:032448,0.84,3.8,BPS
3925,20120112:032854,0.37,4.1,BPS
3925,20120112:041524,0.85,46.5,BPS
3925,20120112:041842,0.18,3.3,BPS
3925,20120112:042142,0.63,3,BPS
3925,20120112:042430,0.16,2.8,BPS
3925,20120112:045642,0.35,32.2,BPS
3925,20120112:050006,0.41,3.4,BPS
3925,20120112:050554,0.46,5.8,BPS
3925,20120112:050936,0.56,3.7,BPS
3925,20120112:051148,0.13,2.2,BPS
3925,20120112:051342,0.3,1.9,BPS
3925,20120112:051512,0.7,1.5,BPS
3925,20120112:051618,0.23,1.1,BPS
3925,20120112:052312,0.31,6.9,BPS
3925,20120112:053136,1.07,8.4,BPS
3925,20120112:053812,0.19,6.6,BPS
3925,20120112:054942,0.1,11.5,BPS
3925,20120112:060042,0.43,11,BPS
3925,20120112:060636,0.07,5.9,BPS
3925,20120112:063442,0.11,28.1,BPS
3925,20120112:075218,0,77.6,BPS
3925,20120112:075330,0.27,1.2,BPS
3925,20120112:080306,0.5,9.6,BPS
3925,20120112:080606,0.74,3,BPS
3925,20120112:081106,0.35,5,BPS
3925,20120112:081730,0.28,6.4,BPS
3925,20120112:082018,0.32,2.8,BPS
3925,20120112:082730,0.21,7.2,BPS
3925,20120112:083042,0.45,3.2,BPS
3925,20120112:083230,0.04,1.8,BPS
3925,20120112:083900,0,6.5,BPS
3925,20120112:084418,0.38,5.3,BPS
3925,20120112:085212,0,7.9,BPS
3925,20120112:085448,0.08,2.6,BPS
3925,20120112:165918,0,484.5,BPS
3925,20120112:170048,0.04,1.5,BPS
3925,20120112:171012,0,9.4,BPS
3925,20120112:171424,0.12,4.2,BPS
3925,20120112:175654,0,42.5,BPS
3925,20120112:180400,0.08,7.1,BPS
3925,20120112:181642,0,12.7,BPS
3925,20120112:182212,0.07,5.5,BPS
3925,20120112:184148,0.08,19.6,BPS
3925,20120112:194106,0,59.3,BPS
3925,20120112:195112,0.12,10.1,BPS
3925,20120112:201254,0.06,21.7,BPS
3925,20120112:234542,0,212.8,BPS
3925,20120112:235100,0.11,5.3,BPS
3925,20120112:235848,0,7.8,BPS
3925,20120113:000624,0.31,7.6,BPS
3925,20120113:001412,0.45,7.8,BPS
3925,20120113:003848,0.07,24.6,BPS
3925,20120113:011106,0,32.3,BPS
3925,20120113:011730,0.56,6.4,BPS
3925,20120113:012436,0.93,7.1,BPS
3925,20120113:013218,0.23,7.7,BPS
3925,20120113:013524,0.18,3.1,BPS
3925,20120113:032048,0,105.4,BPS
3925,20120113:033500,0.41,14.2,BPS
3925,20120113:034606,0.18,11.1,BPS
3925,20120113:035412,0.33,8.1,BPS
3925,20120113:035918,0.42,5.1,BPS
3925,20120113:040754,0.95,8.6,BPS
3925,20120113:041718,1.26,9.4,BPS
3925,20120113:042854,1.17,11.6,BPS
3925,20120113:043918,0.42,10.4,BPS
3925,20120113:044912,0.14,9.9,BPS
3925,20120113:051900,0,29.8,BPS
3925,20120113:052418,0.19,5.3,BPS
3925,20120113:052842,0.36,4.4,BPS
3925,20120113:053642,0.25,8,BPS
3925,20120113:054418,0.07,7.6,BPS
3925,20120113:055306,0,8.8,BPS
3925,20120113:060130,0.43,8.4,BPS
3925,20120113:060724,0.6,5.9,BPS
3925,20120113:061524,0.28,8,BPS
3925,20120113:061848,0.4,3.4,BPS
3925,20120113:062230,0.34,3.7,BPS
3925,20120113:062636,0.24,4.1,BPS
3925,20120113:064554,0.38,19.3,BPS
3925,20120113:071124,0,25.5,BPS
3925,20120113:071600,0.24,4.6,BPS
3925,20120113:072318,0.09,7.3,BPS
3925,20120113:072930,0.41,6.2,BPS
3925,20120113:073312,0.12,3.7,BPS
3925,20120113:073812,0.05,5,BPS
3925,20120113:074918,0,11.1,BPS
3925,20120113:075706,0.24,7.8,BPS
3925,20120113:081712,0.17,20.1,BPS
3925,20120113:082248,0.35,5.6,BPS
3925,20120113:083136,0.15,8.8,BPS
3925,20120113:083630,0.49,4.9,BPS
3925,20120113:083812,0.09,1.7,BPS
3925,20120113:085018,0.18,12.1,BPS
3925,20120113:085218,0.13,2,BPS
3925,20120113:085630,0.56,4.2,BPS
3925,20120113:090000,0.1,3.5,BPS
3925,20120113:090230,0.06,2.5,BPS
3925,20120113:090636,0.24,4.1,BPS
3925,20120113:091800,0,11.4,BPS
3925,20120113:092036,0.29,2.6,BPS
3925,20120113:092624,0.14,5.8,BPS
3925,20120113:092836,0.27,2.2,BPS
3925,20120113:092948,0.26,1.2,BPS
3925,20120113:093148,0.18,2,BPS
3925,20120113:094812,0.48,16.4,BPS
3925,20120113:100300,0,14.8,BPS
3925,20120113:101230,0.57,9.5,BPS
3925,20120113:102206,1.06,9.6,BPS
3925,20120113:102454,0.38,2.8,BPS
3925,20120113:103530,0.16,10.6,BPS
3925,20120113:104554,0,10.4,BPS
3925,20120113:104754,0.12,2,BPS
3925,20120113:105048,0.05,2.9,BPS
3925,20120113:105648,0.45,6,BPS
3925,20120113:110412,0.12,7.4,BPS
3925,20120113:110712,0.43,3,BPS
3925,20120113:110900,0.09,1.8,BPS
3925,20120113:111842,0.15,9.7,BPS
3925,20120113:112900,0,10.3,BPS
3925,20120113:113136,0.25,2.6,BPS
3925,20120113:113542,0.06,4.1,BPS
3925,20120113:114418,0.19,8.6,BPS
3925,20120113:115312,0.05,8.9,BPS
3925,20120113:123900,0,45.8,BPS
3925,20120113:124248,0.5,3.8,BPS
3925,20120113:124354,0.06,1.1,BPS
3925,20120113:124954,0.04,6,BPS
3925,20120113:131000,0,20.1,BPS
3925,20120113:131700,0.08,7,BPS
3925,20120113:132200,0.29,5,BPS
3925,20120113:133148,0.35,9.8,BPS
3925,20120113:142506,0,53.3,BPS
3925,20120113:143048,0.15,5.7,BPS
3925,20120113:145530,0,24.7,BPS
3925,20120113:145718,0.07,1.8,BPS
3925,20120113:153348,0,36.5,BPS
3925,20120113:154218,0.09,8.5,BPS
3925,20120113:155542,0.67,13.4,BPS
3925,20120113:155818,0.22,2.6,BPS
3925,20120113:160600,0.13,7.7,BPS
3925,20120113:160812,0.16,2.2,BPS
3925,20120113:161312,0.7,5,BPS
3925,20120113:162036,0.51,7.4,BPS
3925,20120113:162230,0.03,1.9,BPS
3925,20120113:163448,0,12.3,BPS
3925,20120113:164154,0.56,7.1,BPS
3925,20120113:165806,0.3,16.2,BPS
3925,20120113:171130,0.49,13.4,BPS
3925,20120113:172018,0.51,8.8,BPS
3925,20120113:173218,0.29,12,BPS
3925,20120113:174000,0.3,7.7,BPS
3925,20120113:175400,0.21,14,BPS
3925,20120113:183636,0,42.6,BPS
3925,20120113:190454,0.78,28.3,BPS
3925,20120113:191706,0.23,12.2,BPS
3925,20120113:193100,0.83,13.9,BPS
3925,20120113:193630,0.58,5.5,BPS
3925,20120113:194048,0.19,4.3,BPS
3925,20120113:194530,0.55,4.7,BPS
3925,20120113:195418,0.26,8.8,BPS
3925,20120113:195800,0.39,3.7,BPS
3925,20120113:200442,0.47,6.7,BPS
3925,20120113:201900,0.63,14.3,BPS
3925,20120113:203842,0.36,19.7,BPS
3925,20120113:204330,0.35,4.8,BPS
3925,20120113:210030,0.52,17,BPS
3925,20120113:210800,0.81,7.5,BPS
3925,20120113:211742,0.55,9.7,BPS
3925,20120113:215218,0.49,34.6,BPS
3925,20120113:221142,0.67,19.4,BPS
3925,20120113:222400,0.2,12.3,BPS
3925,20120113:223954,0,15.9,BPS
3925,20120113:225100,0.31,11.1,BPS
3925,20120113:230000,0.17,9,BPS
3925,20120113:230448,0,4.8,BPS
3925,20120113:230700,0.16,2.2,BPS
3925,20120113:231536,0.35,8.6,BPS
3925,20120113:232830,0,12.9,BPS
3925,20120113:233300,0.17,4.5,BPS
3925,20120113:233812,0.05,5.2,BPS
3925,20120114:000454,0.09,26.7,BPS
3925,20120114:031548,0,190.9,BPS
3925,20120114:032312,0.07,7.4,BPS
3925,20120114:032748,0.09,4.6,BPS
3925,20120114:034700,0,19.2,BPS
3925,20120114:035606,0.18,9.1,BPS
3925,20120114:041430,0.12,18.4,BPS
3925,20120114:043212,0.08,17.7,BPS
3925,20120114:044748,0,15.6,BPS
3925,20120114:045500,0.14,7.2,BPS
3925,20120114:051530,0,20.5,BPS
3925,20120114:053306,0.17,17.6,BPS
3925,20120114:061154,0,38.8,BPS
3925,20120114:062512,0.24,13.3,BPS
3925,20120114:071530,0.11,50.3,BPS
3925,20120114:081600,0,60.5,BPS
3925,20120114:081900,0.09,3,BPS
3925,20120114:082724,0,8.4,BPS
3925,20120114:083242,0.09,5.3,BPS
3925,20120114:153406,0,421.4,BPS
3925,20120114:154448,0.05,10.7,BPS
3925,20120114:173312,0,108.4,BPS
3925,20120114:174548,0.17,12.6,BPS
3925,20120114:175648,0.22,11,BPS
3925,20120114:184054,0,44.1,BPS
3925,20120114:184642,0.25,5.8,BPS
3925,20120114:184936,0.04,2.9,BPS
3925,20120114:190612,0,16.6,BPS
3925,20120114:191842,0.47,12.5,BPS
3925,20120114:192242,0.06,4,BPS
3925,20120114:193000,0,7.3,BPS
3925,20120114:194118,0.28,11.3,BPS
3925,20120114:194354,0.03,2.6,BPS
3925,20120114:201712,0,33.3,BPS
3925,20120114:202418,0.09,7.1,BPS
3925,20120114:213042,0,66.4,BPS
3925,20120114:221930,0.12,48.8,BPS
3925,20120114:222324,0.22,3.9,BPS
3925,20120114:222606,0.09,2.7,BPS
3925,20120114:223142,0.07,5.6,BPS
3925,20120114:224430,0,12.8,BPS
3925,20120114:231624,0.13,31.9,BPS
3925,20120114:232206,0.09,5.7,BPS
3925,20120114:233612,0,14.1,BPS
3925,20120114:235136,0.31,15.4,BPS
3925,20120114:235512,0,3.6,BPS
3925,20120115:001424,0.14,19.2,BPS
3925,20120115:003200,0,17.6,BPS
3925,20120115:004312,0.52,11.2,BPS
3925,20120115:004900,0.51,5.8,BPS
3925,20120115:005630,0.22,7.5,BPS
3925,20120115:010106,0.04,4.6,BPS
3925,20120115:022336,0,82.5,BPS
3925,20120115:023948,0.26,16.2,BPS
3925,20120115:025824,0.06,18.6,BPS
3925,20120115:040812,0,69.8,BPS
3925,20120115:041724,0.19,9.2,BPS
3925,20120115:042318,0.07,5.9,BPS
3925,20120115:043800,0.09,14.7,BPS
3925,20120115:045054,0,12.9,BPS
3925,20120115:045824,0.14,7.5,BPS
3925,20120115:051348,0,15.4,BPS
3925,20120115:051748,0.12,4,BPS
3925,20120115:085418,0,216.5,BPS
3925,20120115:085800,0.06,3.7,BPS
3925,20120115:090000,0.09,2,BPS
3925,20120115:090830,0.17,8.5,BPS
3925,20120115:092442,0.7,16.2,BPS
3925,20120115:093200,0.56,7.3,BPS
3925,20120115:094918,0.89,17.3,BPS
3925,20120115:101512,1.79,25.9,BPS
3925,20120115:102224,0.16,7.2,BPS
3925,20120115:102730,0.22,5.1,BPS
3925,20120115:103518,0.1,7.8,BPS
3925,20120115:105012,0,14.9,BPS
3925,20120115:105948,0.26,9.6,BPS
3925,20120115:111730,0,17.7,BPS
3925,20120115:113200,0.25,14.5,BPS
3925,20120115:120724,0,35.4,BPS
3925,20120115:121600,0.24,8.6,BPS
3925,20120115:122118,0.05,5.3,BPS
3925,20120115:125630,0,35.2,BPS
3925,20120115:125900,0.03,2.5,BPS
3925,20120115:170436,0,245.6,BPS
3925,20120115:170612,0.04,1.6,BPS
3925,20120115:171112,0,5,BPS
3925,20120115:171448,0.12,3.6,BPS
3925,20120115:180818,0,53.5,BPS
3925,20120115:181736,0.14,9.3,BPS
3925,20120115:182254,0,5.3,BPS
3925,20120115:182512,0.2,2.3,BPS
3925,20120115:182936,0.18,4.4,BPS
3925,20120115:195536,0,86,BPS
3925,20120115:195942,0.11,4.1,BPS
3925,20120115:200624,0.38,6.7,BPS
3925,20120115:201936,0.38,13.2,BPS
3925,20120115:203000,0.1,10.4,BPS
3925,20120115:210900,0,39,BPS
3925,20120115:213600,0.69,27,BPS
3925,20120115:214142,0.28,5.7,BPS
3925,20120115:214912,0.65,7.5,BPS
3925,20120115:215224,0.06,3.2,BPS
3925,20120115:215836,0,6.2,BPS
3925,20120115:220412,0.17,5.6,BPS
3925,20120115:220912,0.52,5,BPS
3925,20120115:221054,0.51,1.7,BPS
3925,20120115:221406,0.55,3.2,BPS
3925,20120115:222100,0.53,6.9,BPS
3925,20120115:222318,0.31,2.3,BPS
3925,20120115:223106,0.74,7.8,BPS
3925,20120115:223742,0.2,6.6,BPS
3925,20120115:224918,0.05,11.6,BPS
3925,20120116:002418,0,95,BPS
3925,20120116:003906,0.11,14.8,BPS
3925,20120116:014930,0,70.4,BPS
3925,20120116:015942,0.13,10.2,BPS
3925,20120116:034742,0,108,BPS
3925,20120116:040506,0.11,17.4,BPS
3925,20120116:070118,0,176.2,BPS
3925,20120116:071100,0.12,9.7,BPS
3925,20120120:002712,0,5356.2,BPS
3925,20120120:002936,0.2,2.4,BPS
3925,20120122:035348,0,3084.2,BPS
3925,20120122:042124,0.06,27.6,BPS
3925,20120122:045012,0.13,28.8,BPS
3925,20120122:045318,0.19,3.1,BPS
3925,20120122:050354,0.34,10.6,BPS
3925,20120122:051824,0.33,14.5,BPS
3925,20120122:052230,0.23,4.1,BPS
3925,20120122:053500,1.1,12.5,BPS
3925,20120122:054654,0.63,11.9,BPS
3925,20120122:055536,0.75,8.7,BPS
3925,20120122:060048,0.21,5.2,BPS
3925,20120122:060200,0.41,1.2,BPS
3925,20120122:060306,1.02,1.1,BPS
3925,20120122:060348,0.49,0.7,BPS
3925,20120122:060506,0.55,1.3,BPS
3925,20120122:060812,0.62,3.1,BPS
3925,20120122:061018,0.22,2.1,BPS
3925,20120122:061648,0.16,6.5,BPS
3925,20120122:062142,0.29,4.9,BPS
3925,20120122:065036,0.47,28.9,BPS
3925,20120122:071618,0,25.7,BPS
3925,20120122:072718,0.18,11,BPS
3925,20120122:081100,0,43.7,BPS
3925,20120122:082748,0.5,16.8,BPS
3925,20120122:083000,0.2,2.2,BPS
3925,20120122:083230,0.08,2.5,BPS
3925,20120122:084612,0.11,13.7,BPS
3925,20120122:085112,0.13,5,BPS
3925,20120122:092330,0,32.3,BPS
3925,20120122:092418,0.04,0.8,BPS
3925,20120122:092724,0.31,3.1,BPS
3925,20120122:092954,0.04,2.5,BPS
3925,20120122:134436,0,254.7,BPS
3925,20120122:135348,0.14,9.2,BPS
3925,20120122:142400,0,30.2,BPS
3925,20120122:142430,0.05,0.5,BPS
3925,20120122:142718,0.64,2.8,BPS
3925,20120122:143106,0.24,3.8,BPS
3925,20120122:150900,0,37.9,BPS
3925,20120122:151500,0.08,6,BPS
3925,20120122:180712,0,172.2,BPS
3925,20120122:181524,0.13,8.2,BPS
3925,20120122:182518,0.05,9.9,BPS
3925,20120122:185242,0,27.4,BPS
3925,20120122:190130,0.08,8.8,BPS
3925,20120126:081154,0,5110.4,BPS
3925,20120126:081342,0.18,1.8,BPS
3925,20120126:081724,0.05,3.7,BPS
3925,20120126:082054,0.17,3.5,BPS
3925,20120126:203218,0,731.4,BPS
3925,20120126:210318,0.07,31,BPS
3925,20120126:211054,0.08,7.6,BPS
3925,20120126:212612,0,15.3,BPS
3925,20120126:213324,0.19,7.2,BPS
3925,20120126:214206,0.09,8.7,BPS
3925,20120126:220036,0,18.5,BPS
3925,20120126:220642,0.2,6.1,BPS
3925,20120126:221154,0.07,5.2,BPS
3925,20120126:223330,0.2,21.6,BPS
3925,20120126:225342,0.42,20.2,BPS
3925,20120126:230824,0,14.7,BPS
3925,20120126:232554,0.8,17.5,BPS
3925,20120126:234336,0.47,17.7,BPS
3925,20120126:235718,0.2,13.7,BPS
3925,20120127:001524,0.58,18.1,BPS
3925,20120127:004054,0.32,25.5,BPS
3925,20120127:010242,0.83,21.8,BPS
3925,20120127:010906,0.09,6.4,BPS
3925,20120127:011042,0.2,1.6,BPS
3925,20120127:011306,0.7,2.4,BPS
3925,20120127:011330,0.44,0.4,BPS
3925,20120127:011436,0.69,1.1,BPS
3925,20120127:011654,0.51,2.3,BPS
3925,20120127:011900,0.17,2.1,BPS
3925,20120127:013000,0.41,11,BPS
3925,20120127:013930,0.22,9.5,BPS
3925,20120127:020130,0,22,BPS
3925,20120127:022424,0.17,22.9,BPS
3925,20120127:023700,0.14,12.6,BPS
3925,20120127:024130,0.16,4.5,BPS
3925,20120127:072430,0,283,BPS
3925,20120127:073218,0.37,7.8,BPS
3925,20120127:073554,0,3.6,BPS
3925,20120127:074318,0.17,7.4,BPS
3925,20120127:084254,0,59.6,BPS
3925,20120127:084730,0.14,4.6,BPS
3925,20120127:100836,0,81.1,BPS
3925,20120127:100924,0.05,0.8,BPS
3925,20120127:101036,0.22,1.2,BPS
3925,20120128:041600,0,1085.4,BPS
3925,20120128:041848,0.09,2.8,BPS
3925,20120128:042248,0.04,4,BPS
3925,20120129:003142,0,1208.9,BPS
3925,20120129:003736,0.11,5.9,BPS
3925,20120129:034224,0,184.8,BPS
3925,20120129:041806,0.15,35.7,BPS
3925,20120129:045618,0.21,38.2,BPS
3925,20120129:052148,0.44,25.5,BPS
3925,20120129:053106,0.1,9.3,BPS
3925,20120129:060642,0.12,35.6,BPS
3925,20120129:065006,0,43.4,BPS
3925,20120129:070306,0.24,13,BPS
3925,20120129:075142,0.63,48.6,BPS
3925,20120131:174724,0,3475.7,BPS
3925,20120131:180742,0.15,20.3,BPS
3925,20120201:081436,0,846.9,BPS
3925,20120201:082924,0.14,14.8,BPS
3925,20120201:084200,0,12.6,BPS
3925,20120201:090000,0.41,18,BPS
3925,20120201:091448,0.08,14.8,BPS
3925,20120201:094342,0,28.9,BPS
3925,20120201:100130,0.09,17.8,BPS
3925,20120201:100742,0.09,6.2,BPS
3925,20120201:101954,0.44,12.2,BPS
3925,20120201:102736,0.37,7.7,BPS
3925,20120201:104342,1.03,16.1,BPS
3925,20120201:105024,0.1,6.7,BPS
3925,20120201:190742,0,497.3,BPS
3925,20120201:191024,0.06,2.7,BPS
3925,20120201:192042,0,10.3,BPS
3925,20120201:192506,0.09,4.4,BPS
3925,20120201:192848,0.6,3.7,BPS
3925,20120201:193400,0.66,5.2,BPS
3925,20120201:193800,0.1,4,BPS
3925,20120201:194724,0.06,9.4,BPS
3925,20120201:215824,0,131,BPS
3925,20120201:215954,0.07,1.5,BPS
3925,20120201:220642,0.26,6.8,BPS
3925,20120201:221254,0.09,6.2,BPS
3925,20120201:224536,0.09,32.7,BPS
3925,20120202:012212,0,156.6,BPS
3925,20120202:012730,0.07,5.3,BPS
3925,20120202:044330,0,196,BPS
3925,20120202:051712,0.64,33.7,BPS
3925,20120202:054554,0.31,28.7,BPS
3925,20120202:060536,0.45,19.7,BPS
3925,20120202:062506,0.14,19.5,BPS
3925,20120202:071354,0.7,48.8,BPS
3925,20120202:073730,0.23,23.6,BPS
3925,20120202:074654,0.21,9.4,BPS
3925,20120202:080154,0.2,15,BPS
3925,20120202:082624,0.17,24.5,BPS
3925,20120205:215730,0,5131.1,BPS
3925,20120205:221218,0.05,14.8,BPS
3925,20120206:035900,0,346.7,BPS
3925,20120206:043330,0.17,34.5,BPS
3925,20120206:055136,0,78.1,BPS
3925,20120206:060636,0.13,15,BPS
3925,20120206:065312,0.26,46.6,BPS
3925,20120206:074524,0.37,52.2,BPS
3925,20120206:075554,0.13,10.5,BPS
3925,20120206:080906,0.32,13.2,BPS
3925,20120206:090000,0.57,50.9,BPS
3925,20120206:091412,0.17,14.2,BPS
3925,20120206:095136,0.34,37.4,BPS
3925,20120206:100712,0,15.6,BPS
3925,20120206:101512,0.16,8,BPS
3925,20120206:102606,0.04,10.9,BPS
3925,20120206:112854,0,62.8,BPS
3925,20120206:115700,0.15,28.1,BPS
3925,20120206:142730,0,150.5,BPS
3925,20120206:144106,0.5,13.6,BPS
3925,20120206:144448,0.21,3.7,BPS
3925,20120206:144918,0.05,4.5,BPS
3925,20120206:181736,0,208.3,BPS
3925,20120206:182330,0.13,5.9,BPS
3925,20120206:182842,0.03,5.2,BPS
3925,20120206:190400,0,35.3,BPS
3925,20120206:191030,0.14,6.5,BPS
3925,20120206:191500,0,4.5,BPS
3925,20120206:193800,0.2,23,BPS
3925,20120206:194448,0.31,6.8,BPS
3925,20120206:195112,0.14,6.4,BPS
3925,20120206:200006,0.08,8.9,BPS
3925,20120206:201048,0.04,10.7,BPS
3925,20120206:224418,0,153.5,BPS
3925,20120206:225342,0.11,9.4,BPS
3925,20120210:055100,0,4737.3,BPS
3925,20120210:060412,0.06,13.2,BPS
3925,20120210:064524,0.14,41.2,BPS
3925,20120210:094536,0,180.2,BPS
3925,20120210:094918,0.05,3.7,BPS
3925,20120210:104436,0,55.3,BPS
3925,20120210:105336,0.5,9,BPS
3925,20120210:111654,0.39,23.3,BPS
3925,20120210:112024,0.35,3.5,BPS
3925,20120210:112542,0.13,5.3,BPS
3925,20120210:114142,0.88,16,BPS
3925,20120210:114430,0.05,2.8,BPS
3925,20120210:120436,0.15,20.1,BPS
3925,20120214:002730,0,5062.9,BPS
3925,20120214:005430,0.06,27,BPS
3925,20120214:032036,0,146.1,BPS
3925,20120214:032300,0.08,2.4,BPS
3925,20120214:032606,0.03,3.1,BPS
3925,20120214:034448,0,18.7,BPS
3925,20120214:035048,0.09,6,BPS
3925,20120214:040600,0,15.2,BPS
3925,20120214:040730,0.1,1.5,BPS
3925,20120214:041000,0.31,2.5,BPS
3925,20120214:041230,0.05,2.5,BPS
3925,20120214:052924,0,76.9,BPS
3925,20120214:055418,0.47,24.9,BPS
3925,20120214:055906,0.04,4.8,BPS
3925,20120214:061454,0,15.8,BPS
3925,20120214:062436,0.11,9.7,BPS
3925,20120214:065048,0,26.2,BPS
3925,20120214:065500,0.08,4.2,BPS
3925,20120214:070718,0,12.3,BPS
3925,20120214:071624,0.08,9.1,BPS
3925,20120214:171306,0,596.7,BPS
3925,20120214:171406,0.17,1,BPS
3925,20120214:171500,0.03,0.9,BPS
3925,20120215:122406,0,1149.1,BPS
3925,20120215:123206,0.09,8,BPS
3925,20120215:124454,0,12.8,BPS
3925,20120215:125812,0.08,13.3,BPS
3925,20120215:130218,0.15,4.1,BPS
3925,20120215:131106,0.15,8.8,BPS
3925,20120215:133036,0,19.5,BPS
3925,20120215:133842,0.06,8.1,BPS
3925,20120215:153518,0,116.6,BPS
3925,20120215:153848,0.14,3.5,BPS
3925,20120215:154006,0.22,1.3,BPS
3925,20120215:154136,0.44,1.5,BPS
3925,20120215:154254,0.79,1.3,BPS
3925,20120215:154418,1.8,1.4,BPS
3925,20120215:154436,0.21,0.3,BPS
3925,20120215:154512,0.71,0.6,BPS
3925,20120215:154618,0.96,1.1,BPS
3925,20120215:154654,0.64,0.6,BPS
3925,20120215:154824,0.79,1.5,BPS
3925,20120215:155006,0.58,1.7,BPS
3925,20120215:155142,1.22,1.6,BPS
3925,20120215:155254,0.69,1.2,BPS
3925,20120215:155354,0.41,1,BPS
3925,20120215:155548,0.41,1.9,BPS
3925,20120215:160000,0.37,4.2,BPS
3925,20120215:161630,0.35,16.5,BPS
3925,20120215:173400,0,77.5,BPS
3925,20120215:174436,0.14,10.6,BPS
3925,20120219:160806,0,5663.5,BPS
3925,20120219:161406,0.04,6,BPS
3925,20120219:171712,0,63.1,BPS
3925,20120219:171836,0.06,1.4,BPS
3925,20120219:172812,0.88,9.6,BPS
3925,20120219:173418,0.26,6.1,BPS
3925,20120219:173900,0.09,4.7,BPS
3925,20120219:175312,0.06,14.2,BPS
3925,20120220:033030,0,577.3,BPS
3925,20120220:034624,0.21,15.9,BPS
3925,20120221:193818,0,2391.9,BPS
3925,20120221:194730,0.09,9.2,BPS
3925,20120221:195648,0,9.3,BPS
3925,20120221:200554,0.08,9.1,BPS
3925,20120221:204106,0,35.2,BPS
3925,20120221:204218,0.31,1.2,BPS
3925,20120221:204506,0.34,2.8,BPS
3925,20120221:204900,0.19,3.9,BPS
3925,20120221:205330,0.07,4.5,BPS
3925,20120221:205748,0.32,4.3,BPS
3925,20120221:210348,0.03,6,BPS
3925,20120221:213036,0,26.8,BPS
3925,20120221:214330,0.22,12.9,BPS
3925,20120221:214606,0.61,2.6,BPS
3925,20120221:215006,0.37,4,BPS
3925,20120221:220142,0.31,11.6,BPS
3925,20120221:220312,0.29,1.5,BPS
3925,20120221:220406,0.07,0.9,BPS
3925,20120221:221048,0.13,6.7,BPS
3925,20120222:011542,0,184.9,BPS
3925,20120222:012224,0.21,6.7,BPS
3925,20120222:012500,0.05,2.6,BPS
3925,20120222:013224,0.04,7.4,BPS
3925,20120222:030906,0,96.7,BPS
3925,20120222:031230,0.06,3.4,BPS
3925,20120222:031648,0.12,4.3,BPS
3925,20120222:032936,0.12,12.8,BPS
3925,20120222:040106,0,31.5,BPS
3925,20120222:041124,0.17,10.3,BPS
3925,20120222:114530,0,454.1,BPS
3925,20120222:121524,0.74,29.9,BPS
3925,20120222:122936,0.63,14.2,BPS
3925,20120222:125348,0.59,24.2,BPS
3925,20120222:133006,0.4,36.3,BPS
3925,20120222:135742,0.19,27.6,BPS
3925,20120222:141706,0.21,19.4,BPS
3925,20120222:150348,0.39,46.7,BPS
3925,20120222:152200,0.44,18.2,BPS
3925,20120222:154542,0.97,23.7,BPS
3925,20120222:160012,0.27,14.5,BPS
3925,20120222:163906,0.12,38.9,BPS
3925,20120222:170554,0,26.8,BPS
3925,20120222:173124,1.69,25.5,BPS
3925,20120222:173942,0.75,8.3,BPS
3925,20120222:174624,0.8,6.7,BPS
3925,20120222:175854,0.46,12.5,BPS
3925,20120222:180412,0.53,5.3,BPS
3925,20120222:180930,0.76,5.3,BPS
3925,20120222:181536,0.57,6.1,BPS
3925,20120222:182230,0.35,6.9,BPS
3925,20120222:183330,0.81,11,BPS
3925,20120222:184612,0.21,12.7,BPS
3925,20120222:185706,0.62,10.9,BPS
3925,20120222:190406,0.75,7,BPS
3925,20120222:190748,0.75,3.7,BPS
3925,20120222:191706,1.4,9.3,BPS
3925,20120222:192736,1.79,10.5,BPS
3925,20120222:193842,1.35,11.1,BPS
3925,20120222:194312,0.42,4.5,BPS
3925,20120222:194818,0.34,5.1,BPS
3925,20120222:195312,0.17,4.9,BPS
3925,20120222:200842,0.28,15.5,BPS
3925,20120222:201130,0.15,2.8,BPS
3925,20120222:201600,0.5,4.5,BPS
3925,20120222:202948,0.54,13.8,BPS
3925,20120222:203254,0.32,3.1,BPS
3925,20120222:203606,0.53,3.2,BPS
3925,20120222:204336,0.55,7.5,BPS
3925,20120222:205042,0.97,7.1,BPS
3925,20120222:205400,0.1,3.3,BPS
3925,20120222:205918,0,5.3,BPS
3925,20120222:211318,0.55,14,BPS
3925,20120222:211354,0.23,0.6,BPS
3925,20120222:211512,0.9,1.3,BPS
3925,20120222:211606,0.24,0.9,BPS
3925,20120222:212436,0.44,8.5,BPS
3925,20120222:212736,0.36,3,BPS
3925,20120222:213442,0.15,7.1,BPS
3925,20120222:214454,0,10.2,BPS
3925,20120222:214636,0.49,1.7,BPS
3925,20120222:214800,0.16,1.4,BPS
3925,20120222:215412,0.25,6.2,BPS
3925,20120222:215948,0.49,5.6,BPS
3925,20120222:220330,0.1,3.7,BPS
3925,20120222:220442,0.38,1.2,BPS
3925,20120222:220642,0.28,2,BPS
3925,20120222:221306,0.24,6.4,BPS
3925,20120222:221512,0.38,2.1,BPS
3925,20120222:222048,0.38,5.6,BPS
