Date(NZST),Rainfall(mm),Deficit(mm),Runoff(mm),Pmsl(hPa),Pstn(hPa),Tmax(C),Tmin(C),Tgmin(C),Tmean(C)
2019-01-01 08:00:00,0.0,40.7,0.0,1016.5,993.2,25.6,14.3,12.5,20
2019-01-02 08:00:00,0.6,44.6,0.0,1013.6,990.5,26.9,16.6,15.8,21.8
2019-01-03 08:00:00,0.0,49.2,0.0,1011.3,988.2,24.8,16,13.2,20.4
2019-01-04 08:00:00,0.0,53.7,0.0,1018.0,994.4,23.1,13.3,10.2,18.2
2019-01-05 08:00:00,0.0,58.2,0.0,1020.8,997.1,22.1,8.4,5.4,15.3
2019-01-06 08:00:00,0.0,62.8,0.0,1016.2,992.9,25.8,14.4,14.5,20.1
2019-01-07 08:00:00,1.6,65.7,0.0,1019.2,995.6,27.2,13.7,13.3,20.5
2019-01-08 08:00:00,0.0,70.3,0.0,1021.2,997.7,23.1,9.6,6,16.4
2019-01-09 08:00:00,0.0,74.8,0.0,1021.4,997.8,24.5,9.2,6.4,16.9
2019-01-10 08:00:00,2.2,77.1,0.0,1014.8,991.6,26.5,15.8,13.3,21.2
2019-01-11 08:00:00,2.0,79.5,0.0,1020.1,996.7,27.3,15.5,13.8,21.4
2019-01-12 08:00:00,0.0,83.8,0.0,1026.9,1003,23.8,8.7,6.1,16.3
2019-01-13 08:00:00,0.0,87.8,0.0,1018.7,995.1,26,10,6.8,18
2019-01-14 08:00:00,12.8,78.8,0.0,1009.6,986.1,22.2,10.5,9.9,16.4
2019-01-15 08:00:00,0.0,83.1,0.0,1015.3,991.6,22.2,7.7,5.5,15
2019-01-16 08:00:00,0.0,87.1,0.0,1016.1,992.4,29.3,6.2,2,17.8
2019-01-17 08:00:00,0.0,90.9,0.0,1013.4,989.9,28.6,10.2,7.2,19.4
2019-01-18 08:00:00,0.0,94.5,0.0,1012.5,989.2,27.7,14.9,12.7,21.3
2019-01-19 08:00:00,0.0,97.9,0.0,1014.5,991.2,28.7,15,12.8,21.9
2019-01-20 08:00:00,8.6,92.4,0.0,1013.2,989.6,23.9,12.2,10,18.1
2019-01-21 08:00:00,9.0,86.9,0.0,1008.5,985.1,20.7,12.9,12.8,16.8
2019-01-22 08:00:00,0.4,90.3,0.0,1017.3,993.5,17.5,11.6,10.3,14.6
2019-01-23 08:00:00,1.4,92.5,0.0,1010.7,987.5,20.6,13,14.6,16.8
2019-01-24 08:00:00,21.6,74.4,0.0,1015.2,991.4,24.1,10,7.9,17.1
2019-01-25 08:00:00,0.0,79.0,0.0,1022.1,998,21,8.1,5.3,14.6
2019-01-26 08:00:00,0.0,83.3,0.0,1019.6,995.9,21,10.2,7.2,15.6
2019-01-27 08:00:00,0.0,87.3,0.0,1015.8,992.4,23.3,13.8,12.2,18.6
2019-01-28 08:00:00,0.0,91.1,0.0,1016.0,993,28.2,16.4,17,22.3
2019-01-29 08:00:00,1.4,93.3,0.0,1023.7,1000.2,27.5,13.3,10.4,20.4
2019-01-30 08:00:00,0.0,96.7,0.0,1026.3,1002.6,31.1,13.2,9.9,22.2
2019-01-31 08:00:00,0.0,99.9,0.0,1024.5,1000.8,30.8,14.4,12.6,22.6
2019-02-01 08:00:00,0.0,102.9,0.0,1015.1,991.9,32.1,16.2,16.2,24.2
2019-02-02 08:00:00,3.2,102.1,0.0,1023.5,999.6,23.3,6.6,2.9,15
2019-02-03 08:00:00,0.0,104.6,0.0,1027.7,1003.6,25.6,7.1,3.9,16.4
2019-02-04 08:00:00,0.0,106.9,0.0,1024.9,1001.2,26.9,10.9,9.1,18.9
2019-02-05 08:00:00,0.0,109.1,0.0,1020.9,997.2,27.1,13,10.7,20.1
2019-02-06 08:00:00,0.0,111.2,0.0,1020.3,996.8,23.2,15.2,15.8,19.2
2019-02-07 08:00:00,0.0,113.2,0.0,1029.2,1005.3,26.6,13.3,12.5,20
2019-02-08 08:00:00,0.0,115.1,0.0,1025.6,1001.8,26.2,12.5,9.2,19.4
2019-02-09 08:00:00,1.4,115.4,0.0,1019.9,996.4,24.9,15.1,14.9,20
2019-02-10 08:00:00,0.0,117.2,0.0,1016.1,992.4,22.3,12.8,9.5,17.6
2019-02-11 08:00:00,0.0,118.9,0.0,1010.8,987.2,26.6,9.4,7,18
2019-02-12 08:00:00,1.4,119.1,0.0,1006.2,982.9,27.9,13.1,13.1,20.5
2019-02-13 08:00:00,0.0,120.6,0.0,1014.0,990.6,25.2,14,12.3,19.6
2019-02-14 08:00:00,0.0,122.1,0.0,1014.7,991.2,28.8,11.6,8.2,20.2
2019-02-15 08:00:00,5.0,118.6,0.0,1017.3,993.8,28.5,12.9,10.5,20.7
2019-02-16 08:00:00,1.8,118.4,0.0,1016.3,992.7,22.7,11.9,8.2,17.3
2019-02-17 08:00:00,0.0,120.0,0.0,1018.7,994.9,23.9,9.2,5.5,16.6
2019-02-18 08:00:00,0.0,121.5,0.0,1018.0,994.4,22.7,12.3,10.6,17.5
2019-02-19 08:00:00,0.0,123.0,0.0,1017.1,993.6,24.2,14.7,13.4,19.5
2019-02-20 08:00:00,0.0,124.4,0.0,1014.6,991.3,27.4,15.4,13.9,21.4
2019-02-21 08:00:00,0.0,125.7,0.0,1017.5,994,23.4,15,11.1,19.2
2019-02-22 08:00:00,0.2,126.7,0.0,1012.8,989.5,26.1,16.2,14.1,21.2
2019-02-23 08:00:00,0.0,127.9,0.0,1011.4,987.7,25.6,8.8,4.4,17.2
2019-02-24 08:00:00,10.6,118.4,0.0,1004.0,980.3,20.5,9.5,6.7,15
2019-02-25 08:00:00,0.0,120.0,0.0,1023.7,999.4,18.3,5.2,2,11.8
2019-02-26 08:00:00,0.0,121.6,0.0,1027.4,1003,22.4,4.5,1.2,13.5
2019-02-27 08:00:00,0.0,123.0,0.0,1018.6,994.8,22.2,8.3,7.5,15.3
2019-02-28 08:00:00,1.4,123.0,0.0,1025.0,1000.6,19.2,5.9,2.7,12.6
2019-03-01 08:00:00,0.0,124.4,0.0,1031.4,1006.8,21.1,2.8,-0.5,12
2019-03-02 08:00:00,0.0,125.3,0.0,1034.1,1009.6,22.4,4.2,1.3,13.3
2019-03-03 08:00:00,0.0,126.1,0.0,1034.6,1010.2,26.3,6.4,2.9,16.4
2019-03-04 08:00:00,0.0,126.9,0.0,1031.4,1007.2,27.6,9.2,7.7,18.4
2019-03-05 08:00:00,0.0,127.7,0.0,1028.0,1004.1,23.4,10,6.1,16.7
2019-03-06 08:00:00,0.0,128.5,0.0,1023.8,1000.1,22,14.2,13.6,18.1
2019-03-07 08:00:00,0.0,129.3,0.0,1020.8,997.1,23.6,13.3,11,18.5
2019-03-08 08:00:00,26.2,103.8,0.0,1017.1,993.4,22,13,12,17.5
2019-03-09 08:00:00,0.0,105.4,0.0,1021.0,997.1,21.4,9.2,7,15.3
2019-03-10 08:00:00,0.0,106.9,0.0,1022.7,999,24.7,12.2,13.7,18.5
2019-03-11 08:00:00,0.0,108.4,0.0,1020.2,996.6,26.2,14.5,13.4,20.4
2019-03-12 08:00:00,2.2,107.7,0.0,1017.6,994,22.4,14.9,13.7,18.7
2019-03-13 08:00:00,13.4,95.7,0.0,1016.0,992.6,21.8,15.4,15.8,18.6
2019-03-14 08:00:00,2.0,95.6,0.0,1021.8,998.2,21.9,15.3,15.7,18.6
2019-03-15 08:00:00,7.6,89.9,0.0,1022.2,998.5,25.4,13.3,13.1,19.4
2019-03-16 08:00:00,2.0,90.0,0.0,1023.5,999.9,21.6,15.2,16,18.4
2019-03-17 08:00:00,1.2,90.8,0.0,1030.2,1006.5,21,14.3,12.2,17.7
2019-03-18 08:00:00,0.0,92.9,0.0,1028.2,1004.5,26.6,16.3,15.6,21.5
2019-03-19 08:00:00,0.0,94.9,0.0,1026.9,1003.1,26.4,13.3,10.9,19.9
2019-03-20 08:00:00,0.0,96.8,0.0,1027.4,1003.7,27.2,14.8,15.2,21
2019-03-21 08:00:00,0.0,98.6,0.0,1029.2,1005.5,27.4,14.7,11.4,21.1
2019-03-22 08:00:00,0.0,100.4,0.0,1029.4,1005.6,25.4,15,12.1,20.2
2019-03-23 08:00:00,0.0,102.1,0.0,1026.6,1002.7,24.4,13,11.3,18.7
2019-03-24 08:00:00,0.0,103.8,0.0,1025.5,1001.6,23.8,11.6,8.3,17.7
2019-03-25 08:00:00,0.0,105.4,0.0,1026.1,1002.4,25.4,13.8,11.5,19.6
2019-03-26 08:00:00,1.4,105.5,0.0,1020.2,996.7,21.8,15.9,16.3,18.9
2019-03-27 08:00:00,57.8,49.3,0.0,1012.5,989.1,19.4,15.4,15.5,17.4
2019-03-28 08:00:00,10.4,41.5,0.0,1027.4,1003.1,19.3,7.2,4.8,13.3
2019-03-29 08:00:00,0.0,44.1,0.0,1031.5,1007.1,22.4,8,5.5,15.2
2019-03-30 08:00:00,0.0,46.6,0.0,1030.4,1006.4,24.2,9.1,10.5,16.7
2019-03-31 08:00:00,0.0,49.2,0.0,1024.9,1001.1,26.1,12.8,11.1,19.5
2019-04-01 08:00:00,29.6,22.2,0.0,1009.2,985.8,24.8,14.1,14,19.5
2019-04-02 08:00:00,4.4,19.3,0.0,1023.4,999.1,19.9,6.4,3.2,13.2
2019-04-03 08:00:00,0.0,20.8,0.0,1031.6,1006.8,17.8,2.9,-0.4,10.4
2019-04-04 08:00:00,0.0,22.4,0.0,1028.2,1003.6,19.5,4.4,1.7,12
2019-04-05 08:00:00,0.0,23.9,0.0,1025.9,1001.7,18,6,6.5,12
2019-04-06 08:00:00,0.0,25.4,0.0,1029.5,1004.7,16.5,2.4,-2.1,9.5
2019-04-07 09:00:00,0.0,26.9,0.0,1025.0,1000.7,16.2,4.2,0.5,10.2
2019-04-08 09:00:00,0.0,28.4,0.0,1024.8,1000.4,19.9,2.3,-0.1,11.1
2019-04-09 09:00:00,0.0,29.9,0.0,1023.0,998.8,21.6,5.6,3.2,13.6
2019-04-10 09:00:00,1.4,30.0,0.0,1016.0,992.3,19.2,9.2,7.5,14.2
2019-04-11 09:00:00,44.6,0.0,13.1,1007.2,983.7,21,13.2,12.8,17.1
2019-04-12 09:00:00,3.2,0.0,1.7,1012.1,988.4,15.8,9.7,6.2,12.8
2019-04-13 09:00:00,0.0,1.5,0.0,1024.2,999.6,19.3,1.6,-1.4,10.5
2019-04-14 09:00:00,0.0,3.0,0.0,1022.7,998.1,18.4,2.6,1.2,10.5
2019-04-15 09:00:00,0.0,4.5,0.0,1027.4,1002.9,19.2,3.2,-0.2,11.2
2019-04-16 09:00:00,0.0,6.0,0.0,1033.2,1008.7,20.5,6.2,4.2,13.4
2019-04-17 09:00:00,0.0,7.5,0.0,1038.4,1013.7,20.5,4.7,2.3,12.6
2019-04-18 09:00:00,0.0,9.0,0.0,1039.8,1015.1,20.1,6.3,3.8,13.2
2019-04-19 09:00:00,0.0,10.5,0.0,1038.5,1014,20,7.6,3,13.8
2019-04-20 09:00:00,0.0,12.0,0.0,1031.2,1006.8,19.1,7.2,3.3,13.2
2019-04-21 09:00:00,23.4,0.0,9.9,1023.1,999,14.4,8.5,9.6,11.5
2019-04-22 09:00:00,3.8,0.0,2.3,1025.9,1001.7,16.8,9.1,7.2,13
2019-04-23 09:00:00,0.0,1.5,0.0,1026.1,1001.6,19.6,5.1,1.9,12.4
2019-04-24 09:00:00,0.0,3.0,0.0,1023.8,999.4,21.2,6.4,3.9,13.8
2019-04-25 09:00:00,0.0,4.5,0.0,1020.5,996.5,19.1,7.6,5.3,13.4
2019-04-26 09:00:00,0.0,6.0,0.0,1019.2,995.2,18.4,9.7,7,14.1
2019-04-27 09:00:00,4.8,2.7,0.0,1011.5,988.1,19.9,9.2,4.6,14.6
2019-04-28 09:00:00,26.0,0.0,21.8,1014.3,990.3,17.2,7,3.8,12.1
2019-04-29 09:00:00,26.8,0.0,25.3,999.3,975.8,16.4,8.6,9.6,12.5
2019-04-30 09:00:00,2.2,0.0,0.7,1023.8,999.1,13.8,0.6,-2.6,7.2
2019-05-01 09:00:00,0.0,1.5,0.0,1034.8,1009.7,14.7,-0.3,-2.5,7.2
2019-05-02 09:00:00,0.0,2.1,0.0,1029.8,1005.3,16.2,1.9,3.4,9.1
2019-05-03 09:00:00,0.8,1.9,0.0,1028.0,1003.8,15,7,8.2,11
2019-05-04 09:00:00,0.0,2.5,0.0,1028.8,1004.7,18.6,7.9,2.9,13.3
2019-05-05 09:00:00,0.0,3.1,0.0,1028.8,1004.7,16.7,10.2,8.3,13.5
2019-05-06 09:00:00,0.0,3.7,0.0,1032.6,1008.2,19,8.1,4.7,13.6
2019-05-07 09:00:00,0.0,4.3,0.0,1032.1,1007.7,20,8.1,7,14.1
2019-05-08 09:00:00,0.0,4.9,0.0,1027.9,1003.5,20.1,5.7,2.7,12.9
2019-05-09 09:00:00,1.4,4.2,0.0,1023.1,999.2,14.6,8.4,9.8,11.5
2019-05-10 09:00:00,21.4,0.0,16.6,1022.3,998.4,16.6,11.5,9.8,14.1
2019-05-11 09:00:00,0.0,0.6,0.0,1025.8,1001.8,19.1,11.9,10.7,15.5
2019-05-12 09:00:00,0.0,1.2,0.0,1012.5,988.7,17.4,9.8,5.2,13.6
2019-05-13 09:00:00,32.2,0.0,30.4,1014.1,990.1,14.5,7.3,3.7,10.9
2019-05-14 09:00:00,0.6,0.0,0.0,1027.2,1002.8,16.1,7.9,6.4,12
2019-05-15 09:00:00,14.0,0.0,13.4,1016.2,992.2,15.4,8.4,8.5,11.9
2019-05-16 09:00:00,7.6,0.0,7.0,1014.8,990.7,13.3,8,5.7,10.7
2019-05-17 09:00:00,13.4,0.0,12.8,1022.4,998,11,5.2,1,8.1
2019-05-18 09:00:00,0.0,0.6,0.0,1024.1,999.6,14,4.5,1.9,9.3
2019-05-19 09:00:00,13.6,0.0,12.4,1016.7,992.7,13.4,5.8,7.4,9.6
2019-05-20 09:00:00,0.8,0.0,0.2,1024.5,1000.1,12.5,6.9,4.6,9.7
2019-05-21 09:00:00,0.0,0.6,0.0,1028.0,1003.4,14.4,5.7,1.6,10.1
2019-05-22 09:00:00,0.0,1.2,0.0,1029.0,1004.4,15.2,4.8,2.6,10
2019-05-23 09:00:00,0.0,1.8,0.0,1028.5,1004.1,14.2,6,2.7,10.1
2019-05-24 09:00:00,0.0,2.4,0.0,1031.3,1006.8,15.9,6.7,2.7,11.3
2019-05-25 09:00:00,0.6,2.4,0.0,1028.1,1003.6,15.6,7.1,2.8,11.4
2019-05-26 09:00:00,0.2,2.8,0.0,1024.1,999.6,13.2,6,5.2,9.6
2019-05-27 09:00:00,0.2,3.2,0.0,1016.8,992.8,15.3,6.4,3.6,10.9
2019-05-28 09:00:00,33.2,0.0,29.3,1006.0,982.4,15.6,9.5,10.9,12.6
2019-05-29 09:00:00,47.0,0.0,46.4,1009.1,985.2,13.4,7.3,3.6,10.4
2019-05-30 09:00:00,32.0,0.0,31.4,1005.5,982.1,13.8,8.7,10.2,11.3
2019-05-31 09:00:00,29.4,0.0,28.8,997.6,973.9,14.3,7.4,5.6,10.9
2019-06-01 09:00:00,32.0,0.0,31.4,992.8,968.9,10.7,4,1,7.4
2019-06-02 09:00:00,0.0,0.6,0.0,1008.9,984.3,9.3,0.4,-2.5,4.9
2019-06-03 09:00:00,0.0,1.1,0.0,1019.7,994.5,11.3,-3.7,-6.1,3.8
2019-06-04 09:00:00,0.0,1.7,0.0,1011.0,986.7,6.7,-2.7,-2.6,2
2019-06-05 09:00:00,12.4,0.0,10.1,1007.0,982.6,8.4,0.7,-1.6,4.6
2019-06-06 09:00:00,0.0,0.6,0.0,1005.6,980.9,8.1,-2.7,-5.2,2.7
2019-06-07 09:00:00,15.6,0.0,14.5,1009.6,985,9.4,-1.5,-1.9,4
2019-06-08 09:00:00,8.6,0.0,8.0,1010.0,985.8,10.4,0.6,0,5.5
2019-06-09 09:00:00,1.4,0.0,0.8,1021.6,996.9,12.4,2.7,1,7.6
2019-06-10 09:00:00,0.0,0.6,0.0,1022.4,997.9,11.4,3,3.3,7.2
2019-06-11 09:00:00,0.0,1.1,0.0,1020.0,995.6,11.1,5.1,5.3,8.1
2019-06-12 09:00:00,12.8,0.0,11.1,1012.0,988.1,10.2,6.1,8.3,8.2
2019-06-13 09:00:00,1.1,0.0,0.5,1017.5,993.2,-,-,4.8,-
2019-06-14 09:00:00,0.0,0.6,0.0,1013.5,989.3,-,-,5.4,-
2019-06-15 09:00:00,0.0,1.1,0.0,1009.3,985.4,-,-,6.2,-
2019-06-16 09:00:00,5.6,0.0,3.9,1011.6,987.5,-,-,2.3,-
2019-06-17 09:00:00,15.2,0.0,14.6,1015.2,990.8,-,-,2.6,-
2019-06-18 09:00:00,3.0,0.0,2.4,1024.6,999.5,-,-,-1,-
2019-06-19 09:00:00,0.0,0.6,0.0,1031.1,1005.7,-,-,-3,-
2019-06-20 09:00:00,0.0,1.1,0.0,1025.7,1000.6,-,-,-2.4,-
2019-06-21 09:00:00,10.6,0.0,8.9,1014.6,990.3,-,-,0.3,-
2019-06-22 09:00:00,0.0,0.6,0.0,1014.8,990.3,-,-,-0.4,-
2019-06-23 09:00:00,0.0,1.1,0.0,1012.4,987.8,-,-,0.7,-
2019-06-24 09:00:00,0.0,1.7,0.0,1018.5,993.6,-,-,-0.6,-
2019-06-25 09:00:00,0.0,2.3,0.0,1033.5,1008.1,-,-,-2.9,-
2019-06-26 09:00:00,0.0,2.9,0.0,1037.0,1011.5,-,-,-3.7,-
2019-06-27 09:00:00,0.0,3.4,0.0,1039.9,1014.4,-,-,-2,-
2019-06-28 09:00:00,0.0,4.0,0.0,1041.3,1015.8,-,-,-4.4,-
2019-06-29 09:00:00,0.0,4.6,0.0,1040.3,1015,9.9,-1.1,-4.2,4.4
2019-06-30 09:00:00,0.0,5.1,0.0,1037.0,1011.9,7.5,1.5,-1.2,4.5
2019-07-01 09:00:00,0.2,5.5,0.0,1032.9,1007.8,7.4,-0.5,-3.5,3.5
2019-07-02 09:00:00,0.0,5.8,0.0,1033.1,1008.3,8.5,1.3,1,4.9
2019-07-03 09:00:00,35.6,0.0,29.5,1019.5,995.7,13.8,4.4,5.7,9.1
2019-07-04 09:00:00,18.6,0.0,18.3,1026.1,1001.6,16.7,5.2,1.6,11
2019-07-05 09:00:00,0.2,0.1,0.0,1025.8,1000.9,12.2,0.8,-0.7,6.5
2019-07-06 09:00:00,0.0,0.4,0.0,1028.5,1003.3,11.7,-1.3,-3.4,5.2
2019-07-07 09:00:00,0.0,0.7,0.0,1027.7,1002.4,13.7,-2.3,-5,5.7
2019-07-08 09:00:00,3.0,0.0,2.0,1014.6,990.4,6.9,-1.9,-1.3,2.5
2019-07-09 09:00:00,0.4,0.0,0.1,1014.5,990.2,9.4,4.4,2,6.9
2019-07-10 09:00:00,0.0,0.3,0.0,1013.4,989.1,11.1,3.9,2.6,7.5
2019-07-11 09:00:00,19.4,0.0,18.8,1016.1,991.8,10.5,4.9,2.8,7.7
2019-07-12 09:00:00,1.4,0.0,1.1,1011.6,987.5,14.6,2.5,0,8.6
2019-07-13 09:00:00,21.8,0.0,21.5,1015.1,990.8,10.4,4.7,3.2,7.6
2019-07-14 09:00:00,48.4,0.0,48.1,990.8,967.5,15,5.4,6.4,10.2
2019-07-15 09:00:00,18.8,0.0,18.5,1003.1,979,11,3.8,1.8,7.4
2019-07-16 09:00:00,32.0,0.0,31.7,990.3,966.7,11.3,4.1,5.4,7.7
2019-07-17 09:00:00,17.0,0.0,16.7,990.0,966.4,11.7,5.4,3,8.6
2019-07-18 09:00:00,11.0,0.0,10.7,1006.5,982.2,8,2.8,2.2,5.4
2019-07-19 09:00:00,6.2,0.0,5.9,1001.8,977.9,11.2,2.9,4.7,7.1
2019-07-20 09:00:00,19.2,0.0,18.9,1002.8,978.9,9.3,6,6.6,7.7
2019-07-21 09:00:00,2.0,0.0,1.7,1004.7,980.8,12.1,6.4,6.4,9.3
2019-07-22 09:00:00,0.0,0.3,0.0,1018.0,993.5,13.2,3.1,3,8.2
2019-07-23 09:00:00,0.0,0.6,0.0,1020.7,996.2,13,3.7,3.9,8.4
2019-07-24 09:00:00,0.0,0.9,0.0,1020.4,995.8,12.3,2.2,-0.5,7.3
2019-07-25 09:00:00,0.0,1.2,0.0,1020.3,995.7,10,2.6,-0.3,6.3
2019-07-26 09:00:00,0.0,1.5,0.0,1027.2,1002.2,14.5,0.4,-1.4,7.5
2019-07-27 09:00:00,0.0,1.8,0.0,1029.0,1004.2,12.6,1.4,-1.1,7
2019-07-28 09:00:00,0.2,1.9,0.0,1026.9,1002.3,13.6,3.1,0.7,8.4
2019-07-29 09:00:00,9.2,0.0,7.0,1020.1,995.6,11.4,4.4,3.5,7.9
2019-07-30 09:00:00,8.4,0.0,8.1,1003.2,979.4,12.9,5.2,7.8,9.1
2019-07-31 09:00:00,8.4,0.0,8.1,1000.0,976,13.4,2.2,-0.3,7.8
2019-08-01 09:00:00,0.0,0.3,0.0,1009.2,984.4,11.6,-2.5,-4.9,4.6
2019-08-02 09:00:00,8.2,0.0,6.9,1003.0,978.8,11.3,-1.8,-0.7,4.8
2019-08-03 09:00:00,27.0,0.0,26.0,1010.3,985.8,7.8,1.3,-0.1,4.6
2019-08-04 09:00:00,14.2,0.0,13.2,1004.5,980.2,8.5,1.1,-0.6,4.8
2019-08-05 09:00:00,8.8,0.0,7.8,1009.6,985,4.5,-0.2,-0.1,2.2
2019-08-06 09:00:00,13.2,0.0,12.2,1018.0,993.3,5.3,0.5,1.1,2.9
2019-08-07 09:00:00,2.4,0.0,1.4,1015.8,991.3,9.9,2.3,1,6.1
2019-08-08 09:00:00,2.0,0.0,1.0,1013.0,988.7,10.2,3.7,1.5,7
2019-08-09 09:00:00,3.2,0.0,2.2,1000.5,976.7,13.2,4.6,5.5,8.9
2019-08-10 09:00:00,2.2,0.0,1.2,996.4,972.6,14,4.7,3.1,9.4
2019-08-11 09:00:00,55.4,0.0,54.4,996.4,972.6,8.5,5.3,6.4,6.9
2019-08-12 09:00:00,16.0,0.0,15.0,993.0,969.1,9.8,3.2,2,6.5
2019-08-13 09:00:00,1.2,0.0,0.2,1002.0,978,11.3,3.9,2.7,7.6
2019-08-14 09:00:00,5.2,0.0,4.2,1012.3,988.1,11.4,5.3,4.6,8.4
2019-08-15 09:00:00,0.4,0.6,0.0,1021.0,996.4,11.6,2.7,1,7.2
2019-08-16 09:00:00,0.2,1.4,0.0,1015.9,991.6,12.3,4.4,2.7,8.4
2019-08-17 09:00:00,24.0,0.0,21.6,1006.4,982.5,12.1,5.3,7.5,8.7
2019-08-18 09:00:00,2.4,0.0,1.4,1027.4,1002.5,11.1,-1.2,-5.1,5
2019-08-19 09:00:00,0.0,1.0,0.0,1030.0,1004.7,12.9,-3.2,-6.3,4.9
2019-08-20 09:00:00,1.0,1.0,0.0,1010.8,986.7,12.9,-1.6,-1.4,5.7
2019-08-21 09:00:00,25.8,0.0,23.8,998.3,974.4,12.1,3.3,0.2,7.7
2019-08-22 09:00:00,13.6,0.0,12.6,989.3,965.6,13.1,5.2,5.1,9.2
2019-08-23 09:00:00,5.8,0.0,4.8,996.0,972.2,13.3,4,2.1,8.7
2019-08-24 09:00:00,1.6,0.0,0.6,1008.5,984,14.8,1.3,-1.3,8.1
2019-08-25 09:00:00,0.4,0.6,0.0,1011.6,987.3,14.1,2,3.3,8.1
2019-08-26 09:00:00,12.6,0.0,11.0,1000.9,977.2,12.7,5.1,7.3,8.9
2019-08-27 09:00:00,8.4,0.0,7.4,1019.1,994.7,12.2,4.7,3.2,8.5
2019-08-28 09:00:00,0.4,0.6,0.0,1023.8,999.2,13.4,4.6,1.3,9
2019-08-29 09:00:00,4.2,0.0,2.6,1019.9,995.6,14.1,5,4.7,9.6
2019-08-30 09:00:00,2.4,0.0,1.4,1023.1,998.7,14.3,4.6,2.2,9.5
2019-08-31 09:00:00,0.2,0.8,0.0,1027.2,1002.8,13,4.3,1.1,8.7
2019-09-01 09:00:00,0.0,1.8,0.0,1030.7,1005.7,13.4,0.4,-2.2,6.9
2019-09-02 09:00:00,0.0,3.5,0.0,1025.1,1000.8,17.1,2.4,4.8,9.8
2019-09-03 09:00:00,0.0,5.3,0.0,1019.3,994.6,16.2,0.5,-0.9,8.4
2019-09-04 09:00:00,0.0,7.0,0.0,1007.7,983.8,18.6,2,4.7,10.3
2019-09-05 09:00:00,7.6,1.1,0.0,996.2,972.5,11.8,7.1,7.4,9.5
2019-09-06 09:00:00,3.4,0.0,0.5,993.7,970.2,13.7,7.6,7.4,10.7
2019-09-07 09:00:00,0.0,1.7,0.0,1006.5,982.3,13.2,-0.8,-3,6.2
2019-09-08 09:00:00,0.0,3.5,0.0,1002.1,978.1,16.6,0.6,-1,8.6
2019-09-09 09:00:00,0.0,5.2,0.0,1004.1,980.1,13,2.5,0.9,7.8
2019-09-10 09:00:00,0.0,6.9,0.0,1006.3,982,14,-3.3,-8.5,5.4
2019-09-11 09:00:00,0.0,8.7,0.0,1010.5,986.3,17.2,2.5,0.2,9.9
2019-09-12 09:00:00,0.6,9.8,0.0,1018.0,993.7,14.7,3.7,-1,9.2
2019-09-13 09:00:00,0.6,10.9,0.0,1010.4,986.6,14.4,6.7,5.2,10.6
2019-09-14 09:00:00,16.6,0.0,3.9,1010.9,986.9,14,7.9,7.5,11
2019-09-15 09:00:00,38.4,0.0,36.7,1009.8,985.8,9.8,6.6,6.5,8.2
2019-09-16 09:00:00,0.8,0.9,0.0,1013.6,989.5,14.6,5.1,3.5,9.9
2019-09-17 09:00:00,34.0,0.0,31.3,1015.9,991.8,13.6,7.5,7.4,10.6
2019-09-18 09:00:00,0.6,1.1,0.0,1034.3,1009.4,12.2,1.5,-0.9,6.9
2019-09-19 09:00:00,0.0,2.9,0.0,1036.4,1011.8,13.9,3.3,0.6,8.6
2019-09-20 09:00:00,0.0,4.6,0.0,1038.6,1013.7,16.8,2.7,-0.5,9.8
2019-09-21 09:00:00,0.0,6.3,0.0,1040.3,1015.6,20.1,3.7,2,11.9
2019-09-22 09:00:00,0.0,8.1,0.0,1033.5,1009.2,17.7,7.8,9,12.8
2019-09-23 09:00:00,0.0,9.8,0.0,1019.4,995.4,15.9,7.9,7.1,11.9
2019-09-24 09:00:00,13.8,0.0,2.3,1004.6,981,14.5,7.1,4.2,10.8
2019-09-25 09:00:00,5.8,0.0,4.1,1001.1,977.2,14,4.4,2.5,9.2
2019-09-26 09:00:00,26.0,0.0,24.3,1009.0,984.6,9.1,0.7,0,4.9
2019-09-27 09:00:00,18.4,0.0,16.7,1011.8,987.8,9.4,3.4,5.6,6.4
2019-09-28 09:00:00,7.2,0.0,5.5,1017.8,993.7,13.3,7.8,6.5,10.6
2019-09-29 08:00:00,8.6,0.0,6.9,1015.2,991.2,15,8.2,7.5,11.6
2019-09-30 08:00:00,24.4,0.0,22.7,1002.1,978.6,18,9,10.3,13.5
2019-10-01 08:00:00,13.6,0.0,11.9,1008.5,984.3,14.8,4.4,2.6,9.6
2019-10-02 08:00:00,4.0,0.0,1.9,1007.0,982.8,13.7,3.2,-0.8,8.5
2019-10-03 08:00:00,10.2,0.0,8.1,1016.7,992.1,10.3,-0.2,-2.3,5.1
2019-10-04 08:00:00,2.4,0.0,0.3,1019.8,995.4,12.8,2.8,-0.3,7.8
2019-10-05 08:00:00,1.6,0.5,0.0,1008.6,984.8,14.6,5.3,3.1,10
2019-10-06 08:00:00,5.2,0.0,2.5,1024.3,999.5,13.1,-0.8,-2.7,6.2
2019-10-07 08:00:00,0.0,2.1,0.0,1024.1,999.6,16.4,2.9,-0.6,9.7
2019-10-08 08:00:00,0.0,4.3,0.0,1022.3,997.8,17.6,2.1,-2.1,9.9
2019-10-09 08:00:00,5.4,1.0,0.0,1019.4,995.7,14.4,5.3,7.8,9.9
