Date(NZST),Rainfall(mm),Deficit(mm),Runoff(mm),Pmsl(hPa),Pstn(hPa),Tmax(C),Tmin(C),Tgmin(C),Tmean(C)
2022-11-22 08:00:00,12.6,0.0,7.8,999.5,976.2,17.2,8.6,3.9,12.9
2022-11-23 08:00:00,12.8,0.0,9.6,995.9,972.5,17.5,8.8,6.8,13.2
2022-11-24 08:00:00,19.6,0.0,16.4,996.7,973.2,17.2,8.4,7.1,12.8
2022-11-25 08:00:00,10.6,0.0,7.4,1003.4,979.5,12.4,6.8,4.4,9.6
2022-11-26 08:00:00,5.8,0.0,2.6,1005.2,981.5,15.5,7.7,5.5,11.6
2022-11-27 08:00:00,7.8,0.0,4.6,1002.8,979.2,15.7,10.3,10.4,13
2022-11-28 08:00:00,13.8,0.0,10.6,1009.8,985.8,14.6,4.9,0.8,9.8
2022-11-29 08:00:00,0.2,3.0,0.0,1012.9,989.1,18.2,8.2,6.4,13.2
2022-11-30 08:00:00,4.8,1.4,0.0,1001.0,977.8,19.6,11.2,11.5,15.4
2022-12-01 08:00:00,4.0,0.6,0.0,1007.0,983.4,17.8,9.5,6.8,13.7
2022-12-02 08:00:00,0.0,4.9,0.0,1009.1,985.4,19.3,9.6,8.8,14.5
2022-12-03 08:00:00,0.0,9.2,0.0,1015.1,991.2,18.4,5.3,2.7,11.9
2022-12-04 08:00:00,0.0,13.6,0.0,1019.1,995.2,21.2,8.3,5.1,14.8
2022-12-05 08:00:00,0.0,17.9,0.0,1018.9,995.2,20.5,11.6,11,16.1
2022-12-06 08:00:00,0.0,22.2,0.0,1013.7,990.2,21,10.5,9.2,15.8
2022-12-07 08:00:00,0.0,26.5,0.0,1013.0,989.6,21.9,12,9.4,17
2022-12-08 08:00:00,0.0,30.8,0.0,1014.0,990.5,25.2,11.4,8.4,18.3
2022-12-09 08:00:00,0.0,35.1,0.0,1012.8,989.2,24.4,12.2,12.3,18.3
2022-12-10 08:00:00,22.2,17.3,0.0,1012.7,989.2,17,13,11.2,15
2022-12-11 08:00:00,0.0,21.6,0.0,1012.2,988.8,22.1,9.4,6.6,15.8
2022-12-12 08:00:00,7.6,18.3,0.0,1016.3,992.8,17.4,11,8.1,14.2
2022-12-13 08:00:00,0.0,22.6,0.0,1017.8,994.1,23,9.8,7.2,16.4
2022-12-14 08:00:00,0.0,26.9,0.0,1016.4,993,26.7,12.3,9.9,19.5
2022-12-15 08:00:00,6.8,24.4,0.0,1010.6,987.3,27.4,15.3,15.3,21.4
2022-12-16 08:00:00,7.8,21.0,0.0,1008.4,985.2,24.5,16.5,16.9,20.5
2022-12-17 08:00:00,5.6,19.7,0.0,1012.5,989.1,23.3,13.5,11.8,18.4
2022-12-18 08:00:00,0.0,24.0,0.0,1010.7,987.4,25,14.4,12.9,19.7
2022-12-19 08:00:00,27.8,0.5,0.0,1012.2,988.6,24.6,12.2,12,18.4
2022-12-20 08:00:00,4.6,0.2,0.0,1010.5,987,20.9,10.3,8.9,15.6
2022-12-21 08:00:00,4.0,0.5,0.0,1014.6,991.1,19.8,11.2,9.4,15.5
2022-12-22 08:00:00,2.6,2.2,0.0,1017.7,993.9,23.4,8.5,5.3,16
2022-12-23 08:00:00,0.2,6.4,0.0,1015.2,991.7,21.6,12.2,11.1,16.9
2022-12-24 08:00:00,0.0,10.7,0.0,1016.5,992.9,24.1,10.8,8.4,17.5
2022-12-25 08:00:00,0.0,15.0,0.0,1018.1,994.6,25.3,9.8,6.8,17.6
2022-12-26 08:00:00,0.0,19.3,0.0,1022.1,998.6,24.9,11,8.8,18
2022-12-27 08:00:00,0.0,23.6,0.0,1023.4,999.8,29.1,10.9,8.2,20
2022-12-28 08:00:00,2.4,25.5,0.0,1026.8,1003.2,29.2,14.8,14.1,22
2022-12-29 08:00:00,0.0,29.9,0.0,1025.1,1001.5,28.1,11.8,10.3,20
2022-12-30 08:00:00,0.0,34.2,0.0,1023.3,999.6,27.9,12,10.4,20
2022-12-31 08:00:00,0.0,38.5,0.0,1025.5,1001.8,23.9,10,6.5,17
2023-01-01 08:00:00,0.0,42.8,0.0,1025.6,1002.1,27.1,13.5,10.8,20.3
2023-01-02 08:00:00,0.0,47.5,0.0,1025.4,1001.8,28,15.7,12.1,21.9
2023-01-03 08:00:00,0.0,52.1,0.0,1022.2,998.7,27.9,13.7,11,20.8
2023-01-04 08:00:00,0.0,56.7,0.0,1017.5,994.2,26.7,14.8,13.3,20.8
2023-01-05 08:00:00,0.4,61.0,0.0,1012.3,989.2,26.2,15.9,15.6,21.1
2023-01-06 08:00:00,18.8,46.8,0.0,1011.3,988.2,22.5,16.9,17,19.7
2023-01-07 08:00:00,2.0,49.5,0.0,1012.2,989,23.8,16.1,14.6,20
2023-01-08 08:00:00,0.0,54.1,0.0,1018.0,994.6,24.9,14.2,13.2,19.6
2023-01-09 08:00:00,0.0,58.8,0.0,1017.6,994.2,29.6,9.3,6.6,19.5
2023-01-10 08:00:00,0.0,63.4,0.0,1011.1,987.7,31.5,12.1,9.1,21.8
2023-01-11 08:00:00,0.0,68.1,0.0,1000.5,977.4,28.7,15.3,13.4,22
2023-01-12 08:00:00,0.0,72.7,0.0,1009.0,985.9,25,11.9,9.1,18.5
2023-01-13 08:00:00,0.0,77.4,0.0,1020.1,996.6,28.4,14.2,11,21.3
2023-01-14 08:00:00,0.2,81.7,0.0,1024.3,1000.7,21.2,15.5,14.8,18.4
2023-01-15 08:00:00,5.6,80.3,0.0,1028.6,1005,28.1,15.4,14.2,21.8
2023-01-16 08:00:00,0.0,84.6,0.0,1026.7,1003.1,27.1,14.2,11.9,20.7
2023-01-17 08:00:00,0.0,88.7,0.0,1020.6,997.2,27.8,12.5,9.1,20.2
2023-01-18 08:00:00,0.0,92.5,0.0,1015.9,992.6,27.4,15.4,14.5,21.4
2023-01-19 08:00:00,0.0,96.0,0.0,1010.8,987.6,28.7,13.5,10.3,21.1
2023-01-20 08:00:00,0.0,99.4,0.0,1007.7,984.5,29.2,11.6,9,20.4
2023-01-21 08:00:00,0.8,101.7,0.0,1013.0,989.5,24.2,11,8,17.6
2023-01-22 08:00:00,0.0,104.7,0.0,1017.0,993.6,27,13.6,10.4,20.3
2023-01-23 08:00:00,0.0,107.5,0.0,1020.9,997.1,21.8,8,5.8,14.9
2023-01-24 08:00:00,0.0,110.1,0.0,1021.9,998.2,25.8,10.2,6.2,18
2023-01-25 08:00:00,0.0,112.6,0.0,1024.6,1000.9,26.8,10.6,7,18.7
2023-01-26 08:00:00,7.8,107.1,0.0,1023.7,1000.1,27.5,14.7,11,21.1
2023-01-27 08:00:00,0.4,109.4,0.0,1018.0,994.4,20.3,13.2,9.3,16.8
2023-01-28 08:00:00,0.0,111.9,0.0,1016.7,993.4,27,13.9,12,20.5
2023-01-29 08:00:00,0.0,114.2,0.0,1018.4,995,27.7,15.3,13.1,21.5
2023-01-30 08:00:00,1.0,115.5,0.0,1019.2,995.9,27.2,17.5,16.7,22.4
2023-01-31 08:00:00,11.0,106.6,0.0,1020.7,997.3,27.6,16.1,15.3,21.9
2023-02-01 08:00:00,0.2,109.1,0.0,1014.7,991.4,25.4,16.2,15.5,20.8
2023-02-02 08:00:00,14.6,96.5,0.0,1009.7,986.7,24.8,17.3,16.8,21.1
2023-02-03 08:00:00,5.8,93.4,0.0,1015.2,992,23.4,17.9,17.7,20.7
2023-02-04 08:00:00,0.8,95.4,0.0,1020.3,996.9,26.9,18,16.5,22.5
2023-02-05 08:00:00,2.6,95.5,0.0,1014.3,991,28.9,16.6,16.7,22.8
2023-02-06 08:00:00,11.8,86.4,0.0,1007.8,984.5,22.2,13.9,10.6,18.1
2023-02-07 08:00:00,0.4,89.2,0.0,1010.6,987.2,22.7,13.5,11.1,18.1
2023-02-08 08:00:00,2.6,89.6,0.0,1007.8,984.4,23.1,12.8,12.2,18
2023-02-09 08:00:00,0.2,92.4,0.0,1013.0,989.3,20.5,9,5.2,14.8
2023-02-10 08:00:00,0.0,95.3,0.0,1021.1,997.1,20.3,8.8,5.6,14.6
2023-02-11 08:00:00,0.0,98.0,0.0,1020.9,997,23.1,7.4,4.1,15.3
2023-02-12 08:00:00,0.0,100.6,0.0,1014.4,990.9,26.4,11.8,10.1,19.1
2023-02-13 08:00:00,0.0,103.1,0.0,1008.0,984.6,27.8,10.2,8.2,19
2023-02-14 08:00:00,0.0,105.4,0.0,1000.2,977.1,27.8,13.8,10.2,20.8
2023-02-15 08:00:00,0.0,107.6,0.0,1000.9,977.7,23.5,11.7,8.8,17.6
2023-02-16 08:00:00,0.0,109.7,0.0,1008.6,985.3,25.9,14.1,13.4,20
2023-02-17 08:00:00,0.0,111.8,0.0,1014.5,990.8,24.2,7.6,5,15.9
2023-02-18 08:00:00,0.0,113.7,0.0,1020.4,996.7,28.2,11.5,8.3,19.9
2023-02-19 08:00:00,0.0,115.5,0.0,1023.7,999.8,24.4,10.1,6.7,17.3
2023-02-20 08:00:00,0.0,117.2,0.0,1027.7,1003.8,25.2,10.9,8.3,18.1
2023-02-21 08:00:00,0.0,118.8,0.0,1025.4,1001.8,28.3,13.9,13.2,21.1
2023-02-22 08:00:00,0.0,120.4,0.0,1015.2,991.9,28.3,16.8,16.2,22.6
2023-02-23 08:00:00,12.4,109.5,0.0,1018.3,994.4,22.9,9.6,9.2,16.3
2023-02-24 08:00:00,0.0,111.5,0.0,1025.0,1000.9,19.8,4.9,0.5,12.4
2023-02-25 08:00:00,0.0,113.4,0.0,1026.4,1002.1,21.9,5,2.3,13.5
2023-02-26 08:00:00,0.0,115.2,0.0,1020.1,996.3,23.6,9.2,9.5,16.4
2023-02-27 08:00:00,0.0,116.9,0.0,1019.6,995.9,24.5,12,10.7,18.3
2023-02-28 08:00:00,0.0,118.6,0.0,1017.7,993.9,23.7,10.1,8.9,16.9
2023-03-01 08:00:00,0.0,120.2,0.0,1015.2,991.5,27.4,10.9,8.4,19.2
2023-03-02 08:00:00,0.4,120.7,0.0,1014.2,990.6,25.2,13.3,11.2,19.3
2023-03-03 08:00:00,0.0,121.5,0.0,1013.8,990.3,26.2,12.2,11,19.2
2023-03-04 08:00:00,2.8,119.6,0.0,1012.0,988.5,23,14.4,12.8,18.7
2023-03-05 08:00:00,0.0,120.5,0.0,1013.6,990,23.2,10.1,6.4,16.7
2023-03-06 08:00:00,0.6,120.8,0.0,1020.3,996,17.7,3.8,0.3,10.8
2023-03-07 08:00:00,0.0,121.7,0.0,1020.0,995.8,22.4,5.1,2.1,13.8
2023-03-08 08:00:00,0.0,122.6,0.0,1013.8,990.3,21.2,8.5,10.1,14.9
2023-03-09 08:00:00,46.0,77.4,0.0,1008.0,984.9,19.8,14.6,13.6,17.2
2023-03-10 08:00:00,8.8,70.8,0.0,1005.7,982.4,19.7,14,12.8,16.9
2023-03-11 08:00:00,0.4,72.6,0.0,1015.9,992.1,22.2,9.7,7.1,16
2023-03-12 08:00:00,0.0,74.9,0.0,1015.8,992,22.2,10.4,8.1,16.3
2023-03-13 08:00:00,7.4,69.8,0.0,1004.9,981.5,22.7,11.7,13.2,17.2
2023-03-14 08:00:00,4.0,68.1,0.0,1022.5,998.2,18.6,6.2,3.4,12.4
2023-03-15 08:00:00,0.0,70.3,0.0,1027.1,1002.8,21.6,7,4.3,14.3
2023-03-16 08:00:00,0.0,72.6,0.0,1021.5,997.7,23.4,8.9,8.5,16.2
2023-03-17 08:00:00,45.2,29.7,0.0,1006.1,983,21,13.2,14.1,17.1
2023-03-18 08:00:00,25.4,6.5,0.0,1021.1,997.1,20.7,9.1,6.2,14.9
2023-03-19 08:00:00,0.0,8.8,0.0,1025.9,1001.8,20.4,9.4,7.6,14.9
2023-03-20 08:00:00,0.0,11.1,0.0,1021.4,997.6,22.3,10.9,9.5,16.6
2023-03-21 08:00:00,11.4,1.9,0.0,1008.3,984.6,-,10.3,-,-
2023-03-22 08:00:00,5.4,0.0,1.2,1018.9,994.6,14.6,4.5,1.7,9.6
2023-03-23 08:00:00,0.0,2.3,0.0,1025.5,1000.7,19,2.3,-0.1,10.7
2023-03-24 08:00:00,0.0,4.5,0.0,1024.7,1000.4,21.6,3.2,3.9,12.4
2023-03-25 08:00:00,0.0,6.8,0.0,1017.9,994,17.1,8.4,9.6,12.8
2023-03-26 08:00:00,5.2,3.9,0.0,1015.2,991.6,18.4,11.2,12.1,14.8
2023-03-27 08:00:00,0.0,6.1,0.0,1017.0,993.1,19.4,9.6,6.9,14.5
2023-03-28 08:00:00,5.0,3.4,0.0,1007.8,984.3,18.6,10.9,9,14.8
2023-03-29 08:00:00,8.6,0.0,2.9,1021.3,996.6,15.3,1.5,-1.5,8.4
2023-03-30 08:00:00,0.0,2.3,0.0,1021.0,996.3,13.9,1.1,-1.9,7.5
2023-03-31 08:00:00,0.0,4.5,0.0,1017.2,992.8,20.4,3.1,1,11.8
2023-04-01 08:00:00,21.6,0.0,14.8,1006.9,983.3,19.6,4.9,6.6,12.3
2023-04-02 09:00:00,8.6,0.0,7.4,1010.4,987,20.6,11.9,10.7,16.3
2023-04-03 09:00:00,0.0,1.2,0.0,1019.3,995.3,20.9,8.4,5.5,14.7
2023-04-04 09:00:00,0.0,2.4,0.0,1025.0,1000.4,19.3,2.9,0.4,11.1
2023-04-05 09:00:00,0.0,3.7,0.0,1019.7,995.7,20.5,5.7,4.6,13.1
2023-04-06 09:00:00,2.0,2.9,0.0,1007.6,984.1,17.5,10.3,10.9,-
2023-04-07 09:00:00,0.0,4.1,0.0,1012.9,988.9,17,2.5,-0.7,9.8
2023-04-08 09:00:00,0.0,5.3,0.0,1014.1,990,20.3,2.5,-0.5,11.4
2023-04-09 09:00:00,0.0,6.5,0.0,1007.5,983.6,18.6,2.5,0.5,10.6
2023-04-10 09:00:00,12.4,0.0,4.7,997.8,974.7,16.7,8.7,9.2,12.7
2023-04-11 09:00:00,40.6,0.0,39.4,1002.4,979,18.3,11.5,11,14.9
2023-04-12 09:00:00,21.2,0.0,20.0,1002.7,979.3,15.7,10.5,8.6,13.1
2023-04-13 09:00:00,18.0,0.0,16.8,1014.2,990.4,15.7,10.7,9.8,13.2
2023-04-14 09:00:00,19.0,0.0,17.8,1027.3,1003,13.3,7.1,5.2,10.2
2023-04-15 09:00:00,0.0,1.2,0.0,1033.4,1009,21.2,4,0.8,12.6
2023-04-16 09:00:00,0.0,2.4,0.0,1032.2,1007.7,20.6,4.8,1.4,12.7
2023-04-17 09:00:00,0.0,3.7,0.0,1030.6,1006.2,19.7,3.3,0.3,11.5
2023-04-18 09:00:00,0.0,4.9,0.0,1024.2,1000.2,21.1,8.6,8.9,14.9
2023-04-19 09:00:00,26.2,0.0,20.1,1020.3,996.6,17.1,11.7,12.2,14.4
2023-04-20 09:00:00,0.0,1.2,0.0,1025.1,1001,20.6,10.5,8.2,15.6
2023-04-21 09:00:00,13.8,0.0,11.4,1022.1,998.5,18.7,11.5,13.4,-
2023-04-22 09:00:00,7.4,0.0,6.2,1018.9,995.3,17.5,12.6,10.3,15.1
2023-04-23 09:00:00,0.0,1.2,0.0,1023.2,999,20.7,9.1,8.2,14.9
2023-04-24 09:00:00,5.6,0.0,3.2,1019.5,995.4,19.2,7.2,4.4,13.2
2023-04-25 09:00:00,0.6,0.6,0.0,1023.3,998.8,15.4,2.1,-0.6,8.8
2023-04-26 09:00:00,12.0,0.0,10.2,1018.1,994.2,12,5.8,7.1,-
2023-04-27 09:00:00,0.2,1.0,0.0,1030.7,1006,14.8,4.4,1.9,9.6
2023-04-28 09:00:00,0.0,2.2,0.0,1031.8,1007.1,17.1,4.6,2.4,10.9
2023-04-29 09:00:00,0.0,3.5,0.0,1028.7,1004.1,17.4,4.6,1.8,11
2023-04-30 09:00:00,0.2,4.5,0.0,1027.2,1002.7,16.7,5.8,5.3,11.3
2023-05-01 09:00:00,0.0,5.7,0.0,1025.4,1001.2,14.8,7.4,7.4,11.1
2023-05-02 09:00:00,4.6,1.6,0.0,1021.0,997.4,21.6,10.3,11.1,-
2023-05-03 09:00:00,34.6,0.0,32.5,1021.0,997.4,18.3,14.5,14.4,16.4
2023-05-04 09:00:00,29.4,0.0,28.9,1020.9,997.1,19.2,12.6,11.3,15.9
2023-05-05 09:00:00,0.0,0.5,0.0,1022.8,998.8,20.7,10.4,8.6,15.6
2023-05-06 09:00:00,26.8,0.0,25.8,1024.6,1000.7,17.8,11.6,10.6,14.7
2023-05-07 09:00:00,22.4,0.0,21.9,1026.6,1002.8,20.5,12.7,13.1,16.6
2023-05-08 09:00:00,8.4,0.0,7.9,1022.3,998.6,17.9,13.8,13.7,15.9
2023-05-09 09:00:00,15.0,0.0,14.5,1005.3,982.1,19.7,14.5,14.8,17.1
2023-05-10 09:00:00,35.0,0.0,34.5,989.9,966.5,16.8,9.8,9.7,13.3
2023-05-11 09:00:00,21.2,0.0,20.7,1003.6,979.4,11.2,2.6,-0.1,6.9
2023-05-12 09:00:00,0.0,0.5,0.0,1026.0,1001.3,12.5,0.9,-1.7,6.7
2023-05-13 09:00:00,0.0,1.0,0.0,1032.3,1007.4,15,1.2,-1.8,8.1
2023-05-14 09:00:00,0.0,1.6,0.0,1027.5,1003,11.4,3.4,5.1,-
2023-05-15 09:00:00,6.8,0.0,4.7,1024.9,1000.5,11.7,6.5,5.3,9.1
2023-05-16 09:00:00,0.0,0.5,0.0,1025.2,1000.4,14.5,3.1,1.1,8.8
2023-05-17 09:00:00,0.2,0.8,0.0,1020.8,996.5,10.5,3.1,4.4,-
2023-05-18 09:00:00,1.4,0.0,0.0,1016.4,992.4,11.5,7.8,7.7,9.7
2023-05-19 09:00:00,3.8,0.0,3.3,1001.1,977.4,15.8,8.3,7.1,12.1
2023-05-20 09:00:00,2.6,0.0,2.1,987.4,964.2,15.8,9.3,5.9,12.6
2023-05-21 09:00:00,2.2,0.0,1.7,998.8,975.2,17.3,8.6,6.8,13
2023-05-22 09:00:00,2.6,0.0,2.1,1005.2,981.3,13.8,5.7,1.7,9.8
2023-05-23 09:00:00,0.0,0.5,0.0,1010.9,986.5,15.2,3.1,-0.1,9.2
2023-05-24 09:00:00,0.0,1.0,0.0,1016.9,992.8,14.4,4,3.6,9.2
2023-05-25 09:00:00,0.0,1.6,0.0,1025.8,1001.1,14.9,2.9,1,8.9
2023-05-26 09:00:00,0.0,2.1,0.0,1020.1,995.8,10.2,4.4,4.9,7.3
2023-05-27 09:00:00,6.0,0.0,3.4,1018.1,994.3,14.8,7.4,8.1,-
2023-05-28 09:00:00,0.8,0.0,0.3,1024.7,1000.6,16.6,8.3,5.2,12.5
2023-05-29 09:00:00,1.6,0.0,1.1,1015.3,991.5,17.1,7.1,3.4,12.1
2023-05-30 09:00:00,21.4,0.0,20.9,1014.9,990.8,15.1,7.2,3.3,11.2
2023-05-31 09:00:00,15.4,0.0,14.9,1016.1,991.8,13.2,5.4,1.3,9.3
2023-06-01 09:00:00,0.2,0.3,0.0,1014.0,990.1,12.9,6.3,5.4,9.6
2023-06-02 09:00:00,12.6,0.0,12.0,1011.7,987.7,14.4,8.1,5.4,11.3
2023-06-03 09:00:00,9.0,0.0,8.7,1022.6,998.2,13.4,5.5,3.6,9.5
2023-06-04 09:00:00,0.0,0.3,0.0,1015.7,991.3,13,3.5,1,8.3
2023-06-05 09:00:00,15.8,0.0,15.2,1021.3,996.7,11.2,3.3,-0.2,7.3
2023-06-06 09:00:00,0.0,0.3,0.0,1032.7,1007.4,13,-1,-3.9,6
2023-06-07 09:00:00,0.2,0.4,0.0,1034.6,1009.1,12.2,-2.3,-4.3,5
2023-06-08 09:00:00,0.0,0.7,0.0,1029.9,1004.6,11.2,-1.9,-4,4.7
2023-06-09 09:00:00,0.0,1.1,0.0,1026.9,1001.5,8.9,-3.5,-4.5,2.7
2023-06-10 09:00:00,0.0,1.4,0.0,1026.3,1000.9,9.2,-4,-5.3,2.6
2023-06-11 09:00:00,0.0,1.7,0.0,1023.5,998.4,10.1,-3.3,-4.2,3.4
2023-06-12 09:00:00,0.2,1.8,0.0,1020.2,995.5,8.4,-0.9,-0.8,3.8
2023-06-13 09:00:00,0.0,2.1,0.0,1024.3,999.4,13.2,1,-2.3,7.1
2023-06-14 09:00:00,0.0,2.4,0.0,1023.9,998.9,9.6,-0.2,-3.1,4.7
2023-06-15 09:00:00,0.0,2.7,0.0,1018.3,993.4,9.6,-0.2,-2.6,4.7
2023-06-16 09:00:00,0.0,3.0,0.0,1015.7,990.7,7.2,-2.1,-3.2,2.6
2023-06-17 09:00:00,0.2,3.2,0.0,1021.1,995.8,6.4,-4.1,-5.3,1.2
2023-06-18 09:00:00,0.0,3.5,0.0,1019.9,995.2,11.3,-3.6,-3.6,3.9
2023-06-19 09:00:00,0.2,3.6,0.0,1018.8,994.2,11.8,2.2,0.5,7
2023-06-20 09:00:00,0.0,3.9,0.0,1018.0,993.6,12.4,3.3,1.1,7.9
2023-06-21 09:00:00,0.4,3.8,0.0,1018.3,993.7,15.7,2,-0.7,8.9
2023-06-22 09:00:00,0.0,4.1,0.0,1016.9,992.3,17,1.5,-0.4,9.3
2023-06-23 09:00:00,0.0,4.4,0.0,1016.9,992.3,10.9,2.4,0.4,6.7
2023-06-24 09:00:00,1.2,3.6,0.0,1017.1,992.8,14.6,3.4,2.3,9
2023-06-25 09:00:00,2.2,1.7,0.0,1017.3,993,13.5,5.9,4.8,9.7
2023-06-26 09:00:00,2.0,0.0,0.0,1005.6,981.8,14.4,6.3,5.4,10.4
2023-06-27 09:00:00,21.6,0.0,21.3,1000.9,977,10.8,5.4,3.9,8.1
2023-06-28 09:00:00,0.2,0.1,0.0,998.6,974.7,13.3,6.1,5.8,9.7
2023-06-29 09:00:00,3.0,0.0,2.6,989.9,966.4,13.6,6.4,5.6,10
2023-06-30 09:00:00,11.4,0.0,11.1,987.9,964.1,13.1,4.2,2.8,8.7
2023-07-01 09:00:00,20.6,0.0,20.3,995.3,971,8.2,0.2,-1,4.2
2023-07-02 09:00:00,13.6,0.0,13.3,995.4,971.3,7,0.7,0.4,3.9
2023-07-03 09:00:00,9.8,0.0,9.5,995.3,971.2,4.8,1.2,-0.4,3
2023-07-04 09:00:00,4.4,0.0,4.1,1009.5,985.3,8.8,2.9,0.2,5.9
2023-07-05 09:00:00,7.4,0.0,7.1,1013.3,989.1,9.7,5.4,5,7.6
2023-07-06 09:00:00,0.4,0.0,0.1,1017.1,992.7,11.1,4.9,4.4,8
2023-07-07 09:00:00,0.0,0.3,0.0,1017.4,992.5,11.7,-1.2,-3.5,5.3
2023-07-08 09:00:00,4.6,0.0,3.9,1003.4,979.5,7.4,-0.3,0.1,3.6
2023-07-09 09:00:00,0.8,0.0,0.5,1002.2,978.3,12.3,6.3,4.5,9.3
2023-07-10 09:00:00,0.4,0.0,0.1,1002.5,978.6,10.7,6.4,6.2,8.6
2023-07-11 09:00:00,0.0,0.3,0.0,1008.9,984.9,11.5,5.9,2.9,8.7
2023-07-12 09:00:00,3.4,0.0,2.7,1007.8,983.8,11.4,5.1,2.3,8.3
2023-07-13 09:00:00,12.8,0.0,12.5,1014.0,989.6,11.1,4.6,3,7.9
2023-07-14 09:00:00,18.4,0.0,18.1,1014.8,990.7,8.7,4.8,5.4,-
2023-07-15 09:00:00,6.6,0.0,6.3,1018.8,994.7,12.3,8,8.4,10.2
2023-07-16 09:00:00,0.0,0.3,0.0,1013.8,989.6,14.3,4.4,2.5,9.4
2023-07-17 09:00:00,6.4,0.0,5.7,1021.5,997,10.1,2.7,-0.8,6.4
2023-07-18 09:00:00,0.8,0.0,0.5,1021.7,997.4,11,4.9,5.4,8
2023-07-19 09:00:00,0.8,0.0,0.5,1017.1,992.9,14.2,7,5.2,10.6
2023-07-20 09:00:00,0.4,0.0,0.1,1014.6,990.3,12.6,5.3,2.2,9
2023-07-21 09:00:00,0.0,0.3,0.0,1019.6,994.8,15.2,0.5,-3.8,7.9
2023-07-22 09:00:00,0.0,0.7,0.0,1015.9,991.2,13.2,-3.3,-7.1,5
2023-07-23 09:00:00,0.0,1.0,0.0,1002.7,978.3,11.8,-0.5,-3.8,5.7
2023-07-24 09:00:00,0.2,1.1,0.0,1010.2,985.8,7.1,0.8,0.3,4
2023-07-25 09:00:00,0.0,1.5,0.0,1013.5,989,15.1,-1,-3.5,7.1
2023-07-26 09:00:00,10.0,0.0,8.2,1016.0,991.3,11.3,-0.4,-3.2,5.5
2023-07-27 09:00:00,9.4,0.0,9.1,1012.8,988.5,12.3,0.8,-2,6.6
2023-07-28 09:00:00,0.4,0.0,0.1,1023.4,998.2,11.2,-1.8,-3.7,4.7
2023-07-29 09:00:00,0.0,0.3,0.0,1022.8,997.8,12.1,-1.5,-4.2,5.3
2023-07-30 09:00:00,0.0,0.7,0.0,1023.2,998.2,12.3,-0.5,-3.4,5.9
2023-07-31 09:00:00,0.0,1.0,0.0,1020.6,995.9,12.5,-0.4,-2.2,6.1
2023-08-01 09:00:00,8.0,0.0,6.7,1014.3,990.2,11.7,2.9,2.4,7.3
2023-08-02 09:00:00,18.2,0.0,17.1,1007.8,983.5,14.4,3.1,0.4,8.8
2023-08-03 09:00:00,0.2,0.9,0.0,1032.0,1006.5,8.8,-3.4,-4.7,2.7
2023-08-04 09:00:00,0.0,1.9,0.0,1035.4,1010.2,10.1,-2.5,-5,3.8
2023-08-05 09:00:00,0.0,3.0,0.0,1035.3,1010.5,11,0.7,0,5.9
2023-08-06 09:00:00,0.0,4.0,0.0,1028.9,1004.4,11,5.2,5.1,8.1
2023-08-07 09:00:00,0.2,4.9,0.0,1019.4,995.2,13.7,6.6,4.9,10.2
2023-08-08 09:00:00,0.2,5.7,0.0,1017.4,992.6,13.7,-1.1,-3.3,6.3
2023-08-09 09:00:00,2.0,4.8,0.0,1018.9,994.1,8.9,0.6,-1.8,4.8
2023-08-10 09:00:00,2.4,3.4,0.0,1015.5,991,11.5,1.4,1.1,6.5
2023-08-11 09:00:00,0.0,4.5,0.0,1021.8,996.6,10.2,-3.7,-5.5,3.3
2023-08-12 09:00:00,0.0,5.5,0.0,1017.8,993,11.4,-2.8,-3.7,4.3
2023-08-14 09:00:00,12.2,0.0,5.0,1008.2,984.1,14.3,5.6,3,10
2023-08-15 09:00:00,6.2,0.0,5.1,1009.2,985,12.3,2.1,-1.2,7.2
2023-08-16 09:00:00,19.4,0.0,18.3,1004.5,980.4,10.1,3.9,3.4,7
2023-08-17 09:00:00,1.0,0.1,0.0,1016.1,991.2,12.4,-1.1,-2.1,5.7
2023-08-18 09:00:00,0.2,0.9,0.0,1019.5,994.8,13,-0.4,-1.5,6.3
2023-08-19 09:00:00,0.0,2.0,0.0,1010.8,986.4,13.1,0.9,-1.6,7
2023-08-21 09:00:00,1.8,0.0,0.7,1009.0,985,13,6.1,4.6,9.6
2023-08-22 09:00:00,0.0,1.1,0.0,1027.3,1002.2,15.7,-2,-4.5,6.9
2023-08-24 09:00:00,0.0,3.2,0.0,1027.2,1002.7,13.7,4.6,0.2,9.2
2023-08-25 09:00:00,0.0,4.2,0.0,1028.0,1003.3,13.7,2.3,-0.8,8
2023-08-26 09:00:00,0.0,5.3,0.0,1024.9,1000.5,15.7,4.4,1.7,10.1
2023-08-27 09:00:00,1.2,5.2,0.0,1021.2,997,14.7,6,2.7,10.4
