,Date(NZST),Amount(mm),Deficit(mm),Runoff(mm),Period(Hrs),Freq
4556,20210623:0900,0.0,0.8,0.0,24,0.0
4557,20210624:0900,0.0,1.1,0.0,24,0.0
4558,20210625:0900,0.0,1.3,0.0,24,0.0
4559,20210626:0900,38.2,0.0,36.6,24,0.0
4560,20210627:0900,14.4,0.0,14.1,24,0.0
4561,20210628:0900,16.6,0.0,16.3,24,0.0
4562,20210629:0900,13.6,0.0,13.3,24,0.0
4563,20210630:0900,0.2,0.1,0.0,24,0.0
4564,20210701:0900,0.0,0.3,0.0,24,0.0
4565,20210702:0900,0.0,0.6,0.0,24,0.0
4566,20210703:0900,0.0,0.9,0.0,24,0.0
4567,20210704:0900,0.0,1.1,0.0,24,0.0
4568,20210705:0900,0.0,1.4,0.0,24,0.0
4569,20210706:0900,0.6,1.1,0.0,24,0.0
4570,20210707:0900,54.4,0.0,53.0,24,0.0
4571,20210708:0900,3.6,0.0,3.3,24,0.0
4572,20210709:0900,2.8,0.0,2.5,24,0.0
4573,20210710:0900,6.4,0.0,6.1,24,0.0
4574,20210711:0900,0.2,0.1,0.0,24,0.0
4575,20210712:0900,0.0,0.3,0.0,24,0.0
4576,20210713:0900,0.0,0.6,0.0,24,0.0
4577,20210714:0900,0.0,0.9,0.0,24,0.0
4578,20210715:0900,6.0,0.0,4.8,24,0.0
4579,20210716:0900,55.0,0.0,54.7,24,0.0
4580,20210717:0900,95.4,0.0,95.1,24,0.0
4581,20210718:0900,48.4,0.0,48.1,24,0.0
4582,20210719:0900,8.0,0.0,7.7,24,0.0
4583,20210720:0900,0.4,0.0,0.1,24,0.0
4584,20210721:0900,0.0,0.3,0.0,24,0.0
4585,20210722:0900,25.8,0.0,25.3,24,0.0
4586,20210723:0900,5.2,0.0,4.9,24,0.0
4587,20210724:0900,0.0,0.3,0.0,24,0.0
4588,20210725:0900,0.2,0.3,0.0,24,0.0
4589,20210726:0900,2.8,0.0,2.2,24,0.0
4590,20210727:0900,34.0,0.0,33.7,24,0.0
4591,20210728:0900,5.2,0.0,4.9,24,0.0
4592,20210729:0900,0.0,0.3,0.0,24,0.0
4593,20210730:0900,1.0,0.0,0.5,24,0.0
4594,20210731:0900,0.0,0.3,0.0,24,0.0
4595,20210801:0900,0.0,0.5,0.0,24,0.0
4596,20210802:0900,1.4,0.0,0.1,24,0.0
4597,20210803:0900,6.2,0.0,5.5,24,0.0
4598,20210804:0900,0.0,0.7,0.0,24,0.0
4599,20210805:0900,8.0,0.0,6.6,24,0.0
4600,20210806:0900,13.8,0.0,13.1,24,0.0
4601,20210807:0900,3.2,0.0,2.5,24,0.0
4602,20210808:0900,23.6,0.0,22.9,24,0.0
4603,20210809:0900,3.2,0.0,2.5,24,0.0
4604,20210810:0900,0.0,0.7,0.0,24,0.0
4605,20210811:0900,1.6,0.0,0.2,24,0.0
4606,20210812:0900,0.0,0.7,0.0,24,0.0
4607,20210813:0900,16.6,0.0,15.2,24,0.0
4608,20210814:0900,4.6,0.0,3.9,24,0.0
4609,20210815:0900,6.8,0.0,6.1,24,0.0
4610,20210816:0900,0.0,0.7,0.0,24,0.0
4611,20210817:0900,31.0,0.0,29.6,24,0.0
4612,20210818:0900,18.0,0.0,17.3,24,0.0
4613,20210819:0900,0.4,0.3,0.0,24,0.0
4614,20210820:0900,5.2,0.0,4.2,24,0.0
4615,20210821:0900,0.0,0.7,0.0,24,0.0
4616,20210822:0900,0.0,1.4,0.0,24,0.0
4617,20210823:0900,8.6,0.0,6.5,24,0.0
4618,20210824:0900,1.6,0.0,0.9,24,0.0
4619,20210825:0900,0.0,0.7,0.0,24,0.0
4620,20210826:0900,1.0,0.4,0.0,24,0.0
4621,20210827:0900,26.2,0.0,25.1,24,0.0
4622,20210828:0900,9.4,0.0,8.7,24,0.0
4623,20210829:0900,0.6,0.1,0.0,24,0.0
4624,20210830:0900,0.2,0.6,0.0,24,0.0
4625,20210831:0900,0.0,1.3,0.0,24,0.0
4626,20210901:0900,0.0,2.1,0.0,24,0.0
4627,20210902:0900,0.0,3.4,0.0,24,0.0
4628,20210903:0900,0.0,4.8,0.0,24,0.0
4629,20210904:0900,0.0,6.1,0.0,24,0.0
4630,20210905:0900,0.0,7.4,0.0,24,0.0
4631,20210906:0900,0.2,8.6,0.0,24,0.0
4632,20210907:0900,39.2,0.0,29.3,24,0.0
4633,20210908:0900,29.8,0.0,28.5,24,0.0
4634,20210909:0900,6.6,0.0,5.3,24,0.0
4635,20210910:0900,10.0,0.0,8.7,24,0.0
4636,20210911:0900,31.0,0.0,29.7,24,0.0
4637,20210912:0900,4.0,0.0,2.7,24,0.0
4638,20210913:0900,30.8,0.0,29.5,24,0.0
4639,20210914:0900,7.0,0.0,5.7,24,0.0
4640,20210915:0900,0.0,1.3,0.0,24,0.0
4641,20210916:0900,0.0,2.7,0.0,24,0.0
4642,20210917:0900,0.0,4.0,0.0,24,0.0
4643,20210918:0900,0.0,5.4,0.0,24,0.0
4644,20210919:0900,1.2,5.5,0.0,24,0.0
4645,20210920:0900,18.6,0.0,11.7,24,0.0
4646,20210921:0900,0.0,1.3,0.0,24,0.0
4647,20210922:0900,21.8,0.0,19.1,24,0.0
4648,20210923:0900,4.0,0.0,2.7,24,0.0
4649,20210924:0900,10.4,0.0,9.1,24,0.0
4650,20210925:0900,1.8,0.0,0.5,24,0.0
4651,20210926:0800,42.2,0.0,40.9,24,0.0
4652,20210927:0800,3.4,0.0,2.1,24,0.0
4653,20210928:0800,1.2,0.1,0.0,24,0.0
4654,20210929:0800,0.4,1.1,0.0,24,0.0
4655,20210930:0800,9.0,0.0,6.6,24,0.0
4656,20211001:0800,1.2,0.1,0.0,24,0.0
4657,20211002:0800,0.4,2.2,0.0,24,0.0
4658,20211003:0800,0.0,4.6,0.0,24,0.0
4659,20211004:0800,6.4,0.6,0.0,24,0.0
4660,20211005:0800,4.6,0.0,1.6,24,0.0
4661,20211006:0800,0.0,2.4,0.0,24,0.0
4662,20211007:0800,38.2,0.0,33.4,24,0.0
4663,20211008:0800,0.2,2.2,0.0,24,0.0
4664,20211009:0800,2.8,1.8,0.0,24,0.0
4665,20211010:0800,2.8,1.5,0.0,24,0.0
4666,20211011:0800,0.4,3.5,0.0,24,0.0
4667,20211012:0800,34.0,0.0,28.1,24,0.0
4668,20211013:0800,4.6,0.0,2.2,24,0.0
4669,20211014:0800,0.0,2.4,0.0,24,0.0
4670,20211015:0800,0.0,4.8,0.0,24,0.0
4671,20211016:0800,0.0,7.3,0.0,24,0.0
4672,20211017:0800,19.0,0.0,9.3,24,0.0
4673,20211018:0800,41.4,0.0,39.0,24,0.0
4674,20211019:0800,1.8,0.6,0.0,24,0.0
4675,20211020:0800,0.4,2.6,0.0,24,0.0
4676,20211021:0800,0.0,5.1,0.0,24,0.0
4677,20211022:0800,0.0,7.5,0.0,24,0.0
4678,20211023:0800,0.0,9.9,0.0,24,0.0
4679,20211024:0800,0.0,12.3,0.0,24,0.0
4680,20211025:0800,0.2,14.6,0.0,24,0.0
4681,20211026:0800,0.0,17.0,0.0,24,0.0
4682,20211027:0800,10.6,8.8,0.0,24,0.0
4683,20211028:0800,0.0,11.2,0.0,24,0.0
4684,20211029:0800,27.0,0.0,13.4,24,0.0
4685,20211030:0800,7.8,0.0,5.4,24,0.0
4686,20211031:0800,5.0,0.0,2.6,24,0.0
4687,20211101:0800,8.2,0.0,5.8,24,0.0
4688,20211102:0800,0.8,3.0,0.0,24,0.0
4689,20211103:0800,0.0,6.7,0.0,24,0.0
4690,20211104:0800,0.0,10.5,0.0,24,0.0
4691,20211105:0800,0.0,14.2,0.0,24,0.0
4692,20211106:0800,0.0,18.0,0.0,24,0.0
4693,20211107:0800,0.0,21.7,0.0,24,0.0
4694,20211108:0800,0.0,25.5,0.0,24,0.0
4695,20211109:0800,0.0,29.2,0.0,24,0.0
4696,20211110:0800,0.0,33.0,0.0,24,0.0
4697,20211111:0800,1.8,34.9,0.0,24,0.0
4698,20211112:0800,0.0,38.7,0.0,24,0.0
4699,20211113:0800,3.0,39.4,0.0,24,0.0
4700,20211114:0800,13.2,30.0,0.0,24,0.0
4701,20211115:0800,9.0,24.7,0.0,24,0.0
4702,20211116:0800,22.6,5.9,0.0,24,0.0
4703,20211117:0800,12.2,0.0,2.5,24,0.0
4704,20211118:0800,1.4,2.4,0.0,24,0.0
4705,20211119:0800,0.0,6.1,0.0,24,0.0
4706,20211120:0800,0.0,9.9,0.0,24,0.0
4707,20211121:0800,0.0,13.6,0.0,24,0.0
4708,20211122:0800,19.4,0.0,2.0,24,0.0
4709,20211123:0800,0.0,3.8,0.0,24,0.0
4710,20211124:0800,0.0,7.5,0.0,24,0.0
4711,20211125:0800,0.0,11.3,0.0,24,0.0
4712,20211126:0800,0.0,15.0,0.0,24,0.0
4713,20211127:0800,0.0,18.8,0.0,24,0.0
4714,20211128:0800,49.6,0.0,27.1,24,0.0
4715,20211129:0800,10.4,0.0,6.6,24,0.0
4716,20211130:0800,0.0,3.8,0.0,24,0.0
4717,20211201:0800,0.0,7.5,0.0,24,0.0
4718,20211202:0800,0.0,11.0,0.0,24,0.0
4719,20211203:0800,19.4,0.0,4.9,24,0.0
4720,20211204:0800,12.8,0.0,9.3,24,0.0
4721,20211205:0800,3.2,0.3,0.0,24,0.0
4722,20211206:0800,20.2,0.0,16.4,24,0.0
4723,20211207:0800,7.4,0.0,3.9,24,0.0
4724,20211208:0800,0.4,3.1,0.0,24,0.0
4725,20211209:0800,9.8,0.0,3.2,24,0.0
4726,20211210:0800,12.0,0.0,8.5,24,0.0
4727,20211211:0800,8.6,0.0,5.1,24,0.0
4728,20211212:0800,5.6,0.0,2.1,24,0.0
4729,20211213:0800,0.8,2.7,0.0,24,0.0
4730,20211214:0800,0.6,5.6,0.0,24,0.0
4731,20211215:0800,11.8,0.0,2.7,24,0.0
4732,20211216:0800,0.2,3.3,0.0,24,0.0
4733,20211217:0800,2.4,4.4,0.0,24,0.0
4734,20211218:0800,2.0,5.9,0.0,24,0.0
4735,20211219:0800,0.4,9.1,0.0,24,0.0
4736,20211220:0800,0.0,12.6,0.0,24,0.0
4737,20211221:0800,7.8,8.3,0.0,24,0.0
4738,20211222:0800,0.0,11.8,0.0,24,0.0
4739,20211223:0800,2.8,12.5,0.0,24,0.0
4740,20211224:0800,0.0,16.0,0.0,24,0.0
4741,20211225:0800,0.0,19.5,0.0,24,0.0
4742,20211226:0800,2.0,21.0,0.0,24,0.0
4743,20211227:0800,0.0,24.6,0.0,24,0.0
4744,20211228:0800,13.6,14.5,0.0,24,0.0
4745,20211229:0800,7.4,10.6,0.0,24,0.0
4746,20211230:0800,0.6,13.5,0.0,24,0.0
4747,20211231:0800,0.0,17.0,0.0,24,0.0
4748,20220101:0800,0.0,20.5,0.0,24,0.0
4749,20220102:0800,0.0,25.7,0.0,24,0.0
4750,20220103:0800,0.0,30.8,0.0,24,0.0
4751,20220104:0800,0.0,36.0,0.0,24,0.0
4752,20220105:0800,0.0,41.1,0.0,24,0.0
4753,20220106:0800,0.0,46.2,0.0,24,0.0
4754,20220107:0800,0.0,51.4,0.0,24,0.0
4755,20220108:0800,0.0,56.5,0.0,24,0.0
4756,20220109:0800,0.0,61.7,0.0,24,0.0
4757,20220110:0800,0.4,66.4,0.0,24,0.0
4758,20220111:0800,0.2,71.4,0.0,24,0.0
4759,20220112:0800,0.0,76.5,0.0,24,0.0
4760,20220113:0800,0.0,81.6,0.0,24,0.0
4761,20220114:0800,0.0,86.3,0.0,24,0.0
4762,20220115:0800,0.0,90.6,0.0,24,0.0
4763,20220116:0800,0.0,94.7,0.0,24,0.0
4764,20220117:0800,0.0,98.5,0.0,24,0.0
4765,20220118:0800,0.0,102.0,0.0,24,0.0
4766,20220119:0800,0.2,105.1,0.0,24,0.0
4767,20220120:0800,19.4,88.8,0.0,24,0.0
4768,20220121:0800,2.2,90.8,0.0,24,0.0
4769,20220122:0800,0.0,94.9,0.0,24,0.0
4770,20220123:0800,0.0,98.6,0.0,24,0.0
4771,20220124:0800,0.0,102.2,0.0,24,0.0
4772,20220125:0800,0.0,105.4,0.0,24,0.0
4773,20220126:0800,4.2,104.3,0.0,24,0.0
4774,20220127:0800,0.6,106.8,0.0,24,0.0
4775,20220128:0800,0.0,109.8,0.0,24,0.0
4776,20220129:0800,0.0,112.6,0.0,24,0.0
4777,20220130:0800,0.0,115.1,0.0,24,0.0
4778,20220131:0800,0.0,117.5,0.0,24,0.0
4779,20220201:0800,0.0,119.7,0.0,24,0.0
4780,20220202:0800,2.2,118.9,0.0,24,0.0
4781,20220203:0800,51.8,68.5,0.0,24,0.0
4782,20220204:0800,22.0,49.8,0.0,24,0.0
4783,20220205:0800,50.0,3.2,0.0,24,0.0
4784,20220206:0800,3.4,3.1,0.0,24,0.0
4785,20220207:0800,0.0,6.5,0.0,24,0.0
4786,20220208:0800,0.0,9.8,0.0,24,0.0
4787,20220209:0800,13.4,0.0,0.2,24,0.0
4788,20220210:0800,166.6,0.0,163.3,24,0.0
4789,20220211:0800,8.8,0.0,5.5,24,0.0
4790,20220212:0800,0.0,3.4,0.0,24,0.0
4791,20220213:0800,42.0,0.0,35.3,24,0.0
4792,20220214:0800,1.2,2.2,0.0,24,0.0
4793,20220215:0800,0.0,5.5,0.0,24,0.0
4794,20220216:0800,0.0,8.9,0.0,24,0.0
4795,20220217:0800,0.0,12.2,0.0,24,0.0
4796,20220218:0800,0.0,15.6,0.0,24,0.0
4797,20220219:0800,0.0,18.9,0.0,24,0.0
4798,20220220:0800,21.0,1.3,0.0,24,0.0
4799,20220221:0800,0.0,4.6,0.0,24,0.0
4800,20220222:0800,0.0,8.0,0.0,24,0.0
4801,20220223:0800,0.0,11.3,0.0,24,0.0
4802,20220224:0800,1.2,13.5,0.0,24,0.0
4803,20220225:0800,0.0,16.8,0.0,24,0.0
4804,20220226:0800,0.0,20.2,0.0,24,0.0
4805,20220227:0800,0.0,23.5,0.0,24,0.0
4806,20220228:0800,0.0,26.9,0.0,24,0.0
4807,20220301:0800,0.0,30.2,0.0,24,0.0
4808,20220302:0800,0.0,33.4,0.0,24,0.0
4809,20220303:0800,0.0,36.5,0.0,24,0.0
4810,20220304:0800,0.0,39.7,0.0,24,0.0
4811,20220305:0800,0.0,42.8,0.0,24,0.0
4812,20220306:0800,0.0,46.0,0.0,24,0.0
4813,20220307:0800,0.0,49.2,0.0,24,0.0
4814,20220308:0800,0.0,52.3,0.0,24,0.0
4815,20220309:0800,0.0,55.5,0.0,24,0.0
4816,20220310:0800,0.0,58.7,0.0,24,0.0
4817,20220311:0800,0.0,61.8,0.0,24,0.0
4818,20220312:0800,3.6,61.4,0.0,24,0.0
4819,20220313:0800,0.0,64.5,0.0,24,0.0
4820,20220314:0800,0.0,67.7,0.0,24,0.0
4821,20220315:0800,0.0,70.9,0.0,24,0.0
4822,20220316:0800,0.0,74.0,0.0,24,0.0
4823,20220317:0800,0.0,77.2,0.0,24,0.0
4824,20220318:0800,0.0,80.3,0.0,24,0.0
4825,20220319:0800,0.0,83.2,0.0,24,0.0
4826,20220320:0800,0.0,86.0,0.0,24,0.0
4827,20220321:0800,1.0,87.7,0.0,24,0.0
4828,20220322:0800,2.2,88.1,0.0,24,0.0
4829,20220323:0800,15.8,74.9,0.0,24,0.0
4830,20220324:0800,1.0,77.1,0.0,24,0.0
4831,20220325:0800,0.2,80.0,0.0,24,0.0
4832,20220326:0800,0.0,82.9,0.0,24,0.0
4833,20220327:0800,0.0,85.8,0.0,24,0.0
4834,20220328:0800,0.0,88.5,0.0,24,0.0
4835,20220329:0800,0.0,91.1,0.0,24,0.0
4836,20220330:0800,0.0,93.5,0.0,24,0.0
4837,20220331:0800,0.0,95.9,0.0,24,0.0
4838,20220401:0800,0.0,98.2,0.0,24,0.0
4839,20220402:0800,0.0,99.2,0.0,24,0.0
4840,20220403:0900,0.0,100.2,0.0,24,0.0
4841,20220404:0900,0.0,101.2,0.0,24,0.0
4842,20220405:0900,0.0,102.1,0.0,24,0.0
4843,20220406:0900,5.6,97.5,0.0,24,0.0
4844,20220407:0900,15.0,83.5,0.0,24,0.0
4845,20220408:0900,0.0,84.8,0.0,24,0.0
4846,20220409:0900,0.0,86.1,0.0,24,0.0
4847,20220410:0900,0.0,87.3,0.0,24,0.0
4848,20220411:0900,0.0,88.6,0.0,24,0.0
4849,20220412:0900,0.8,89.0,0.0,24,0.0
4850,20220413:0900,10.4,79.8,0.0,24,0.0
4851,20220414:0900,0.0,81.1,0.0,24,0.0
4852,20220415:0900,0.0,82.5,0.0,24,0.0
4853,20220416:0900,0.0,83.8,0.0,24,0.0
4854,20220417:0900,0.0,85.1,0.0,24,0.0
4855,20220418:0900,0.0,86.4,0.0,24,0.0
4856,20220419:0900,0.0,87.6,0.0,24,0.0
4857,20220420:0900,9.8,79.0,0.0,24,0.0
4858,20220421:0900,30.8,49.6,0.0,24,0.0
4859,20220422:0900,22.2,28.9,0.0,24,0.0
4860,20220423:0900,3.4,27.0,0.0,24,0.0
4861,20220424:0900,3.0,25.4,0.0,24,0.0
4862,20220425:0900,6.4,20.5,0.0,24,0.0
4863,20220426:0900,0.0,22.0,0.0,24,0.0
4864,20220427:0900,0.0,23.5,0.0,24,0.0
4865,20220428:0900,0.0,24.9,0.0,24,0.0
4866,20220429:0900,0.0,26.4,0.0,24,0.0
4867,20220430:0900,0.0,27.9,0.0,24,0.0
4868,20220501:0900,0.2,29.1,0.0,24,0.0
4869,20220502:0900,17.4,12.2,0.0,24,0.0
4870,20220503:0900,3.8,8.9,0.0,24,0.0
4871,20220504:0900,0.2,9.2,0.0,24,0.0
4872,20220505:0900,0.0,9.7,0.0,24,0.0
4873,20220506:0900,0.0,10.2,0.0,24,0.0
4874,20220507:0900,0.0,10.7,0.0,24,0.0
4875,20220508:0900,0.0,11.2,0.0,24,0.0
4876,20220509:0900,33.0,0.0,21.3,24,0.0
4877,20220510:0900,0.4,0.1,0.0,24,0.0
4878,20220511:0900,0.0,0.6,0.0,24,0.0
4879,20220512:0900,0.0,1.1,0.0,24,0.0
4880,20220513:0900,0.0,1.6,0.0,24,0.0
4881,20220514:0900,1.2,0.9,0.0,24,0.0
4882,20220515:0900,4.0,0.0,2.6,24,0.0
4883,20220516:0900,9.2,0.0,8.7,24,0.0
4884,20220517:0900,0.0,0.5,0.0,24,0.0
4885,20220518:0900,0.0,1.0,0.0,24,0.0
4886,20220519:0900,9.4,0.0,7.9,24,0.0
4887,20220520:0900,32.8,0.0,32.3,24,0.0
4888,20220521:0900,21.4,0.0,20.9,24,0.0
4889,20220522:0900,16.0,0.0,15.5,24,0.0
4890,20220523:0900,12.4,0.0,11.9,24,0.0
4891,20220524:0900,0.0,0.5,0.0,24,0.0
4892,20220525:0900,1.0,0.0,0.0,24,0.0
4893,20220526:0900,3.2,0.0,2.7,24,0.0
4894,20220527:0900,0.0,0.5,0.0,24,0.0
4895,20220528:0900,0.0,1.0,0.0,24,0.0
4896,20220529:0900,0.0,1.5,0.0,24,0.0
4897,20220530:0900,10.0,0.0,8.0,24,0.0
4898,20220531:0900,13.2,0.0,12.7,24,0.0
4899,20220601:0900,59.8,0.0,59.3,24,0.0
4900,20220602:0900,39.4,0.0,39.2,24,0.0
4901,20220603:0900,4.4,0.0,4.2,24,0.0
4902,20220604:0900,1.8,0.0,1.6,24,0.0
4903,20220605:0900,0.0,0.2,0.0,24,0.0
4904,20220606:0900,2.4,0.0,2.0,24,0.0
4905,20220607:0900,1.4,0.0,1.2,24,0.0
4906,20220608:0900,14.8,0.0,14.6,24,0.0
4907,20220609:0900,32.6,0.0,32.4,24,0.0
4908,20220610:0900,29.8,0.0,29.6,24,0.0
4909,20220611:0900,20.6,0.0,20.4,24,0.0
4910,20220612:0900,16.4,0.0,16.2,24,0.0
4911,20220613:0900,33.6,0.0,33.4,24,0.0
4912,20220614:0900,19.8,0.0,19.6,24,0.0
4913,20220615:0900,21.2,0.0,21.0,24,0.0
4914,20220616:0900,11.6,0.0,11.4,24,0.0
4915,20220617:0900,3.6,0.0,3.4,24,0.0
4916,20220618:0900,0.2,0.0,0.0,24,0.0
4917,20220619:0900,0.0,0.2,0.0,24,0.0
4918,20220620:0900,0.0,0.4,0.0,24,0.0
4919,20220621:0900,0.0,0.6,0.0,24,0.0
4920,20220622:0900,0.0,0.8,0.0,24,0.0
4921,20220623:0900,0.0,1.0,0.0,24,0.0
4922,20220624:0900,0.2,1.0,0.0,24,0.0
4923,20220625:0900,17.0,0.0,15.7,24,0.0
4924,20220626:0900,4.6,0.0,4.4,24,0.0
4925,20220627:0900,0.0,0.2,0.0,24,0.0
4926,20220628:0900,14.8,0.0,14.4,24,0.0
4927,20220629:0900,0.6,0.0,0.4,24,0.0
4928,20220630:0900,0.0,0.2,0.0,24,0.0
4929,20220701:0900,4.4,0.0,4.0,24,0.0
4930,20220702:0900,0.2,0.1,0.0,24,0.0
4931,20220703:0900,0.0,0.5,0.0,24,0.0
4932,20220704:0900,0.6,0.2,0.0,24,0.0
4933,20220705:0900,0.0,0.5,0.0,24,0.0
4934,20220706:0900,0.0,0.9,0.0,24,0.0
4935,20220707:0900,0.0,1.2,0.0,24,0.0
4936,20220708:0900,10.8,0.0,9.3,24,0.0
4937,20220709:0900,34.2,0.0,33.9,24,0.0
4938,20220710:0900,17.0,0.0,16.7,24,0.0
4939,20220711:0900,0.2,0.1,0.0,24,0.0
4940,20220712:0900,9.2,0.0,8.7,24,0.0
4941,20220713:0900,6.6,0.0,6.3,24,0.0
4942,20220714:0900,0.8,0.0,0.5,24,0.0
4943,20220715:0900,0.0,0.3,0.0,24,0.0
4944,20220716:0900,2.6,0.0,1.9,24,0.0
4945,20220717:0900,0.0,0.3,0.0,24,0.0
4946,20220718:0900,0.8,0.0,0.1,24,0.0
4947,20220719:0900,20.8,0.0,20.5,24,0.0
4948,20220720:0900,21.8,0.0,21.5,24,0.0
4949,20220721:0900,3.0,0.0,2.7,24,0.0
4950,20220722:0900,0.0,0.3,0.0,24,0.0
4951,20220723:0900,0.0,0.7,0.0,24,0.0
4952,20220724:0900,0.0,1.0,0.0,24,0.0
4953,20220725:0900,0.0,1.3,0.0,24,0.0
4954,20220726:0900,14.0,0.0,12.3,24,0.0
4955,20220727:0900,2.2,0.0,1.9,24,0.0
4956,20220728:0900,3.8,0.0,3.5,24,0.0
4957,20220729:0900,10.8,0.0,10.5,24,0.0
4958,20220730:0900,2.0,0.0,1.7,24,0.0
4959,20220731:0900,48.8,0.0,48.5,24,0.0
4960,20220801:0900,0.2,0.1,0.0,24,0.0
4961,20220802:0900,0.6,0.3,0.0,24,0.0
4962,20220803:0900,13.6,0.0,12.5,24,0.0
4963,20220804:0900,1.2,0.0,0.4,24,0.0
4964,20220805:0900,0.0,0.8,0.0,24,0.0
4965,20220806:0900,4.0,0.0,2.5,24,0.0
4966,20220807:0900,40.8,0.0,40.0,24,0.0
4967,20220808:0900,5.4,0.0,4.6,24,0.0
4968,20220809:0900,0.2,0.6,0.0,24,0.0
4969,20220810:0900,0.0,1.3,0.0,24,0.0
4970,20220811:0900,0.0,2.1,0.0,24,0.0
4971,20220812:0900,0.0,2.9,0.0,24,0.0
4972,20220813:0900,0.0,3.7,0.0,24,0.0
4973,20220814:0900,0.0,4.4,0.0,24,0.0
4974,20220815:0900,0.0,5.2,0.0,24,0.0
4975,20220816:0900,20.6,0.0,14.6,24,0.0
4976,20220817:0900,35.2,0.0,34.4,24,0.0
4977,20220818:0900,52.4,0.0,51.6,24,0.0
4978,20220819:0900,12.6,0.0,11.8,24,0.0
4979,20220820:0900,56.4,0.0,55.6,24,0.0
4980,20220821:0900,6.2,0.0,5.4,24,0.0
4981,20220822:0900,10.0,0.0,9.2,24,0.0
4982,20220823:0900,0.0,0.8,0.0,24,0.0
4983,20220824:0900,0.0,1.5,0.0,24,0.0
4984,20220825:0900,0.0,2.3,0.0,24,0.0
4985,20220826:0900,2.0,1.1,0.0,24,0.0
4986,20220827:0900,0.0,1.9,0.0,24,0.0
4987,20220828:0900,0.0,2.6,0.0,24,0.0
4988,20220829:0900,0.0,3.4,0.0,24,0.0
4989,20220830:0900,0.0,4.2,0.0,24,0.0
4990,20220831:0900,0.2,4.7,0.0,24,0.0
4991,20220901:0900,0.2,5.3,0.0,24,0.0
4992,20220902:0900,0.0,6.8,0.0,24,0.0
4993,20220903:0900,18.2,0.0,9.8,24,0.0
4994,20220904:0900,8.0,0.0,6.5,24,0.0
4995,20220905:0900,1.6,0.0,0.1,24,0.0
4996,20220906:0900,0.2,1.3,0.0,24,0.0
4997,20220907:0900,0.0,2.9,0.0,24,0.0
4998,20220908:0900,0.0,4.4,0.0,24,0.0
4999,20220909:0900,0.0,6.0,0.0,24,0.0
5000,20220910:0900,0.0,7.5,0.0,24,0.0
5001,20220911:0900,0.0,9.0,0.0,24,0.0
5002,20220912:0900,0.0,10.6,0.0,24,0.0
5003,20220913:0900,8.8,3.3,0.0,24,0.0
5004,20220914:0900,12.6,0.0,7.7,24,0.0
5005,20220915:0900,0.0,1.5,0.0,24,0.0
5006,20220916:0900,1.4,1.7,0.0,24,0.0
5007,20220917:0900,0.0,3.2,0.0,24,0.0
5008,20220918:0900,0.0,4.8,0.0,24,0.0
5009,20220919:0900,2.8,3.5,0.0,24,0.0
5010,20220920:0900,9.0,0.0,4.0,24,0.0
5011,20220921:0900,4.8,0.0,3.3,24,0.0
5012,20220922:0900,2.2,0.0,0.7,24,0.0
5013,20220923:0900,0.0,1.5,0.0,24,0.0
5014,20220924:0900,0.0,3.1,0.0,24,0.0
5015,20220925:0800,0.0,4.6,0.0,24,0.0
5016,20220926:0800,0.0,6.2,0.0,24,0.0
5017,20220927:0800,0.0,7.7,0.0,24,0.0
5018,20220928:0800,1.2,8.0,0.0,24,0.0
5019,20220929:0800,17.4,0.0,7.8,24,0.0
5020,20220930:0800,1.0,0.5,0.0,24,0.0
5021,20221001:0800,0.0,2.1,0.0,24,0.0
5022,20221002:0800,0.0,4.5,0.0,24,0.0
5023,20221003:0800,0.0,6.9,0.0,24,0.0
5024,20221004:0800,0.0,9.3,0.0,24,0.0
5025,20221005:0800,10.2,1.5,0.0,24,0.0
5026,20221006:0800,9.6,0.0,5.7,24,0.0
5027,20221007:0800,2.0,0.4,0.0,24,0.0
5028,20221008:0800,0.0,2.8,0.0,24,0.0
5029,20221009:0800,0.0,5.2,0.0,24,0.0
5030,20221010:0800,0.2,7.4,0.0,24,0.0
5031,20221011:0800,12.6,0.0,2.8,24,0.0
5032,20221012:0800,0.0,2.4,0.0,24,0.0
5033,20221013:0800,0.0,4.8,0.0,24,0.0
5034,20221014:0800,0.0,7.2,0.0,24,0.0
5035,20221015:0800,0.0,9.6,0.0,24,0.0
5036,20221016:0800,0.0,12.0,0.0,24,0.0
5037,20221017:0800,0.0,14.4,0.0,24,0.0
5038,20221018:0800,0.0,16.8,0.0,24,0.0
5039,20221019:0800,2.8,16.4,0.0,24,0.0
5040,20221020:0800,3.4,15.4,0.0,24,0.0
5041,20221021:0800,0.2,17.6,0.0,24,0.0
5042,20221022:0800,0.2,19.8,0.0,24,0.0
5043,20221023:0800,0.0,22.2,0.0,24,0.0
5044,20221024:0800,0.0,24.6,0.0,24,0.0
5045,20221025:0800,3.2,23.8,0.0,24,0.0
5046,20221026:0800,4.6,21.6,0.0,24,0.0
5047,20221027:0800,0.0,24.1,0.0,24,0.0
5048,20221028:0800,0.6,25.9,0.0,24,0.0
5049,20221029:0800,32.6,0.0,4.3,24,0.0
5050,20221030:0800,17.2,0.0,14.8,24,0.0
5051,20221031:0800,0.0,2.4,0.0,24,0.0
5052,20221101:0800,5.4,0.0,0.6,24,0.0
5053,20221102:0800,4.6,0.0,1.4,24,0.0
