"site","base_temperature","period_start","period_end","p_value","slope","conf_low_90","conf_high_90","z","trend_method","n","note","s","var_s","tau","alternative","trend_likelihood","lat","lon","region","unit","conf_low_66","conf_high_66"
"Taumarunui (Manawatū-Whanganui)","5","1972","2022",0.13117263707429727,NA,NA,NA,1.1208651335502304,"Mann-Kendall",51,NA,139,15158.333333333334,0.10901960784313727,"greater","Likely increasing",-38.88784,175.25981,"Manawatū-Whanganui","Degree Celsius",NA,NA
"Taupō (Waikato)","10","1972","2022",0.014749516506372674,NA,NA,NA,2.1767525781989985,"Mann-Kendall",51,NA,269,15158.333333333334,0.2109803921568628,"greater","Very likely increasing",-38.74263,176.08104,"Waikato","Degree Celsius",NA,NA
"Taupō (Waikato)","5","1972","2022",0.008853574382158527,NA,NA,NA,2.3716856449033865,"Mann-Kendall",51,NA,293,15158.333333333334,0.2298039215686275,"greater","Very likely increasing",-38.74263,176.08104,"Waikato","Degree Celsius",NA,NA
"Tauranga (Bay of Plenty)","10","1972","2022",7.014458207515669e-7,NA,NA,NA,4.824593400933601,"Mann-Kendall",51,NA,595,15158.333333333334,0.46666666666666673,"greater","Very likely increasing",-37.673,176.196,"Bay of Plenty","Degree Celsius",NA,NA
"Tauranga (Bay of Plenty)","5","1972","2022",7.014458207515669e-7,NA,NA,NA,4.824593400933601,"Mann-Kendall",51,NA,595,15158.333333333334,0.46666666666666673,"greater","Very likely increasing",-37.673,176.196,"Bay of Plenty","Degree Celsius",NA,NA
"Timaru (Canterbury)","10","1972","2022",0.1569303445558897,NA,NA,NA,1.007154177972671,"Mann-Kendall",51,NA,125,15158.333333333334,0.09803921568627452,"greater","Likely increasing",-44.30517,171.22141,"Canterbury","Degree Celsius",NA,NA
"Timaru (Canterbury)","5","1972","2022",0.059443236281674874,NA,NA,NA,1.5594645336351034,"Mann-Kendall",51,NA,193,15158.333333333334,0.15137254901960787,"greater","Very likely increasing",-44.30517,171.22141,"Canterbury","Degree Celsius",NA,NA
"Waiouru (Manawatū-Whanganui)","10","1972","2022",0.0023527707218985064,NA,NA,NA,2.826529467213625,"Mann-Kendall",51,NA,349,15158.333333333334,0.2737254901960785,"greater","Very likely increasing",-39.46249,175.66283,"Manawatū-Whanganui","Degree Celsius",NA,NA
"Waiouru (Manawatū-Whanganui)","5","1972","2022",0.0019169943051152816,NA,NA,NA,2.8915071561150874,"Mann-Kendall",51,NA,357,15158.333333333334,0.28,"greater","Very likely increasing",-39.46249,175.66283,"Manawatū-Whanganui","Degree Celsius",NA,NA
"Wellington (Wellington)","10","1972","2022",0.0011919282508927875,NA,NA,NA,3.0377069561433783,"Mann-Kendall",51,NA,375,15158.333333333334,0.2941176470588236,"greater","Very likely increasing",-41.285,174.768,"Wellington","Degree Celsius",NA,NA
"Wellington (Wellington)","5","1972","2022",1.6532800018294726e-4,NA,NA,NA,3.590017311805811,"Mann-Kendall",51,NA,443,15158.333333333334,0.34745098039215694,"greater","Very likely increasing",-41.285,174.768,"Wellington","Degree Celsius",NA,NA
"Whanganui (Manawatū-Whanganui)","10","1972","2022",8.58762523267146e-4,NA,NA,NA,3.1351734894955725,"Mann-Kendall",51,NA,387,15158.333333333334,0.30352941176470594,"greater","Very likely increasing",-39.93704,175.04509,"Manawatū-Whanganui","Degree Celsius",NA,NA
"Whanganui (Manawatū-Whanganui)","5","1972","2022",2.3921531119993974e-4,NA,NA,NA,3.4925507784536167,"Mann-Kendall",51,NA,431,15158.333333333334,0.3380392156862746,"greater","Very likely increasing",-39.93704,175.04509,"Manawatū-Whanganui","Degree Celsius",NA,NA
"Whangaparāoa (Auckland)","10","1972","2022",5.171168010076009e-5,NA,NA,NA,3.882416911862393,"Mann-Kendall",51,NA,479,15158.333333333334,0.37568627450980396,"greater","Very likely increasing",-36.606,174.835,"Auckland","Degree Celsius",NA,NA
"Whangaparāoa (Auckland)","5","1972","2022",6.742199509767984e-5,NA,NA,NA,3.81743922296093,"Mann-Kendall",51,NA,471,15158.333333333334,0.36941176470588244,"greater","Very likely increasing",-36.606,174.835,"Auckland","Degree Celsius",NA,NA
"Whangārei (Northland)","10","1972","2022",7.609096563716499e-7,NA,NA,NA,4.808348978708235,"Mann-Kendall",51,NA,593,15158.333333333334,0.4650980392156864,"greater","Very likely increasing",-35.769,174.364,"Northland","Degree Celsius",NA,NA
"Whangārei (Northland)","5","1972","2022",4.651997341475402e-7,NA,NA,NA,4.905815512060429,"Mann-Kendall",51,NA,605,15158.333333333334,0.4745098039215687,"greater","Very likely increasing",-35.769,174.364,"Northland","Degree Celsius",NA,NA
