"site","season","trend_likelihood","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","intercept","r_squared","sigma","trend_method","n","note","s","var_s","tau","z","alternative","lat","lon"
"New Plymouth (Taranaki)","Autumn",NA,"1960-03-01","2022-05-31",0.6207524991604616,-0.3405481950844852,-0.9939310369729655,0.3128346468039951,0.66,375.53881208397337,0.004038143797990457,98.83473717653376,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)","Autumn",NA,"1960-03-01","2022-05-31",0.685309204024146,-0.1597302227342548,-0.5340441943941725,0.2145837489256629,0.66,184.73993855606759,0.0027104459315328414,56.62105068995191,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)","Autumn",NA,"1960-03-01","2022-05-31",0.3450413753181938,-0.8118807603686625,-1.6259264439735097,0.002164923236184557,0.66,479.1389144905274,0.014628649502416996,123.13759411899142,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)","Autumn",NA,"1960-03-01","2022-05-31",0.8860142267613259,0.14863191244239776,-0.8365650832092877,1.133828908094083,0.66,349.45806451612884,3.3958447645622157e-4,149.02700207264465,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)","Autumn",NA,"1960-03-01","2022-05-31",0.1147717206788095,-0.508160522273425,-0.8112089342749562,-0.20511211027189385,0.66,147.90240655401945,0.040275573055345036,45.840980557994854,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Autumn",NA,"1960-03-01","2022-05-31",0.20207303469102772,0.6694364439324113,0.17410851622765827,1.1647643716371643,0.66,294.3653353814645,0.026538074091742244,74.92637151199044,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)","Autumn",NA,"1960-03-01","2022-05-31",0.4730755088609804,0.40593317972350235,-0.13055843234523717,0.9424247917922419,0.66,202.55934459805428,0.008472379581748802,81.1530454686763,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)","Autumn",NA,"1960-03-01","2022-05-31",0.5755417699756769,-0.5401497695852517,-1.4556928251999044,0.3753932860294009,0.66,364.85304659498183,0.005168182851900112,138.49071551058464,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)","Autumn",NA,"1960-03-01","2022-05-31",0.416476756440917,-0.3194892473118277,-0.6921093473364555,0.0531308527128001,0.66,146.60460829493084,0.010853205929971275,56.364825170774225,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Autumn",NA,"1960-03-01","2022-05-31",0.4064578874653071,0.4141993087557616,-0.05858607943382821,0.8869846969453514,0.66,235.57736815156156,0.011325601992490518,71.51644730609424,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)","Autumn",NA,"1960-03-01","2022-05-31",0.5994908633056679,-0.3587269585253429,-1.0071288305409825,0.28967491349029667,0.66,333.89672299027114,0.004547549032438237,98.08128481031679,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Autumn",NA,"1960-03-01","2022-05-31",0.07032186204700346,0.7889544930875575,0.38029528973937393,1.1976136964357411,0.66,192.1915514592934,0.05269719768951704,61.81632324618516,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)","Autumn",NA,"1960-03-01","2022-05-31",0.9512850523026626,0.04516609062980058,-0.6573516965602911,0.7476838778198923,0.66,265.9610343061956,6.168803290565602e-5,106.26719345443675,"Linear model",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)","Autumn",NA,"1960-03-01","2022-05-31",0.20500872423685976,-1.3133016513056817,-2.291453227563114,-0.33515007504824945,0.66,392.5320020481308,0.02620014691686797,147.96126828000808,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)","Winter",NA,"1960-06-01","2022-08-31",0.9698491057164889,-0.024284754224269775,-0.6348209239343281,0.5862514154857885,0.66,366.94695340501784,2.3613030817365115e-5,92.35348405485136,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Blenheim (Marlborough)","Winter",NA,"1960-06-01","2022-08-31",0.1293919342308492,0.8269441244239629,0.31367869629130196,1.3402095525566238,0.66,183.8965181771634,0.03729733819327157,77.63970897165215,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Christchurch (Canterbury)","Winter",NA,"1960-06-01","2022-08-31",0.3997456079893593,0.46708909370199647,-0.05846862816937326,0.9926468155733662,0.66,173.36267281105992,0.011651612383064554,79.4991174884883,"Linear model",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Winter",NA,"1960-06-01","2022-08-31",0.11562308446948973,-0.7995151689708148,-1.2774581223797168,-0.32157221556191284,0.66,310.03051715309783,0.0400911616223695,72.29661257864441,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dunedin (Otago)","Winter",NA,"1960-06-01","2022-08-31",0.8332732916003784,-0.09280913978494545,-0.5116914449410966,0.3260731653712058,0.66,170.7921146953404,7.32144394785546e-4,63.362732970381565,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Gisborne (Gisborne)","Winter",NA,"1960-06-01","2022-08-31",0.48045259343223357,-0.504272273425499,-1.1820277536677097,0.1734832068167118,0.66,347.1605222734255,0.008194603228935638,102.5214934724709,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gore (Southland)","Winter",NA,"1960-06-01","2022-08-31",0.5327529282534162,0.22657930107526955,-0.11802011524370673,0.5711787173942459,0.66,184.43993855606752,0.006411142977860895,52.12624293076564,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)","Winter",NA,"1960-06-01","2022-08-31",0.747697827718542,0.20585157450076888,-0.4019939983948586,0.8136971473963963,0.66,372.54925755248337,0.0017088205719440661,91.94648770913513,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)","Winter",NA,"1960-06-01","2022-08-31",0.015152435950583524,2.406379608294935,1.4876763481047648,3.3250828684851053,0.66,635.50855094726,0.09288730580222446,138.96874763604208,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)","Winter",NA,"1960-06-01","2022-08-31",0.17362532422914606,0.5435531874039946,0.16683703607944633,0.9202693387285429,0.66,237.61740911418323,0.030135879133062586,56.98441927048942,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)","Winter",NA,"1960-06-01","2022-08-31",0.4982437704662035,0.7656105990783424,-0.30659135110300717,1.837812549259692,0.66,542.9449052739374,0.0075524457438941595,162.1879105977928,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)","Winter",NA,"1960-06-01","2022-08-31",0.9343712531768795,-0.03614631336405461,-0.4532566865340972,0.38096405980598796,0.66,170.42017409114175,1.1207138070233467e-4,63.09469955885891,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)","Winter",NA,"1960-06-01","2022-08-31",0.2443280212023276,0.6327812980030724,0.11918427999768588,1.1463783160084589,0.66,250.1684587813619,0.0221538979767526,77.68986731040881,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)","Winter",NA,"1960-06-01","2022-08-31",0.0017938801331551888,6.446562980030719,4.562999792214885,8.330126167846553,0.66,1004.2814132104457,0.1488122829034352,284.9194387858538,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)","Winter",NA,"1960-06-01","2022-08-31",0.6316674213431706,-0.28827284946236403,-0.8591655747370814,0.2826198758123534,0.66,241.78504864311304,0.003791108701814232,86.35677100953362,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)","Winter",NA,"1960-06-01","2022-08-31",0.15780461760090994,0.9178715437788015,0.3054450796756061,1.530298007881997,0.66,226.84874551971328,0.032437855979947396,92.63942169746223,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"New Plymouth (Taranaki)","Winter",NA,"1960-06-01","2022-08-31",0.33958464923440135,-0.7330789170506895,-1.4597886630919104,-0.006369171009468766,0.66,464.0982078853046,0.01496064886232507,109.92661904927805,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)","Winter",NA,"1960-06-01","2022-08-31",0.05460653707144626,0.6924107142857148,0.35527706251790075,1.0295443660535288,0.66,145.34761904761896,0.05922774651635497,50.996925125138375,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)","Winter",NA,"1960-06-01","2022-08-31",0.5521198535682597,0.5187788018433208,-0.3091195878137456,1.3466771915003872,0.66,519.0784434203786,0.005826262048239577,125.23304027104778,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)","Winter",NA,"1960-06-01","2022-08-31",0.7847961682220186,-0.20304819508448393,-0.9094122249616297,0.5033158347926618,0.66,413.3991295442907,0.001231751790664097,106.84899995549732,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)","Winter",NA,"1960-06-01","2022-08-31",0.1624365454315258,0.5462605606758836,0.1776526979480998,0.9148684234036674,0.66,106.18950332821295,0.0317380845078177,55.757909296495505,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Winter",NA,"1960-06-01","2022-08-31",0.15767605843655552,0.9533602150537627,0.31745485809505314,1.5892655720124722,0.66,380.5750128008194,0.03245760311692194,96.19098451148359,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)","Winter",NA,"1960-06-01","2022-08-31",0.30859833980770873,0.48835925499232025,0.034518450163433856,0.9422000598212066,0.66,257.6375832053251,0.016988218802293197,68.65077224189713,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)","Winter",NA,"1960-06-01","2022-08-31",0.6153674284146198,-0.35396025345622006,-1.0227245322139025,0.31480402530146245,0.66,388.01402969790064,0.004163592511609981,101.16142862433968,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)","Winter",NA,"1960-06-01","2022-08-31",0.4991821892602669,0.30713805683563805,-0.12393914085536345,0.7382152545266396,0.66,115.35412186379924,0.0075196295881556005,65.20740797760149,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Winter",NA,"1960-06-01","2022-08-31",0.09771549901689205,0.9782450076804942,0.4232490511834701,1.5332409641775182,0.66,287.6707629288272,0.044314709189406325,83.95212726413261,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)","Winter",NA,"1960-06-01","2022-08-31",0.38444517873616224,-0.6474510368663602,-1.3526419572537893,0.05773988352106885,0.66,450.062877624168,0.012424759476278927,106.67154814522276,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Winter",NA,"1960-06-01","2022-08-31",0.1773830180741855,0.6474222350230426,0.19473634121041583,1.1001081288356693,0.66,230.73328213005615,0.029623669400946157,68.47607324547968,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)","Winter",NA,"1960-06-01","2022-08-31",0.014551338889374515,-1.5013344854070643,-2.070906076487905,-0.9317628943262236,0.66,394.51413210445463,0.09395608049440374,86.15692806531219,"Linear model",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)","Winter",NA,"1960-06-01","2022-08-31",0.7009093024755322,-0.4085877496159747,-1.4188356716809352,0.6016601724489858,0.66,485.3605222734254,0.002435415876218795,152.81636042329953,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)","Spring",NA,"1960-09-01","2022-11-30",0.33418863624715234,-0.4438556067588312,-0.8789312169789886,-0.008779996538673784,0.66,271.06052227342536,0.015295969867056992,65.81223263185822,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Blenheim (Marlborough)","Spring",NA,"1960-09-01","2022-11-30",0.9778204639517412,-0.010450268817202998,-0.3676421010586965,0.34674156342429047,0.66,175.5471070148488,1.277508200553691e-5,54.03104978875169,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Christchurch (Canterbury)","Spring",NA,"1960-09-01","2022-11-30",0.4078624087946837,0.23874327956989266,-0.034590677593457575,0.5120772367332429,0.66,129.01894521249358,0.011258364752015122,41.34618800147889,"Linear model",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Spring",NA,"1960-09-01","2022-11-30",0.09547554897900286,0.7416042626728104,0.3237456012802333,1.1594629240653875,0.66,237.09406041986696,0.044900541226660574,63.20789027196785,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dunedin (Otago)","Spring",NA,"1960-09-01","2022-11-30",0.8628402120717603,0.047422235023042346,-0.2133909484268032,0.3082354184728879,0.66,156.6015360983102,4.931829759560422e-4,39.45221818793992,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Gisborne (Gisborne)","Spring",NA,"1960-09-01","2022-11-30",0.5819971498676635,0.32229262672811154,-0.2333778970323961,0.8779631504886192,0.66,200.47393753200186,0.004995837203804678,84.05416648818324,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gore (Southland)","Spring",NA,"1960-09-01","2022-11-30",0.005395990773894724,0.9253552227342554,0.6193608386027016,1.2313496068658092,0.66,195.7918074756784,0.12009944490355623,46.2866065563125,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)","Spring",NA,"1960-09-01","2022-11-30",0.6691123580007148,0.22211981566820216,-0.2713983652035065,0.7156379965399109,0.66,298.83026113671275,0.0030142177326393897,74.65261799241068,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)","Spring",NA,"1960-09-01","2022-11-30",0.5558162750169817,-0.6490687403993814,-1.6946254109760073,0.39648793017724426,0.66,786.8257552483356,0.005718903589761463,158.15738050441516,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)","Spring",NA,"1960-09-01","2022-11-30",0.01261717639456059,1.088037634408603,0.6841345627941866,1.4919407060230192,0.66,235.79866871479769,0.097721777526801,61.096881290033984,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)","Spring",NA,"1960-09-01","2022-11-30",0.7273758377370518,-0.3178427419354832,-1.1837831019832936,0.5480976181123274,0.66,374.92017409114175,0.0020067514997760853,130.98750442927314,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)","Spring",NA,"1960-09-01","2022-11-30",0.541858305489807,-0.25252976190476134,-0.6453153737048918,0.14025584989536904,0.66,157.91587301587293,0.006131409498785431,59.41518543215108,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)","Spring",NA,"1960-09-01","2022-11-30",0.0032680302489919606,1.2370631720430112,0.851581226945765,1.6225451171402574,0.66,161.66953405017915,0.13322863738602625,58.31038755145044,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)","Spring",NA,"1960-09-01","2022-11-30",0.6029015980890198,1.6586405529954038,-1.367669819191712,4.68495092518252,0.66,1550.8441372247812,0.004463260933887368,457.7784586219407,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)","Spring",NA,"1960-09-01","2022-11-30",0.09920817524119904,0.8265216973886329,0.3554729752916464,1.2975704194856195,0.66,135.54971838197642,0.04393219583870392,71.25374843213889,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)","Spring",NA,"1960-09-01","2022-11-30",0.8384068826116258,-0.10544354838709585,-0.5966957938447421,0.38580869707055043,0.66,232.72657450076798,6.871471672378598e-4,74.30985856141527,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"New Plymouth (Taranaki)","Spring",NA,"1960-09-01","2022-11-30",0.8255606418047867,-0.13975614439324086,-0.7422027567047205,0.4626904679182387,0.66,359.4182283666155,8.025523372984703e-4,91.12980747795791,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)","Spring",NA,"1960-09-01","2022-11-30",0.896248595668985,-0.05196332565284184,-0.43060366687164675,0.32667701556596307,0.66,182.0167946748592,2.810188214185475e-4,57.27548415662405,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)","Spring",NA,"1960-09-01","2022-11-30",0.07955552284621407,-1.7282402073732694,-2.6530809410076546,-0.8033994737388844,0.66,591.7417818740397,0.04953669462625571,139.89713989843096,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)","Spring",NA,"1960-09-01","2022-11-30",0.22134381394058383,-0.8806691628264189,-1.5607454192707602,-0.20059290638207783,0.66,347.2068100358421,0.02441697993347227,102.87254846087579,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)","Spring",NA,"1960-09-01","2022-11-30",0.3540090689761729,-0.31634984639016833,-0.6395450365615061,0.006845343781169466,0.66,141.31208397337423,0.014097970519836597,48.88850705809635,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Spring",NA,"1960-09-01","2022-11-30",0.34907103562886854,0.6166570660522284,-0.006871342251644763,1.2401854743561014,0.66,368.163799283154,0.014387929713655441,94.3187705674924,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)","Spring",NA,"1960-09-01","2022-11-30",0.5962078011763614,0.2631192396313367,-0.2082166491117043,0.7344551283743777,0.66,218.69923195084482,0.0046296297530741635,71.29718703837261,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)","Spring",NA,"1960-09-01","2022-11-30",0.03155119301886546,-1.3999471966205823,-2.006921186468273,-0.7929732067728915,0.66,316.5967229902712,0.07355624741456711,91.81464665677238,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)","Spring",NA,"1960-09-01","2022-11-30",0.49363239090608013,0.19790226574500785,-0.07628896266729246,0.47209349415730817,0.66,125.57347670250896,0.007715216356209128,41.475864162447685,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Spring",NA,"1960-09-01","2022-11-30",4.4262242790893316e-4,1.3740543394777265,1.0211615127053322,1.7269471662501208,0.66,233.5715309779826,0.18452325090243438,53.380755583855176,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)","Spring",NA,"1960-09-01","2022-11-30",0.516937250907578,0.39581893241167526,-0.18356014969505935,0.9751980145184098,0.66,310.39093701996916,0.0069178325641603075,87.6404699273908,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Spring",NA,"1960-09-01","2022-11-30",0.009129831967353718,0.9137048771121351,0.589970620247517,1.2374391339767532,0.66,195.44557091653857,0.1062585378930562,48.97004962630489,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)","Spring",NA,"1960-09-01","2022-11-30",0.1022233785802821,-0.7857958909370196,-1.2377073488626074,-0.33388443301143195,0.66,270.23435739887356,0.04317788502889538,68.35892727462075,"Linear model",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)","Spring",NA,"1960-09-01","2022-11-30",0.21999705254337704,-0.9924251152073725,-1.756541863024005,-0.2283083673907399,0.66,336.03220686123905,0.024558103217659413,115.5850339203346,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)","Summer",NA,"1960-12-01","2022-02-28",0.13788905469406737,-1.0509556546045185,-1.7178077450353166,-0.38410356417372027,0.66,251.41316763617144,0.03631941157548279,98.47961308346986,"Linear model",62,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Blenheim (Marlborough)","Summer",NA,"1960-12-01","2022-02-28",0.6864528715320584,0.1942962907003101,-0.2627408162812819,0.6513333976819021,0.66,140.31676361713377,0.0027348447915482676,67.49448356870127,"Linear model",62,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Christchurch (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.6295808682808317,0.18582256805419148,-0.17990366068078043,0.5515487967891634,0.66,128.9078794288736,0.003901959254322311,54.009844187530824,"Linear model",62,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.11972282897755929,-0.983241419254111,-1.5776099722998274,-0.3888728662083947,0.66,261.7898466419884,0.039868980275680165,87.7753642417324,"Linear model",62,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dunedin (Otago)","Summer",NA,"1960-12-01","2022-02-28",0.0963787937302869,0.6892573846037626,0.29991361741055733,1.0786011517969678,0.66,167.3512956107879,0.04539580131020122,57.49764318033035,"Linear model",62,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Gisborne (Gisborne)","Summer",NA,"1960-12-01","2022-02-28",0.5512978176805328,-0.32124096597920065,-0.8327877267104744,0.19030579475207304,0.66,212.58683236382876,0.005948343855696785,75.54437902170147,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gore (Southland)","Summer",NA,"1960-12-01","2022-02-28",0.1709396088881826,0.6893001939009337,0.21469371647059204,1.1639066713312753,0.66,237.52575356954003,0.031014355879734317,70.08909911949793,"Linear model",62,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)","Summer",NA,"1960-12-01","2022-02-28",0.3456903409275248,-0.6824758882929158,-1.367610575220032,0.0026587986342004877,0.66,277.5141195134849,0.014832983756965939,101.17955667659182,"Linear model",62,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)","Summer",NA,"1960-12-01","2022-02-28",0.14528412786751566,1.8058422099670097,0.6381210591245361,2.973563360809483,0.66,628.5062929666844,0.03501839877393542,172.44712699342526,"Linear model",62,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)","Summer",NA,"1960-12-01","2022-02-28",0.9380431022679211,0.04584623907733296,-0.5145820800221694,0.6062745581768354,0.66,276.99132734003183,1.0153578479536962e-4,82.7631266631918,"Linear model",62,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)","Summer",NA,"1960-12-01","2022-02-28",0.22746665051166354,1.310435395734179,0.2850311083819801,2.3358396830863777,0.66,271.05515600211544,0.024182734864118077,151.43000812569986,"Linear model",62,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.3888458659317866,0.3423560222608344,-0.033979645395265434,0.7186916899169342,0.66,119.16578529878376,0.01240170670794729,55.576628568922544,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)","Summer",NA,"1960-12-01","2022-02-28",0.5809350014497132,0.3131147540983596,-0.22516463752575006,0.8513941457224692,0.66,153.39011105235338,0.005108146890430738,79.49220970980653,"Linear model",62,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)","Summer",NA,"1960-12-01","2022-02-28",0.1313982180641733,5.78727304777014,2.1769118174085818,9.397634278131697,0.66,1448.2944473823372,0.03752594252493399,533.172171399923,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)","Summer",NA,"1960-12-01","2022-02-28",0.5270874364150642,-0.36437007378308334,-0.9108769632857565,0.1821368157195899,0.66,173.25346377578006,0.006699934039433134,80.7072329801131,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)","Summer",NA,"1960-12-01","2022-02-28",0.2373748781382792,0.8173579109062981,0.16390139687297534,1.4708144249396207,0.66,179.73225806451615,0.023189814835925318,96.50137653059167,"Linear model",62,NA,NA,NA,NA,NA,NA,-41.299,173.226
"New Plymouth (Taranaki)","Summer",NA,"1960-12-01","2022-02-28",0.4109872503127968,-0.7814207650273222,-1.681977768014921,0.11913623796027673,0.66,330.17281861448964,0.011295615074480478,132.9927677913327,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)","Summer",NA,"1960-12-01","2022-02-28",0.03923692899847047,0.9379642920097708,0.5133590318309684,1.3625695521885732,0.66,142.85251189846645,0.06894062139589789,62.7050021071409,"Linear model",62,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)","Summer",NA,"1960-12-01","2022-02-28",0.7649334162447577,-0.2621641358817463,-1.094964029400211,0.5706357576367185,0.66,425.12913802221055,0.0015014422194697184,122.986510002047,"Linear model",62,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)","Summer",NA,"1960-12-01","2022-02-28",0.3283505883654235,-1.018674926342827,-2.0049901836097086,-0.03235966907594523,0.66,356.5882601797991,0.015928047014343506,145.65740485452568,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.7989775423242551,0.108629850671099,-0.29656725924487287,0.5138269605870709,0.66,143.87815970386038,0.0010894022095147592,59.83883859655693,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.8166028457583313,-0.16334516884490374,-0.832444659415172,0.5057543217253646,0.66,313.8002115282918,9.03513333007811e-4,98.81150541664944,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)","Summer",NA,"1960-12-01","2022-02-28",0.522026376157704,-0.40003777290926934,-0.9927381955570073,0.19266264973846858,0.66,242.94796404019036,0.006864924926704802,87.5290175052926,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)","Summer",NA,"1960-12-01","2022-02-28",0.06280658794769726,-1.4346251668303496,-2.156681780430052,-0.7125685532306473,0.66,315.91649920676895,0.05651519668655266,106.63212570230118,"Linear model",62,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.2989450012040476,0.41459293394777325,0.03704014908608905,0.7921457188094574,0.66,134.3064516129032,0.0179684177116934,55.756370423530434,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
