"site","season","trend_likelihood","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","intercept","r_squared","sigma","trend_method","n","note","s","var_s","tau","z","alternative","lat","lon"
"Gore (Southland)","Spring",NA,"1960-09-01","2022-11-30",0.005395990773894724,0.9253552227342554,0.39786171895598355,1.4528487265125274,0.9,195.7918074756784,0.12009944490355623,46.2866065563125,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)","Spring",NA,"1960-09-01","2022-11-30",0.6691123580007148,0.22211981566820216,-0.6286397011939634,1.0728793325303676,0.9,298.83026113671275,0.0030142177326393897,74.65261799241068,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)","Spring",NA,"1960-09-01","2022-11-30",0.5558162750169817,-0.6490687403993814,-2.4514689809348296,1.1533315001360664,0.9,786.8257552483356,0.005718903589761463,158.15738050441516,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)","Spring",NA,"1960-09-01","2022-11-30",0.01261717639456059,1.088037634408603,0.39176261276932633,1.7843126560478795,0.9,235.79866871479769,0.097721777526801,61.096881290033984,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)","Spring",NA,"1960-09-01","2022-11-30",0.7273758377370518,-0.3178427419354832,-1.8106084208907511,1.1749229370197847,0.9,374.92017409114175,0.0020067514997760853,130.98750442927314,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)","Spring",NA,"1960-09-01","2022-11-30",0.541858305489807,-0.25252976190476134,-0.929639765704918,0.4245802418953953,0.9,157.91587301587293,0.006131409498785431,59.41518543215108,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)","Spring",NA,"1960-09-01","2022-11-30",0.0032680302489919606,1.2370631720430112,0.5725437154532791,1.9015826286327433,0.9,161.66953405017915,0.13322863738602625,58.31038755145044,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)","Spring",NA,"1960-09-01","2022-11-30",0.6029015980890198,1.6586405529954038,-3.5583148701446423,6.87559597613545,0.9,1550.8441372247812,0.004463260933887368,457.7784586219407,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)","Spring",NA,"1960-09-01","2022-11-30",0.09920817524119904,0.8265216973886329,0.01449653040912402,1.6385468643681418,0.9,135.54971838197642,0.04393219583870392,71.25374843213889,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)","Spring",NA,"1960-09-01","2022-11-30",0.8384068826116258,-0.10544354838709585,-0.9522968948327966,0.7414097980586047,0.9,232.72657450076798,6.871471672378598e-4,74.30985856141527,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"New Plymouth (Taranaki)","Spring",NA,"1960-09-01","2022-11-30",0.8255606418047867,-0.13975614439324086,-1.1782937478510516,0.8987814590645697,0.9,359.4182283666155,8.025523372984703e-4,91.12980747795791,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)","Spring",NA,"1960-09-01","2022-11-30",0.896248595668985,-0.05196332565284184,-0.7046887697101398,0.6007621184044563,0.9,182.0167946748592,2.810188214185475e-4,57.27548415662405,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)","Spring",NA,"1960-09-01","2022-11-30",0.07955552284621407,-1.7282402073732694,-3.322542274080261,-0.13393814066627785,0.9,591.7417818740397,0.04953669462625571,139.89713989843096,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)","Spring",NA,"1960-09-01","2022-11-30",0.22134381394058383,-0.8806691628264189,-2.053029918290505,0.2916915926376671,0.9,347.2068100358421,0.02441697993347227,102.87254846087579,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)","Spring",NA,"1960-09-01","2022-11-30",0.3540090689761729,-0.31634984639016833,-0.8734952454850398,0.24079555270470304,0.9,141.31208397337423,0.014097970519836597,48.88850705809635,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Spring",NA,"1960-09-01","2022-11-30",0.34907103562886854,0.6166570660522284,-0.4582227417422,1.6915368738466567,0.9,368.163799283154,0.014387929713655441,94.3187705674924,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)","Spring",NA,"1960-09-01","2022-11-30",0.5962078011763614,0.2631192396313367,-0.5494009643428066,1.0756394436054801,0.9,218.69923195084482,0.0046296297530741635,71.29718703837261,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)","Spring",NA,"1960-09-01","2022-11-30",0.03155119301886546,-1.3999471966205823,-2.4462893950753926,-0.35360499816577207,0.9,316.5967229902712,0.07355624741456711,91.81464665677238,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)","Spring",NA,"1960-09-01","2022-11-30",0.49363239090608013,0.19790226574500785,-0.27476683957521053,0.6705713710652262,0.9,125.57347670250896,0.007715216356209128,41.475864162447685,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Spring",NA,"1960-09-01","2022-11-30",4.4262242790893316e-4,1.3740543394777265,0.7657141760440092,1.9823945029114438,0.9,233.5715309779826,0.18452325090243438,53.380755583855176,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)","Spring",NA,"1960-09-01","2022-11-30",0.516937250907578,0.39581893241167526,-0.6029533257907116,1.394591190614062,0.9,310.39093701996916,0.0069178325641603075,87.6404699273908,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Spring",NA,"1960-09-01","2022-11-30",0.009129831967353718,0.9137048771121351,0.3556301989404087,1.4717795552838615,0.9,195.44557091653857,0.1062585378930562,48.97004962630489,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)","Spring",NA,"1960-09-01","2022-11-30",0.1022233785802821,-0.7857958909370196,-1.5648309670717189,-0.006760814802320492,0.9,270.23435739887356,0.04317788502889538,68.35892727462075,"Linear model",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)","Spring",NA,"1960-09-01","2022-11-30",0.21999705254337704,-0.9924251152073725,-2.309660468220147,0.32481023780540197,0.9,336.03220686123905,0.024558103217659413,115.5850339203346,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)","Summer",NA,"1960-12-01","2022-02-28",0.13788905469406737,-1.0509556546045185,-2.2005197117408652,0.09860840253182857,0.9,251.41316763617144,0.03631941157548279,98.47961308346986,"Linear model",62,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Blenheim (Marlborough)","Summer",NA,"1960-12-01","2022-02-28",0.6864528715320584,0.1942962907003101,-0.5935747207322314,0.9821673021328515,0.9,140.31676361713377,0.0027348447915482676,67.49448356870127,"Linear model",62,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Christchurch (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.6295808682808317,0.18582256805419148,-0.44464066860470164,0.8162858047130847,0.9,128.9078794288736,0.003901959254322311,54.009844187530824,"Linear model",62,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.11972282897755929,-0.983241419254111,-2.0078535260139363,0.04137068750571449,0.9,261.7898466419884,0.039868980275680165,87.7753642417324,"Linear model",62,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dunedin (Otago)","Summer",NA,"1960-12-01","2022-02-28",0.0963787937302869,0.6892573846037626,0.018080661822210353,1.360434107385315,0.9,167.3512956107879,0.04539580131020122,57.49764318033035,"Linear model",62,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Gisborne (Gisborne)","Summer",NA,"1960-12-01","2022-02-28",0.5512978176805328,-0.32124096597920065,-1.2030793498122703,0.5605974178538691,0.9,212.58683236382876,0.005948343855696785,75.54437902170147,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gore (Southland)","Summer",NA,"1960-12-01","2022-02-28",0.1709396088881826,0.6893001939009337,-0.1288580687290185,1.5074584565308857,0.9,237.52575356954003,0.031014355879734317,70.08909911949793,"Linear model",62,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)","Summer",NA,"1960-12-01","2022-02-28",0.3456903409275248,-0.6824758882929158,-1.8635567032004154,0.4986049266145838,0.9,277.5141195134849,0.014832983756965939,101.17955667659182,"Linear model",62,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)","Summer",NA,"1960-12-01","2022-02-28",0.14528412786751566,1.8058422099670097,-0.20715329987566555,3.818837719809685,0.9,628.5062929666844,0.03501839877393542,172.44712699342526,"Linear model",62,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)","Summer",NA,"1960-12-01","2022-02-28",0.9380431022679211,0.04584623907733296,-0.9202574314111731,1.011949909565839,0.9,276.99132734003183,1.0153578479536962e-4,82.7631266631918,"Linear model",62,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)","Summer",NA,"1960-12-01","2022-02-28",0.22746665051166354,1.310435395734179,-0.45722482410871557,3.0780956155770736,0.9,271.05515600211544,0.024182734864118077,151.43000812569986,"Linear model",62,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.3888458659317866,0.3423560222608344,-0.3063964719787513,0.9911085165004201,0.9,119.16578529878376,0.01240170670794729,55.576628568922544,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)","Summer",NA,"1960-12-01","2022-02-28",0.5809350014497132,0.3131147540983596,-0.6148071197140912,1.2410366279108105,0.9,153.39011105235338,0.005108146890430738,79.49220970980653,"Linear model",62,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)","Summer",NA,"1960-12-01","2022-02-28",0.1313982180641733,5.78727304777014,-0.436508152377276,12.011054247917556,0.9,1448.2944473823372,0.03752594252493399,533.172171399923,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)","Summer",NA,"1960-12-01","2022-02-28",0.5270874364150642,-0.36437007378308334,-1.306475056529409,0.5777349089632424,0.9,173.25346377578006,0.006699934039433134,80.7072329801131,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)","Summer",NA,"1960-12-01","2022-02-28",0.2373748781382792,0.8173579109062981,-0.30911395926365026,1.9438297810762464,0.9,179.73225806451615,0.023189814835925318,96.50137653059167,"Linear model",62,NA,NA,NA,NA,NA,NA,-41.299,173.226
"New Plymouth (Taranaki)","Summer",NA,"1960-12-01","2022-02-28",0.4109872503127968,-0.7814207650273222,-2.3338609191373365,0.7710193890826922,0.9,330.17281861448964,0.011295615074480478,132.9927677913327,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)","Summer",NA,"1960-12-01","2022-02-28",0.03923692899847047,0.9379642920097708,0.20600145860656438,1.6699271254129773,0.9,142.85251189846645,0.06894062139589789,62.7050021071409,"Linear model",62,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)","Summer",NA,"1960-12-01","2022-02-28",0.7649334162447577,-0.2621641358817463,-1.6978000709169576,1.173471799153465,0.9,425.12913802221055,0.0015014422194697184,122.986510002047,"Linear model",62,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)","Summer",NA,"1960-12-01","2022-02-28",0.3283505883654235,-1.018674926342827,-2.7189508721327256,0.6816010194470716,0.9,356.5882601797991,0.015928047014343506,145.65740485452568,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.7989775423242551,0.108629850671099,-0.5898759203972829,0.8071356217394808,0.9,143.87815970386038,0.0010894022095147592,59.83883859655693,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.8166028457583313,-0.16334516884490374,-1.31678344405661,0.9900931063668026,0.9,313.8002115282918,9.03513333007811e-4,98.81150541664944,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)","Summer",NA,"1960-12-01","2022-02-28",0.522026376157704,-0.40003777290926934,-1.4217742453633018,0.6216986995447632,0.9,242.94796404019036,0.006864924926704802,87.5290175052926,"Linear model",62,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)","Summer",NA,"1960-12-01","2022-02-28",0.06280658794769726,-1.4346251668303496,-2.6793544585621616,-0.18989587509853778,0.9,315.91649920676895,0.05651519668655266,106.63212570230118,"Linear model",62,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)","Summer",NA,"1960-12-01","2022-02-28",0.2989450012040476,0.41459293394777325,-0.2362577080114336,1.06544357590698,0.9,134.3064516129032,0.0179684177116934,55.756370423530434,"Linear model",62,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.43622171454874326,-0.41467855254211716,-1.2848712469769512,0.4555141418927169,0.9,251.034955050238,0.010136103342424804,74.54672866989296,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)","Summer",NA,"1960-12-01","2022-02-28",0.7628869780517546,0.2470071264888818,-1.0935885343975411,1.5876027873753047,0.9,241.89508196721323,0.0015284888998960905,114.84470235990928,"Linear model",62,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Summer",NA,"1960-12-01","2022-02-28",0.5622928926203302,0.32476140112311497,-0.5920125794391238,1.2415353816853536,0.9,199.4861448968799,0.005626741386167063,78.5372040212053,"Linear model",62,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)","Summer",NA,"1960-12-01","2022-02-28",0.550571805225705,-0.4171816373297069,-1.5602949748537034,0.7259317001942894,0.9,225.77509254362772,0.005970002845902974,97.92699979707612,"Linear model",62,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)","Summer",NA,"1960-12-01","2022-02-28",0.17110192791834328,-1.1641736546548802,-2.546510920116555,0.21816361080679458,0.9,311.5730830248545,0.030991206458338732,118.42057709480143,"Linear model",62,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)","Annual",NA,"1960-01-01","2022-12-31",0.1577907871129858,-1.658568548387095,-2.7651688316751066,-0.5519682650990836,0.66,1169.8630824372758,0.03243997953223799,167.39121560360147,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Blenheim (Marlborough)","Annual",NA,"1960-01-01","2022-12-31",0.43005028147445656,0.8295218894009262,-0.16684582727918928,1.8258896060810417,0.66,680.166410650281,0.01023915307519607,150.71675455179792,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Christchurch (Canterbury)","Annual",NA,"1960-01-01","2022-12-31",0.38051753682967426,0.8114535330261187,-0.06505552548822291,1.6879625915404604,0.66,596.8271377368146,0.012630242062707067,132.58619124544134,"Linear model",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Annual",NA,"1960-01-01","2022-12-31",0.154497079289053,-1.6293778801843233,-2.707742967496276,-0.5510127928723705,0.66,1071.646441372247,0.03295167761260244,163.12018490840296,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dunedin (Otago)","Annual",NA,"1960-01-01","2022-12-31",0.976093315091602,-0.021140552995392324,-0.6915100149505319,0.6492289089597473,0.66,690.0399897593446,1.484277676566842e-5,101.40423858087651,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Gisborne (Gisborne)","Annual",NA,"1960-01-01","2022-12-31",0.5462374824607218,0.7511328725038445,-0.42999484761443185,1.932260592622121,0.66,1009.0351766513053,0.005999894353196842,178.66469748792852,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gore (Southland)","Annual",NA,"1960-01-01","2022-12-31",0.1039679955283247,1.5233342933947822,0.6427177510337837,2.4039508357557806,0.66,868.0739375320014,0.042752202596013984,133.2075147030146,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)","Annual",NA,"1960-01-01","2022-12-31",0.9995635659947153,6.672427035351204e-4,-1.1585079341779259,1.159842419584996,0.66,1225.796108550947,4.945234373935325e-9,175.34401977484978,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)","Annual",NA,"1960-01-01","2022-12-31",0.07492132473668953,3.8300115207373437,1.8131109395067537,5.846912101967934,0.66,2745.1713773681495,0.05107188105696737,305.0888791033588,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)","Annual",NA,"1960-01-01","2022-12-31",0.23455799729294247,1.0644489247311846,0.21847012287304912,1.9104277265893201,0.66,1067.599539170507,0.02308369934953744,127.96799545103254,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)","Annual",NA,"1960-01-01","2022-12-31",0.2594127850382384,2.557267665130571,0.4138231430817618,4.700712187179381,0.66,1576.840450588837,0.020802500226221352,324.2306996872949,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)","Annual",NA,"1960-01-01","2022-12-31",0.5968963025598049,0.48175883256528634,-0.38285839947912587,1.3463760646096985,0.66,586.8281618023551,0.004612338897477323,130.7873598890694,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)","Annual",NA,"1960-01-01","2022-12-31",0.018157159873137742,2.69366359447005,1.6350038470151984,3.7523233419249014,0.66,754.3567332309262,0.08811157694216801,160.1394331027361,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)","Annual",NA,"1960-01-01","2022-12-31",0.029894567238862486,15.4078629032258,8.795986684410053,22.019739122041546,0.66,5559.12140296979,0.07497336113596222,1000.1533655852644,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)","Annual",NA,"1960-01-01","2022-12-31",0.9675052531124848,0.04088901689708479,-0.9129042922747007,0.9946823260688703,0.66,754.8232974910393,2.742901687470532e-5,144.27668587112905,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)","Annual",NA,"1960-01-01","2022-12-31",0.2794811321166843,1.4947676651305661,0.1877022432986275,2.801833086962505,0.66,883.2261648745522,0.019145844781195777,197.7148145885104,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"New Plymouth (Taranaki)","Annual",NA,"1960-01-01","2022-12-31",0.1942578102702398,-1.8780241935483895,-3.2432826413180535,-0.5127657457787251,0.66,1525.4697900665644,0.027465960487608562,206.51745226941236,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)","Annual",NA,"1960-01-01","2022-12-31",0.12331573686820438,1.3349078341013856,0.5197874343012755,2.1500282339014958,0.66,656.4639016897079,0.03848849111198945,123.3001623498791,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)","Annual",NA,"1960-01-01","2022-12-31",0.24466500534062965,-2.362692012288776,-4.281757017486343,-0.4436270070912085,0.66,2016.3490015360971,0.022122622706120466,290.2896636605557,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)","Annual",NA,"1960-01-01","2022-12-31",0.3144932856611913,-2.050609639016897,-3.9798350424828524,-0.12138423555094136,0.66,1473.7449052739375,0.01658270017382558,291.8265884588296,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)","Annual",NA,"1960-01-01","2022-12-31",0.7853063418361899,-0.20555395545314797,-0.9223781526429315,0.5112702417366357,0.66,540.5840757808498,0.0012257758137556684,108.43126967684333,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Annual",NA,"1960-01-01","2022-12-31",0.09850352850780447,2.0080261136712796,0.8660601273517909,3.1499920999907682,0.66,1361.8463389656931,0.04411199960641429,172.74085097828728,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)","Annual",NA,"1960-01-01","2022-12-31",0.5301496154198819,0.8123223886328759,-0.4152856284998929,2.0399304057656447,0.66,921.8945724526366,0.0064927074230532855,185.69559521710195,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)","Annual",NA,"1960-01-01","2022-12-31",0.045886638111850696,-3.854109062980027,-5.658501508594204,-2.04971661736585,0.66,1393.064823348694,0.06375206163624046,272.9435817600469,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)","Annual",NA,"1960-01-01","2022-12-31",0.44688536638406806,0.6755760368663621,-0.16642748988239164,1.517579563615116,0.66,519.4545826932921,0.009516673733432983,127.3666707062557,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Annual",NA,"1960-01-01","2022-12-31",0.02099424827647605,2.280813172043017,1.3623436735061307,3.199282670579903,0.66,1010.8790578597021,0.08428097387756255,138.93338739992458,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)","Annual",NA,"1960-01-01","2022-12-31",0.784322449295895,-0.4026497695852411,-1.8002314538422068,0.9949319146717246,0.66,1337.802252944187,0.0012373147117583003,211.40686530279385,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Annual",NA,"1960-01-01","2022-12-31",0.004240176323949207,2.6373607910906336,1.7903856841072416,3.4843358980740256,0.66,819.3012800819247,0.1264205223358054,128.11870273761775,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)","Annual",NA,"1960-01-01","2022-12-31",0.030847850281027055,-2.712864823348703,-3.8839984299879298,-1.5417312167094768,0.66,1159.7608806963656,0.07414845978017794,177.15292595722931,"Linear model",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)","Annual",NA,"1960-01-01","2022-12-31",0.06040979305526736,-3.8855366743471538,-5.823288226499496,-1.947785122194811,0.66,1529.7054275473627,0.05661262068828068,293.11630653913835,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)","Autumn",NA,"1960-03-01","2022-05-31",0.7701430257784511,-0.1588469662058357,-0.6752723587054215,0.35757842629375003,0.66,279.4989759344596,0.001410091210132877,78.11770476166944,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Blenheim (Marlborough)","Autumn",NA,"1960-03-01","2022-05-31",0.6897062716363267,-0.18252208141320922,-0.6166567905052719,0.2516126276788534,0.66,180.36451612903213,0.002631206553355974,65.66990609717978,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Christchurch (Canterbury)","Autumn",NA,"1960-03-01","2022-05-31",0.7361036945967714,-0.1357382872503832,-0.5182899503166112,0.24681337581584475,0.66,167.62616487455193,0.0018755411570771153,57.867134934727694,"Linear model",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Autumn",NA,"1960-03-01","2022-05-31",0.2216965242603763,-0.6699932795698916,-1.1877800132805447,-0.15220654585923843,0.66,265.247721454173,0.02438018663165001,78.32362966844316,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dunedin (Otago)","Autumn",NA,"1960-03-01","2022-05-31",0.16362907751443798,-0.6174299155145918,-1.0352635594674933,-0.19959627156169024,0.66,195.12918586789547,0.031561520655622,63.20410597902863,"Linear model",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Gisborne (Gisborne)","Autumn",NA,"1960-03-01","2022-05-31",0.07911473210022317,1.3243087557603677,0.6166915298820425,2.0319259816386928,0.66,245.18719918074757,0.04967862476653324,107.03856614773044,"Linear model",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gore (Southland)","Autumn",NA,"1960-03-01","2022-05-31",0.3742142536714089,-0.3461597542242697,-0.7151322284225747,0.022812719974035334,0.66,251.242191500256,0.01296625537094524,55.81306268674426,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)","Autumn",NA,"1960-03-01","2022-05-31",0.6248376857008572,0.3065812211981569,-0.2885966395485684,0.9017590819448822,0.66,273.9465437788018,0.003944558808145698,90.03029107739312,"Linear model",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)","Autumn",NA,"1960-03-01","2022-05-31",0.6334256796741852,0.5931403609831047,-0.5876054890190918,1.7738862109853013,0.66,686.9258576548898,0.0037522073541284007,178.60693344801402,"Linear model",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)","Autumn",NA,"1960-03-01","2022-05-31",0.3059672203084102,-0.4610311059907825,-0.8871313058116865,-0.03493090616987843,0.66,312.1974398361495,0.017172426758610745,64.45455644113092,"Linear model",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)","Autumn",NA,"1960-03-01","2022-05-31",0.49399689802025226,0.8276305683563736,-0.320013379344523,1.9752745160572702,0.66,388.09518689196113,0.00770225808777743,173.5997345988121,"Linear model",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)","Autumn",NA,"1960-03-01","2022-05-31",0.346881321837738,0.4390168970814139,-0.0028655149984705974,0.8808993091612984,0.66,139.73241167434708,0.014518273547320566,66.84187165769248,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)","Autumn",NA,"1960-03-01","2022-05-31",0.35564971191459793,0.40198732718893954,-0.010111053296359251,0.8140857076742383,0.66,192.22370711725554,0.014002833815579088,62.336554489888904,"Linear model",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)","Autumn",NA,"1960-03-01","2022-05-31",0.5042411189932674,2.367074692780344,-0.9948583163237639,5.729007701884452,0.66,1535.9123399897587,0.007344491463115462,508.5468182781433,"Linear model",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)","Autumn",NA,"1960-03-01","2022-05-31",0.8524688235392548,-0.11345526113671184,-0.6931043341370116,0.4661938118635878,0.66,202.78612391193022,5.714629694221743e-4,87.68131042287801,"Linear model",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)","Autumn",NA,"1960-03-01","2022-05-31",0.9894793509364024,0.008270929339478084,-0.5877791124033441,0.6043209710823002,0.66,239.1591397849462,2.873818175011476e-6,90.1622225790996,"Linear model",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
