Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
3925,20230122:0800,27,24,13.6,24,10.4,24,20.3,-,24,D
3925,20230123:0800,21.8,24,8,24,5.8,24,14.9,-,24,D
3925,20230124:0800,25.8,24,10.2,24,6.2,24,18,-,24,D
3925,20230125:0800,26.8,24,10.6,24,7,24,18.7,-,24,D
3925,20230126:0800,27.5,24,14.7,24,11,24,21.1,-,24,D
3925,20230127:0800,20.3,24,13.2,24,9.3,24,16.8,-,24,D
3925,20230128:0800,27,24,13.9,24,12,24,20.5,-,24,D
3925,20230129:0800,27.7,24,15.3,24,13.1,24,21.5,-,24,D
3925,20230130:0800,27.2,24,17.5,24,16.7,24,22.4,-,24,D
3925,20230131:0800,27.6,24,16.1,24,15.3,24,21.9,-,24,D
3925,20230201:0800,25.4,24,16.2,24,15.5,24,20.8,-,24,D
3925,20230202:0800,24.8,24,17.3,24,16.8,24,21.1,-,24,D
3925,20230203:0800,23.4,24,17.9,24,17.7,24,20.7,-,24,D
3925,20230204:0800,26.9,24,18,24,16.5,24,22.5,-,24,D
3925,20230205:0800,28.9,24,16.6,24,16.7,24,22.8,-,24,D
3925,20230206:0800,22.2,24,13.9,24,10.6,24,18.1,-,24,D
3925,20230207:0800,22.7,24,13.5,24,11.1,24,18.1,-,24,D
3925,20230208:0800,23.1,24,12.8,24,12.2,24,18,-,24,D
3925,20230209:0800,20.5,24,9,24,5.2,24,14.8,-,24,D
3925,20230210:0800,20.3,24,8.8,24,5.6,24,14.6,-,24,D
3925,20230211:0800,23.1,24,7.4,24,4.1,24,15.3,-,24,D
3925,20230212:0800,26.4,24,11.8,24,10.1,24,19.1,-,24,D
3925,20230213:0800,27.8,24,10.2,24,8.2,24,19,-,24,D
3925,20230214:0800,27.8,24,13.8,24,10.2,24,20.8,-,24,D
3925,20230215:0800,23.5,24,11.7,24,8.8,24,17.6,-,24,D
3925,20230216:0800,25.9,24,14.1,24,13.4,24,20,-,24,D
3925,20230217:0800,24.2,24,7.6,24,5,24,15.9,-,24,D
3925,20230218:0800,28.2,24,11.5,24,8.3,24,19.9,-,24,D
3925,20230219:0800,24.4,24,10.1,24,6.7,24,17.3,-,24,D
3925,20230220:0800,25.2,24,10.9,24,8.3,24,18.1,-,24,D
3925,20230221:0800,28.3,24,13.9,24,13.2,24,21.1,-,24,D
3925,20230222:0800,28.3,24,16.8,24,16.2,24,22.6,-,24,D
3925,20230223:0800,22.9,24,9.6,24,9.2,24,16.3,-,24,D
3925,20230224:0800,19.8,24,4.9,24,0.5,24,12.4,-,24,D
3925,20230225:0800,21.9,24,5,24,2.3,24,13.5,-,24,D
3925,20230226:0800,23.6,24,9.2,24,9.5,24,16.4,-,24,D
3925,20230227:0800,24.5,24,12,24,10.7,24,18.3,-,24,D
3925,20230228:0800,23.7,24,10.1,24,8.9,24,16.9,-,24,D
3925,20230301:0800,27.4,24,10.9,24,8.4,24,19.2,-,24,D
3925,20230302:0800,25.2,24,13.3,24,11.2,24,19.3,-,24,D
3925,20230303:0800,26.2,24,12.2,24,11,24,19.2,-,24,D
3925,20230304:0800,23,24,14.4,24,12.8,24,18.7,-,24,D
3925,20230305:0800,23.2,24,10.1,24,6.4,24,16.7,-,24,D
3925,20230306:0800,17.7,24,3.8,24,0.3,24,10.8,-,24,D
3925,20230307:0800,22.4,24,5.1,24,2.1,24,13.8,-,24,D
3925,20230308:0800,21.2,24,8.5,24,10.1,24,14.9,-,24,D
3925,20230309:0800,19.8,24,14.6,24,13.6,24,17.2,-,24,D
3925,20230310:0800,19.7,24,14,24,12.8,24,16.9,-,24,D
3925,20230311:0800,22.2,24,9.7,24,7.1,24,16,-,24,D
3925,20230312:0800,22.2,24,10.4,24,8.1,24,16.3,-,24,D
3925,20230313:0800,22.7,24,11.7,24,13.2,24,17.2,-,24,D
3925,20230314:0800,18.6,24,6.2,24,3.4,24,12.4,-,24,D
3925,20230315:0800,21.6,24,7,24,4.3,24,14.3,-,24,D
3925,20230316:0800,23.4,24,8.9,24,8.5,24,16.2,-,24,D
3925,20230317:0800,21,24,13.2,24,14.1,24,17.1,-,24,D
3925,20230318:0800,20.7,24,9.1,24,6.2,24,14.9,-,24,D
3925,20230319:0800,20.4,24,9.4,24,7.6,24,14.9,-,24,D
3925,20230320:0800,22.3,24,10.9,24,9.5,24,16.6,-,24,D
3925,20230321:0800,-,-,10.3,24,-,-,-,-,-,D
3925,20230322:0800,14.6,24,4.5,24,1.7,24,9.6,-,24,D
3925,20230323:0800,19,24,2.3,24,-0.1,24,10.7,-,24,D
3925,20230324:0800,21.6,24,3.2,24,3.9,24,12.4,-,24,D
3925,20230325:0800,17.1,24,8.4,24,9.6,24,12.8,-,24,D
3925,20230326:0800,18.4,24,11.2,24,12.1,24,14.8,-,24,D
3925,20230327:0800,19.4,24,9.6,24,6.9,24,14.5,-,24,D
3925,20230328:0800,18.6,24,10.9,24,9,24,14.8,-,24,D
3925,20230329:0800,15.3,24,1.5,24,-1.5,24,8.4,-,24,D
3925,20230330:0800,13.9,24,1.1,24,-1.9,24,7.5,-,24,D
3925,20230331:0800,20.4,24,3.1,24,1,24,11.8,-,24,D
3925,20230401:0800,19.6,24,4.9,24,6.6,24,12.3,-,24,D
3925,20230402:0900,20.6,24,11.9,24,10.7,24,16.3,-,24,D
3925,20230403:0900,20.9,24,8.4,24,5.5,24,14.7,-,24,D
3925,20230404:0900,19.3,24,2.9,24,0.4,24,11.1,-,24,D
3925,20230405:0900,20.5,24,5.7,24,4.6,24,13.1,-,24,D
3925,20230406:0900,17.5,24,10.3,24,10.9,24,-,-,-,D
3925,20230407:0900,17,24,2.5,24,-0.7,24,9.8,-,24,D
3925,20230408:0900,20.3,24,2.5,24,-0.5,24,11.4,-,24,D
3925,20230409:0900,18.6,24,2.5,24,0.5,24,10.6,-,24,D
3925,20230410:0900,16.7,24,8.7,24,9.2,24,12.7,-,24,D
3925,20230411:0900,18.3,24,11.5,24,11,24,14.9,-,24,D
3925,20230412:0900,15.7,24,10.5,24,8.6,24,13.1,-,24,D
3925,20230413:0900,15.7,24,10.7,24,9.8,24,13.2,-,24,D
3925,20230414:0900,13.3,24,7.1,24,5.2,24,10.2,-,24,D
3925,20230415:0900,21.2,24,4,24,0.8,24,12.6,-,24,D
3925,20230416:0900,20.6,24,4.8,24,1.4,24,12.7,-,24,D
3925,20230417:0900,19.7,24,3.3,24,0.3,24,11.5,-,24,D
3925,20230418:0900,21.1,24,8.6,24,8.9,24,14.9,-,24,D
3925,20230419:0900,17.1,24,11.7,24,12.2,24,14.4,-,24,D
3925,20230420:0900,20.6,24,10.5,24,8.2,24,15.6,-,24,D
3925,20230421:0900,18.7,24,11.5,24,13.4,24,-,-,-,D
3925,20230422:0900,17.5,24,12.6,24,10.3,24,15.1,-,24,D
3925,20230423:0900,20.7,24,9.1,24,8.2,24,14.9,-,24,D
3925,20230424:0900,19.2,24,7.2,24,4.4,24,13.2,-,24,D
3925,20230425:0900,15.4,24,2.1,24,-0.6,24,8.8,-,24,D
3925,20230426:0900,12,24,5.8,24,7.1,24,-,-,-,D
3925,20230427:0900,14.8,24,4.4,24,1.9,24,9.6,-,24,D
3925,20230428:0900,17.1,24,4.6,24,2.4,24,10.9,-,24,D
3925,20230429:0900,17.4,24,4.6,24,1.8,24,11,-,24,D
3925,20230430:0900,16.7,24,5.8,24,5.3,24,11.3,-,24,D
3925,20230501:0900,14.8,24,7.4,24,7.4,24,11.1,-,24,D
3925,20230502:0900,21.6,24,10.3,24,11.1,24,-,-,-,D
3925,20230503:0900,18.3,24,14.5,24,14.4,24,16.4,-,24,D
3925,20230504:0900,19.2,24,12.6,24,11.3,24,15.9,-,24,D
3925,20230505:0900,20.7,24,10.4,24,8.6,24,15.6,-,24,D
3925,20230506:0900,17.8,24,11.6,24,10.6,24,14.7,-,24,D
3925,20230507:0900,20.5,24,12.7,24,13.1,24,16.6,-,24,D
3925,20230508:0900,17.9,24,13.8,24,13.7,24,15.9,-,24,D
3925,20230509:0900,19.7,24,14.5,24,14.8,24,17.1,-,24,D
3925,20230510:0900,16.8,24,9.8,24,9.7,24,13.3,-,24,D
3925,20230511:0900,11.2,24,2.6,24,-0.1,24,6.9,-,24,D
3925,20230512:0900,12.5,24,0.9,24,-1.7,24,6.7,-,24,D
3925,20230513:0900,15,24,1.2,24,-1.8,24,8.1,-,24,D
3925,20230514:0900,11.4,24,3.4,24,5.1,24,-,-,-,D
3925,20230515:0900,11.7,24,6.5,24,5.3,24,9.1,-,24,D
3925,20230516:0900,14.5,24,3.1,24,1.1,24,8.8,-,24,D
3925,20230517:0900,10.5,24,3.1,24,4.4,24,-,-,-,D
3925,20230518:0900,11.5,24,7.8,24,7.7,24,9.7,-,24,D
3925,20230519:0900,15.8,24,8.3,24,7.1,24,12.1,-,24,D
3925,20230520:0900,15.8,24,9.3,24,5.9,24,12.6,-,24,D
3925,20230521:0900,17.3,24,8.6,24,6.8,24,13,-,24,D
3925,20230522:0900,13.8,24,5.7,24,1.7,24,9.8,-,24,D
3925,20230523:0900,15.2,24,3.1,24,-0.1,24,9.2,-,24,D
3925,20230524:0900,14.4,24,4,24,3.6,24,9.2,-,24,D
3925,20230525:0900,14.9,24,2.9,24,1,24,8.9,-,24,D
3925,20230526:0900,10.2,24,4.4,24,4.9,24,7.3,-,24,D
3925,20230527:0900,14.8,24,7.4,24,8.1,24,-,-,-,D
3925,20230528:0900,16.6,24,8.3,24,5.2,24,12.5,-,24,D
3925,20230529:0900,17.1,24,7.1,24,3.4,24,12.1,-,24,D
3925,20230530:0900,15.1,24,7.2,24,3.3,24,11.2,-,24,D
3925,20230531:0900,13.2,24,5.4,24,1.3,24,9.3,-,24,D
3925,20230601:0900,12.9,24,6.3,24,5.4,24,9.6,-,24,D
3925,20230602:0900,14.4,24,8.1,24,5.4,24,11.3,-,24,D
3925,20230603:0900,13.4,24,5.5,24,3.6,24,9.5,-,24,D
3925,20230604:0900,13,24,3.5,24,1,24,8.3,-,24,D
3925,20230605:0900,11.2,24,3.3,24,-0.2,24,7.3,-,24,D
3925,20230606:0900,13,24,-1,24,-3.9,24,6,-,24,D
3925,20230607:0900,12.2,24,-2.3,24,-4.3,24,5,-,24,D
3925,20230608:0900,11.2,24,-1.9,24,-4,24,4.7,-,24,D
3925,20230609:0900,8.9,24,-3.5,24,-4.5,24,2.7,-,24,D
3925,20230610:0900,9.2,24,-4,24,-5.3,24,2.6,-,24,D
3925,20230611:0900,10.1,24,-3.3,24,-4.2,24,3.4,-,24,D
3925,20230612:0900,8.4,24,-0.9,24,-0.8,24,3.8,-,24,D
3925,20230613:0900,13.2,24,1,24,-2.3,24,7.1,-,24,D
3925,20230614:0900,9.6,24,-0.2,24,-3.1,24,4.7,-,24,D
3925,20230615:0900,9.6,24,-0.2,24,-2.6,24,4.7,-,24,D
3925,20230616:0900,7.2,24,-2.1,24,-3.2,24,2.6,-,24,D
3925,20230617:0900,6.4,24,-4.1,24,-5.3,24,1.2,-,24,D
3925,20230618:0900,11.3,24,-3.6,24,-3.6,24,3.9,-,24,D
3925,20230619:0900,11.8,24,2.2,24,0.5,24,7,-,24,D
3925,20230620:0900,12.4,24,3.3,24,1.1,24,7.9,-,24,D
3925,20230621:0900,15.7,24,2,24,-0.7,24,8.9,-,24,D
3925,20230622:0900,17,24,1.5,24,-0.4,24,9.3,-,24,D
3925,20230623:0900,10.9,24,2.4,24,0.4,24,6.7,-,24,D
3925,20230624:0900,14.6,24,3.4,24,2.3,24,9,-,24,D
3925,20230625:0900,13.5,24,5.9,24,4.8,24,9.7,-,24,D
3925,20230626:0900,14.4,24,6.3,24,5.4,24,10.4,-,24,D
3925,20230627:0900,10.8,24,5.4,24,3.9,24,8.1,-,24,D
3925,20230628:0900,13.3,24,6.1,24,5.8,24,9.7,-,24,D
3925,20230629:0900,13.6,24,6.4,24,5.6,24,10,-,24,D
3925,20230630:0900,13.1,24,4.2,24,2.8,24,8.7,-,24,D
3925,20230701:0900,8.2,24,0.2,24,-1,24,4.2,-,24,D
3925,20230702:0900,7,24,0.7,24,0.4,24,3.9,-,24,D
3925,20230703:0900,4.8,24,1.2,24,-0.4,24,3,-,24,D
3925,20230704:0900,8.8,24,2.9,24,0.2,24,5.9,-,24,D
3925,20230705:0900,9.7,24,5.4,24,5,24,7.6,-,24,D
3925,20230706:0900,11.1,24,4.9,24,4.4,24,8,-,24,D
3925,20230707:0900,11.7,24,-1.2,24,-3.5,24,5.3,-,24,D
3925,20230708:0900,7.4,24,-0.3,24,0.1,24,3.6,-,24,D
3925,20230709:0900,12.3,24,6.3,24,4.5,24,9.3,-,24,D
3925,20230710:0900,10.7,24,6.4,24,6.2,24,8.6,-,24,D
3925,20230711:0900,11.5,24,5.9,24,2.9,24,8.7,-,24,D
3925,20230712:0900,11.4,24,5.1,24,2.3,24,8.3,-,24,D
3925,20230713:0900,11.1,24,4.6,24,3,24,7.9,-,24,D
3925,20230714:0900,8.7,24,4.8,24,5.4,24,-,-,-,D
3925,20230715:0900,12.3,24,8,24,8.4,24,10.2,-,24,D
3925,20230716:0900,14.3,24,4.4,24,2.5,24,9.4,-,24,D
3925,20230717:0900,10.1,24,2.7,24,-0.8,24,6.4,-,24,D
3925,20230718:0900,11,24,4.9,24,5.4,24,8,-,24,D
3925,20230719:0900,14.2,24,7,24,5.2,24,10.6,-,24,D
3925,20230720:0900,12.6,24,5.3,24,2.2,24,9,-,24,D
3925,20230721:0900,15.2,24,0.5,24,-3.8,24,7.9,-,24,D
3925,20230722:0900,13.2,24,-3.3,24,-7.1,24,5,-,24,D
3925,20230723:0900,11.8,24,-0.5,24,-3.8,24,5.7,-,24,D
3925,20230724:0900,7.1,24,0.8,24,0.3,24,4,-,24,D
3925,20230725:0900,15.1,24,-1,24,-3.5,24,7.1,-,24,D
3925,20230726:0900,11.3,24,-0.4,24,-3.2,24,5.5,-,24,D
3925,20230727:0900,12.3,24,0.8,24,-2,24,6.6,-,24,D
3925,20230728:0900,11.2,24,-1.8,24,-3.7,24,4.7,-,24,D
3925,20230729:0900,12.1,24,-1.5,24,-4.2,24,5.3,-,24,D
3925,20230730:0900,12.3,24,-0.5,24,-3.4,24,5.9,-,24,D
3925,20230731:0900,12.5,24,-0.4,24,-2.2,24,6.1,-,24,D
3925,20230801:0900,11.7,24,2.9,24,2.4,24,7.3,-,24,D
3925,20230802:0900,14.4,24,3.1,24,0.4,24,8.8,-,24,D
3925,20230803:0900,8.8,24,-3.4,24,-4.7,24,2.7,-,24,D
3925,20230804:0900,10.1,24,-2.5,24,-5,24,3.8,-,24,D
3925,20230805:0900,11,24,0.7,24,0,24,5.9,-,24,D
3925,20230806:0900,11,24,5.2,24,5.1,24,8.1,-,24,D
3925,20230807:0900,13.7,24,6.6,24,4.9,24,10.2,-,24,D
3925,20230808:0900,13.7,24,-1.1,24,-3.3,24,6.3,-,24,D
3925,20230809:0900,8.9,24,0.6,24,-1.8,24,4.8,-,24,D
3925,20230810:0900,11.5,24,1.4,24,1.1,24,6.5,-,24,D
3925,20230811:0900,10.2,24,-3.7,24,-5.5,24,3.3,-,24,D
3925,20230812:0900,11.4,24,-2.8,24,-3.7,24,4.3,-,24,D
3925,20230814:0900,14.3,24,5.6,24,3,24,10,-,24,D
3925,20230815:0900,12.3,24,2.1,24,-1.2,24,7.2,-,24,D
3925,20230816:0900,10.1,24,3.9,24,3.4,24,7,-,24,D
3925,20230817:0900,12.4,24,-1.1,24,-2.1,24,5.7,-,24,D
3925,20230818:0900,13,24,-0.4,24,-1.5,24,6.3,-,24,D
3925,20230819:0900,13.1,24,0.9,24,-1.6,24,7,-,24,D
3925,20230821:0900,13,24,6.1,24,4.6,24,9.6,-,24,D
3925,20230822:0900,15.7,24,-2,24,-4.5,24,6.9,-,24,D
3925,20230824:0900,13.7,24,4.6,24,0.2,24,9.2,-,24,D
3925,20230825:0900,13.7,24,2.3,24,-0.8,24,8,-,24,D
3925,20230826:0900,15.7,24,4.4,24,1.7,24,10.1,-,24,D
3925,20230827:0900,14.7,24,6,24,2.7,24,10.4,-,24,D
