Station,Date(NZST),Amount(Hrs),Period(Hrs),Freq
3925,20110227:2259,4.2,24,D
3925,20110228:2259,4.1,24,D
3925,20110301:2259,1.1,24,D
3925,20110302:2259,4.4,24,D
3925,20110303:2259,10.6,24,D
3925,20110304:2259,4.1,24,D
3925,20110305:2259,3.8,24,D
3925,20110306:2259,10.2,24,D
3925,20110307:2259,11.5,24,D
3925,20110308:2259,9.8,24,D
3925,20110309:2259,7.1,24,D
3925,20110310:2259,10.7,24,D
3925,20110311:2259,3.9,24,D
3925,20110312:2259,8.5,24,D
3925,20110313:2259,9.1,24,D
3925,20110314:2259,6.9,24,D
3925,20110315:2259,5.2,24,D
3925,20110316:2259,0.6,24,D
3925,20110317:2259,0.9,24,D
3925,20110318:2259,8.1,24,D
3925,20110319:2259,6.5,24,D
3925,20110320:2259,10.9,24,D
3925,20110321:2259,10.8,24,D
3925,20110322:2259,10.4,24,D
3925,20110323:2259,10.8,24,D
3925,20110324:2259,10.6,24,D
3925,20110325:2259,8.8,24,D
3925,20110326:2259,5.3,24,D
3925,20110327:2259,0.1,24,D
3925,20110328:2259,4.1,24,D
3925,20110329:2259,7.4,24,D
3925,20110330:2259,10.4,24,D
3925,20110331:2259,4.9,24,D
3925,20110401:2259,10.3,24,D
3925,20110402:2259,8.8,24,D
3925,20110403:2359,0.2,24,D
3925,20110404:2359,0,24,D
3925,20110405:2359,7.5,24,D
3925,20110406:2359,2,24,D
3925,20110407:2359,6.4,24,D
3925,20110408:2359,9.2,24,D
3925,20110409:2359,1.4,24,D
3925,20110410:2359,0,24,D
3925,20110411:2359,3.8,24,D
3925,20110412:2359,5.9,24,D
3925,20110413:2359,0,24,D
3925,20110414:2359,0.7,24,D
3925,20110415:2359,1.9,24,D
3925,20110416:2359,1.6,24,D
3925,20110417:2359,1.4,24,D
3925,20110418:2359,8.6,24,D
3925,20110419:2359,5.9,24,D
3925,20110420:2359,6,24,D
3925,20110421:2359,7.7,24,D
3925,20110422:2359,1.4,24,D
3925,20110423:2359,2.7,24,D
3925,20110424:2359,0.6,24,D
3925,20110425:2359,1.7,24,D
3925,20110426:2359,9.3,24,D
3925,20110427:2359,6.5,24,D
3925,20110428:2359,9.2,24,D
3925,20110429:2359,9.2,24,D
3925,20110430:2359,8.9,24,D
3925,20110501:2359,2.3,24,D
3925,20110502:2359,0.3,24,D
3925,20110503:2359,3.8,24,D
3925,20110504:2359,0.2,24,D
3925,20110505:2359,0.6,24,D
3925,20110506:2359,2.4,24,D
3925,20110507:2359,0.3,24,D
3925,20110508:2359,0.5,24,D
3925,20110509:2359,3.2,24,D
3925,20110510:2359,6.9,24,D
3925,20110511:2359,1,24,D
3925,20110512:2359,1.7,24,D
3925,20110513:2359,1.1,24,D
3925,20110514:2359,2.3,24,D
3925,20110515:2359,0.6,24,D
3925,20110516:2359,0.1,24,D
3925,20110517:2359,1,24,D
3925,20110518:2359,7.7,24,D
3925,20110519:2359,0.3,24,D
3925,20110520:2359,0.5,24,D
3925,20110521:2359,5.7,24,D
3925,20110522:2359,1.6,24,D
3925,20110523:2359,0.4,24,D
3925,20110524:2359,1,24,D
3925,20110525:2359,0,24,D
3925,20110526:2359,1.7,24,D
3925,20110527:2359,2.7,24,D
3925,20110528:2359,2.5,24,D
3925,20110529:2359,0.2,24,D
3925,20110530:2359,0.6,24,D
3925,20110531:2359,3.3,24,D
3925,20110601:2359,5.5,24,D
3925,20110602:2359,2.5,24,D
3925,20110603:2359,1,24,D
3925,20110604:2359,0,24,D
3925,20110605:2359,0.7,24,D
3925,20110606:2359,2,24,D
3925,20110607:2359,0,24,D
3925,20110608:2359,3,24,D
3925,20110609:2359,3.4,24,D
3925,20110610:2359,0.6,24,D
3925,20110611:2359,0,24,D
3925,20110612:2359,3,24,D
3925,20110613:2359,0.5,24,D
3925,20110614:2359,3.5,24,D
3925,20110615:2359,0.5,24,D
3925,20110616:2359,3.7,24,D
3925,20110617:2359,0.6,24,D
3925,20110618:2359,0,24,D
3925,20110619:2359,2.3,24,D
3925,20110620:2359,3.8,24,D
3925,20110621:2359,2.3,24,D
3925,20110622:2359,1.6,24,D
3925,20110623:2359,0,24,D
3925,20110624:2359,0.8,24,D
3925,20110625:2359,1.5,24,D
3925,20110626:2359,7.2,24,D
3925,20110627:2359,0.1,24,D
3925,20110628:2359,2.1,24,D
3925,20110629:2359,7.8,24,D
3925,20110630:2359,7.8,24,D
3925,20110701:2359,3.1,24,D
3925,20110702:2359,0,24,D
3925,20110703:2359,0,24,D
3925,20110704:2359,3.2,24,D
3925,20110705:2359,1,24,D
3925,20110706:2359,0.3,24,D
3925,20110707:2359,0,24,D
3925,20110708:2359,0,24,D
3925,20110709:2359,0.5,24,D
3925,20110710:2359,1.6,24,D
3925,20110711:2359,1.3,24,D
3925,20110712:2359,0.3,24,D
3925,20110713:2359,0.6,24,D
3925,20110714:2359,2.1,24,D
3925,20110715:2359,6.1,24,D
3925,20110716:2359,4,24,D
3925,20110717:2359,3.7,24,D
3925,20110718:2359,2.1,24,D
3925,20110719:2359,1.1,24,D
3925,20110720:2359,0,24,D
3925,20110721:2359,0,24,D
3925,20110722:2359,6.7,24,D
3925,20110723:2359,1.5,24,D
3925,20110724:2359,0.5,24,D
3925,20110725:2359,8.4,24,D
3925,20110726:2359,2.9,24,D
3925,20110727:2359,3.8,24,D
3925,20110728:2359,0.1,24,D
3925,20110729:2359,0,24,D
3925,20110730:2359,8.1,24,D
3925,20110731:2359,4.2,24,D
3925,20110801:2359,2,24,D
3925,20110802:2359,2.6,24,D
3925,20110803:2359,5.3,24,D
3925,20110804:2359,0.1,24,D
3925,20110805:2359,6.3,24,D
3925,20110806:2359,0,24,D
3925,20110807:2359,3.3,24,D
3925,20110808:2359,2.1,24,D
3925,20110809:2359,6.1,24,D
3925,20110810:2359,5.5,24,D
3925,20110811:2359,0,24,D
3925,20110812:2359,0.9,24,D
3925,20110813:2359,2.8,24,D
3925,20110814:2359,1.9,24,D
3925,20110815:2359,4,24,D
3925,20110816:2359,7.8,24,D
3925,20110817:2359,4.9,24,D
3925,20110818:2359,9.3,24,D
3925,20110819:2359,9.3,24,D
3925,20110820:2359,9.4,24,D
3925,20110821:2359,6.8,24,D
3925,20110822:2359,1.6,24,D
3925,20110823:2359,5.9,24,D
3925,20110824:2359,3.4,24,D
3925,20110825:2359,2.2,24,D
3925,20110826:2359,1.2,24,D
3925,20110827:2359,3.9,24,D
3925,20110828:2359,2.5,24,D
3925,20110829:2359,0,24,D
3925,20110830:2359,1.5,24,D
3925,20110831:2359,6.8,24,D
3925,20110901:2359,7.1,24,D
3925,20110902:2359,7.6,24,D
3925,20110903:2359,0.9,24,D
3925,20110904:2359,1.7,24,D
3925,20110905:2359,4.8,24,D
3925,20110906:2359,0.1,24,D
3925,20110907:2359,0.7,24,D
3925,20110908:2359,1.4,24,D
3925,20110909:2359,5,24,D
3925,20110910:2359,0.4,24,D
3925,20110911:2359,0.2,24,D
3925,20110912:2359,6,24,D
3925,20110913:2359,2,24,D
3925,20110914:2359,4.2,24,D
3925,20110915:2359,2.4,24,D
3925,20110916:2359,1.9,24,D
3925,20110917:2359,6.2,24,D
3925,20110918:2359,7.5,24,D
3925,20110919:2359,1.6,24,D
3925,20110920:2359,8.8,24,D
3925,20110921:2359,5,24,D
3925,20110922:2359,3.5,24,D
3925,20110923:2359,6.1,24,D
3925,20110924:2359,2,24,D
3925,20110925:2259,4.2,24,D
3925,20110926:2259,6,24,D
3925,20110927:2259,5.8,24,D
3925,20110928:2259,5.6,24,D
3925,20110929:2259,8.6,24,D
3925,20110930:2259,10.6,24,D
3925,20111001:2259,2,24,D
3925,20111002:2259,1.2,24,D
3925,20111003:2259,0.2,24,D
3925,20111004:2259,1.4,24,D
3925,20111005:2259,8.9,24,D
3925,20111006:2259,9.5,24,D
3925,20111007:2259,1.7,24,D
3925,20111008:2259,4.8,24,D
3925,20111009:2259,5.3,24,D
3925,20111010:2259,4.4,24,D
3925,20111011:2259,2.9,24,D
3925,20111012:2259,5.3,24,D
3925,20111013:2259,5.6,24,D
3925,20111014:2259,1.7,24,D
3925,20111015:2259,4.2,24,D
3925,20111016:2259,9.1,24,D
3925,20111017:2259,4.3,24,D
3925,20111018:2259,6.9,24,D
3925,20111019:2259,5.1,24,D
3925,20111020:2259,7.1,24,D
3925,20111021:2259,4.3,24,D
3925,20111022:2259,3.8,24,D
3925,20111023:2259,10.2,24,D
3925,20111024:2259,3.9,24,D
3925,20111025:2259,2.1,24,D
3925,20111026:2259,4.2,24,D
3925,20111027:2259,6.5,24,D
3925,20111028:2259,9.6,24,D
3925,20111029:2259,3.3,24,D
3925,20111030:2259,6.2,24,D
3925,20111031:2259,3.5,24,D
3925,20111101:2259,0,24,D
3925,20111102:2259,0.8,24,D
3925,20111103:2259,2.5,24,D
3925,20111104:2259,3.6,24,D
3925,20111105:2259,4.1,24,D
3925,20111106:2259,5,24,D
3925,20111107:2259,6.1,24,D
3925,20111108:2259,1.1,24,D
3925,20111109:2259,0.2,24,D
3925,20111110:2259,12.8,24,D
3925,20111111:2259,7.6,24,D
3925,20111112:2259,2.3,24,D
3925,20111113:2259,6.6,24,D
3925,20111114:2259,5.8,24,D
3925,20111115:2259,3.5,24,D
3925,20111116:2259,11.2,24,D
3925,20111117:2259,9.5,24,D
3925,20111118:2259,4.8,24,D
3925,20111119:2259,7.9,24,D
3925,20111120:2259,0,24,D
3925,20111121:2259,1.1,24,D
3925,20111122:2259,8.5,24,D
3925,20111123:2259,0,24,D
3925,20111124:2259,5.8,24,D
3925,20111125:2259,5.7,24,D
3925,20111126:2259,7.5,24,D
3925,20111127:2259,8.7,24,D
3925,20111128:2259,0.7,24,D
3925,20111129:2259,8.5,24,D
3925,20111130:2259,13.2,24,D
3925,20111201:2259,8.3,24,D
3925,20111202:2259,7.3,24,D
3925,20111203:2259,6.8,24,D
3925,20111204:2259,1,24,D
3925,20111205:2259,5.4,24,D
3925,20111206:2259,0.5,24,D
3925,20111207:2259,3.3,24,D
3925,20111208:2259,9,24,D
3925,20111209:2259,11.2,24,D
3925,20111210:2259,6.3,24,D
3925,20111211:2259,10.5,24,D
3925,20111212:2259,0.5,24,D
3925,20111213:2259,10.7,24,D
3925,20111214:2259,0,24,D
3925,20111215:2259,0,24,D
3925,20111216:2259,1.6,24,D
3925,20111217:2259,13.5,24,D
3925,20111218:2259,11,24,D
3925,20111219:2259,5.8,24,D
3925,20111220:2259,7.7,24,D
3925,20111221:2259,5.5,24,D
3925,20111222:2259,8.1,24,D
3925,20111223:2259,10.7,24,D
3925,20111224:2259,13.5,24,D
3925,20111225:2259,13.3,24,D
3925,20111226:2259,13.6,24,D
3925,20111227:2259,11.9,24,D
3925,20111228:2259,1.2,24,D
3925,20111229:2259,0,24,D
3925,20111230:2259,0,24,D
3925,20111231:2259,10.5,24,D
3925,20120101:2259,10.1,24,D
3925,20120102:2259,10.4,24,D
3925,20120103:2259,2,24,D
3925,20120104:2259,11.8,24,D
3925,20120105:2259,10,24,D
3925,20120106:2259,8.1,24,D
3925,20120107:2259,8,24,D
3925,20120108:2259,13.4,24,D
3925,20120109:2259,2.2,24,D
3925,20120110:2259,1.9,24,D
3925,20120111:2259,7.6,24,D
3925,20120112:2259,4.1,24,D
3925,20120113:2259,1.5,24,D
3925,20120114:2259,1.5,24,D
3925,20120115:2259,1.5,24,D
3925,20120116:2259,11.8,24,D
3925,20120117:2259,12.5,24,D
3925,20120118:2259,10.2,24,D
3925,20120119:2259,2.3,24,D
3925,20120120:2259,11.4,24,D
3925,20120121:2259,8.2,24,D
3925,20120122:2259,4.1,24,D
3925,20120123:2259,10.5,24,D
3925,20120124:2259,13.2,24,D
3925,20120125:2259,7.4,24,D
3925,20120126:2259,1.7,24,D
3925,20120127:2259,7.5,24,D
3925,20120128:2259,1.7,24,D
3925,20120129:2259,5.1,24,D
3925,20120130:2259,12.5,24,D
3925,20120131:2259,1.8,24,D
3925,20120201:2259,3.2,24,D
3925,20120202:2259,1,24,D
3925,20120203:2259,5.5,24,D
3925,20120204:2259,2.5,24,D
3925,20120205:2259,2.5,24,D
3925,20120206:2259,1.1,24,D
3925,20120207:2259,8.2,24,D
3925,20120208:2259,10.2,24,D
3925,20120209:2259,5.5,24,D
3925,20120210:2259,3.5,24,D
3925,20120211:2259,9.9,24,D
3925,20120212:2259,4.3,24,D
3925,20120213:2259,9,24,D
3925,20120214:2259,2.4,24,D
3925,20120215:2259,2.9,24,D
3925,20120216:2259,12.1,24,D
3925,20120217:2259,10.8,24,D
3925,20120218:2259,8.1,24,D
3925,20120219:2259,6.3,24,D
3925,20120220:2259,4.6,24,D
3925,20120221:2259,0.5,24,D
3925,20120222:2259,0,24,D
3925,20120223:2259,4.4,24,D
3925,20120224:2259,2.5,24,D
3925,20120225:2259,3.8,24,D
3925,20120226:2259,1.2,24,D
3925,20120227:2259,4.8,24,D
3925,20120228:2259,6.8,24,D
3925,20120229:2259,0.6,24,D
3925,20120301:2259,5.1,24,D
3925,20120302:2259,0,24,D
3925,20120303:2259,7.9,24,D
3925,20120304:2259,11.6,24,D
3925,20120305:2259,6,24,D
3925,20120306:2259,0.1,24,D
3925,20120307:2259,2.2,24,D
3925,20120308:2259,11.2,24,D
3925,20120309:2259,11.4,24,D
3925,20120310:2259,6.9,24,D
3925,20120311:2259,0,24,D
3925,20120312:2259,7.2,24,D
3925,20120313:2259,10.5,24,D
3925,20120314:2259,9,24,D
3925,20120315:2259,3.7,24,D
3925,20120316:2259,7.5,24,D
3925,20120317:2259,8.8,24,D
3925,20120318:2259,0.6,24,D
3925,20120319:2259,8.1,24,D
3925,20120320:2259,10.3,24,D
3925,20120321:2259,6.5,24,D
3925,20120322:2259,0.2,24,D
3925,20120323:2259,2.3,24,D
3925,20120324:2259,0.2,24,D
3925,20120325:2259,0.9,24,D
3925,20120326:2259,4,24,D
3925,20120327:2259,3.1,24,D
3925,20120328:2259,9.2,24,D
3925,20120329:2259,8.8,24,D
3925,20120330:2259,6.7,24,D
3925,20120331:2259,7.7,24,D
3925,20120401:2359,6,24,D
3925,20120402:2359,7.7,24,D
3925,20120403:2359,10.3,24,D
3925,20120404:2359,9,24,D
3925,20120405:2359,10.1,24,D
3925,20120406:2359,10.1,24,D
3925,20120407:2359,8.8,24,D
3925,20120408:2359,8.7,24,D
3925,20120409:2359,5.2,24,D
3925,20120410:2359,2.3,24,D
3925,20120411:2359,0,24,D
3925,20120412:2359,8.5,24,D
3925,20120413:2359,2,24,D
3925,20120414:2359,9.1,24,D
3925,20120415:2359,4.2,24,D
3925,20120416:2359,9.1,24,D
3925,20120417:2359,4.4,24,D
3925,20120418:2359,9,24,D
3925,20120419:2359,9.5,24,D
3925,20120420:2359,0.3,24,D
3925,20120421:2359,0.1,24,D
3925,20120422:2359,3.9,24,D
3925,20120423:2359,0.2,24,D
3925,20120424:2359,2,24,D
3925,20120425:2359,5.1,24,D
3925,20120426:2359,4.6,24,D
3925,20120427:2359,1.9,24,D
3925,20120428:2359,4.3,24,D
3925,20120429:2359,1.8,24,D
3925,20120430:2359,1.5,24,D
3925,20120501:2359,9.1,24,D
3925,20120502:2359,6,24,D
3925,20120503:2359,7.1,24,D
3925,20120504:2359,5,24,D
3925,20120505:2359,5.1,24,D
3925,20120506:2359,1.9,24,D
3925,20120507:2359,3.8,24,D
3925,20120508:2359,1.2,24,D
3925,20120509:2359,7.6,24,D
3925,20120510:2359,0.1,24,D
3925,20120511:2359,0.2,24,D
3925,20120512:2359,1.5,24,D
3925,20120513:2359,1,24,D
3925,20120514:2359,0,24,D
3925,20120515:2359,2.9,24,D
3925,20120516:2359,6.7,24,D
3925,20120517:2359,0.9,24,D
3925,20120518:2359,0.8,24,D
3925,20120519:2359,6.1,24,D
3925,20120520:2359,2.1,24,D
3925,20120521:2359,4.9,24,D
3925,20120522:2359,3.9,24,D
3925,20120523:2359,1.3,24,D
3925,20120524:2359,1.9,24,D
3925,20120525:2359,5.1,24,D
3925,20120526:2359,0,24,D
3925,20120527:2359,0.6,24,D
3925,20120528:2359,1.1,24,D
3925,20120529:2359,6.9,24,D
3925,20120530:2359,2.1,24,D
3925,20120531:2359,4.5,24,D
3925,20120601:2359,2.3,24,D
3925,20120602:2359,1.4,24,D
3925,20120603:2359,1,24,D
3925,20120604:2359,3.7,24,D
3925,20120605:2359,0,24,D
3925,20120606:2359,0,24,D
3925,20120607:2359,0.2,24,D
3925,20120608:2359,0.9,24,D
3925,20120609:2359,1.9,24,D
3925,20120610:2359,0.8,24,D
3925,20120611:2359,1.3,24,D
3925,20120612:2359,7.8,24,D
3925,20120613:2359,5.4,24,D
3925,20120614:2359,5.3,24,D
3925,20120615:2359,7.7,24,D
3925,20120616:2359,7.7,24,D
3925,20120617:2359,0,24,D
3925,20120618:2359,0,24,D
3925,20120619:2359,0,24,D
3925,20120620:2359,0.6,24,D
3925,20120621:2359,5,24,D
3925,20120622:2359,1.3,24,D
3925,20120623:2359,0,24,D
3925,20120624:2359,3.2,24,D
3925,20120625:2359,2.2,24,D
3925,20120626:2359,0.6,24,D
3925,20120627:2359,1.2,24,D
3925,20120628:2359,0.8,24,D
3925,20120629:2359,7.4,24,D
3925,20120630:2359,6.8,24,D
3925,20120701:2359,6,24,D
3925,20120702:2359,6.3,24,D
3925,20120703:2359,5.5,24,D
3925,20120704:2359,3.8,24,D
3925,20120705:2359,5.5,24,D
3925,20120706:2359,6.2,24,D
3925,20120707:2359,5.7,24,D
3925,20120708:2359,5.2,24,D
3925,20120709:2359,0.2,24,D
3925,20120710:2359,0.9,24,D
3925,20120711:2359,4.1,24,D
3925,20120712:2359,0,24,D
3925,20120713:2359,0,24,D
3925,20120714:2359,0,24,D
3925,20120715:2359,0.5,24,D
3925,20120716:2359,1.1,24,D
3925,20120717:2359,5.9,24,D
3925,20120718:2359,3.2,24,D
3925,20120719:2359,0,24,D
3925,20120720:2359,4.9,24,D
3925,20120721:2359,0,24,D
3925,20120722:2359,3.9,24,D
3925,20120723:2359,5.5,24,D
3925,20120724:2359,0.1,24,D
3925,20120725:2359,2.6,24,D
3925,20120726:2359,5.3,24,D
3925,20120727:2359,7.6,24,D
3925,20120728:2359,5.1,24,D
3925,20120729:2359,6.4,24,D
3925,20120730:2359,0.6,24,D
3925,20120731:2359,1,24,D
3925,20120801:2359,7.2,24,D
3925,20120802:2359,7,24,D
3925,20120803:2359,0.9,24,D
3925,20120804:2359,4.7,24,D
3925,20120805:2359,1.4,24,D
3925,20120806:2359,1.9,24,D
3925,20120807:2359,0,24,D
3925,20120808:2359,0,24,D
3925,20120809:2359,8.7,24,D
3925,20120810:2359,3.9,24,D
3925,20120811:2359,6.8,24,D
3925,20120812:2359,0,24,D
3925,20120813:2359,4.3,24,D
3925,20120814:2359,9.1,24,D
3925,20120815:2359,3.6,24,D
3925,20120816:2359,1.4,24,D
3925,20120817:2359,4.1,24,D
3925,20120818:2359,4.6,24,D
3925,20120819:2359,0,24,D
3925,20120820:2359,4.4,24,D
3925,20120821:2359,6.6,24,D
3925,20120822:2359,2.4,24,D
3925,20120823:2359,2.4,24,D
3925,20120824:2359,4.7,24,D
3925,20120825:2359,1,24,D
3925,20120826:2359,1.4,24,D
3925,20120827:2359,2.6,24,D
3925,20120828:2359,6.6,24,D
3925,20120829:2359,7.9,24,D
3925,20120830:2359,8.5,24,D
3925,20120831:2359,8.6,24,D
3925,20120901:2359,0.3,24,D
3925,20120902:2359,0,24,D
3925,20120903:2359,0.5,24,D
3925,20120904:2359,1.9,24,D
3925,20120905:2359,0.3,24,D
3925,20120906:2359,2.6,24,D
3925,20120907:2359,2.8,24,D
3925,20120908:2359,0.5,24,D
3925,20120909:2359,1.4,24,D
3925,20120910:2359,1.4,24,D
3925,20120911:2359,2.5,24,D
3925,20120912:2359,7.1,24,D
3925,20120913:2359,3,24,D
3925,20120914:2359,2.8,24,D
3925,20120915:2359,0,24,D
3925,20120916:2359,6.7,24,D
3925,20120917:2359,2.4,24,D
3925,20120918:2359,5.4,24,D
3925,20120919:2359,4.1,24,D
3925,20120920:2359,3.3,24,D
3925,20120921:2359,9.1,24,D
3925,20120922:2359,6.4,24,D
3925,20120923:2359,8.6,24,D
3925,20120924:2359,2.9,24,D
3925,20120925:2359,1.2,24,D
3925,20120926:2359,1.5,24,D
3925,20120927:2359,10,24,D
3925,20120928:2359,10.1,24,D
3925,20120929:2359,10.3,24,D
3925,20120930:2259,6.2,24,D
3925,20121001:2259,1.1,24,D
3925,20121002:2259,5.5,24,D
3925,20121003:2259,2,24,D
3925,20121004:2259,6,24,D
3925,20121005:2259,1.1,24,D
3925,20121006:2259,2.5,24,D
3925,20121007:2259,5.6,24,D
3925,20121008:2259,0.2,24,D
3925,20121009:2259,0.9,24,D
3925,20121010:2259,5.1,24,D
3925,20121011:2259,7.6,24,D
3925,20121012:2259,0.4,24,D
3925,20121013:2259,0.7,24,D
3925,20121014:2259,11,24,D
3925,20121015:2259,4.5,24,D
3925,20121016:2259,3.8,24,D
3925,20121017:2259,0,24,D
3925,20121018:2259,0.7,24,D
3925,20121019:2259,6.3,24,D
3925,20121020:2259,2.9,24,D
3925,20121021:2259,1.2,24,D
3925,20121022:2259,5.2,24,D
3925,20121023:2259,8.2,24,D
3925,20121024:2259,4.1,24,D
3925,20121025:2259,6.4,24,D
3925,20121026:2259,2.9,24,D
3925,20121027:2259,0,24,D
3925,20121028:2259,1.7,24,D
3925,20121029:2259,12.1,24,D
3925,20121030:2259,10.4,24,D
3925,20121031:2259,7.3,24,D
3925,20121101:2259,3.8,24,D
3925,20121102:2259,1.5,24,D
3925,20121103:2259,3.4,24,D
3925,20121104:2259,8,24,D
3925,20121105:2259,7,24,D
3925,20121106:2259,12,24,D
3925,20121107:2259,11.3,24,D
3925,20121108:2259,11.6,24,D
3925,20121109:2259,10.9,24,D
3925,20121110:2259,2.8,24,D
3925,20121111:2259,3,24,D
3925,20121112:2259,9.2,24,D
3925,20121113:2259,5.5,24,D
3925,20121114:2259,5,24,D
3925,20121115:2259,6.2,24,D
3925,20121116:2259,1.5,24,D
3925,20121117:2259,1.1,24,D
3925,20121118:2259,7.6,24,D
3925,20121119:2259,1.5,24,D
3925,20121120:2259,10.8,24,D
3925,20121121:2259,12.9,24,D
3925,20121122:2259,9,24,D
3925,20121123:2259,5.6,24,D
3925,20121124:2259,11.2,24,D
3925,20121125:2259,7.5,24,D
3925,20121126:2259,1.5,24,D
3925,20121127:2259,7.4,24,D
3925,20121128:2259,10.4,24,D
3925,20121129:2259,0.3,24,D
3925,20121130:2259,7,24,D
3925,20121201:2259,5.5,24,D
3925,20121202:2259,1.8,24,D
3925,20121203:2259,11.9,24,D
3925,20121204:2259,5.3,24,D
3925,20121205:2259,2.4,24,D
3925,20121206:2259,2.1,24,D
3925,20121207:2259,3.3,24,D
3925,20121208:2259,7.5,24,D
3925,20121209:2259,11.1,24,D
3925,20121210:2259,8.3,24,D
3925,20121211:2259,12.5,24,D
3925,20121212:2259,8.8,24,D
3925,20121213:2259,10.9,24,D
3925,20121214:2259,2.4,24,D
3925,20121215:2259,10.2,24,D
3925,20121216:2259,13.7,24,D
3925,20121217:2259,4.6,24,D
3925,20121218:2259,0.4,24,D
3925,20121219:2259,13.1,24,D
3925,20121220:2259,13.1,24,D
3925,20121221:2259,0,24,D
3925,20121222:2259,9.5,24,D
3925,20121223:2259,13.7,24,D
3925,20121224:2259,13.7,24,D
3925,20121225:2259,9.6,24,D
3925,20121226:2259,1,24,D
3925,20121227:2259,3.1,24,D
3925,20121228:2259,2.9,24,D
3925,20121229:2259,1.6,24,D
3925,20121230:2259,0.3,24,D
3925,20121231:2259,5.6,24,D
3925,20130101:2259,0.7,24,D
3925,20130102:2259,0,24,D
3925,20130103:2259,9.8,24,D
3925,20130104:2259,12.5,24,D
3925,20130105:2259,11.6,24,D
3925,20130106:2259,13.5,24,D
3925,20130107:2259,7.9,24,D
3925,20130108:2259,8.5,24,D
3925,20130109:2259,1.2,24,D
3925,20130110:2259,2.4,24,D
3925,20130111:2259,8.1,24,D
3925,20130112:2259,9.3,24,D
3925,20130113:2259,1,24,D
3925,20130114:2259,0,24,D
3925,20130115:2259,0.8,24,D
3925,20130116:2259,3.1,24,D
3925,20130117:2259,4.1,24,D
3925,20130118:2259,9.5,24,D
3925,20130119:2259,2.9,24,D
3925,20130120:2259,11,24,D
3925,20130121:2259,11.6,24,D
3925,20130122:2259,11.2,24,D
3925,20130123:2259,3.3,24,D
3925,20130124:2259,10.7,24,D
3925,20130125:2259,10.4,24,D
3925,20130126:2259,12.7,24,D
3925,20130127:2259,12.7,24,D
3925,20130128:2259,12.3,24,D
3925,20130129:2259,12.6,24,D
3925,20130130:2259,12.5,24,D
3925,20130131:2259,12.5,24,D
3925,20130201:2259,12.5,24,D
3925,20130202:2259,8,24,D
3925,20130203:2259,7,24,D
3925,20130204:2259,0.1,24,D
3925,20130205:2259,11.3,24,D
3925,20130206:2259,12.3,24,D
3925,20130207:2259,8.7,24,D
3925,20130208:2259,10,24,D
3925,20130209:2259,8.8,24,D
3925,20130210:2259,12.2,24,D
3925,20130211:2259,5.5,24,D
3925,20130212:2259,7.2,24,D
3925,20130213:2259,6.4,24,D
3925,20130214:2259,6.5,24,D
3925,20130215:2259,8.3,24,D
3925,20130216:2259,6.5,24,D
3925,20130217:2259,8.4,24,D
3925,20130218:2259,10.5,24,D
3925,20130219:2259,10.2,24,D
3925,20130220:2259,11.9,24,D
3925,20130221:2259,7.8,24,D
3925,20130222:2259,11.5,24,D
3925,20130223:2259,11.1,24,D
3925,20130224:2259,11.7,24,D
3925,20130225:2259,11.6,24,D
3925,20130226:2259,10,24,D
3925,20130227:2259,10.7,24,D
3925,20130228:2259,8.8,24,D
3925,20130301:2259,8.3,24,D
3925,20130302:2259,5.2,24,D
3925,20130303:2259,10.9,24,D
3925,20130304:2259,5.2,24,D
3925,20130305:2259,7.8,24,D
3925,20130306:2259,4.5,24,D
3925,20130307:2259,9.1,24,D
3925,20130308:2259,11,24,D
3925,20130309:2259,10,24,D
3925,20130310:2259,10.4,24,D
3925,20130311:2259,8.9,24,D
3925,20130312:2259,4.4,24,D
3925,20130313:2259,7.8,24,D
3925,20130314:2259,8.2,24,D
3925,20130315:2259,1.8,24,D
3925,20130316:2259,6.4,24,D
3925,20130317:2259,0.1,24,D
3925,20130318:2259,0.3,24,D
3925,20130319:2259,1.6,24,D
3925,20130320:2259,8.7,24,D
3925,20130321:2259,5.4,24,D
3925,20130322:2259,4.1,24,D
3925,20130323:2259,0.3,24,D
3925,20130324:2259,4.5,24,D
3925,20130325:2259,2.1,24,D
3925,20130326:2259,7,24,D
3925,20130327:2259,7.9,24,D
3925,20130328:2259,7,24,D
3925,20130329:2259,2.2,24,D
3925,20130330:2259,9.3,24,D
3925,20130331:2259,3.4,24,D
3925,20130401:2259,7.1,24,D
3925,20130402:2259,4,24,D
3925,20130403:2259,1.5,24,D
3925,20130404:2259,9.8,24,D
3925,20130405:2259,3.6,24,D
3925,20130406:2259,6.4,24,D
3925,20130407:2359,8.2,24,D
3925,20130408:2359,3.7,24,D
3925,20130409:2359,6.9,24,D
3925,20130410:2359,5.9,24,D
3925,20130411:2359,2.1,24,D
3925,20130412:2359,5.8,24,D
3925,20130413:2359,1.1,24,D
3925,20130414:2359,5.8,24,D
3925,20130415:2359,4.8,24,D
3925,20130416:2359,0,24,D
3925,20130417:2359,1.3,24,D
3925,20130418:2359,4.1,24,D
3925,20130419:2359,0.4,24,D
3925,20130420:2359,0.4,24,D
3925,20130421:2359,0,24,D
3925,20130422:2359,3.7,24,D
3925,20130423:2359,3,24,D
3925,20130424:2359,1.3,24,D
3925,20130425:2359,2.5,24,D
3925,20130426:2359,2.9,24,D
