Station,Date(NZST),Amount(Hrs),Period(Hrs),Freq
3925,20150627:2359,2.3,24,D
3925,20150628:2359,0.6,24,D
3925,20150629:2359,0,24,D
3925,20150630:2359,2.4,24,D
3925,20150701:2359,0.8,24,D
3925,20150702:2359,2.2,24,D
3925,20150703:2359,1.1,24,D
3925,20150704:2359,3.3,24,D
3925,20150705:2359,2.1,24,D
3925,20150706:2359,0.6,24,D
3925,20150707:2359,4.3,24,D
3925,20150708:2359,7,24,D
3925,20150709:2359,7,24,D
3925,20150710:2359,7.5,24,D
3925,20150711:2359,7.2,24,D
3925,20150712:2359,7,24,D
3925,20150713:2359,7,24,D
3925,20150714:2359,0.1,24,D
3925,20150715:2359,0,24,D
3925,20150716:2359,2.5,24,D
3925,20150717:2359,5.1,24,D
3925,20150718:2359,0,24,D
3925,20150719:2359,7.6,24,D
3925,20150720:2359,0.3,24,D
3925,20150721:2359,4.3,24,D
3925,20150722:2359,4.8,24,D
3925,20150723:2359,1.7,24,D
3925,20150724:2359,6.4,24,D
3925,20150725:2359,4.1,24,D
3925,20150726:2359,1.1,24,D
3925,20150727:2359,0,24,D
3925,20150728:2359,2.4,24,D
3925,20150729:2359,4.3,24,D
3925,20150730:2359,4.7,24,D
3925,20150731:2359,1.7,24,D
3925,20150801:2359,0.2,24,D
3925,20150802:2359,3.4,24,D
3925,20150803:2359,0,24,D
3925,20150804:2359,0.4,24,D
3925,20150805:2359,4.6,24,D
3925,20150806:2359,3.9,24,D
3925,20150807:2359,0.3,24,D
3925,20150808:2359,5.5,24,D
3925,20150809:2359,6,24,D
3925,20150810:2359,9,24,D
3925,20150811:2359,7.2,24,D
3925,20150812:2359,5.9,24,D
3925,20150813:2359,0,24,D
3925,20150814:2359,0,24,D
3925,20150815:2359,7.1,24,D
3925,20150816:2359,8.7,24,D
3925,20150817:2359,3,24,D
3925,20150818:2359,0.4,24,D
3925,20150819:2359,3.1,24,D
3925,20150820:2359,8.7,24,D
3925,20150821:2359,6.6,24,D
3925,20150822:2359,0.6,24,D
3925,20150823:2359,1.4,24,D
3925,20150824:2359,0,24,D
3925,20150825:2359,1.8,24,D
3925,20150826:2359,8.3,24,D
3925,20150827:2359,0,24,D
3925,20150828:2359,0,24,D
3925,20150829:2359,0,24,D
3925,20150830:2359,6.7,24,D
3925,20150831:2359,7.3,24,D
3925,20150901:2359,0.2,24,D
3925,20150902:2359,1.5,24,D
3925,20150903:2359,6.3,24,D
3925,20150904:2359,1.8,24,D
3925,20150905:2359,1.1,24,D
3925,20150906:2359,4.3,24,D
3925,20150907:2359,6.2,24,D
3925,20150908:2359,6.9,24,D
3925,20150909:2359,5.5,24,D
3925,20150910:2359,1,24,D
3925,20150911:2359,2,24,D
3925,20150912:2359,6.2,24,D
3925,20150913:2359,1.6,24,D
3925,20150914:2359,3.5,24,D
3925,20150915:2359,0,24,D
3925,20150916:2359,0.9,24,D
3925,20150917:2359,2.2,24,D
3925,20150918:2359,4.3,24,D
3925,20150919:2359,5.9,24,D
3925,20150920:2359,10.7,24,D
3925,20150921:2359,10.8,24,D
3925,20150922:2359,7.6,24,D
3925,20150923:2359,7.4,24,D
3925,20150924:2359,10.9,24,D
3925,20150925:2359,10.8,24,D
3925,20150926:2359,10.9,24,D
3925,20150927:2259,6.5,24,D
3925,20150928:2259,10.1,24,D
3925,20150929:2259,6.4,24,D
3925,20150930:2259,6.2,24,D
3925,20151001:2259,0.5,24,D
3925,20151002:2259,2.8,24,D
3925,20151003:2259,8.4,24,D
3925,20151004:2259,2.8,24,D
3925,20151005:2259,7.3,24,D
3925,20151006:2259,11.1,24,D
3925,20151007:2259,7.2,24,D
3925,20151008:2259,6.1,24,D
3925,20151009:2259,2.5,24,D
3925,20151010:2259,6.5,24,D
3925,20151011:2259,5,24,D
3925,20151012:2259,0.8,24,D
3925,20151013:2259,5.7,24,D
3925,20151014:2259,7.5,24,D
3925,20151015:2259,8.8,24,D
3925,20151016:2259,5.2,24,D
3925,20151017:2259,2.6,24,D
3925,20151018:2259,5.9,24,D
3925,20151019:2259,5.6,24,D
3925,20151020:2259,3.8,24,D
3925,20151021:2259,0,24,D
3925,20151022:2259,8.7,24,D
3925,20151023:2259,0.3,24,D
3925,20151024:2259,10.8,24,D
3925,20151025:2259,5.2,24,D
3925,20151026:2259,9.3,24,D
3925,20151027:2259,0,24,D
3925,20151028:2259,0.1,24,D
3925,20151029:2259,6.7,24,D
3925,20151030:2259,7.7,24,D
3925,20151031:2259,6.7,24,D
3925,20151101:2259,7.9,24,D
3925,20151102:2259,6.3,24,D
3925,20151103:2259,1.2,24,D
3925,20151104:2259,4.2,24,D
3925,20151105:2259,12.3,24,D
3925,20151106:2259,10.4,24,D
3925,20151107:2259,9.5,24,D
3925,20151108:2259,0.6,24,D
3925,20151109:2259,6.3,24,D
3925,20151110:2259,6.5,24,D
3925,20151111:2259,3.7,24,D
3925,20151112:2259,6.7,24,D
3925,20151113:2259,9.9,24,D
3925,20151114:2259,3.1,24,D
3925,20151115:2259,2.7,24,D
3925,20151116:2259,5.9,24,D
3925,20151117:2259,3.4,24,D
3925,20151118:2259,10.9,24,D
3925,20151119:2259,4.8,24,D
3925,20151120:2259,1,24,D
3925,20151121:2259,1.2,24,D
3925,20151122:2259,5.6,24,D
3925,20151123:2259,1.6,24,D
3925,20151124:2259,1.6,24,D
3925,20151125:2259,2.8,24,D
3925,20151126:2259,12.2,24,D
3925,20151127:2259,0.5,24,D
3925,20151128:2259,6.7,24,D
3925,20151129:2259,8.2,24,D
3925,20151130:2259,13.4,24,D
3925,20151201:2259,0.2,24,D
3925,20151202:2259,1.5,24,D
3925,20151203:2259,1.6,24,D
3925,20151204:2259,7.6,24,D
3925,20151205:2259,2,24,D
3925,20151206:2259,8.6,24,D
3925,20151207:2259,7,24,D
3925,20151208:2259,5.6,24,D
3925,20151209:2259,8.9,24,D
3925,20151210:2259,0.6,24,D
3925,20151211:2259,2.8,24,D
3925,20151212:2259,0.2,24,D
3925,20151213:2259,4.2,24,D
3925,20151214:2259,0.3,24,D
3925,20151215:2259,2.1,24,D
3925,20151216:2259,6.7,24,D
3925,20151217:2259,6,24,D
3925,20151218:2259,9.2,24,D
3925,20151219:2259,11.4,24,D
3925,20151220:2259,0,24,D
3925,20151221:2259,11.2,24,D
3925,20151222:2259,6.2,24,D
3925,20151223:2259,9.9,24,D
3925,20151224:2259,11.6,24,D
3925,20151225:2259,13.5,24,D
3925,20151226:2259,13.6,24,D
3925,20151227:2259,13.6,24,D
3925,20151228:2259,13.6,24,D
3925,20151229:2259,13.3,24,D
3925,20151230:2259,10.8,24,D
3925,20151231:2259,13.6,24,D
3925,20160101:2259,12.5,24,D
3925,20160102:2259,0,24,D
3925,20160103:2259,2,24,D
3925,20160104:2259,13.6,24,D
3925,20160105:2259,13.5,24,D
3925,20160106:2259,11.3,24,D
3925,20160107:2259,4.8,24,D
3925,20160108:2259,6,24,D
3925,20160109:2259,5.4,24,D
3925,20160110:2259,8.2,24,D
3925,20160111:2259,11.8,24,D
3925,20160112:2259,7.2,24,D
3925,20160113:2259,4.4,24,D
3925,20160114:2259,7.6,24,D
3925,20160115:2259,3.2,24,D
3925,20160116:2259,0,24,D
3925,20160117:2259,2.1,24,D
3925,20160118:2259,1.2,24,D
3925,20160119:2259,1,24,D
3925,20160120:2259,8.9,24,D
3925,20160121:2259,2.2,24,D
3925,20160122:2259,2.9,24,D
3925,20160123:2259,7.5,24,D
3925,20160124:2259,0.4,24,D
3925,20160125:2259,9.1,24,D
3925,20160126:2259,0.1,24,D
3925,20160127:2259,0.1,24,D
3925,20160128:2259,8.1,24,D
3925,20160129:2259,10.4,24,D
3925,20160130:2259,9.6,24,D
3925,20160131:2259,12,24,D
3925,20160201:2259,12.3,24,D
3925,20160202:2259,10.7,24,D
3925,20160203:2259,11.6,24,D
3925,20160204:2259,7.7,24,D
3925,20160205:2259,6.9,24,D
3925,20160206:2259,10.9,24,D
3925,20160207:2259,12.2,24,D
3925,20160208:2259,10.9,24,D
3925,20160209:2259,7.1,24,D
3925,20160210:2259,9.9,24,D
3925,20160211:2259,11.9,24,D
3925,20160212:2259,8.8,24,D
3925,20160213:2259,11.8,24,D
3925,20160214:2259,10,24,D
3925,20160215:2259,9.8,24,D
3925,20160216:2259,6,24,D
3925,20160217:2259,0,24,D
3925,20160218:2259,2.3,24,D
3925,20160219:2259,1.1,24,D
3925,20160220:2259,6.4,24,D
3925,20160221:2259,8.4,24,D
3925,20160222:2259,8.4,24,D
3925,20160223:2259,4.9,24,D
3925,20160224:2259,2.2,24,D
3925,20160225:2259,2.4,24,D
3925,20160226:2259,9.4,24,D
3925,20160227:2259,1.2,24,D
3925,20160228:2259,10.7,24,D
3925,20160229:2259,5.9,24,D
3925,20160301:2259,9.6,24,D
3925,20160302:2259,10.1,24,D
3925,20160303:2259,5.2,24,D
3925,20160304:2259,8.3,24,D
3925,20160305:2259,0.9,24,D
3925,20160306:2259,3.2,24,D
3925,20160307:2259,1.3,24,D
3925,20160308:2259,5,24,D
3925,20160309:2259,8.9,24,D
3925,20160310:2259,1.7,24,D
3925,20160311:2259,11,24,D
3925,20160312:2259,2.7,24,D
3925,20160313:2259,4.7,24,D
3925,20160314:2259,1.7,24,D
3925,20160315:2259,5.8,24,D
3925,20160316:2259,0,24,D
3925,20160317:2259,8.3,24,D
3925,20160318:2259,6.7,24,D
3925,20160319:2259,0.5,24,D
3925,20160320:2259,4.3,24,D
3925,20160321:2259,2.5,24,D
3925,20160322:2259,6.1,24,D
3925,20160323:2259,0,24,D
3925,20160324:2259,5.6,24,D
3925,20160325:2259,5.9,24,D
3925,20160326:2259,6.7,24,D
3925,20160327:2259,6.3,24,D
3925,20160328:2259,6.8,24,D
3925,20160329:2259,7.4,24,D
3925,20160330:2259,7.2,24,D
3925,20160331:2259,7.4,24,D
3925,20160401:2259,0,24,D
3925,20160402:2259,0.3,24,D
3925,20160403:2359,1,24,D
3925,20160404:2359,10.1,24,D
3925,20160405:2359,7.2,24,D
3925,20160406:2359,6,24,D
3925,20160407:2359,3.9,24,D
3925,20160408:2359,4.9,24,D
3925,20160409:2359,4.7,24,D
3925,20160410:2359,3.6,24,D
3925,20160411:2359,4.3,24,D
3925,20160412:2359,2,24,D
3925,20160413:2359,9.8,24,D
3925,20160414:2359,4,24,D
3925,20160415:2359,9.7,24,D
3925,20160416:2359,7.1,24,D
3925,20160417:2359,2.7,24,D
3925,20160418:2359,6.5,24,D
3925,20160419:2359,5.1,24,D
3925,20160420:2359,7,24,D
3925,20160421:2359,5.7,24,D
3925,20160422:2359,0.5,24,D
3925,20160423:2359,0,24,D
3925,20160424:2359,6.4,24,D
3925,20160425:2359,3.3,24,D
3925,20160426:2359,3.2,24,D
3925,20160427:2359,3.4,24,D
3925,20160428:2359,6.7,24,D
3925,20160429:2359,1.1,24,D
3925,20160430:2359,5.2,24,D
3925,20160501:2359,0,24,D
3925,20160502:2359,0.2,24,D
3925,20160503:2359,3.2,24,D
3925,20160504:2359,0.3,24,D
3925,20160505:2359,4.2,24,D
3925,20160506:2359,5.9,24,D
3925,20160507:2359,8.5,24,D
3925,20160508:2359,4.9,24,D
3925,20160509:2359,0,24,D
3925,20160510:2359,0.1,24,D
3925,20160511:2359,0,24,D
3925,20160512:2359,2.4,24,D
3925,20160513:2359,1,24,D
3925,20160514:2359,0.5,24,D
3925,20160515:2359,1.4,24,D
3925,20160516:2359,0.2,24,D
3925,20160517:2359,6.3,24,D
3925,20160518:2359,0.1,24,D
3925,20160519:2359,0.8,24,D
3925,20160520:2359,0,24,D
3925,20160521:2359,3.9,24,D
3925,20160522:2359,1,24,D
3925,20160523:2359,1.3,24,D
3925,20160524:2359,0.4,24,D
3925,20160525:2359,2.3,24,D
3925,20160526:2359,0.6,24,D
3925,20160527:2359,2.3,24,D
3925,20160528:2359,0,24,D
3925,20160529:2359,1.7,24,D
3925,20160530:2359,2.2,24,D
3925,20160531:2359,3.7,24,D
3925,20160601:2359,7.5,24,D
3925,20160602:2359,4.4,24,D
3925,20160603:2359,2.4,24,D
3925,20160604:2359,1.7,24,D
3925,20160605:2359,4,24,D
3925,20160606:2359,6.4,24,D
3925,20160607:2359,5.2,24,D
3925,20160608:2359,6.8,24,D
3925,20160609:2359,0,24,D
3925,20160610:2359,0.2,24,D
3925,20160611:2359,0.7,24,D
3925,20160612:2359,0,24,D
3925,20160613:2359,0.2,24,D
3925,20160614:2359,2.2,24,D
3925,20160615:2359,0.1,24,D
3925,20160616:2359,3.5,24,D
3925,20160617:2359,2.9,24,D
3925,20160618:2359,3.2,24,D
3925,20160619:2359,0.1,24,D
3925,20160620:2359,0,24,D
3925,20160621:2359,0,24,D
3925,20160622:2359,0.4,24,D
3925,20160623:2359,0,24,D
3925,20160624:2359,0.8,24,D
3925,20160625:2359,2.2,24,D
3925,20160626:2359,1.6,24,D
3925,20160627:2359,3.2,24,D
3925,20160628:2359,1.2,24,D
3925,20160629:2359,4.3,24,D
3925,20160630:2359,7.1,24,D
3925,20160701:2359,6.8,24,D
3925,20160702:2359,2.2,24,D
3925,20160703:2359,1.6,24,D
3925,20160704:2359,1.5,24,D
3925,20160705:2359,3.8,24,D
3925,20160706:2359,2.9,24,D
3925,20160707:2359,5.1,24,D
3925,20160708:2359,6.7,24,D
3925,20160709:2359,7.3,24,D
3925,20160710:2359,7,24,D
3925,20160711:2359,5.5,24,D
3925,20160712:2359,2.4,24,D
3925,20160713:2359,0,24,D
3925,20160714:2359,3.1,24,D
3925,20160715:2359,1.3,24,D
3925,20160716:2359,0.4,24,D
3925,20160717:2359,0.3,24,D
3925,20160718:2359,3.6,24,D
3925,20160719:2359,0,24,D
3925,20160720:2359,0.5,24,D
3925,20160721:2359,2.5,24,D
3925,20160722:2359,5.9,24,D
3925,20160723:2359,0,24,D
3925,20160724:2359,0.4,24,D
3925,20160725:2359,2.9,24,D
3925,20160726:2359,4.9,24,D
3925,20160727:2359,5.9,24,D
3925,20160728:2359,0.1,24,D
3925,20160729:2359,2.9,24,D
3925,20160730:2359,0,24,D
3925,20160731:2359,1.1,24,D
3925,20160801:2359,0.9,24,D
3925,20160802:2359,5.1,24,D
3925,20160803:2359,1.2,24,D
3925,20160804:2359,0,24,D
3925,20160805:2359,7.5,24,D
3925,20160806:2359,8.8,24,D
3925,20160807:2359,8.3,24,D
3925,20160808:2359,8.9,24,D
3925,20160809:2359,9,24,D
3925,20160810:2359,8.7,24,D
3925,20160811:2359,9,24,D
3925,20160812:2359,0,24,D
3925,20160813:2359,5.1,24,D
3925,20160814:2359,4.3,24,D
3925,20160815:2359,5.9,24,D
3925,20160816:2359,8,24,D
3925,20160817:2359,4.3,24,D
3925,20160818:2359,6.9,24,D
3925,20160819:2359,6.1,24,D
3925,20160820:2359,3.8,24,D
3925,20160821:2359,0.3,24,D
3925,20160822:2359,4.6,24,D
3925,20160823:2359,5,24,D
3925,20160824:2359,0,24,D
3925,20160825:2359,2.3,24,D
3925,20160826:2359,0,24,D
3925,20160827:2359,1.3,24,D
3925,20160828:2359,4.7,24,D
3925,20160829:2359,2.2,24,D
3925,20160830:2359,5.4,24,D
3925,20160831:2359,0,24,D
3925,20160901:2359,1.5,24,D
3925,20160902:2359,3.7,24,D
3925,20160903:2359,8.7,24,D
3925,20160904:2359,0.2,24,D
3925,20160905:2359,5,24,D
3925,20160906:2359,5.1,24,D
3925,20160907:2359,1.1,24,D
3925,20160908:2359,4.1,24,D
3925,20160909:2359,10.2,24,D
3925,20160910:2359,10.3,24,D
3925,20160911:2359,7.5,24,D
3925,20160912:2359,0,24,D
3925,20160913:2359,6.3,24,D
3925,20160914:2359,9.4,24,D
3925,20160915:2359,9,24,D
3925,20160916:2359,0,24,D
3925,20160917:2359,8.7,24,D
3925,20160918:2359,7.7,24,D
3925,20160919:2359,8.2,24,D
3925,20160920:2359,10.4,24,D
3925,20160921:2359,10.5,24,D
3925,20160922:2359,9.5,24,D
3925,20160923:2359,9.4,24,D
3925,20160924:2359,0.8,24,D
3925,20160925:2259,0,24,D
3925,20160926:2259,1,24,D
3925,20160927:2259,3.9,24,D
3925,20160928:2259,3.6,24,D
3925,20160929:2259,5.6,24,D
3925,20160930:2259,4.2,24,D
3925,20161001:2259,2.3,24,D
3925,20161002:2259,4.6,24,D
3925,20161003:2259,6.7,24,D
3925,20161004:2259,5.8,24,D
3925,20161005:2259,3.7,24,D
3925,20161006:2259,2.3,24,D
3925,20161007:2259,8.2,24,D
3925,20161008:2259,0.5,24,D
3925,20161009:2259,8,24,D
3925,20161010:2259,6.8,24,D
3925,20161011:2259,6.8,24,D
3925,20161012:2259,3.3,24,D
3925,20161013:2259,6,24,D
3925,20161014:2259,0.9,24,D
3925,20161015:2259,11.3,24,D
3925,20161016:2259,7,24,D
3925,20161017:2259,7.4,24,D
3925,20161018:2259,3.9,24,D
3925,20161019:2259,8.2,24,D
3925,20161020:2259,0.1,24,D
3925,20161021:2259,8.4,24,D
3925,20161022:2259,11.5,24,D
3925,20161023:2259,7,24,D
3925,20161024:2259,0,24,D
3925,20161025:2259,4.3,24,D
3925,20161026:2259,6.6,24,D
3925,20161027:2259,5.3,24,D
3925,20161028:2259,0.5,24,D
3925,20161029:2259,2.7,24,D
3925,20161030:2259,8.1,24,D
3925,20161031:2259,7.1,24,D
3925,20161101:2259,0.7,24,D
3925,20161102:2259,6.3,24,D
3925,20161103:2259,5.7,24,D
3925,20161104:2259,2.5,24,D
3925,20161105:2259,3.1,24,D
3925,20161106:2259,1.3,24,D
3925,20161107:2259,3.8,24,D
3925,20161108:2259,10.8,24,D
3925,20161109:2259,0.4,24,D
3925,20161110:2259,0,24,D
3925,20161111:2259,0,24,D
3925,20161112:2259,2.9,24,D
3925,20161113:2259,2.9,24,D
3925,20161114:2259,0,24,D
3925,20161115:2259,3.6,24,D
3925,20161116:2259,1.4,24,D
3925,20161117:2259,4.5,24,D
3925,20161118:2259,11.3,24,D
3925,20161119:2259,6.8,24,D
3925,20161120:2259,4.5,24,D
3925,20161121:2259,5,24,D
3925,20161122:2259,12.9,24,D
3925,20161123:2259,6,24,D
3925,20161124:2259,6,24,D
3925,20161125:2259,0.8,24,D
3925,20161126:2259,3.8,24,D
3925,20161127:2259,1.8,24,D
3925,20161128:2259,1.8,24,D
3925,20161129:2259,0.3,24,D
3925,20161201:2259,11.1,24,D
3925,20161202:2259,9.7,24,D
3925,20161203:2259,2.6,24,D
3925,20161204:2259,8.1,24,D
3925,20161205:2259,11.6,24,D
3925,20161206:2259,0.5,24,D
3925,20161207:2259,0,24,D
3925,20161208:2259,2.7,24,D
3925,20161209:2259,7.7,24,D
3925,20161210:2259,2.2,24,D
3925,20161211:2259,3.2,24,D
3925,20161212:2259,5.3,24,D
3925,20161213:2259,2.7,24,D
3925,20161214:2259,4.2,24,D
3925,20161215:2259,1.7,24,D
3925,20161216:2259,7,24,D
3925,20161217:2259,13.3,24,D
3925,20161218:2259,1.2,24,D
3925,20161219:2259,7.9,24,D
3925,20161220:2259,13.7,24,D
3925,20161221:2259,11,24,D
3925,20161222:2259,2.4,24,D
3925,20161223:2259,3.9,24,D
3925,20161224:2259,9.5,24,D
3925,20161225:2259,5.1,24,D
3925,20161226:2259,6.1,24,D
3925,20161227:2259,0.3,24,D
3925,20161228:2259,10.4,24,D
3925,20161229:2259,9.6,24,D
3925,20161230:2259,9,24,D
3925,20161231:2259,1,24,D
3925,20170101:2259,3,24,D
3925,20170102:2259,2.4,24,D
3925,20170103:2259,0.2,24,D
3925,20170104:2259,5.4,24,D
3925,20170105:2259,10.8,24,D
3925,20170106:2259,0.2,24,D
3925,20170107:2259,2,24,D
3925,20170108:2259,1.4,24,D
3925,20170109:2259,0.5,24,D
3925,20170110:2259,3.9,24,D
3925,20170111:2259,5.1,24,D
3925,20170112:2259,5.5,24,D
3925,20170113:2259,8.3,24,D
3925,20170114:2259,0.6,24,D
3925,20170115:2259,6.4,24,D
3925,20170116:2259,3.7,24,D
3925,20170117:2259,1.2,24,D
3925,20170118:2259,0,24,D
3925,20170119:2259,4.4,24,D
3925,20170120:2259,11.6,24,D
3925,20170121:2259,0,24,D
3925,20170122:2259,2.1,24,D
3925,20170123:2259,8.4,24,D
3925,20170124:2259,8.9,24,D
3925,20170125:2259,5.4,24,D
3925,20170126:2259,0.1,24,D
3925,20170127:2259,4.6,24,D
3925,20170128:2259,11.7,24,D
3925,20170129:2259,4.2,24,D
3925,20170130:2259,10.1,24,D
3925,20170131:2259,0.5,24,D
3925,20170201:2259,4.2,24,D
3925,20170202:2259,0.4,24,D
3925,20170203:2259,10.5,24,D
3925,20170204:2259,3.7,24,D
3925,20170205:2259,12,24,D
3925,20170206:2259,4.3,24,D
3925,20170207:2259,0.4,24,D
3925,20170208:2259,10.2,24,D
3925,20170209:2259,7.5,24,D
3925,20170210:2259,1.1,24,D
3925,20170211:2259,9.5,24,D
3925,20170212:2259,3.5,24,D
3925,20170213:2259,3.5,24,D
3925,20170214:2259,6.5,24,D
3925,20170215:2259,9.7,24,D
3925,20170216:2259,11.3,24,D
3925,20170217:2259,6.8,24,D
3925,20170218:2259,6.3,24,D
3925,20170219:2259,7.7,24,D
3925,20170220:2259,5.3,24,D
3925,20170221:2259,7.7,24,D
3925,20170222:2259,4.3,24,D
3925,20170223:2259,9.2,24,D
3925,20170224:2259,9.5,24,D
3925,20170225:2259,10,24,D
3925,20170226:2259,8.2,24,D
3925,20170227:2259,11.2,24,D
3925,20170228:2259,9.5,24,D
3925,20170301:2259,11,24,D
3925,20170302:2259,7.6,24,D
3925,20170303:2259,1.6,24,D
3925,20170304:2259,5.5,24,D
3925,20170305:2259,3.1,24,D
3925,20170306:2259,1.5,24,D
3925,20170307:2259,0.1,24,D
3925,20170308:2259,11,24,D
3925,20170309:2259,10.9,24,D
3925,20170310:2259,3,24,D
3925,20170311:2259,0,24,D
3925,20170312:2259,0,24,D
3925,20170313:2259,0.3,24,D
3925,20170314:2259,7,24,D
3925,20170315:2259,10.9,24,D
3925,20170316:2259,7.9,24,D
3925,20170317:2259,8.9,24,D
3925,20170318:2259,4.6,24,D
3925,20170319:2259,3.1,24,D
3925,20170320:2259,6.6,24,D
3925,20170321:2259,1.7,24,D
3925,20170322:2259,6.6,24,D
3925,20170323:2259,9.8,24,D
3925,20170324:2259,2.2,24,D
3925,20170325:2259,0,24,D
3925,20170326:2259,0.1,24,D
3925,20170327:2259,6.8,24,D
3925,20170328:2259,10.4,24,D
3925,20170329:2259,7.7,24,D
3925,20170330:2259,6.8,24,D
3925,20170331:2259,3.5,24,D
3925,20170401:2259,2.7,24,D
3925,20170402:2359,0,24,D
3925,20170403:2359,2.5,24,D
3925,20170404:2359,8.6,24,D
3925,20170405:2359,0.6,24,D
3925,20170406:2359,1.9,24,D
3925,20170407:2359,10.1,24,D
3925,20170408:2359,0.9,24,D
3925,20170409:2359,8.8,24,D
3925,20170410:2359,6.1,24,D
3925,20170411:2359,0,24,D
3925,20170412:2359,0,24,D
3925,20170413:2359,0.9,24,D
3925,20170414:2359,1.2,24,D
3925,20170415:2359,4.4,24,D
3925,20170416:2359,5.1,24,D
3925,20170417:2359,8.5,24,D
3925,20170418:2359,3.9,24,D
3925,20170419:2359,3.2,24,D
3925,20170420:2359,8.5,24,D
3925,20170421:2359,4.7,24,D
3925,20170422:2359,5.7,24,D
3925,20170423:2359,3.5,24,D
3925,20170424:2359,7.4,24,D
3925,20170425:2359,4.3,24,D
3925,20170426:2359,1.4,24,D
3925,20170427:2359,4.2,24,D
3925,20170428:2359,1.1,24,D
3925,20170429:2359,0.4,24,D
3925,20170430:2359,0.1,24,D
3925,20170501:2359,9.1,24,D
3925,20170502:2359,0,24,D
3925,20170503:2359,0.1,24,D
3925,20170504:2359,0.2,24,D
3925,20170505:2359,5.1,24,D
3925,20170506:2359,0,24,D
3925,20170507:2359,3.2,24,D
3925,20170508:2359,0.4,24,D
3925,20170509:2359,0.5,24,D
3925,20170510:2359,0,24,D
3925,20170511:2359,0.3,24,D
3925,20170512:2359,7.3,24,D
3925,20170513:2359,8.2,24,D
3925,20170514:2359,0.3,24,D
3925,20170515:2359,0.6,24,D
3925,20170516:2359,0.4,24,D
3925,20170517:2359,0.1,24,D
3925,20170518:2359,3.1,24,D
3925,20170519:2359,0,24,D
3925,20170520:2359,4.8,24,D
3925,20170521:2359,5.3,24,D
3925,20170522:2359,1.1,24,D
3925,20170523:2359,0.4,24,D
3925,20170524:2359,2.6,24,D
3925,20170525:2359,3.5,24,D
3925,20170526:2359,1.7,24,D
3925,20170527:2359,0.1,24,D
3925,20170528:2359,6.9,24,D
3925,20170529:2359,4.5,24,D
3925,20170530:2359,0,24,D
3925,20170531:2359,0,24,D
3925,20170601:2359,4.8,24,D
3925,20170602:2359,5,24,D
3925,20170603:2359,3.1,24,D
3925,20170604:2359,0.3,24,D
3925,20170605:2359,6.3,24,D
3925,20170606:2359,5.4,24,D
3925,20170607:2359,4.2,24,D
3925,20170608:2359,4.3,24,D
3925,20170609:2359,3.7,24,D
3925,20170610:2359,1.4,24,D
3925,20170611:2359,3.8,24,D
3925,20170612:2359,1.1,24,D
3925,20170613:2359,0.1,24,D
3925,20170614:2359,6.7,24,D
3925,20170615:2359,2,24,D
3925,20170616:2359,0.2,24,D
3925,20170617:2359,2.1,24,D
3925,20170618:2359,0.2,24,D
3925,20170619:2359,2.1,24,D
3925,20170620:2359,1.7,24,D
3925,20170621:2359,3.8,24,D
3925,20170622:2359,1,24,D
3925,20170623:2359,0,24,D
3925,20170624:2359,1.4,24,D
3925,20170625:2359,5.4,24,D
3925,20170626:2359,1.7,24,D
3925,20170627:2359,3.1,24,D
3925,20170628:2359,0.1,24,D
3925,20170629:2359,1.3,24,D
3925,20170630:2359,0,24,D
3925,20170701:2359,0,24,D
3925,20170702:2359,0.6,24,D
3925,20170703:2359,2.8,24,D
3925,20170704:2359,3.5,24,D
3925,20170705:2359,3.1,24,D
3925,20170706:2359,0.1,24,D
3925,20170707:2359,0.6,24,D
3925,20170708:2359,1,24,D
3925,20170709:2359,2.3,24,D
3925,20170710:2359,2.4,24,D
3925,20170711:2359,1.1,24,D
3925,20170712:2359,6.6,24,D
3925,20170713:2359,3.8,24,D
3925,20170714:2359,7.1,24,D
3925,20170715:2359,6.2,24,D
3925,20170716:2359,0,24,D
3925,20170717:2359,2.4,24,D
3925,20170718:2359,4.3,24,D
3925,20170719:2359,3.6,24,D
3925,20170720:2359,0.6,24,D
3925,20170721:2359,0,24,D
3925,20170722:2359,6.7,24,D
3925,20170723:2359,6.4,24,D
3925,20170724:2359,0.1,24,D
3925,20170725:2359,2.9,24,D
3925,20170726:2359,1.4,24,D
3925,20170727:2359,2.1,24,D
3925,20170728:2359,8,24,D
3925,20170729:2359,8,24,D
3925,20170730:2359,6.6,24,D
3925,20170731:2359,0,24,D
3925,20170801:2359,4,24,D
3925,20170802:2359,8.3,24,D
3925,20170803:2359,7.4,24,D
3925,20170804:2359,7.5,24,D
3925,20170805:2359,8.2,24,D
3925,20170806:2359,1.2,24,D
3925,20170807:2359,5.6,24,D
3925,20170808:2359,0.1,24,D
3925,20170809:2359,0,24,D
3925,20170810:2359,1.6,24,D
3925,20170811:2359,0,24,D
3925,20170812:2359,5.6,24,D
3925,20170813:2359,0,24,D
3925,20170814:2359,2.1,24,D
3925,20170815:2359,0.4,24,D
3925,20170816:2359,4.9,24,D
3925,20170817:2359,0.2,24,D
3925,20170818:2359,1.4,24,D
3925,20170819:2359,1.3,24,D
3925,20170820:2359,6.4,24,D
3925,20170821:2359,8.6,24,D
3925,20170822:2359,9.2,24,D
3925,20170823:2359,6.5,24,D
3925,20170824:2359,0.9,24,D
3925,20170825:2359,6.8,24,D
3925,20170826:2359,2.1,24,D
