Station,Date(NZST),Percent(%),Depth(cm)
3925,20190604:1900,46.3,20
3925,20190604:2000,46,20
3925,20190604:2100,45.5,20
3925,20190604:2200,45.3,20
3925,20190604:2300,45,20
3925,20190605:0000,43.8,20
3925,20190605:0100,43.5,20
3925,20190605:0200,43.5,20
3925,20190605:0300,43.3,20
3925,20190605:0400,43.4,20
3925,20190605:0500,43.1,20
3925,20190605:0600,42.9,20
3925,20190605:0700,43,20
3925,20190605:0800,42.7,20
3925,20190605:0900,42.8,20
3925,20190605:1000,42.7,20
3925,20190605:1100,42.5,20
3925,20190605:1200,42.7,20
3925,20190605:1300,42.8,20
3925,20190605:1400,42.6,20
3925,20190605:1500,42.5,20
3925,20190605:1600,42.3,20
3925,20190605:1700,42.4,20
3925,20190605:1800,42.1,20
3925,20190605:1900,42.2,20
3925,20190605:2000,42.2,20
3925,20190605:2100,42.1,20
3925,20190605:2200,42.1,20
3925,20190605:2300,42,20
3925,20190606:0000,42,20
3925,20190606:0100,42,20
3925,20190606:0200,42,20
3925,20190606:0300,42.1,20
3925,20190606:0400,42,20
3925,20190606:0500,41.7,20
3925,20190606:0600,42,20
3925,20190606:0700,41.7,20
3925,20190606:0800,41.8,20
3925,20190606:0900,41.7,20
3925,20190606:1000,41.9,20
3925,20190606:1100,41.8,20
3925,20190606:1200,41.8,20
3925,20190606:1300,41.7,20
3925,20190606:1400,41.8,20
3925,20190606:1500,41.8,20
3925,20190606:1600,41.9,20
3925,20190606:1700,42.8,20
3925,20190606:1800,43.8,20
3925,20190606:1900,44.4,20
3925,20190606:2000,45,20
3925,20190606:2100,47,20
3925,20190606:2200,47.2,20
3925,20190606:2300,49.2,20
3925,20190607:0000,48.2,20
3925,20190607:0100,47.2,20
3925,20190607:0200,46.6,20
3925,20190607:0300,46.3,20
3925,20190607:0400,46.2,20
3925,20190607:0500,46.1,20
3925,20190607:0600,45.5,20
3925,20190607:0700,45.3,20
3925,20190607:0800,44.5,20
3925,20190607:0900,44.2,20
3925,20190607:1000,44.2,20
3925,20190607:1100,44.1,20
3925,20190607:1200,44,20
3925,20190607:1300,43.6,20
3925,20190607:1400,43.7,20
3925,20190607:1500,43.6,20
3925,20190607:1600,43.7,20
3925,20190607:1700,43.6,20
3925,20190607:1800,43.2,20
3925,20190607:1900,43.2,20
3925,20190607:2000,43.3,20
3925,20190607:2100,43.1,20
3925,20190607:2200,42.8,20
3925,20190607:2300,42.9,20
3925,20190608:0000,42.8,20
3925,20190608:0100,42.9,20
3925,20190608:0200,42.8,20
3925,20190608:0300,42.6,20
3925,20190608:0400,42.6,20
3925,20190608:0500,42.9,20
3925,20190608:0600,43,20
3925,20190608:0700,44.3,20
3925,20190608:0800,45.6,20
3925,20190608:0900,46.1,20
3925,20190608:1000,46.6,20
3925,20190608:1100,46.7,20
3925,20190608:1200,46.4,20
3925,20190608:1300,46.1,20
3925,20190608:1400,45.8,20
3925,20190608:1500,45.8,20
3925,20190608:1600,45.1,20
3925,20190608:1700,45,20
3925,20190608:1800,44.6,20
3925,20190608:1900,44.1,20
3925,20190608:2000,44.2,20
3925,20190608:2100,43.9,20
3925,20190608:2200,43.7,20
3925,20190608:2300,43.5,20
3925,20190609:0000,43.5,20
3925,20190609:0100,43.3,20
3925,20190609:0200,43.2,20
3925,20190609:0300,43.1,20
3925,20190609:0400,43.1,20
3925,20190609:0500,43.1,20
3925,20190609:0600,42.9,20
3925,20190609:0700,42.7,20
3925,20190609:0800,42.8,20
3925,20190609:0900,42.5,20
3925,20190609:1000,42.6,20
3925,20190609:1100,42.8,20
3925,20190609:1200,42.4,20
3925,20190609:1300,42.5,20
3925,20190609:1400,42.5,20
3925,20190609:1500,42.4,20
3925,20190609:1600,42.4,20
3925,20190609:1700,42.3,20
3925,20190609:1800,42.2,20
3925,20190609:1900,42.4,20
3925,20190609:2000,42,20
3925,20190609:2100,42.1,20
3925,20190609:2200,42.2,20
3925,20190609:2300,42.1,20
3925,20190610:0000,42,20
3925,20190610:0100,42.1,20
3925,20190610:0200,42.1,20
3925,20190610:0300,42,20
3925,20190610:0400,41.9,20
3925,20190610:0500,41.6,20
3925,20190610:0600,41.9,20
3925,20190610:0700,41.7,20
3925,20190610:0800,41.7,20
3925,20190610:0900,41.7,20
3925,20190610:1000,41.6,20
3925,20190610:1100,41.6,20
3925,20190610:1200,41.6,20
3925,20190610:1300,41.7,20
3925,20190610:1400,41.7,20
3925,20190610:1500,41.7,20
3925,20190610:1600,41.6,20
3925,20190610:1700,41.7,20
3925,20190610:1800,41.6,20
3925,20190610:1900,41.6,20
3925,20190610:2000,41.5,20
3925,20190610:2100,41.4,20
3925,20190610:2200,41.5,20
3925,20190610:2300,41.5,20
3925,20190611:0000,41.5,20
3925,20190611:0100,41.3,20
3925,20190611:0200,41.3,20
3925,20190611:0300,41.2,20
3925,20190611:0400,41,20
3925,20190611:0500,41.3,20
3925,20190611:0600,41.3,20
3925,20190611:0700,41.2,20
3925,20190611:0800,41.1,20
3925,20190611:0900,41.2,20
3925,20190611:1000,41.2,20
3925,20190611:1100,41.3,20
3925,20190611:1200,41,20
3925,20190611:1300,41.1,20
3925,20190611:1400,41.3,20
3925,20190611:1500,41,20
3925,20190611:1600,41.1,20
3925,20190611:1700,41,20
3925,20190611:1800,41,20
3925,20190611:1900,41.1,20
3925,20190611:2000,41,20
3925,20190611:2100,41,20
3925,20190611:2200,41,20
3925,20190611:2300,41,20
3925,20190612:0000,41.2,20
3925,20190612:0100,42,20
3925,20190612:0200,45.2,20
3925,20190612:0300,46,20
3925,20190612:0400,45.6,20
3925,20190612:0500,45.4,20
3925,20190612:0600,45.2,20
3925,20190612:0700,45,20
3925,20190612:0800,44.7,20
3925,20190612:0900,44.5,20
3925,20190612:1000,44.3,20
3925,20190612:1100,44.4,20
3925,20190612:1600,43.3,20
3925,20190612:1700,43.4,20
3925,20190612:1800,43.4,20
3925,20190612:1900,43.3,20
3925,20190612:2000,43.5,20
3925,20190612:2100,43.3,20
3925,20190612:2200,43.3,20
3925,20190612:2300,43,20
3925,20190613:0000,42.9,20
3925,20190613:0100,42.6,20
3925,20190613:0200,42.7,20
3925,20190613:0300,42.5,20
3925,20190613:0400,42.5,20
3925,20190613:0500,42.4,20
3925,20190613:0600,42,20
3925,20190613:0700,42.1,20
3925,20190613:0800,42.2,20
3925,20190613:0900,42,20
3925,20190613:1000,41.9,20
3925,20190613:1100,41.9,20
3925,20190613:1200,42,20
3925,20190613:1300,41.9,20
3925,20190613:1400,41.9,20
3925,20190613:1500,41.8,20
3925,20190613:1600,41.9,20
3925,20190613:1700,41.6,20
3925,20190613:1800,41.7,20
3925,20190613:1900,41.7,20
3925,20190613:2000,41.6,20
3925,20190613:2100,41.4,20
3925,20190613:2200,41.3,20
3925,20190613:2300,41.2,20
3925,20190614:0000,41.4,20
3925,20190614:0100,41.1,20
3925,20190614:0200,41.1,20
3925,20190614:0300,41.2,20
3925,20190614:0400,41.2,20
3925,20190614:0500,41,20
3925,20190614:0600,41.1,20
3925,20190614:0700,41,20
3925,20190614:0800,40.9,20
3925,20190614:0900,40.9,20
3925,20190614:1000,40.8,20
3925,20190614:1100,40.8,20
3925,20190614:1200,40.9,20
3925,20190614:1300,40.8,20
3925,20190614:1400,40.9,20
3925,20190614:1500,40.8,20
3925,20190614:1600,40.8,20
3925,20190614:1700,40.8,20
3925,20190614:1800,40.8,20
3925,20190614:1900,40.6,20
3925,20190614:2000,40.8,20
3925,20190614:2100,40.6,20
3925,20190614:2200,40.6,20
3925,20190614:2300,40.6,20
3925,20190615:0000,40.6,20
3925,20190615:0100,40.6,20
3925,20190615:0200,40.4,20
3925,20190615:0300,40.3,20
3925,20190615:0400,40.3,20
3925,20190615:0500,40.3,20
3925,20190615:0600,40.3,20
3925,20190615:0700,40.6,20
3925,20190615:0800,40.3,20
3925,20190615:0900,40.4,20
3925,20190615:1000,40.3,20
3925,20190615:1100,40.2,20
3925,20190615:1200,40.2,20
3925,20190615:1300,40.4,20
3925,20190615:1400,40.2,20
3925,20190615:1500,40.3,20
3925,20190615:1600,40.3,20
3925,20190615:1700,40.3,20
3925,20190615:1800,40.2,20
3925,20190615:1900,40.1,20
3925,20190615:2000,40.2,20
3925,20190615:2100,40.2,20
3925,20190615:2200,40.2,20
3925,20190615:2300,40.2,20
3925,20190616:0000,40.2,20
3925,20190616:0100,40.2,20
3925,20190616:0200,40.1,20
3925,20190616:0300,40.1,20
3925,20190616:0400,39.8,20
3925,20190616:0500,40.2,20
3925,20190616:0600,40.1,20
3925,20190616:0700,40,20
3925,20190616:0800,40,20
3925,20190616:0900,40,20
3925,20190616:1000,40.3,20
3925,20190616:1100,40.4,20
3925,20190616:1200,40.6,20
3925,20190616:1300,40.8,20
3925,20190616:1400,41,20
3925,20190616:1500,40.9,20
3925,20190616:1600,41.1,20
3925,20190616:1700,41.3,20
3925,20190616:1800,41.1,20
3925,20190616:1900,41.5,20
3925,20190616:2000,41.7,20
3925,20190616:2100,42,20
3925,20190616:2200,42.4,20
3925,20190616:2300,44.2,20
3925,20190617:0000,48.6,20
3925,20190617:0100,47.3,20
3925,20190617:0200,46.2,20
3925,20190617:0300,45.4,20
3925,20190617:0400,44.8,20
3925,20190617:0500,44.5,20
3925,20190617:0600,44.4,20
3925,20190617:0700,44.6,20
3925,20190617:0800,44.6,20
3925,20190617:0900,44.7,20
3925,20190617:1000,44.4,20
3925,20190617:1100,44.5,20
3925,20190617:1200,44.6,20
3925,20190617:1300,44.9,20
3925,20190617:1400,44.6,20
3925,20190617:1500,44.5,20
3925,20190617:1600,44.4,20
3925,20190617:1700,44.5,20
3925,20190617:1800,44.1,20
3925,20190617:1900,43.9,20
3925,20190617:2000,43.8,20
3925,20190617:2100,43.8,20
3925,20190617:2200,43.7,20
3925,20190617:2300,43.3,20
3925,20190618:0000,42.7,20
3925,20190618:0100,42.7,20
3925,20190618:0200,42.5,20
3925,20190618:0300,42.4,20
3925,20190618:0400,42.5,20
3925,20190618:0500,42.4,20
3925,20190618:0600,42.4,20
3925,20190618:0700,42.3,20
3925,20190618:0800,42.2,20
3925,20190618:0900,42.2,20
3925,20190618:1000,42.2,20
3925,20190618:1100,42.2,20
3925,20190618:1200,42.1,20
3925,20190618:1300,42.2,20
3925,20190618:1400,42.2,20
3925,20190618:1500,42,20
3925,20190618:1600,42.1,20
3925,20190618:1700,41.9,20
3925,20190618:1800,42,20
3925,20190618:1900,41.7,20
3925,20190618:2000,41.8,20
3925,20190618:2100,41.8,20
3925,20190618:2200,41.9,20
3925,20190618:2300,41.7,20
3925,20190619:0000,41.8,20
3925,20190619:0100,41.5,20
3925,20190619:0200,41.9,20
3925,20190619:0300,41.7,20
3925,20190619:0400,41.4,20
3925,20190619:0500,41.8,20
3925,20190619:0600,41.5,20
3925,20190619:0700,41.5,20
3925,20190619:0800,41.7,20
3925,20190619:0900,41.7,20
3925,20190619:1000,41.8,20
3925,20190619:1100,41.5,20
3925,20190619:1200,41.6,20
3925,20190619:1300,41.6,20
3925,20190619:1400,41.7,20
3925,20190619:1500,41.6,20
3925,20190619:1600,41.5,20
3925,20190619:1700,41.6,20
3925,20190619:1800,41.5,20
3925,20190619:1900,41.5,20
3925,20190619:2000,41.5,20
3925,20190619:2100,41.6,20
3925,20190619:2200,41.3,20
3925,20190619:2300,41.4,20
3925,20190620:0000,41.3,20
3925,20190620:0100,41.4,20
3925,20190620:0200,41.4,20
3925,20190620:0300,41.2,20
3925,20190620:0400,41.1,20
3925,20190620:0500,41.1,20
3925,20190620:0600,41.2,20
3925,20190620:0700,41.2,20
3925,20190620:0800,41.1,20
3925,20190620:0900,41.2,20
3925,20190620:1000,41.3,20
3925,20190620:1100,41.3,20
3925,20190620:1200,41.3,20
3925,20190620:1300,41.1,20
3925,20190620:1400,41.2,20
3925,20190620:1500,41.3,20
3925,20190620:1600,41.2,20
3925,20190620:1700,41.3,20
3925,20190620:1800,41.4,20
3925,20190620:1900,41.2,20
3925,20190620:2000,41.1,20
3925,20190620:2100,41.4,20
3925,20190620:2200,42.3,20
3925,20190620:2300,42.9,20
3925,20190621:0000,43.9,20
3925,20190621:0100,46.6,20
3925,20190621:0200,46.3,20
3925,20190621:0300,45.7,20
3925,20190621:0400,46.5,20
3925,20190621:0500,46.2,20
3925,20190621:0600,45.9,20
3925,20190621:0700,45.6,20
3925,20190621:0800,45.6,20
3925,20190621:0900,45.3,20
3925,20190621:1000,43.9,20
3925,20190621:1100,43.7,20
3925,20190621:1200,43.5,20
3925,20190621:1300,43.6,20
3925,20190621:1400,43.3,20
3925,20190621:1500,43.2,20
3925,20190621:1600,43.1,20
3925,20190621:1700,43.1,20
3925,20190621:1800,43,20
3925,20190621:1900,42.8,20
3925,20190621:2000,42.6,20
3925,20190621:2100,42.6,20
3925,20190621:2200,42.7,20
3925,20190621:2300,42.4,20
3925,20190622:0000,42.3,20
3925,20190622:0100,42.3,20
3925,20190622:0200,42.1,20
3925,20190622:0300,42.1,20
3925,20190622:0400,42.2,20
3925,20190622:0500,42.1,20
3925,20190622:0600,42.1,20
3925,20190622:0700,42.1,20
3925,20190622:0800,42.1,20
3925,20190622:0900,42,20
3925,20190622:1000,42,20
3925,20190622:1100,42,20
3925,20190622:1200,42.1,20
3925,20190622:1300,41.9,20
3925,20190622:1400,42,20
3925,20190622:1500,41.9,20
3925,20190622:1600,41.9,20
3925,20190622:1700,41.8,20
3925,20190622:1800,41.7,20
3925,20190622:1900,41.6,20
3925,20190622:2000,41.8,20
3925,20190622:2100,41.7,20
3925,20190622:2200,41.5,20
3925,20190622:2300,41.7,20
3925,20190623:0000,41.7,20
3925,20190623:0100,41.5,20
3925,20190623:0200,41.5,20
3925,20190623:0300,41.5,20
3925,20190623:0400,41.4,20
3925,20190623:0500,41.5,20
3925,20190623:0600,41.6,20
3925,20190623:0700,41.5,20
3925,20190623:0800,41.3,20
3925,20190623:0900,41.3,20
3925,20190623:1000,41.5,20
3925,20190623:1100,41.4,20
3925,20190623:1200,41.4,20
3925,20190623:1300,41.2,20
3925,20190623:1400,41.2,20
3925,20190623:1500,41.2,20
3925,20190623:1600,41.4,20
3925,20190623:1700,41.2,20
3925,20190623:1800,41.1,20
3925,20190623:1900,41.1,20
3925,20190623:2000,41.2,20
3925,20190623:2100,41.1,20
3925,20190623:2200,41.2,20
3925,20190623:2300,41.2,20
3925,20190624:0000,41.2,20
3925,20190624:0100,41.2,20
3925,20190624:0200,41.1,20
3925,20190624:0300,41.2,20
3925,20190624:0400,41.1,20
3925,20190624:0500,41.2,20
3925,20190624:0600,41.2,20
3925,20190624:0700,41.2,20
3925,20190624:0800,41.1,20
3925,20190624:0900,40.9,20
3925,20190624:1000,41,20
3925,20190624:1100,41.2,20
3925,20190624:1200,41,20
3925,20190624:1300,41,20
3925,20190624:1400,41.3,20
3925,20190624:1500,41.4,20
3925,20190624:1600,41.4,20
3925,20190624:1700,41.4,20
3925,20190624:1800,41.4,20
3925,20190624:1900,41.4,20
3925,20190624:2000,41.4,20
3925,20190624:2100,41.2,20
3925,20190624:2200,41.1,20
3925,20190624:2300,41.1,20
3925,20190625:0000,41.3,20
3925,20190625:0100,41.1,20
3925,20190625:0200,41.2,20
3925,20190625:0300,41.2,20
3925,20190625:0400,41.2,20
3925,20190625:0500,41.1,20
3925,20190625:0600,41.1,20
3925,20190625:0700,41.1,20
3925,20190625:0800,41.3,20
3925,20190625:0900,41.2,20
3925,20190625:1000,41.2,20
3925,20190625:1100,41.3,20
3925,20190625:1200,41.3,20
3925,20190625:1300,41.3,20
3925,20190625:1400,41.3,20
3925,20190625:1500,41.3,20
3925,20190625:1600,41.2,20
3925,20190625:1700,41.1,20
3925,20190625:1800,41.4,20
3925,20190625:1900,41.4,20
3925,20190625:2000,41.4,20
3925,20190625:2100,41.2,20
3925,20190625:2200,41.2,20
3925,20190625:2300,41.1,20
3925,20190626:0000,41.1,20
3925,20190626:0100,41.2,20
3925,20190626:0200,41.4,20
3925,20190626:0300,41.1,20
3925,20190626:0400,41.1,20
3925,20190626:0500,41.2,20
3925,20190626:0600,41.2,20
3925,20190626:0700,41.2,20
3925,20190626:0800,41.3,20
3925,20190626:0900,41.5,20
3925,20190626:1000,41.5,20
3925,20190626:1100,41.5,20
3925,20190626:1200,41.5,20
3925,20190626:1300,41.4,20
3925,20190626:1400,41.3,20
3925,20190626:1500,41.3,20
3925,20190626:1600,41.3,20
3925,20190626:1700,41.2,20
3925,20190626:1800,41.2,20
3925,20190626:1900,41.6,20
3925,20190626:2000,41.3,20
3925,20190626:2100,41.3,20
3925,20190626:2200,41.2,20
3925,20190626:2300,41.4,20
3925,20190627:0000,41.1,20
3925,20190627:0100,41.1,20
3925,20190627:0200,41.1,20
3925,20190627:0300,41.2,20
3925,20190627:0400,41.3,20
3925,20190627:0500,41.1,20
3925,20190627:0600,41.1,20
3925,20190627:0700,41,20
3925,20190627:0800,41.4,20
3925,20190627:0900,41.3,20
3925,20190627:1000,41.3,20
3925,20190627:1100,41.3,20
3925,20190627:1200,41.4,20
3925,20190627:1300,41.4,20
3925,20190627:1400,41.4,20
3925,20190627:1500,41.3,20
3925,20190627:1600,41.3,20
3925,20190627:1700,41.2,20
3925,20190627:1800,41.4,20
3925,20190627:1900,41.4,20
3925,20190627:2000,41.4,20
3925,20190627:2100,41.2,20
3925,20190627:2200,41.3,20
3925,20190627:2300,41.3,20
3925,20190628:0000,41.2,20
3925,20190628:0100,41.3,20
3925,20190628:0200,41.4,20
3925,20190628:0300,41.4,20
3925,20190628:0400,41.4,20
3925,20190628:0500,41.4,20
3925,20190628:0600,41.4,20
3925,20190628:0700,41.4,20
3925,20190628:0800,41.7,20
3925,20190628:0900,41.4,20
3925,20190628:1000,41.4,20
3925,20190628:1100,41.4,20
3925,20190628:1200,41.7,20
3925,20190628:1300,41.7,20
3925,20190628:1400,41.4,20
3925,20190628:1500,41.5,20
3925,20190628:1600,41.4,20
3925,20190628:1700,41.4,20
3925,20190628:1800,41.4,20
3925,20190628:1900,41.4,20
3925,20190628:2000,41.4,20
3925,20190628:2100,41.4,20
3925,20190628:2200,41.4,20
3925,20190628:2300,41.4,20
3925,20190629:0000,41.4,20
3925,20190629:0100,41.4,20
3925,20190629:0200,41.4,20
3925,20190629:0300,41.4,20
3925,20190629:0400,41.4,20
3925,20190629:0500,41.4,20
3925,20190629:0600,41.4,20
3925,20190629:0700,41.4,20
3925,20190629:0800,41.4,20
3925,20190629:0900,41.4,20
3925,20190629:1000,41.4,20
3925,20190629:1100,41.4,20
3925,20190629:1200,41.4,20
3925,20190629:1300,41.4,20
3925,20190629:1400,41.2,20
3925,20190629:1500,41.2,20
3925,20190629:1600,41.2,20
3925,20190629:1700,41.4,20
3925,20190629:1800,41.4,20
3925,20190629:1900,41.4,20
3925,20190629:2000,41.4,20
3925,20190629:2100,41.4,20
3925,20190629:2200,41.4,20
3925,20190629:2300,41.4,20
3925,20190630:0000,41.4,20
3925,20190630:0100,41.4,20
3925,20190630:0200,41.4,20
3925,20190630:0300,41.4,20
3925,20190630:0400,41.4,20
3925,20190630:0500,41.4,20
3925,20190630:0600,41.4,20
3925,20190630:0700,41.4,20
3925,20190630:0800,41.4,20
3925,20190630:0900,41.4,20
3925,20190630:1000,41.4,20
3925,20190630:1100,41.2,20
3925,20190630:1200,41.4,20
3925,20190630:1300,41.4,20
3925,20190630:1400,41.4,20
3925,20190630:1500,41.2,20
3925,20190630:1600,41.2,20
3925,20190630:1700,41.1,20
3925,20190630:1800,41.1,20
3925,20190630:1900,41.4,20
3925,20190630:2000,41.1,20
3925,20190630:2100,41.1,20
3925,20190630:2200,41.3,20
3925,20190630:2300,41.3,20
3925,20190701:0000,41,20
3925,20190701:0100,41,20
3925,20190701:0200,41,20
3925,20190701:0300,41.1,20
3925,20190701:0400,41,20
3925,20190701:0500,41,20
3925,20190701:0600,41,20
3925,20190701:0700,41.2,20
3925,20190701:0800,41.2,20
3925,20190701:0900,41.1,20
3925,20190701:1000,41.1,20
3925,20190701:1100,41.2,20
3925,20190701:1200,41.2,20
3925,20190701:1300,41.1,20
3925,20190701:1400,41.4,20
3925,20190701:1500,41.4,20
3925,20190701:1600,41.4,20
3925,20190701:1700,41.4,20
3925,20190701:1800,41.4,20
3925,20190701:1900,41.4,20
3925,20190701:2000,41.4,20
3925,20190701:2100,41.4,20
3925,20190701:2200,41.4,20
3925,20190701:2300,41.4,20
3925,20190702:0000,41.4,20
3925,20190702:0100,41.3,20
3925,20190702:0200,41.4,20
3925,20190702:0300,41.3,20
3925,20190702:0400,41.3,20
3925,20190702:0500,41.3,20
3925,20190702:0600,41.3,20
3925,20190702:0700,41.3,20
3925,20190702:0800,41.3,20
3925,20190702:0900,41.3,20
3925,20190702:1000,41.3,20
3925,20190702:1100,41.3,20
3925,20190702:1200,41.2,20
3925,20190702:1300,41.3,20
3925,20190702:1400,41.2,20
3925,20190702:1500,41.3,20
3925,20190702:1600,41.2,20
3925,20190702:1700,41.2,20
3925,20190702:1800,41,20
3925,20190702:1900,41.1,20
3925,20190702:2000,41.1,20
3925,20190702:2100,41.1,20
3925,20190702:2200,41.2,20
3925,20190702:2300,41.1,20
3925,20190703:0000,41.1,20
3925,20190703:0100,41,20
3925,20190703:0200,41.2,20
3925,20190703:0300,41.4,20
3925,20190703:0400,41.9,20
3925,20190703:0500,44.9,20
3925,20190703:0600,51.5,20
3925,20190703:0700,56,20
3925,20190703:0800,56.3,20
3925,20190703:0900,56.7,20
3925,20190703:1000,58.4,20
3925,20190703:1100,58.1,20
3925,20190703:1200,56.5,20
3925,20190703:1300,54.3,20
3925,20190703:1400,51.1,20
3925,20190703:1500,49.1,20
3925,20190703:1600,47.8,20
3925,20190703:1700,47.2,20
3925,20190703:1800,46.4,20
3925,20190703:1900,46,20
3925,20190703:2000,45.4,20
3925,20190703:2100,45.4,20
3925,20190703:2200,45.6,20
3925,20190703:2300,45.5,20
3925,20190704:0000,45.2,20
3925,20190704:0100,45.1,20
3925,20190704:0200,45.2,20
3925,20190704:0300,44.8,20
3925,20190704:0400,44.7,20
3925,20190704:0500,44.5,20
3925,20190704:0600,44.4,20
3925,20190704:0700,44.6,20
3925,20190704:0800,44.2,20
3925,20190704:0900,44.2,20
3925,20190704:1000,44.3,20
3925,20190704:1100,43.3,20
3925,20190704:1200,43.1,20
3925,20190704:1300,43.1,20
3925,20190704:1400,43.3,20
3925,20190704:1500,43.1,20
3925,20190704:1600,43.1,20
3925,20190704:1700,43,20
3925,20190704:1800,42.9,20
3925,20190704:1900,42.8,20
3925,20190704:2000,42.9,20
3925,20190704:2100,42.7,20
3925,20190704:2200,42.6,20
3925,20190704:2300,42.6,20
3925,20190705:0000,42.5,20
3925,20190705:0100,42.7,20
3925,20190705:0200,42.6,20
3925,20190705:0300,42.6,20
3925,20190705:0400,42.4,20
3925,20190705:0500,42.5,20
3925,20190705:0600,42.3,20
3925,20190705:0700,42.6,20
3925,20190705:0800,42.5,20
3925,20190705:0900,42.4,20
3925,20190705:1000,42.4,20
3925,20190705:1100,42.3,20
3925,20190705:1200,42.3,20
3925,20190705:1300,42.3,20
3925,20190705:1400,42.1,20
3925,20190705:1500,42.3,20
3925,20190705:1600,42.3,20
3925,20190705:1700,42.3,20
3925,20190705:1800,42.1,20
3925,20190705:1900,42.2,20
3925,20190705:2000,42.2,20
3925,20190705:2100,42.1,20
3925,20190705:2200,42,20
3925,20190705:2300,41.9,20
3925,20190706:0000,42.2,20
3925,20190706:0100,42.3,20
3925,20190706:0200,42.1,20
3925,20190706:0300,42.1,20
3925,20190706:0400,42,20
3925,20190706:0500,42.1,20
3925,20190706:0600,42.2,20
3925,20190706:0700,42.2,20
3925,20190706:0800,42.1,20
3925,20190706:0900,42.1,20
3925,20190706:1000,42.3,20
3925,20190706:1100,42.1,20
3925,20190706:1200,42.2,20
3925,20190706:1300,42.1,20
3925,20190706:1400,42.1,20
3925,20190706:1500,42.2,20
3925,20190706:1600,42.3,20
3925,20190706:1700,42.1,20
3925,20190706:1800,42.1,20
3925,20190706:1900,42,20
3925,20190706:2000,42.1,20
3925,20190706:2100,42.1,20
3925,20190706:2200,42.1,20
3925,20190706:2300,42.2,20
3925,20190707:0000,42.2,20
3925,20190707:0100,41.9,20
3925,20190707:0200,41.9,20
3925,20190707:0300,41.9,20
3925,20190707:0400,41.9,20
3925,20190707:0500,41.9,20
3925,20190707:0600,42.2,20
3925,20190707:0700,42,20
3925,20190707:0800,42,20
3925,20190707:0900,42.1,20
3925,20190707:1000,42.1,20
3925,20190707:1100,42,20
3925,20190707:1200,42.1,20
3925,20190707:1300,42,20
3925,20190707:1400,42.1,20
3925,20190707:1500,42,20
3925,20190707:1600,42.1,20
3925,20190707:1700,42,20
3925,20190707:1800,42,20
3925,20190707:1900,42.2,20
3925,20190707:2000,42.1,20
3925,20190707:2100,42.2,20
3925,20190707:2200,42.2,20
3925,20190707:2300,42.2,20
3925,20190708:0000,42.1,20
3925,20190708:0100,42.1,20
3925,20190708:0200,42,20
3925,20190708:0300,42.1,20
3925,20190708:0400,42.1,20
3925,20190708:0500,42.2,20
3925,20190708:0600,42.1,20
3925,20190708:0700,42.1,20
3925,20190708:0800,42.2,20
3925,20190708:0900,42.1,20
3925,20190708:1000,42.3,20
3925,20190708:1100,42.3,20
3925,20190708:1200,42.2,20
3925,20190708:1300,42.3,20
3925,20190708:1400,42.4,20
3925,20190708:1500,42.4,20
3925,20190708:1600,42.7,20
3925,20190708:1700,42.7,20
3925,20190708:1800,42.4,20
3925,20190708:1900,42.3,20
3925,20190708:2000,42.3,20
3925,20190708:2100,42.3,20
3925,20190708:2200,42.5,20
3925,20190708:2300,42.5,20
3925,20190709:0000,42.5,20
3925,20190709:0100,42.5,20
3925,20190709:0200,42.5,20
3925,20190709:0300,42.5,20
3925,20190709:0400,42.4,20
3925,20190709:0500,42.3,20
3925,20190709:0600,42.3,20
3925,20190709:0700,42.3,20
3925,20190709:0800,42.3,20
3925,20190709:0900,42.3,20
3925,20190709:1000,42.6,20
3925,20190709:1100,42.5,20
3925,20190709:1200,42.5,20
3925,20190709:1300,42.3,20
3925,20190709:1400,42.3,20
3925,20190709:1500,42.3,20
3925,20190709:1600,42.3,20
3925,20190709:1700,42.1,20
3925,20190709:1800,42.2,20
3925,20190709:1900,42.4,20
3925,20190709:2000,42.4,20
3925,20190709:2100,42.4,20
3925,20190709:2200,42.2,20
3925,20190709:2300,42.2,20
3925,20190710:0000,42.2,20
3925,20190710:0100,42.1,20
3925,20190710:0200,42.2,20
3925,20190710:0300,42.2,20
3925,20190710:0400,42.1,20
3925,20190710:0500,42.2,20
3925,20190710:0600,42.1,20
3925,20190710:0700,42.2,20
3925,20190710:0800,42.2,20
3925,20190710:0900,41.9,20
3925,20190710:1000,42,20
3925,20190710:1100,41.9,20
3925,20190710:1200,41.9,20
3925,20190710:1300,42.1,20
3925,20190710:1400,43.3,20
3925,20190710:1500,44,20
3925,20190710:1600,44.2,20
3925,20190710:1700,44.6,20
3925,20190710:1800,44.9,20
3925,20190710:1900,45.2,20
3925,20190710:2000,46.3,20
3925,20190710:2100,47.3,20
3925,20190710:2200,48,20
3925,20190710:2300,47.6,20
3925,20190711:0000,47.1,20
3925,20190711:0100,47.1,20
3925,20190711:0200,46.4,20
3925,20190711:0300,46.2,20
3925,20190711:0400,46.8,20
3925,20190711:0500,48.3,20
3925,20190711:0600,48.7,20
3925,20190711:0700,48.2,20
3925,20190711:0800,48,20
3925,20190711:0900,47.4,20
3925,20190711:1000,47,20
3925,20190711:1100,46.8,20
3925,20190711:1200,46.5,20
3925,20190711:1300,46.4,20
3925,20190711:1400,46.1,20
3925,20190711:1500,45.9,20
3925,20190711:1600,45.8,20
3925,20190711:1700,45.6,20
