Station,Date(NZST),Percent(%),Depth(cm)
3925,20210817:0400,57.2,20
3925,20210817:0500,57.4,20
3925,20210817:0600,57.4,20
3925,20210817:0700,57.4,20
3925,20210817:0800,57.9,20
3925,20210817:0900,57.9,20
3925,20210817:1000,57.9,20
3925,20210817:1100,58,20
3925,20210817:1200,57.9,20
3925,20210817:1300,57.9,20
3925,20210817:1400,58.2,20
3925,20210817:1500,58.2,20
3925,20210817:1600,58.2,20
3925,20210817:1700,58.2,20
3925,20210817:1800,58.2,20
3925,20210817:1900,58.3,20
3925,20210817:2000,58.3,20
3925,20210817:2100,58.5,20
3925,20210817:2200,58.4,20
3925,20210817:2300,58.7,20
3925,20210818:0000,58.7,20
3925,20210818:0100,58.9,20
3925,20210818:0200,59,20
3925,20210818:0300,59.2,20
3925,20210818:0400,59.2,20
3925,20210818:0500,59.2,20
3925,20210818:0600,59.2,20
3925,20210818:0700,59,20
3925,20210818:0800,59,20
3925,20210818:0900,58.7,20
3925,20210818:1000,58.7,20
3925,20210818:1100,58.4,20
3925,20210818:1200,58.6,20
3925,20210818:1300,58.5,20
3925,20210818:1400,58.1,20
3925,20210818:1500,58,20
3925,20210818:1600,57.9,20
3925,20210818:1700,57.4,20
3925,20210818:1800,57.5,20
3925,20210818:1900,57,20
3925,20210818:2000,56.9,20
3925,20210818:2100,56.7,20
3925,20210818:2200,56.6,20
3925,20210818:2300,56.5,20
3925,20210819:0000,56.4,20
3925,20210819:0100,56.5,20
3925,20210819:0200,56,20
3925,20210819:0300,56,20
3925,20210819:0400,56,20
3925,20210819:0500,55.8,20
3925,20210819:0600,56.1,20
3925,20210819:0700,55.6,20
3925,20210819:0800,55.8,20
3925,20210819:0900,55.5,20
3925,20210819:1000,55.6,20
3925,20210819:1100,55.5,20
3925,20210819:1200,55.5,20
3925,20210819:1300,55.5,20
3925,20210819:1400,55.2,20
3925,20210819:1500,55.4,20
3925,20210819:1600,55.1,20
3925,20210819:1700,55.1,20
3925,20210819:1800,54.7,20
3925,20210819:1900,54.9,20
3925,20210819:2000,54.9,20
3925,20210819:2100,54.8,20
3925,20210819:2200,54.7,20
3925,20210819:2300,54.5,20
3925,20210820:0000,54.5,20
3925,20210820:0100,54.4,20
3925,20210820:0200,54.3,20
3925,20210820:0300,54.4,20
3925,20210820:0400,54.4,20
3925,20210820:0500,54.3,20
3925,20210820:0600,54.4,20
3925,20210820:0700,54.4,20
3925,20210820:0800,54.7,20
3925,20210820:0900,54.5,20
3925,20210820:1000,54.6,20
3925,20210820:1100,54.6,20
3925,20210820:1200,54.5,20
3925,20210820:1300,54.4,20
3925,20210820:1400,54.7,20
3925,20210820:1500,54.6,20
3925,20210820:1600,54.6,20
3925,20210820:1700,54.5,20
3925,20210820:1800,54.5,20
3925,20210820:1900,54.7,20
3925,20210820:2000,54.4,20
3925,20210820:2100,54.4,20
3925,20210820:2200,54.4,20
3925,20210820:2300,54.5,20
3925,20210821:0000,54.1,20
3925,20210821:0100,54,20
3925,20210821:0200,54,20
3925,20210821:0300,54.4,20
3925,20210821:0400,54.2,20
3925,20210821:0500,54.2,20
3925,20210821:0600,54,20
3925,20210821:0700,54,20
3925,20210821:0800,54,20
3925,20210821:0900,54,20
3925,20210821:1000,54,20
3925,20210821:1100,54,20
3925,20210821:1200,54.2,20
3925,20210821:1300,54.2,20
3925,20210821:1400,54,20
3925,20210821:1500,54,20
3925,20210821:1600,54,20
3925,20210821:1700,54,20
3925,20210821:1800,54.1,20
3925,20210821:1900,54,20
3925,20210821:2000,54,20
3925,20210821:2100,54,20
3925,20210821:2200,53.9,20
3925,20210821:2300,53.9,20
3925,20210822:0000,53.6,20
3925,20210822:0100,53.6,20
3925,20210822:0200,54,20
3925,20210822:0300,53.6,20
3925,20210822:0400,53.6,20
3925,20210822:0500,53.8,20
3925,20210822:0600,53.3,20
3925,20210822:0700,53.5,20
3925,20210822:0800,53.6,20
3925,20210822:0900,53.7,20
3925,20210822:1000,53.6,20
3925,20210822:1100,53.5,20
3925,20210822:1200,53.5,20
3925,20210822:1300,53.6,20
3925,20210822:1400,53.5,20
3925,20210822:1500,53.3,20
3925,20210822:1600,53.5,20
3925,20210822:1700,53.6,20
3925,20210822:1800,53.6,20
3925,20210822:1900,53.6,20
3925,20210822:2000,53.6,20
3925,20210822:2100,53.4,20
3925,20210822:2200,53.6,20
3925,20210822:2300,53.2,20
3925,20210823:0000,53.5,20
3925,20210823:0100,53.5,20
3925,20210823:0200,53.5,20
3925,20210823:0300,53.9,20
3925,20210823:0400,54,20
3925,20210823:0500,54,20
3925,20210823:0600,54,20
3925,20210823:0700,54.2,20
3925,20210823:0800,54.2,20
3925,20210823:0900,54,20
3925,20210823:1000,54.5,20
3925,20210823:1100,54.5,20
3925,20210823:1200,54.6,20
3925,20210823:1300,54.5,20
3925,20210823:1400,54.4,20
3925,20210823:1500,54.5,20
3925,20210823:1600,54.5,20
3925,20210823:1700,54.4,20
3925,20210823:1800,54.5,20
3925,20210823:1900,54.5,20
3925,20210823:2000,54.4,20
3925,20210823:2100,54.4,20
3925,20210823:2200,54.4,20
3925,20210823:2300,54.4,20
3925,20210824:0000,54.4,20
3925,20210824:0100,54.7,20
3925,20210824:0200,54.7,20
3925,20210824:0300,54.7,20
3925,20210824:0400,54.5,20
3925,20210824:0500,54.4,20
3925,20210824:0600,54.5,20
3925,20210824:0700,54.4,20
3925,20210824:0800,54.5,20
3925,20210824:0900,54.4,20
3925,20210824:1000,54.4,20
3925,20210824:1100,54.4,20
3925,20210824:1200,54.2,20
3925,20210824:1300,54.2,20
3925,20210824:1400,54.2,20
3925,20210824:1500,54.2,20
3925,20210824:1600,54,20
3925,20210824:1700,54,20
3925,20210824:1800,54,20
3925,20210824:1900,53.8,20
3925,20210824:2000,53.7,20
3925,20210824:2100,53.8,20
3925,20210824:2200,53.6,20
3925,20210824:2300,53.6,20
3925,20210825:0000,53.8,20
3925,20210825:0100,53.6,20
3925,20210825:0200,53.5,20
3925,20210825:0300,53.4,20
3925,20210825:0400,53.5,20
3925,20210825:0500,53.5,20
3925,20210825:0600,53.4,20
3925,20210825:0700,53.4,20
3925,20210825:0800,53.4,20
3925,20210825:0900,53.5,20
3925,20210825:1000,53.5,20
3925,20210825:1100,53.3,20
3925,20210825:1200,53.4,20
3925,20210825:1300,53.4,20
3925,20210825:1400,53.4,20
3925,20210825:1500,53.1,20
3925,20210825:1600,53.3,20
3925,20210825:1700,53.2,20
3925,20210825:1800,53.3,20
3925,20210825:1900,53.3,20
3925,20210825:2000,53.4,20
3925,20210825:2100,53,20
3925,20210825:2200,52.9,20
3925,20210825:2300,52.9,20
3925,20210826:0000,52.9,20
3925,20210826:0100,52.9,20
3925,20210826:0200,52.9,20
3925,20210826:0300,53,20
3925,20210826:0400,52.9,20
3925,20210826:0500,53,20
3925,20210826:0600,52.9,20
3925,20210826:0700,53,20
3925,20210826:0800,52.9,20
3925,20210826:0900,52.9,20
3925,20210826:1000,52.9,20
3925,20210826:1100,53.1,20
3925,20210826:1200,53.1,20
3925,20210826:1300,53.1,20
3925,20210826:1400,53,20
3925,20210826:1500,53,20
3925,20210826:1600,53,20
3925,20210826:1700,52.9,20
3925,20210826:1800,53.2,20
3925,20210826:1900,52.9,20
3925,20210826:2000,53,20
3925,20210826:2100,52.9,20
3925,20210826:2200,53,20
3925,20210826:2300,52.9,20
3925,20210827:0000,53.2,20
3925,20210827:0100,53.1,20
3925,20210827:0200,53.5,20
3925,20210827:0300,56.3,20
3925,20210827:0400,57.8,20
3925,20210827:0500,58.5,20
3925,20210827:0600,58.9,20
3925,20210827:0700,59,20
3925,20210827:0800,59,20
3925,20210827:0900,59,20
3925,20210827:1000,58.9,20
3925,20210827:1100,59,20
3925,20210827:1200,59.2,20
3925,20210827:1300,59.2,20
3925,20210827:1400,59.4,20
3925,20210827:1500,59.5,20
3925,20210827:1600,59.2,20
3925,20210827:1700,59.1,20
3925,20210827:1800,58.9,20
3925,20210827:1900,59,20
3925,20210827:2000,59,20
3925,20210827:2100,58.8,20
3925,20210827:2200,58.6,20
3925,20210827:2300,58.4,20
3925,20210828:0000,58.5,20
3925,20210828:0100,58.5,20
3925,20210828:0200,58.2,20
3925,20210828:0300,57.8,20
3925,20210828:0400,57.7,20
3925,20210828:0500,57.7,20
3925,20210828:0600,57.5,20
3925,20210828:0700,57.4,20
3925,20210828:0800,57,20
3925,20210828:0900,56.9,20
3925,20210828:1000,57,20
3925,20210828:1100,56.6,20
3925,20210828:1200,56.3,20
3925,20210828:1300,56.4,20
3925,20210828:1400,55.8,20
3925,20210828:1500,55.5,20
3925,20210828:1600,55.6,20
3925,20210828:1700,55.3,20
3925,20210828:1800,55.1,20
3925,20210828:1900,55.1,20
3925,20210828:2000,54.9,20
3925,20210828:2100,55.1,20
3925,20210828:2200,54.7,20
3925,20210828:2300,54.7,20
3925,20210829:0000,54.5,20
3925,20210829:0100,54.4,20
3925,20210829:0200,54.4,20
3925,20210829:0300,54.2,20
3925,20210829:0400,54.2,20
3925,20210829:0500,54.3,20
3925,20210829:0600,54.1,20
3925,20210829:0700,54,20
3925,20210829:0800,54,20
3925,20210829:0900,54,20
3925,20210829:1000,54,20
3925,20210829:1100,53.7,20
3925,20210829:1200,53.7,20
3925,20210829:1300,53.8,20
3925,20210829:1400,53.9,20
3925,20210829:1500,53.8,20
3925,20210829:1600,53.8,20
3925,20210829:1700,53.8,20
3925,20210829:1800,53.6,20
3925,20210829:1900,53.5,20
3925,20210829:2000,53.5,20
3925,20210829:2100,53.5,20
3925,20210829:2200,53.4,20
3925,20210829:2300,53.4,20
3925,20210830:0000,53.3,20
3925,20210830:0100,53,20
3925,20210830:0200,53,20
3925,20210830:0300,53.4,20
3925,20210830:0400,53.3,20
3925,20210830:0500,53.2,20
3925,20210830:0600,53.4,20
3925,20210830:0700,53.3,20
3925,20210830:0800,53.3,20
3925,20210830:0900,53.1,20
3925,20210830:1000,53.1,20
3925,20210830:1100,53.2,20
3925,20210830:1200,53.1,20
3925,20210830:1300,53.2,20
3925,20210830:1400,52.9,20
3925,20210830:1500,52.8,20
3925,20210830:1600,52.9,20
3925,20210830:1700,52.8,20
3925,20210830:1800,52.8,20
3925,20210830:1900,52.8,20
3925,20210830:2000,52.7,20
3925,20210830:2100,52.6,20
3925,20210830:2200,52.5,20
3925,20210830:2300,52.9,20
3925,20210831:0000,52.6,20
3925,20210831:0100,52.5,20
3925,20210831:0200,52.5,20
3925,20210831:0300,52.5,20
3925,20210831:0400,52.6,20
3925,20210831:0500,52.3,20
3925,20210831:0600,52.5,20
3925,20210831:0700,52.7,20
3925,20210831:0800,52.8,20
3925,20210831:0900,52.8,20
3925,20210831:1000,52.6,20
3925,20210831:1100,52.5,20
3925,20210831:1200,52.5,20
3925,20210831:1300,52.6,20
3925,20210831:1400,52.8,20
3925,20210831:1500,52.5,20
3925,20210831:1600,52.5,20
3925,20210831:1700,52.5,20
3925,20210831:1800,52.5,20
3925,20210831:1900,52.5,20
3925,20210831:2000,52.3,20
3925,20210831:2100,52.3,20
3925,20210831:2200,52.3,20
3925,20210831:2300,52.4,20
3925,20210901:0000,52.4,20
3925,20210901:0100,52.3,20
3925,20210901:0200,52.3,20
3925,20210901:0300,52.4,20
3925,20210901:0400,52.4,20
3925,20210901:0500,52.5,20
3925,20210901:0600,52.3,20
3925,20210901:0700,52.4,20
3925,20210901:0800,52.5,20
3925,20210901:0900,52.6,20
3925,20210901:1000,52.5,20
3925,20210901:1100,52.5,20
3925,20210901:1200,52.2,20
3925,20210901:1300,52.5,20
3925,20210901:1400,52.3,20
3925,20210901:1500,52.4,20
3925,20210901:1600,52.5,20
3925,20210901:1700,52.5,20
3925,20210901:1800,52.5,20
3925,20210901:1900,52.2,20
3925,20210901:2000,52.1,20
3925,20210901:2100,52.1,20
3925,20210901:2200,52.1,20
3925,20210901:2300,52.1,20
3925,20210902:0000,52.1,20
3925,20210902:0100,52.1,20
3925,20210902:0200,52.2,20
3925,20210902:0300,52.1,20
3925,20210902:0400,52.1,20
3925,20210902:0500,52,20
3925,20210902:0600,51.9,20
3925,20210902:0700,51.9,20
3925,20210902:0800,51.9,20
3925,20210902:0900,52,20
3925,20210902:1000,51.9,20
3925,20210902:1100,52.1,20
3925,20210902:1200,51.9,20
3925,20210902:1300,52.1,20
3925,20210902:1400,52.2,20
3925,20210902:1500,51.9,20
3925,20210902:1600,52.1,20
3925,20210902:1700,52,20
3925,20210902:1800,51.9,20
3925,20210902:1900,51.9,20
3925,20210902:2000,51.9,20
3925,20210902:2100,51.8,20
3925,20210902:2200,51.9,20
3925,20210902:2300,51.8,20
3925,20210903:0000,51.9,20
3925,20210903:0100,51.9,20
3925,20210903:0200,51.9,20
3925,20210903:0300,51.9,20
3925,20210903:0400,51.9,20
3925,20210903:0500,51.9,20
3925,20210903:0600,51.8,20
3925,20210903:0700,51.7,20
3925,20210903:0800,51.9,20
3925,20210903:0900,51.8,20
3925,20210903:1000,51.9,20
3925,20210903:1100,52,20
3925,20210903:1200,51.9,20
3925,20210903:1300,51.9,20
3925,20210903:1400,51.7,20
3925,20210903:1500,51.8,20
3925,20210903:1600,51.7,20
3925,20210903:1700,51.9,20
3925,20210903:1800,51.9,20
3925,20210903:1900,51.8,20
3925,20210903:2000,51.9,20
3925,20210903:2100,51.8,20
3925,20210903:2200,51.7,20
3925,20210903:2300,51.7,20
3925,20210904:0000,51.7,20
3925,20210904:0100,51.5,20
3925,20210904:0200,51.6,20
3925,20210904:0300,51.5,20
3925,20210904:0400,51.5,20
3925,20210904:0500,51.5,20
3925,20210904:0600,51.5,20
3925,20210904:0700,51.5,20
3925,20210904:0800,51.6,20
3925,20210904:0900,51.5,20
3925,20210904:1000,51.5,20
3925,20210904:1100,51.5,20
3925,20210904:1200,51.5,20
3925,20210904:1300,51.7,20
3925,20210904:1400,51.6,20
3925,20210904:1500,51.5,20
3925,20210904:1600,51.3,20
3925,20210904:1700,51.5,20
3925,20210904:1800,51.4,20
3925,20210904:1900,51.5,20
3925,20210904:2000,51.3,20
3925,20210904:2100,51.4,20
3925,20210904:2200,51.4,20
3925,20210904:2300,51.3,20
3925,20210905:0000,51.3,20
3925,20210905:0100,51.3,20
3925,20210905:0200,51.4,20
3925,20210905:0300,51.3,20
3925,20210905:0400,51.4,20
3925,20210905:0500,51.5,20
3925,20210905:0600,51.3,20
3925,20210905:0700,51.4,20
3925,20210905:0800,51.5,20
3925,20210905:0900,51.5,20
3925,20210905:1000,51.3,20
3925,20210905:1100,51.3,20
3925,20210905:1200,51.4,20
3925,20210905:1300,51.5,20
3925,20210905:1400,51.5,20
3925,20210905:1500,51.6,20
3925,20210905:1600,51.5,20
3925,20210905:1700,51.4,20
3925,20210905:1800,51.2,20
3925,20210905:1900,51.1,20
3925,20210905:2000,51.1,20
3925,20210905:2100,51.1,20
3925,20210905:2200,51.1,20
3925,20210905:2300,51.1,20
3925,20210906:0000,51.1,20
3925,20210906:0100,51.1,20
3925,20210906:0200,51.1,20
3925,20210906:0300,51.3,20
3925,20210906:0400,51.2,20
3925,20210906:0500,51.3,20
3925,20210906:0600,51.5,20
3925,20210906:0700,51.5,20
3925,20210906:0800,51.5,20
3925,20210906:0900,51.3,20
3925,20210906:1000,51.4,20
3925,20210906:1100,51.5,20
3925,20210906:1200,51.5,20
3925,20210906:1300,51.6,20
3925,20210906:1400,51.4,20
3925,20210906:1500,51.1,20
3925,20210906:1600,51.1,20
3925,20210906:1700,51.1,20
3925,20210906:1800,51.2,20
3925,20210906:1900,51.6,20
3925,20210906:2000,51.6,20
3925,20210906:2100,51.6,20
3925,20210906:2200,51.5,20
3925,20210906:2300,51.6,20
3925,20210907:0000,53.3,20
3925,20210907:0100,54.4,20
3925,20210907:0200,55.8,20
3925,20210907:0300,57.3,20
3925,20210907:0400,57.6,20
3925,20210907:0500,58,20
3925,20210907:0600,58.4,20
3925,20210907:0700,58.7,20
3925,20210907:0800,58.7,20
3925,20210907:0900,58.7,20
3925,20210907:1000,58.8,20
3925,20210907:1100,58.7,20
3925,20210907:1200,58.4,20
3925,20210907:1300,58.7,20
3925,20210907:1400,58.6,20
3925,20210907:1500,58.7,20
3925,20210907:1600,58.7,20
3925,20210907:1700,58.7,20
3925,20210907:1800,58.9,20
3925,20210907:1900,59.1,20
3925,20210907:2000,59.2,20
3925,20210907:2100,59.2,20
3925,20210907:2200,59,20
3925,20210907:2300,59,20
3925,20210908:0000,58.7,20
3925,20210908:0100,58.7,20
3925,20210908:0200,58.9,20
3925,20210908:0300,58.9,20
3925,20210908:0400,59,20
3925,20210908:0500,59,20
3925,20210908:0600,59.2,20
3925,20210908:0700,59.5,20
3925,20210908:0800,59.4,20
3925,20210908:0900,59.4,20
3925,20210908:1000,59.4,20
3925,20210908:1100,59.5,20
3925,20210908:1200,59.6,20
3925,20210908:1300,59.4,20
3925,20210908:1400,59.3,20
3925,20210908:1500,58.9,20
3925,20210908:1600,58.5,20
3925,20210908:1700,58.1,20
3925,20210908:1800,58,20
3925,20210908:1900,57.8,20
3925,20210908:2000,57.7,20
3925,20210908:2100,57.5,20
3925,20210908:2200,57.4,20
3925,20210908:2300,57.4,20
3925,20210909:0000,57.5,20
3925,20210909:0100,57.5,20
3925,20210909:0200,57.2,20
3925,20210909:0300,57.4,20
3925,20210909:0400,57.2,20
3925,20210909:0500,57.4,20
3925,20210909:0600,57.1,20
3925,20210909:0700,57.2,20
3925,20210909:0800,57.2,20
3925,20210909:0900,57.2,20
3925,20210909:1000,57.2,20
3925,20210909:1100,57.2,20
3925,20210909:1200,57.2,20
3925,20210909:1300,57.2,20
3925,20210909:1400,57.2,20
3925,20210909:1500,57,20
3925,20210909:1600,57,20
3925,20210909:1700,57,20
3925,20210909:1800,57,20
3925,20210909:1900,57.2,20
3925,20210909:2000,57,20
3925,20210909:2100,56.5,20
3925,20210909:2200,56.5,20
3925,20210909:2300,56.5,20
3925,20210910:0000,56.5,20
3925,20210910:0100,56.1,20
3925,20210910:0200,56.2,20
3925,20210910:0300,56.1,20
3925,20210910:0400,55.7,20
3925,20210910:0500,55.9,20
3925,20210910:0600,56,20
3925,20210910:0700,56,20
3925,20210910:0800,56.2,20
3925,20210910:0900,56.5,20
3925,20210910:1000,57.2,20
3925,20210910:1100,58.1,20
3925,20210910:1200,58.6,20
3925,20210910:1300,58.7,20
3925,20210910:1400,59.2,20
3925,20210910:1500,59.3,20
3925,20210910:1600,59.4,20
3925,20210910:1700,59.2,20
3925,20210910:1800,58.9,20
3925,20210910:1900,59.2,20
3925,20210910:2000,59.2,20
3925,20210910:2100,59.2,20
3925,20210910:2200,59.2,20
3925,20210910:2300,59.2,20
3925,20210911:0000,59.2,20
3925,20210911:0100,59.2,20
3925,20210911:0200,58.9,20
3925,20210911:0300,59,20
3925,20210911:0400,59.3,20
3925,20210911:0500,58.9,20
3925,20210911:0600,58.7,20
3925,20210911:0700,58.7,20
3925,20210911:0800,58.5,20
3925,20210911:0900,58.5,20
3925,20210911:1000,58.4,20
3925,20210911:1100,58.5,20
3925,20210911:1200,58.3,20
3925,20210911:1300,58.2,20
3925,20210911:1400,57.9,20
3925,20210911:1500,58,20
3925,20210911:1600,57.9,20
3925,20210911:1700,57.9,20
3925,20210911:1800,58,20
3925,20210911:1900,58.2,20
3925,20210911:2000,57.9,20
3925,20210911:2100,57.7,20
3925,20210911:2200,57.4,20
3925,20210911:2300,57.4,20
3925,20210912:0000,57.2,20
3925,20210912:0100,57,20
3925,20210912:0200,57,20
3925,20210912:0300,56.6,20
3925,20210912:0400,56.5,20
3925,20210912:0500,56,20
3925,20210912:0600,56.2,20
3925,20210912:0700,55.8,20
3925,20210912:0800,56,20
3925,20210912:0900,55.6,20
3925,20210912:1000,55.7,20
3925,20210912:1100,55.6,20
3925,20210912:1200,55.8,20
3925,20210912:1300,55.5,20
3925,20210912:1400,55.5,20
3925,20210912:1500,55.3,20
3925,20210912:1600,55.2,20
3925,20210912:1700,55.3,20
3925,20210912:1800,54.8,20
3925,20210912:1900,54.8,20
3925,20210912:2000,54.9,20
3925,20210912:2100,54.6,20
3925,20210912:2200,54.7,20
3925,20210912:2300,54.7,20
3925,20210913:0000,54.5,20
3925,20210913:0100,54.5,20
3925,20210913:0200,54.6,20
3925,20210913:0300,54.5,20
3925,20210913:0400,54.8,20
3925,20210913:0500,55.8,20
3925,20210913:0600,56.5,20
3925,20210913:0700,55.5,20
3925,20210913:0800,56,20
3925,20210913:0900,57.2,20
3925,20210913:1000,57.5,20
3925,20210913:1100,57.4,20
3925,20210913:1200,57.4,20
3925,20210913:1300,57.5,20
3925,20210913:1400,57.5,20
3925,20210913:1500,57.4,20
3925,20210913:1600,57.8,20
3925,20210913:1700,58,20
3925,20210913:1800,57.8,20
3925,20210913:1900,57.9,20
3925,20210913:2000,58,20
3925,20210913:2100,58,20
3925,20210913:2200,58,20
3925,20210913:2300,57.9,20
3925,20210914:0000,57.7,20
3925,20210914:0100,57.4,20
3925,20210914:0200,57.5,20
3925,20210914:0300,57.4,20
3925,20210914:0400,57.4,20
3925,20210914:0500,57.4,20
3925,20210914:0600,57,20
3925,20210914:0700,57.2,20
3925,20210914:0800,56.9,20
3925,20210914:0900,57,20
3925,20210914:1000,57.2,20
3925,20210914:1100,57,20
3925,20210914:1200,57,20
3925,20210914:1300,56.5,20
3925,20210914:1400,56.5,20
3925,20210914:1500,56.2,20
3925,20210914:1600,56,20
3925,20210914:1700,56,20
3925,20210914:1800,55.6,20
3925,20210914:1900,55.6,20
3925,20210914:2000,55.7,20
3925,20210914:2100,55.3,20
3925,20210914:2200,55.2,20
3925,20210914:2300,55.2,20
3925,20210915:0000,55.1,20
3925,20210915:0100,55.1,20
3925,20210915:0200,55.1,20
3925,20210915:0300,54.8,20
3925,20210915:0400,54.6,20
3925,20210915:0500,54.7,20
3925,20210915:0600,54.7,20
3925,20210915:0700,54.5,20
3925,20210915:0800,54.6,20
3925,20210915:0900,54.4,20
3925,20210915:1000,54.7,20
3925,20210915:1100,54.5,20
3925,20210915:1200,54.6,20
3925,20210915:1300,54.2,20
3925,20210915:1400,54.2,20
3925,20210915:1500,54,20
3925,20210915:1600,54.1,20
3925,20210915:1700,54,20
3925,20210915:1800,54,20
3925,20210915:1900,53.8,20
3925,20210915:2000,53.7,20
3925,20210915:2100,53.8,20
3925,20210915:2200,53.8,20
3925,20210915:2300,53.8,20
3925,20210916:0000,53.6,20
3925,20210916:0100,53.6,20
3925,20210916:0200,53.4,20
3925,20210916:0300,53.6,20
3925,20210916:0400,53.4,20
3925,20210916:0500,53.4,20
3925,20210916:0600,53.3,20
3925,20210916:0700,53.5,20
3925,20210916:0800,53.4,20
3925,20210916:0900,53.5,20
3925,20210916:1000,53.4,20
3925,20210916:1100,53.5,20
3925,20210916:1200,53.3,20
3925,20210916:1300,53.5,20
3925,20210916:1400,53.3,20
3925,20210916:1500,53.4,20
3925,20210916:1600,53.4,20
3925,20210916:1700,53.1,20
3925,20210916:1800,53.1,20
3925,20210916:1900,53.1,20
3925,20210916:2000,52.9,20
3925,20210916:2100,53,20
3925,20210916:2200,52.9,20
3925,20210916:2300,53,20
3925,20210917:0000,52.9,20
3925,20210917:0100,53,20
3925,20210917:0200,52.7,20
3925,20210917:0300,52.5,20
3925,20210917:0400,52.6,20
3925,20210917:0500,53,20
3925,20210917:0600,52.9,20
3925,20210917:0700,53,20
3925,20210917:0800,52.9,20
3925,20210917:0900,52.9,20
3925,20210917:1000,53,20
3925,20210917:1100,52.9,20
3925,20210917:1200,53,20
3925,20210917:1300,52.9,20
3925,20210917:1400,52.7,20
3925,20210917:1500,52.8,20
3925,20210917:1600,52.8,20
3925,20210917:1700,52.6,20
3925,20210917:1800,52.7,20
3925,20210917:1900,52.5,20
3925,20210917:2000,52.7,20
3925,20210917:2100,52.5,20
3925,20210917:2200,52.5,20
3925,20210917:2300,52.5,20
3925,20210918:0000,52.6,20
3925,20210918:0100,52.5,20
3925,20210918:0200,52.5,20
3925,20210918:0300,52.4,20
3925,20210918:0400,52.5,20
3925,20210918:0500,52.4,20
3925,20210918:0600,52.3,20
3925,20210918:0700,52.5,20
3925,20210918:0800,52.6,20
3925,20210918:0900,52.5,20
3925,20210918:1000,52.5,20
3925,20210918:1100,52.5,20
3925,20210918:1200,52.5,20
3925,20210918:1300,52.3,20
3925,20210918:1400,52.5,20
3925,20210918:1500,52.3,20
3925,20210918:1600,52.4,20
3925,20210918:1700,52.3,20
3925,20210918:1800,52.1,20
3925,20210918:1900,52.1,20
3925,20210918:2000,52.1,20
3925,20210918:2100,52.1,20
3925,20210918:2200,52.2,20
3925,20210918:2300,52.2,20
3925,20210919:0000,52.1,20
3925,20210919:0100,52.1,20
3925,20210919:0200,52.1,20
3925,20210919:0300,52.1,20
3925,20210919:0400,52.1,20
3925,20210919:0500,52.1,20
3925,20210919:0600,52.2,20
3925,20210919:0700,52.2,20
3925,20210919:0800,52.2,20
3925,20210919:0900,52.1,20
3925,20210919:1000,52.2,20
3925,20210919:1100,52.1,20
3925,20210919:1200,52.1,20
3925,20210919:1300,52.1,20
3925,20210919:1400,52.3,20
3925,20210919:1500,52.1,20
3925,20210919:1600,52.2,20
3925,20210919:1700,52.2,20
3925,20210919:1800,52.3,20
3925,20210919:1900,52.3,20
3925,20210919:2000,52.1,20
3925,20210919:2100,52.1,20
3925,20210919:2200,52.2,20
3925,20210919:2300,54.4,20
3925,20210920:0000,56.8,20
3925,20210920:0100,57,20
3925,20210920:0200,57.4,20
3925,20210920:0300,57.4,20
3925,20210920:0400,57.4,20
3925,20210920:0500,57.7,20
3925,20210920:0600,57.7,20
3925,20210920:0700,57.9,20
3925,20210920:0800,57.7,20
3925,20210920:0900,57.7,20
3925,20210920:1000,57.7,20
3925,20210920:1100,57.3,20
3925,20210920:1200,57,20
3925,20210920:1300,57.2,20
3925,20210920:1400,57,20
3925,20210920:1500,56.7,20
3925,20210920:1600,56.5,20
3925,20210920:1700,56.3,20
3925,20210920:1800,56,20
3925,20210920:1900,56.1,20
3925,20210920:2000,55.8,20
3925,20210920:2100,55.4,20
3925,20210920:2200,55.1,20
3925,20210920:2300,55.1,20
3925,20210921:0000,55,20
3925,20210921:0100,54.7,20
3925,20210921:0200,54.7,20
3925,20210921:0300,54.7,20
3925,20210921:0400,54.7,20
3925,20210921:0500,54.6,20
3925,20210921:0600,54.4,20
3925,20210921:0700,54.4,20
3925,20210921:0800,54.4,20
3925,20210921:0900,54.2,20
3925,20210921:1000,54.2,20
3925,20210921:1100,54,20
3925,20210921:1200,54.1,20
3925,20210921:1300,54.1,20
3925,20210921:1400,53.9,20
3925,20210921:1500,54,20
3925,20210921:1600,54,20
3925,20210921:1700,54,20
3925,20210921:1800,54.2,20
3925,20210921:1900,54.4,20
3925,20210921:2000,54.4,20
3925,20210921:2100,55.1,20
3925,20210921:2200,57.2,20
3925,20210921:2300,57.5,20
3925,20210922:0000,57.2,20
3925,20210922:0100,57.4,20
3925,20210922:0200,57.5,20
3925,20210922:0300,57.7,20
3925,20210922:0400,57.7,20
3925,20210922:0500,57.7,20
3925,20210922:0600,57.7,20
3925,20210922:0700,57.7,20
3925,20210922:0800,57.3,20
3925,20210922:0900,57.2,20
3925,20210922:1000,57.2,20
3925,20210922:1100,57.2,20
3925,20210922:1200,57.1,20
3925,20210922:1300,57,20
3925,20210922:1400,56.7,20
3925,20210922:1500,56.6,20
3925,20210922:1600,56.5,20
3925,20210922:1700,56.5,20
3925,20210922:1800,56.5,20
3925,20210922:1900,56.3,20
3925,20210922:2000,56.1,20
3925,20210922:2100,55.8,20
3925,20210922:2200,55.8,20
3925,20210922:2300,55.5,20
3925,20210923:0000,55.6,20
3925,20210923:0100,55.1,20
3925,20210923:0200,55.3,20
