Station,Date(NZST),Dir(DegT),Speed(m/s),Period(Hrs),Freq
3925,20121022:2259,189,9.8,24,D
3925,20121023:2259,184,12.4,24,D
3925,20121024:2259,211,8.2,24,D
3925,20121025:2259,202,8.8,24,D
3925,20121026:2259,203,5.1,24,D
3925,20121027:2259,21,11.8,24,D
3925,20121028:2259,20,6.7,24,D
3925,20121029:2259,325,5.7,24,D
3925,20121030:2259,266,6.7,24,D
3925,20121031:2259,152,9.8,24,D
3925,20121101:2259,198,6.2,24,D
3925,20121102:2259,15,11.3,24,D
3925,20121103:2259,10,11.8,24,D
3925,20121104:2259,273,8.2,24,D
3925,20121105:2259,168,8.8,24,D
3925,20121106:2259,251,7.2,24,D
3925,20121107:2259,201,8.8,24,D
3925,20121108:2259,215,7.7,24,D
3925,20121109:2259,172,9.8,24,D
3925,20121110:2259,192,7.2,24,D
3925,20121111:2259,42,8.8,24,D
3925,20121112:2259,153,10.3,24,D
3925,20121113:2259,31,5.7,24,D
3925,20121114:2259,99,5.1,24,D
3925,20121115:2259,70,7.2,24,D
3925,20121116:2259,38,7.2,24,D
3925,20121117:2259,38,8.2,24,D
3925,20121118:2259,270,8.8,24,D
3925,20121119:2259,193,7.7,24,D
3925,20121120:2259,232,7.2,24,D
3925,20121121:2259,203,7.2,24,D
3925,20121122:2259,354,7.7,24,D
3925,20121123:2259,206,8.2,24,D
3925,20121124:2259,172,7.2,24,D
3925,20121125:2259,189,8.8,24,D
3925,20121126:2259,39,8.2,24,D
3925,20121127:2259,193,8.2,24,D
3925,20121128:2259,181,8.8,24,D
3925,20121129:2259,196,8.8,24,D
3925,20121130:2259,126,7.2,24,D
3925,20121201:2259,18,7.2,24,D
3925,20121202:2259,62,11.8,24,D
3925,20121203:2259,260,8.8,24,D
3925,20121204:2259,329,8.2,24,D
3925,20121205:2259,65,11.8,24,D
3925,20121206:2259,46,8.2,24,D
3925,20121207:2259,38,7.2,24,D
3925,20121208:2259,10,5.1,24,D
3925,20121209:2259,209,6.7,24,D
3925,20121210:2259,172,8.2,24,D
3925,20121211:2259,247,7.2,24,D
3925,20121212:2259,240,7.2,24,D
3925,20121213:2259,234,7.7,24,D
3925,20121214:2259,304,8.8,24,D
3925,20121215:2259,189,8.2,24,D
3925,20121216:2259,341,9.3,24,D
3925,20121217:2259,31,7.7,24,D
3925,20121218:2259,31,8.8,24,D
3925,20121219:2259,209,10.3,24,D
3925,20121220:2259,334,6.7,24,D
3925,20121221:2259,342,8.8,24,D
3925,20121222:2259,255,7.2,24,D
3925,20121223:2259,259,8.2,24,D
3925,20121224:2259,244,6.2,24,D
3925,20121225:2259,276,6.7,24,D
3925,20121226:2259,245,4.6,24,D
3925,20121227:2259,28,6.7,24,D
3925,20121228:2259,282,6.2,24,D
3925,20121229:2259,38,11.3,24,D
3925,20121230:2259,30,11.8,24,D
3925,20121231:2259,258,5.1,24,D
3925,20130101:2259,340,8.2,24,D
3925,20130102:2259,54,15.4,24,D
3925,20130103:2259,162,9.8,24,D
3925,20130104:2259,185,7.7,24,D
3925,20130105:2259,256,6.7,24,D
3925,20130106:2259,267,8.8,24,D
3925,20130107:2259,198,9.8,24,D
3925,20130108:2259,203,8.8,24,D
3925,20130109:2259,25,14.4,24,D
3925,20130110:2259,38,15.4,24,D
3925,20130111:2259,237,6.2,24,D
3925,20130112:2259,38,7.7,24,D
3925,20130113:2259,55,11.8,24,D
3925,20130114:2259,194,5.1,24,D
3925,20130115:2259,216,8.2,24,D
3925,20130116:2259,257,6.7,24,D
3925,20130117:2259,263,10.3,24,D
3925,20130118:2259,207,6.7,24,D
3925,20130119:2259,19,7.2,24,D
3925,20130120:2259,237,9.8,24,D
3925,20130121:2259,173,7.7,24,D
3925,20130122:2259,284,8.2,24,D
3925,20130123:2259,33,8.2,24,D
3925,20130124:2259,288,8.8,24,D
3925,20130125:2259,256,6.7,24,D
3925,20130126:2259,237,6.7,24,D
3925,20130127:2259,153,6.2,24,D
3925,20130128:2259,205,6.7,24,D
3925,20130129:2259,259,6.2,24,D
3925,20130130:2259,152,7.7,24,D
3925,20130131:2259,204,7.2,24,D
3925,20130201:2259,281,8.8,24,D
3925,20130202:2259,244,5.1,24,D
3925,20130203:2259,31,6.2,24,D
3925,20130204:2259,159,8.8,24,D
3925,20130205:2259,180,9.8,24,D
3925,20130206:2259,188,6.7,24,D
3925,20130207:2259,269,7.2,24,D
3925,20130208:2259,224,7.7,24,D
3925,20130209:2259,263,8.2,24,D
3925,20130210:2259,194,8.2,24,D
3925,20130211:2259,170,6.2,24,D
3925,20130212:2259,26,8.8,24,D
3925,20130213:2259,173,9.3,24,D
3925,20130214:2259,214,8.2,24,D
3925,20130215:2259,176,8.8,24,D
3925,20130216:2259,216,8.2,24,D
3925,20130217:2259,334,7.2,24,D
3925,20130218:2259,243,6.7,24,D
3925,20130219:2259,283,7.2,24,D
3925,20130220:2259,226,7.7,24,D
3925,20130221:2259,256,7.2,24,D
3925,20130222:2259,242,7.2,24,D
3925,20130223:2259,241,7.2,24,D
3925,20130224:2259,274,7.2,24,D
3925,20130225:2259,262,6.2,24,D
3925,20130226:2259,157,7.2,24,D
3925,20130227:2259,242,6.7,24,D
3925,20130228:2259,194,7.2,24,D
3925,20130301:2259,200,6.7,24,D
3925,20130302:2259,354,5.7,24,D
3925,20130303:2259,264,7.2,24,D
3925,20130304:2259,174,8.2,24,D
3925,20130305:2259,40,7.7,24,D
3925,20130306:2259,130,10.8,24,D
3925,20130307:2259,184,6.2,24,D
3925,20130308:2259,237,8.2,24,D
3925,20130309:2259,319,6.2,24,D
3925,20130310:2259,271,5.7,24,D
3925,20130311:2259,332,6.7,24,D
3925,20130312:2259,340,5.1,24,D
3925,20130313:2259,277,5.7,24,D
3925,20130314:2259,202,6.2,24,D
3925,20130315:2259,246,4.6,24,D
3925,20130316:2259,331,7.7,24,D
3925,20130317:2259,39,6.2,24,D
3925,20130318:2259,206,8.8,24,D
3925,20130319:2259,230,4.1,24,D
3925,20130320:2259,321,5.1,24,D
3925,20130321:2259,342,7.2,24,D
3925,20130322:2259,296,6.2,24,D
3925,20130323:2259,127,6.2,24,D
3925,20130324:2259,347,6.7,24,D
3925,20130325:2259,45,7.7,24,D
3925,20130326:2259,62,5.7,24,D
3925,20130327:2259,200,5.1,24,D
3925,20130328:2259,156,6.2,24,D
3925,20130329:2259,22,6.7,24,D
3925,20130330:2259,334,8.2,24,D
3925,20130331:2259,29,10.3,24,D
3925,20130401:2259,184,6.2,24,D
3925,20130402:2259,38,5.7,24,D
3925,20130403:2259,183,8.2,24,D
3925,20130404:2259,228,8.2,24,D
3925,20130405:2259,136,5.1,24,D
3925,20130406:2259,114,5.7,24,D
3925,20130407:2359,148,5.7,24,D
3925,20130408:2359,339,5.1,24,D
3925,20130409:2359,193,6.7,24,D
3925,20130410:2359,319,4.6,24,D
3925,20130411:2359,5,5.7,24,D
3925,20130412:2359,267,5.7,24,D
3925,20130413:2359,21,5.7,24,D
3925,20130414:2359,303,4.6,24,D
3925,20130415:2359,264,3.6,24,D
3925,20130416:2359,196,4.6,24,D
3925,20130417:2359,180,5.1,24,D
3925,20130418:2359,286,4.1,24,D
3925,20130419:2359,136,6.7,24,D
3925,20130420:2359,105,4.6,24,D
3925,20130421:2359,130,4.6,24,D
3925,20130422:2359,47,9.8,24,D
3925,20130423:2359,53,6.7,24,D
3925,20130424:2359,6,6.7,24,D
3925,20130425:2359,272,4.1,24,D
3925,20130426:2359,26,7.2,24,D
3925,20130427:2359,120,5.1,24,D
3925,20130428:2359,34,4.1,24,D
3925,20130429:2359,124,2.6,24,D
3925,20130430:2359,191,7.7,24,D
3925,20130502:2359,122,5.7,24,D
3925,20130503:2359,148,4.6,24,D
3925,20130504:2359,110,4.1,24,D
3925,20130505:2359,118,3.6,24,D
3925,20130506:2359,211,9.3,24,D
3925,20130507:2359,117,4.6,24,D
3925,20130508:2359,107,4.1,24,D
3925,20130509:2359,106,4.6,24,D
3925,20130510:2359,183,9.3,24,D
3925,20130511:2359,119,5.7,24,D
3925,20130512:2359,124,4.6,24,D
3925,20130513:2359,144,3.1,24,D
3925,20130514:2359,196,5.1,24,D
3925,20130515:2359,135,6.7,24,D
3925,20130516:2359,102,4.1,24,D
3925,20130517:2359,4,13.9,24,D
3925,20130518:2359,320,4.1,24,D
3925,20130519:2359,304,3.6,24,D
3925,20130520:2359,57,5.7,24,D
3925,20130521:2359,111,4.6,24,D
3925,20130522:2359,132,3.6,24,D
3925,20130523:2359,265,4.6,24,D
3925,20130524:2359,105,4.6,24,D
3925,20130525:2359,32,5.1,24,D
3925,20130526:2359,170,6.7,24,D
3925,20130527:2359,41,12.4,24,D
3925,20130528:2359,190,7.7,24,D
3925,20130529:2359,107,4.1,24,D
3925,20130530:2359,83,3.6,24,D
3925,20130531:2359,109,3.6,24,D
3925,20130601:2359,352,4.6,24,D
3925,20130602:2359,337,7.2,24,D
3925,20130603:2359,7,10.8,24,D
3925,20130604:2359,47,9.3,24,D
3925,20130605:2359,111,6.7,24,D
3925,20130606:2359,310,2.6,24,D
3925,20130607:2359,280,2.1,24,D
3925,20130608:2359,67,8.8,24,D
3925,20130609:2359,132,4.6,24,D
3925,20130610:2359,144,3.6,24,D
3925,20130611:2359,110,2.6,24,D
3925,20130612:2359,114,3.6,24,D
3925,20130613:2359,105,2.6,24,D
3925,20130614:2359,111,4.6,24,D
3925,20130615:2359,111,3.1,24,D
3925,20130616:2359,196,4.6,24,D
3925,20130617:2359,168,3.6,24,D
3925,20130618:2359,136,3.6,24,D
3925,20130619:2359,139,6.7,24,D
3925,20130620:2359,170,13.4,24,D
3925,20130621:2359,146,8.2,24,D
3925,20130622:2359,183,7.2,24,D
3925,20130623:2359,111,5.7,24,D
3925,20130624:2359,282,2.6,24,D
3925,20130625:2359,126,5.7,24,D
3925,20130626:2359,109,4.6,24,D
3925,20130627:2359,108,3.1,24,D
3925,20130628:2359,302,2.6,24,D
3925,20130629:2359,309,3.1,24,D
3925,20130630:2359,124,3.1,24,D
3925,20130701:2359,295,3.1,24,D
3925,20130702:2359,5,4.1,24,D
3925,20130703:2359,115,4.1,24,D
3925,20130704:2359,102,5.1,24,D
3925,20130705:2359,34,8.8,24,D
3925,20130706:2359,55,13.4,24,D
3925,20130707:2359,39,9.3,24,D
3925,20130708:2359,200,8.2,24,D
3925,20130709:2359,214,5.1,24,D
3925,20130710:2359,179,8.2,24,D
3925,20130711:2359,101,4.6,24,D
3925,20130712:2359,145,4.1,24,D
3925,20130713:2359,110,4.6,24,D
3925,20130714:2359,199,13.4,24,D
3925,20130715:2359,171,7.7,24,D
3925,20130716:2359,93,4.6,24,D
3925,20130717:2359,273,2.1,24,D
3925,20130718:2359,199,3.6,24,D
3925,20130719:2359,103,3.6,24,D
3925,20130720:2359,106,3.6,24,D
3925,20130721:2359,351,3.1,24,D
3925,20130722:2359,16,8.2,24,D
3925,20130723:2359,30,12.4,24,D
3925,20130724:2359,23,5.1,24,D
3925,20130725:2359,120,6.2,24,D
3925,20130726:2359,116,3.1,24,D
3925,20130727:2359,355,3.1,24,D
3925,20130728:2359,185,5.1,24,D
3925,20130729:2359,207,5.1,24,D
3925,20130730:2359,121,4.6,24,D
3925,20130731:2359,123,4.6,24,D
3925,20130801:2359,130,4.1,24,D
3925,20130802:2359,124,5.1,24,D
3925,20130803:2359,107,4.6,24,D
3925,20130804:2359,108,3.1,24,D
3925,20130805:2359,31,7.2,24,D
3925,20130806:2359,20,4.6,24,D
3925,20130807:2359,34,8.8,24,D
3925,20130808:2359,89,3.6,24,D
3925,20130809:2359,353,4.6,24,D
3925,20130810:2359,124,6.2,24,D
3925,20130811:2359,119,4.1,24,D
3925,20130812:2359,210,4.6,24,D
3925,20130813:2359,24,9.3,24,D
3925,20130814:2359,196,5.7,24,D
3925,20130815:2359,342,6.7,24,D
3925,20130816:2359,141,5.1,24,D
3925,20130817:2359,196,6.7,24,D
3925,20130818:2359,130,6.2,24,D
3925,20130819:2359,340,6.7,24,D
3925,20130820:2359,359,4.1,24,D
3925,20130821:2359,59,7.2,24,D
3925,20130822:2359,108,7.2,24,D
3925,20130823:2359,24,6.2,24,D
3925,20130824:2359,322,5.7,24,D
3925,20130825:2359,109,4.6,24,D
3925,20130826:2359,186,7.7,24,D
3925,20130827:2359,193,3.6,24,D
3925,20130828:2359,331,8.2,24,D
3925,20130829:2359,236,6.7,24,D
3925,20130830:2359,132,5.7,24,D
3925,20130831:2359,112,4.6,24,D
3925,20130901:2359,114,5.1,24,D
3925,20130902:2359,115,5.1,24,D
3925,20130903:2359,183,6.7,24,D
3925,20130904:2359,241,9.8,24,D
3925,20130905:2359,200,7.2,24,D
3925,20130906:2359,103,4.6,24,D
3925,20130907:2359,360,7.2,24,D
3925,20130908:2359,157,10.8,24,D
3925,20130909:2359,255,8.8,24,D
3925,20130910:2359,38,13.4,24,D
3925,20130911:2359,338,13.4,24,D
3925,20130912:2359,7,9.3,24,D
3925,20130913:2359,264,6.7,24,D
3925,20130914:2359,132,8.2,24,D
3925,20130915:2359,309,6.2,24,D
3925,20130916:2359,177,6.2,24,D
3925,20130917:2359,262,7.2,24,D
3925,20130918:2359,128,5.7,24,D
3925,20130919:2359,359,7.2,24,D
3925,20130920:2359,37,6.7,24,D
3925,20130921:2359,55,8.8,24,D
3925,20130922:2359,23,9.3,24,D
3925,20130923:2359,343,7.2,24,D
3925,20130924:2359,154,9.8,24,D
3925,20130925:2359,205,8.8,24,D
3925,20130926:2359,187,9.3,24,D
3925,20130927:2359,9,9.3,24,D
3925,20130928:2359,31,7.2,24,D
3925,20130929:2259,16,8.2,24,D
3925,20130930:2259,278,8.8,24,D
3925,20131001:2259,192,6.2,24,D
3925,20131002:2259,5,12.4,24,D
3925,20131003:2259,36,10.3,24,D
3925,20131004:2259,73,8.2,24,D
3925,20131005:2259,210,6.2,24,D
3925,20131006:2259,49,4.6,24,D
3925,20131007:2259,297,7.7,24,D
3925,20131008:2259,192,7.2,24,D
3925,20131009:2259,163,10.8,24,D
3925,20131010:2259,37,9.8,24,D
3925,20131011:2259,162,6.2,24,D
3925,20131012:2259,186,7.7,24,D
3925,20131013:2259,29,7.2,24,D
3925,20131014:2259,34,14.9,24,D
3925,20131015:2259,228,8.8,24,D
3925,20131016:2259,26,5.7,24,D
3925,20131017:2259,348,6.2,24,D
3925,20131018:2259,3,12.9,24,D
3925,20131019:2259,175,8.8,24,D
3925,20131020:2259,190,8.8,24,D
3925,20131021:2259,35,8.2,24,D
3925,20131022:2259,82,9.8,24,D
3925,20131023:2259,41,6.7,24,D
3925,20131024:2259,40,12.4,24,D
3925,20131025:2259,60,12.4,24,D
3925,20131026:2259,18,10.8,24,D
3925,20131027:2259,41,9.3,24,D
3925,20131028:2259,295,8.2,24,D
3925,20131029:2259,22,6.7,24,D
3925,20131030:2259,67,4.6,24,D
3925,20131031:2259,57,8.8,24,D
3925,20131101:2259,229,10.8,24,D
3925,20131102:2259,41,7.2,24,D
3925,20131103:2259,233,6.7,24,D
3925,20131104:2259,9,7.7,24,D
3925,20131105:2259,44,5.7,24,D
3925,20131106:2259,139,11.3,24,D
3925,20131107:2259,260,10.3,24,D
3925,20131108:2259,260,8.2,24,D
3925,20131109:2259,25,6.2,24,D
3925,20131110:2259,276,6.7,24,D
3925,20131111:2259,342,6.7,24,D
3925,20131112:2259,256,10.8,24,D
3925,20131113:2259,353,7.2,24,D
3925,20131114:2259,247,7.7,24,D
3925,20131115:2259,25,5.7,24,D
3925,20131116:2259,325,7.2,24,D
3925,20131117:2259,294,3.6,24,D
3925,20131118:2259,271,7.2,24,D
3925,20131119:2259,151,7.2,24,D
3925,20131120:2259,122,6.7,24,D
3925,20131121:2259,41,5.7,24,D
3925,20131122:2259,264,7.2,24,D
3925,20131123:2259,272,6.7,24,D
3925,20131124:2259,199,7.7,24,D
3925,20131125:2259,24,7.7,24,D
3925,20131126:2259,137,6.2,24,D
3925,20131127:2259,201,4.6,24,D
3925,20131128:2259,190,6.2,24,D
3925,20131129:2259,39,8.2,24,D
3925,20131130:2259,25,10.3,24,D
3925,20131201:2259,105,7.2,24,D
3925,20131202:2259,254,7.2,24,D
3925,20131203:2259,18,6.7,24,D
3925,20131204:2259,242,4.6,24,D
3925,20131205:2259,48,6.7,24,D
3925,20131206:2259,59,9.3,24,D
3925,20131207:2259,50,10.3,24,D
3925,20131208:2259,29,10.3,24,D
3925,20131209:2259,320,6.2,24,D
3925,20131210:2259,198,6.7,24,D
3925,20131211:2259,281,4.1,24,D
3925,20131212:2259,7,9.8,24,D
3925,20131213:2259,21,8.2,24,D
3925,20131214:2259,205,9.3,24,D
3925,20131215:2259,173,8.8,24,D
3925,20131216:2259,355,6.2,24,D
3925,20131217:2259,192,8.2,24,D
3925,20131218:2259,196,7.2,24,D
3925,20131219:2259,135,8.2,24,D
3925,20131220:2259,256,7.2,24,D
3925,20131221:2259,1,10.8,24,D
3925,20131222:2259,191,9.3,24,D
3925,20131223:2259,251,7.2,24,D
3925,20131224:2259,23,11.3,24,D
3925,20131225:2259,135,9.3,24,D
3925,20131226:2259,142,7.7,24,D
3925,20131227:2259,119,8.8,24,D
3925,20131228:2259,112,6.2,24,D
3925,20131229:2259,145,4.1,24,D
3925,20131230:2259,178,8.8,24,D
3925,20131231:2259,141,5.7,24,D
3925,20140101:2259,239,8.8,24,D
3925,20140102:2259,334,8.2,24,D
3925,20140103:2259,49,13.4,24,D
3925,20140104:2259,355,7.2,24,D
3925,20140105:2259,169,10.3,24,D
3925,20140106:2259,163,7.7,24,D
3925,20140107:2259,341,8.8,24,D
3925,20140108:2259,49,7.7,24,D
3925,20140109:2259,138,9.3,24,D
3925,20140110:2259,181,7.7,24,D
3925,20140111:2259,258,5.7,24,D
3925,20140112:2259,55,10.3,24,D
3925,20140113:2259,154,9.8,24,D
3925,20140114:2259,184,8.8,24,D
3925,20140115:2259,206,7.2,24,D
3925,20140116:2259,22,7.2,24,D
3925,20140117:2259,294,9.8,24,D
3925,20140118:2259,9,6.2,24,D
3925,20140119:2259,27,8.8,24,D
3925,20140120:2259,7,6.7,24,D
3925,20140121:2259,41,6.2,24,D
3925,20140122:2259,360,9.3,24,D
3925,20140123:2259,264,8.2,24,D
3925,20140124:2259,151,5.7,24,D
3925,20140125:2259,346,8.8,24,D
3925,20140126:2259,34,11.8,24,D
3925,20140127:2259,223,6.7,24,D
3925,20140128:2259,276,6.7,24,D
3925,20140129:2259,252,5.7,24,D
3925,20140130:2259,187,7.7,24,D
3925,20140131:2259,258,8.2,24,D
3925,20140201:2259,187,7.7,24,D
3925,20140202:2259,266,8.2,24,D
3925,20140203:2259,248,6.7,24,D
3925,20140204:2259,258,6.7,24,D
3925,20140205:2259,14,8.2,24,D
3925,20140206:2259,243,5.7,24,D
3925,20140207:2259,359,6.2,24,D
3925,20140208:2259,202,7.2,24,D
3925,20140209:2259,242,9.3,24,D
3925,20140210:2259,230,8.8,24,D
3925,20140211:2259,339,5.1,24,D
3925,20140212:2259,189,6.7,24,D
3925,20140213:2259,173,5.1,24,D
3925,20140214:2259,184,8.2,24,D
3925,20140215:2259,197,7.2,24,D
3925,20140216:2259,354,8.2,24,D
3925,20140217:2259,21,10.3,24,D
3925,20140218:2259,42,11.3,24,D
3925,20140219:2259,106,4.1,24,D
3925,20140220:2259,237,6.7,24,D
3925,20140221:2259,193,6.7,24,D
3925,20140222:2259,239,8.2,24,D
3925,20140223:2259,194,12.9,24,D
3925,20140224:2259,177,6.7,24,D
3925,20140225:2259,281,6.7,24,D
3925,20140226:2259,254,5.7,24,D
3925,20140227:2259,44,6.2,24,D
3925,20140228:2259,153,10.8,24,D
3925,20140301:2259,185,11.8,24,D
3925,20140302:2259,325,7.7,24,D
3925,20140303:2259,198,10.8,24,D
3925,20140304:2259,114,4.6,24,D
3925,20140305:2259,189,11.3,24,D
3925,20140306:2259,198,8.2,24,D
3925,20140307:2259,252,6.2,24,D
3925,20140308:2259,253,6.7,24,D
3925,20140309:2259,164,5.7,24,D
3925,20140310:2259,268,5.7,24,D
3925,20140311:2259,244,6.2,24,D
3925,20140312:2259,35,6.2,24,D
3925,20140313:2259,15,5.7,24,D
3925,20140314:2259,339,5.1,24,D
3925,20140315:2259,145,5.7,24,D
3925,20140316:2259,184,5.7,24,D
3925,20140317:2259,42,8.2,24,D
3925,20140318:2259,27,10.3,24,D
3925,20140319:2259,170,8.8,24,D
3925,20140320:2259,262,6.2,24,D
3925,20140321:2259,184,7.2,24,D
3925,20140322:2259,117,5.1,24,D
3925,20140323:2259,271,5.7,24,D
3925,20140324:2259,243,5.1,24,D
3925,20140325:2259,175,12.4,24,D
3925,20140326:2259,256,6.2,24,D
3925,20140327:2259,273,4.6,24,D
3925,20140328:2259,241,4.1,24,D
3925,20140329:2259,275,4.1,24,D
3925,20140330:2259,318,4.6,24,D
3925,20140331:2259,297,4.1,24,D
3925,20140401:2259,110,4.1,24,D
3925,20140402:2259,231,5.1,24,D
3925,20140403:2259,277,6.7,24,D
3925,20140404:2259,199,5.1,24,D
3925,20140405:2259,270,5.1,24,D
3925,20140406:2359,265,5.7,24,D
3925,20140407:2359,179,5.1,24,D
3925,20140408:2359,248,5.1,24,D
3925,20140409:2359,307,3.1,24,D
3925,20140410:2359,103,3.1,24,D
3925,20140411:2359,122,3.6,24,D
3925,20140412:2359,130,6.7,24,D
3925,20140413:2359,126,5.1,24,D
3925,20140414:2359,27,4.6,24,D
3925,20140415:2359,75,10.8,24,D
3925,20140416:2359,60,9.8,24,D
3925,20140417:2359,190,10.8,24,D
3925,20140418:2359,38,7.7,24,D
3925,20140419:2359,3,10.3,24,D
3925,20140420:2359,53,8.2,24,D
3925,20140421:2359,148,6.7,24,D
3925,20140422:2359,360,4.6,24,D
3925,20140423:2359,21,4.6,24,D
3925,20140424:2359,42,5.1,24,D
3925,20140425:2359,25,8.8,24,D
3925,20140426:2359,168,7.7,24,D
3925,20140427:2359,4,8.8,24,D
3925,20140428:2359,39,10.3,24,D
3925,20140429:2359,239,7.2,24,D
3925,20140430:2359,125,6.7,24,D
3925,20140501:2359,103,5.1,24,D
3925,20140502:2359,24,5.7,24,D
3925,20140503:2359,116,4.1,24,D
3925,20140504:2359,114,7.2,24,D
3925,20140505:2359,34,13.9,24,D
3925,20140506:2359,33,9.8,24,D
3925,20140507:2359,45,9.8,24,D
3925,20140508:2359,104,4.6,24,D
3925,20140509:2359,139,4.6,24,D
3925,20140510:2359,93,3.6,24,D
3925,20140511:2359,135,3.6,24,D
3925,20140512:2359,15,4.6,24,D
3925,20140513:2359,62,3.6,24,D
3925,20140514:2359,102,4.1,24,D
3925,20140515:2359,199,6.2,24,D
3925,20140516:2359,105,4.6,24,D
3925,20140517:2359,150,4.1,24,D
3925,20140518:2359,322,3.1,24,D
3925,20140519:2359,298,3.1,24,D
3925,20140520:2359,292,5.1,24,D
3925,20140521:2359,171,7.2,24,D
3925,20140522:2359,343,3.6,24,D
3925,20140523:2359,61,6.2,24,D
3925,20140524:2359,34,11.3,24,D
3925,20140525:2359,293,14.4,24,D
3925,20140526:2359,183,9.3,24,D
3925,20140527:2359,298,3.1,24,D
3925,20140528:2359,29,4.6,24,D
3925,20140529:2359,38,11.8,24,D
3925,20140530:2359,189,6.2,24,D
3925,20140531:2359,118,5.7,24,D
3925,20140601:2359,107,5.1,24,D
3925,20140602:2359,110,4.6,24,D
3925,20140603:2359,102,3.1,24,D
3925,20140604:2359,261,2.6,24,D
3925,20140605:2359,133,2.1,24,D
3925,20140606:2359,57,6.2,24,D
3925,20140607:2359,67,6.2,24,D
3925,20140608:2359,186,3.1,24,D
3925,20140609:2359,153,8.2,24,D
3925,20140610:2359,117,4.6,24,D
3925,20140611:2359,196,6.2,24,D
3925,20140612:2359,214,6.7,24,D
3925,20140613:2359,107,3.6,24,D
3925,20140614:2359,293,2.6,24,D
3925,20140615:2359,345,3.6,24,D
3925,20140616:2359,71,6.2,24,D
3925,20140617:2359,33,7.7,24,D
3925,20140618:2359,159,3.1,24,D
3925,20140619:2359,202,7.2,24,D
3925,20140620:2359,154,3.1,24,D
3925,20140621:2359,71,7.7,24,D
3925,20140622:2359,109,4.6,24,D
3925,20140623:2359,113,2.6,24,D
3925,20140624:2359,58,11.8,24,D
3925,20140625:2359,30,12.9,24,D
3925,20140626:2359,22,7.7,24,D
3925,20140627:2359,63,4.6,24,D
3925,20140628:2359,167,4.6,24,D
3925,20140629:2359,52,4.6,24,D
3925,20140630:2359,21,11.3,24,D
3925,20140701:2359,30,7.2,24,D
3925,20140702:2359,143,9.3,24,D
3925,20140703:2359,122,4.1,24,D
3925,20140704:2359,230,3.6,24,D
3925,20140705:2359,154,6.7,24,D
3925,20140706:2359,126,4.6,24,D
3925,20140707:2359,94,3.6,24,D
3925,20140708:2359,113,7.2,24,D
3925,20140709:2359,109,6.2,24,D
3925,20140710:2359,114,4.6,24,D
3925,20140711:2359,33,3.1,24,D
3925,20140712:2359,42,7.2,24,D
3925,20140713:2359,106,3.6,24,D
3925,20140714:2359,239,4.6,24,D
3925,20140715:2359,121,4.6,24,D
3925,20140716:2359,168,8.8,24,D
3925,20140717:2359,90,6.7,24,D
3925,20140718:2359,137,4.1,24,D
3925,20140719:2359,117,4.6,24,D
3925,20140720:2359,255,5.7,24,D
3925,20140721:2359,199,7.7,24,D
3925,20140722:2359,198,5.1,24,D
3925,20140723:2359,132,3.6,24,D
3925,20140724:2359,100,4.1,24,D
3925,20140725:2359,243,7.2,24,D
3925,20140726:2359,298,3.6,24,D
3925,20140727:2359,111,5.1,24,D
3925,20140728:2359,277,3.1,24,D
3925,20140729:2359,18,7.7,24,D
3925,20140730:2359,31,8.8,24,D
3925,20140731:2359,49,6.7,24,D
3925,20140801:2359,42,9.8,24,D
3925,20140802:2359,31,11.8,24,D
3925,20140803:2359,112,7.7,24,D
3925,20140804:2359,122,3.6,24,D
3925,20140805:2359,189,5.1,24,D
3925,20140806:2359,138,8.8,24,D
3925,20140807:2359,14,11.3,24,D
3925,20140808:2359,234,11.3,24,D
3925,20140809:2359,164,4.6,24,D
3925,20140810:2359,331,3.6,24,D
3925,20140811:2359,9,13.9,24,D
3925,20140812:2359,196,10.3,24,D
3925,20140813:2359,192,7.7,24,D
3925,20140814:2359,188,8.8,24,D
3925,20140815:2359,115,4.6,24,D
3925,20140816:2359,81,4.1,24,D
3925,20140817:2359,318,5.1,24,D
3925,20140818:2359,176,5.7,24,D
3925,20140819:2359,102,4.6,24,D
3925,20140820:2359,101,5.1,24,D
3925,20140821:2359,145,10.8,24,D
3925,20140822:2359,163,7.2,24,D
3925,20140823:2359,110,6.7,24,D
3925,20140824:2359,106,3.6,24,D
3925,20140825:2359,197,5.1,24,D
3925,20140826:2359,100,5.1,24,D
3925,20140827:2359,118,5.1,24,D
3925,20140828:2359,120,5.1,24,D
3925,20140829:2359,95,5.1,24,D
3925,20140830:2359,150,5.7,24,D
3925,20140831:2359,122,5.1,24,D
3925,20140901:2359,260,5.1,24,D
3925,20140902:2359,104,4.6,24,D
3925,20140903:2359,91,4.6,24,D
3925,20140904:2359,294,5.7,24,D
3925,20140905:2359,196,5.7,24,D
3925,20140906:2359,253,5.7,24,D
3925,20140907:2359,19,6.2,24,D
3925,20140908:2359,191,5.7,24,D
3925,20140909:2359,123,3.1,24,D
3925,20140910:2359,301,5.7,24,D
3925,20140911:2359,30,6.2,24,D
3925,20140912:2359,15,7.7,24,D
3925,20140913:2359,62,8.8,24,D
3925,20140914:2359,190,8.8,24,D
3925,20140915:2359,13,10.8,24,D
3925,20140916:2359,46,10.8,24,D
3925,20140917:2359,130,5.1,24,D
3925,20140918:2359,9,7.2,24,D
3925,20140919:2359,28,8.8,24,D
3925,20140920:2359,213,8.8,24,D
