Station,Date(NZST),Dir(DegT),Speed(m/s),Period(Hrs),Freq
3925,20101122:2259,173,7.7,24,D
3925,20101123:2259,194,7.7,24,D
3925,20101124:2259,198,9.3,24,D
3925,20101125:2259,192,11.8,24,D
3925,20101126:2259,287,8.2,24,D
3925,20101127:2259,280,7.7,24,D
3925,20101128:2259,258,7.7,24,D
3925,20101129:2259,161,8.2,24,D
3925,20101130:2259,211,8.8,24,D
3925,20101201:2259,307,6.7,24,D
3925,20101202:2259,240,8.2,24,D
3925,20101203:2259,222,8.2,24,D
3925,20101204:2259,341,7.2,24,D
3925,20101205:2259,248,7.7,24,D
3925,20101206:2259,346,9.3,24,D
3925,20101207:2259,220,7.2,24,D
3925,20101208:2259,334,7.7,24,D
3925,20101209:2259,339,7.7,24,D
3925,20101210:2259,180,8.8,24,D
3925,20101211:2259,230,9.8,24,D
3925,20101212:2259,85,9.3,24,D
3925,20101213:2259,34,8.2,24,D
3925,20101214:2259,213,10.3,24,D
3925,20101215:2259,3,9.8,24,D
3925,20101216:2259,359,7.2,24,D
3925,20101217:2259,27,12.4,24,D
3925,20101218:2259,35,9.3,24,D
3925,20101219:2259,334,8.8,24,D
3925,20101220:2259,56,8.8,24,D
3925,20101221:2259,14,15.4,24,D
3925,20101222:2259,338,12.9,24,D
3925,20101223:2259,181,7.2,24,D
3925,20101224:2259,57,10.3,24,D
3925,20101225:2259,258,6.2,24,D
3925,20101226:2259,60,6.7,24,D
3925,20101227:2259,36,14.4,24,D
3925,20101228:2259,79,14.9,24,D
3925,20101229:2259,284,7.7,24,D
3925,20101230:2259,212,7.7,24,D
3925,20101231:2259,229,6.2,24,D
3925,20110101:2259,184,6.7,24,D
3925,20110102:2259,339,7.2,24,D
3925,20110103:2259,56,8.2,24,D
3925,20110104:2259,12,7.7,24,D
3925,20110105:2259,2,3.6,24,D
3925,20110106:2259,7,13.4,24,D
3925,20110107:2259,238,8.8,24,D
3925,20110108:2259,154,7.7,24,D
3925,20110109:2259,180,7.7,24,D
3925,20110110:2259,273,6.7,24,D
3925,20110111:2259,17,6.2,24,D
3925,20110112:2259,239,6.7,24,D
3925,20110113:2259,50,6.7,24,D
3925,20110114:2259,343,7.2,24,D
3925,20110115:2259,39,9.3,24,D
3925,20110116:2259,346,8.8,24,D
3925,20110117:2259,17,6.7,24,D
3925,20110118:2259,26,13.9,24,D
3925,20110119:2259,173,10.8,24,D
3925,20110120:2259,204,6.2,24,D
3925,20110121:2259,114,6.2,24,D
3925,20110122:2259,104,8.8,24,D
3925,20110123:2259,94,6.2,24,D
3925,20110124:2259,7,7.2,24,D
3925,20110125:2259,201,8.2,24,D
3925,20110126:2259,63,9.8,24,D
3925,20110127:2259,49,10.3,24,D
3925,20110128:2259,343,10.8,24,D
3925,20110129:2259,202,8.8,24,D
3925,20110130:2259,251,6.2,24,D
3925,20110131:2259,159,11.8,24,D
3925,20110201:2259,242,5.1,24,D
3925,20110202:2259,69,9.8,24,D
3925,20110203:2259,32,8.8,24,D
3925,20110204:2259,175,5.1,24,D
3925,20110205:2259,326,7.7,24,D
3925,20110206:2259,351,8.8,24,D
3925,20110207:2259,277,12.9,24,D
3925,20110208:2259,152,7.2,24,D
3925,20110209:2259,236,8.8,24,D
3925,20110210:2259,184,9.8,24,D
3925,20110211:2259,286,6.7,24,D
3925,20110212:2259,288,10.8,24,D
3925,20110213:2259,15,7.7,24,D
3925,20110214:2259,25,9.3,24,D
3925,20110215:2259,262,5.1,24,D
3925,20110216:2259,194,5.7,24,D
3925,20110217:2259,355,5.7,24,D
3925,20110218:2259,189,6.7,24,D
3925,20110219:2259,220,4.6,24,D
3925,20110220:2259,217,5.7,24,D
3925,20110221:2259,35,8.2,24,D
3925,20110222:2259,41,9.3,24,D
3925,20110223:2259,200,7.2,24,D
3925,20110224:2259,194,7.7,24,D
3925,20110225:2259,220,7.7,24,D
3925,20110226:2259,56,8.2,24,D
3925,20110227:2259,296,5.1,24,D
3925,20110228:2259,295,4.1,24,D
3925,20110301:2259,65,10.3,24,D
3925,20110302:2259,19,12.4,24,D
3925,20110303:2259,46,7.2,24,D
3925,20110304:2259,292,11.8,24,D
3925,20110305:2259,179,8.8,24,D
3925,20110306:2259,135,8.2,24,D
3925,20110307:2259,272,6.2,24,D
3925,20110308:2259,288,6.7,24,D
3925,20110309:2259,246,7.2,24,D
3925,20110310:2259,276,6.2,24,D
3925,20110311:2259,178,6.2,24,D
3925,20110312:2259,215,4.6,24,D
3925,20110313:2259,240,5.7,24,D
3925,20110314:2259,52,8.8,24,D
3925,20110315:2259,60,7.2,24,D
3925,20110316:2259,12,8.8,24,D
3925,20110317:2259,190,10.3,24,D
3925,20110318:2259,229,7.2,24,D
3925,20110319:2259,227,8.8,24,D
3925,20110320:2259,108,4.6,24,D
3925,20110321:2259,303,5.1,24,D
3925,20110322:2259,108,8.8,24,D
3925,20110323:2259,189,8.2,24,D
3925,20110324:2259,118,4.6,24,D
3925,20110325:2259,48,6.7,24,D
3925,20110326:2259,6,7.2,24,D
3925,20110327:2259,213,9.8,24,D
3925,20110328:2259,226,6.7,24,D
3925,20110329:2259,210,6.7,24,D
3925,20110330:2259,247,5.1,24,D
3925,20110331:2259,104,5.1,24,D
3925,20110401:2259,133,8.2,24,D
3925,20110402:2259,256,4.1,24,D
3925,20110403:2359,24,12.4,24,D
3925,20110404:2359,32,12.4,24,D
3925,20110405:2359,210,8.2,24,D
3925,20110406:2359,200,6.2,24,D
3925,20110407:2359,254,6.7,24,D
3925,20110408:2359,105,4.1,24,D
3925,20110409:2359,121,5.1,24,D
3925,20110410:2359,110,3.1,24,D
3925,20110411:2359,166,6.7,24,D
3925,20110412:2359,140,5.1,24,D
3925,20110413:2359,149,3.6,24,D
3925,20110414:2359,53,5.1,24,D
3925,20110415:2359,63,5.7,24,D
3925,20110416:2359,267,5.1,24,D
3925,20110417:2359,204,8.2,24,D
3925,20110418:2359,161,8.8,24,D
3925,20110419:2359,163,4.6,24,D
3925,20110420:2359,87,4.1,24,D
3925,20110421:2359,335,6.7,24,D
3925,20110422:2359,32,9.3,24,D
3925,20110423:2359,41,11.8,24,D
3925,20110424:2359,96,4.1,24,D
3925,20110425:2359,198,8.8,24,D
3925,20110426:2359,136,9.8,24,D
3925,20110427:2359,245,8.2,24,D
3925,20110428:2359,129,4.6,24,D
3925,20110429:2359,118,5.1,24,D
3925,20110430:2359,114,4.1,24,D
3925,20110501:2359,119,5.7,24,D
3925,20110502:2359,99,6.2,24,D
3925,20110503:2359,199,4.1,24,D
3925,20110504:2359,13,14.4,24,D
3925,20110505:2359,27,5.7,24,D
3925,20110506:2359,114,4.1,24,D
3925,20110507:2359,24,9.3,24,D
3925,20110508:2359,25,7.2,24,D
3925,20110509:2359,203,4.1,24,D
3925,20110510:2359,129,4.1,24,D
3925,20110511:2359,23,14.4,24,D
3925,20110512:2359,52,14.4,24,D
3925,20110513:2359,50,11.8,24,D
3925,20110514:2359,10,6.7,24,D
3925,20110515:2359,75,9.8,24,D
3925,20110516:2359,124,5.1,24,D
3925,20110517:2359,179,9.3,24,D
3925,20110518:2359,73,7.2,24,D
3925,20110519:2359,12,3.1,24,D
3925,20110520:2359,47,2.6,24,D
3925,20110521:2359,262,3.6,24,D
3925,20110522:2359,108,4.1,24,D
3925,20110523:2359,99,4.6,24,D
3925,20110524:2359,53,7.7,24,D
3925,20110525:2359,33,12.9,24,D
3925,20110526:2359,9,11.8,24,D
3925,20110527:2359,188,6.7,24,D
3925,20110528:2359,16,7.7,24,D
3925,20110529:2359,283,3.1,24,D
3925,20110530:2359,289,2.6,24,D
3925,20110531:2359,180,5.1,24,D
3925,20110601:2359,137,4.1,24,D
3925,20110602:2359,123,4.1,24,D
3925,20110603:2359,153,4.6,24,D
3925,20110604:2359,71,5.1,24,D
3925,20110605:2359,42,10.3,24,D
3925,20110606:2359,20,6.2,24,D
3925,20110607:2359,54,7.7,24,D
3925,20110608:2359,119,4.1,24,D
3925,20110609:2359,132,4.1,24,D
3925,20110610:2359,117,4.6,24,D
3925,20110611:2359,111,4.1,24,D
3925,20110612:2359,172,5.1,24,D
3925,20110613:2359,156,5.7,24,D
3925,20110614:2359,200,5.7,24,D
3925,20110615:2359,320,4.1,24,D
3925,20110616:2359,122,4.6,24,D
3925,20110617:2359,115,5.1,24,D
3925,20110618:2359,26,9.3,24,D
3925,20110619:2359,117,4.1,24,D
3925,20110620:2359,118,4.6,24,D
3925,20110621:2359,123,3.6,24,D
3925,20110622:2359,43,6.2,24,D
3925,20110623:2359,51,4.6,24,D
3925,20110624:2359,127,2.6,24,D
3925,20110625:2359,141,4.6,24,D
3925,20110626:2359,229,6.2,24,D
3925,20110627:2359,218,2.6,24,D
3925,20110628:2359,181,5.7,24,D
3925,20110629:2359,167,8.8,24,D
3925,20110630:2359,101,4.6,24,D
3925,20110701:2359,274,2.6,24,D
3925,20110702:2359,324,2.1,24,D
3925,20110703:2359,158,2.6,24,D
3925,20110704:2359,286,3.1,24,D
3925,20110705:2359,296,3.1,24,D
3925,20110706:2359,129,6.7,24,D
3925,20110707:2359,54,13.4,24,D
3925,20110708:2359,118,7.7,24,D
3925,20110709:2359,286,13.9,24,D
3925,20110710:2359,234,11.3,24,D
3925,20110711:2359,340,11.8,24,D
3925,20110712:2359,244,11.3,24,D
3925,20110713:2359,50,9.3,24,D
3925,20110714:2359,208,10.8,24,D
3925,20110715:2359,111,5.1,24,D
3925,20110716:2359,94,4.6,24,D
3925,20110717:2359,334,2.6,24,D
3925,20110718:2359,144,3.6,24,D
3925,20110719:2359,118,4.6,24,D
3925,20110720:2359,113,3.6,24,D
3925,20110721:2359,195,4.1,24,D
3925,20110722:2359,271,5.1,24,D
3925,20110723:2359,241,4.1,24,D
3925,20110724:2359,90,8.2,24,D
3925,20110725:2359,178,9.3,24,D
3925,20110726:2359,313,3.1,24,D
3925,20110727:2359,126,5.1,24,D
3925,20110728:2359,303,3.1,24,D
3925,20110729:2359,198,9.8,24,D
3925,20110730:2359,140,5.1,24,D
3925,20110731:2359,105,5.1,24,D
3925,20110801:2359,125,4.1,24,D
3925,20110802:2359,117,5.1,24,D
3925,20110803:2359,107,5.7,24,D
3925,20110804:2359,108,4.1,24,D
3925,20110805:2359,151,5.1,24,D
3925,20110806:2359,240,6.7,24,D
3925,20110807:2359,212,5.7,24,D
3925,20110808:2359,310,3.6,24,D
3925,20110809:2359,271,4.1,24,D
3925,20110810:2359,273,4.6,24,D
3925,20110811:2359,110,5.1,24,D
3925,20110812:2359,133,3.1,24,D
3925,20110813:2359,272,5.1,24,D
3925,20110814:2359,246,7.2,24,D
3925,20110815:2359,178,7.2,24,D
3925,20110816:2359,166,7.2,24,D
3925,20110817:2359,179,7.7,24,D
3925,20110818:2359,163,7.2,24,D
3925,20110819:2359,128,6.7,24,D
3925,20110820:2359,111,5.7,24,D
3925,20110821:2359,116,6.2,24,D
3925,20110822:2359,202,4.1,24,D
3925,20110823:2359,224,5.7,24,D
3925,20110824:2359,190,5.1,24,D
3925,20110825:2359,306,4.1,24,D
3925,20110826:2359,169,4.6,24,D
3925,20110827:2359,15,4.1,24,D
3925,20110828:2359,274,5.1,24,D
3925,20110829:2359,99,3.1,24,D
3925,20110830:2359,47,6.7,24,D
3925,20110831:2359,201,8.2,24,D
3925,20110901:2359,180,9.8,24,D
3925,20110902:2359,270,6.2,24,D
3925,20110903:2359,192,5.1,24,D
3925,20110904:2359,157,3.6,24,D
3925,20110905:2359,262,4.1,24,D
3925,20110906:2359,234,5.7,24,D
3925,20110907:2359,256,5.7,24,D
3925,20110908:2359,56,8.8,24,D
3925,20110909:2359,63,9.3,24,D
3925,20110910:2359,39,5.7,24,D
3925,20110911:2359,353,6.7,24,D
3925,20110912:2359,184,7.2,24,D
3925,20110913:2359,215,9.8,24,D
3925,20110914:2359,200,5.7,24,D
3925,20110915:2359,160,7.2,24,D
3925,20110916:2359,155,7.2,24,D
3925,20110917:2359,174,5.1,24,D
3925,20110918:2359,317,5.1,24,D
3925,20110919:2359,242,7.7,24,D
3925,20110920:2359,121,5.1,24,D
3925,20110921:2359,138,5.1,24,D
3925,20110922:2359,357,6.2,24,D
3925,20110923:2359,342,7.7,24,D
3925,20110924:2359,355,9.3,24,D
3925,20110925:2259,220,8.2,24,D
3925,20110926:2259,254,5.1,24,D
3925,20110927:2259,275,7.2,24,D
3925,20110928:2259,216,7.7,24,D
3925,20110929:2259,307,4.6,24,D
3925,20110930:2259,11,6.2,24,D
3925,20111001:2259,53,11.3,24,D
3925,20111002:2259,17,8.2,24,D
3925,20111003:2259,133,4.6,24,D
3925,20111004:2259,198,6.2,24,D
3925,20111005:2259,127,11.8,24,D
3925,20111006:2259,146,8.8,24,D
3925,20111007:2259,174,6.2,24,D
3925,20111008:2259,148,9.3,24,D
3925,20111009:2259,115,5.1,24,D
3925,20111010:2259,59,10.8,24,D
3925,20111011:2259,340,9.8,24,D
3925,20111012:2259,56,7.2,24,D
3925,20111013:2259,199,7.2,24,D
3925,20111014:2259,132,6.7,24,D
3925,20111015:2259,9,8.2,24,D
3925,20111016:2259,314,4.6,24,D
3925,20111017:2259,22,9.3,24,D
3925,20111018:2259,21,9.3,24,D
3925,20111019:2259,133,9.3,24,D
3925,20111020:2259,123,9.8,24,D
3925,20111021:2259,193,4.6,24,D
3925,20111022:2259,64,7.7,24,D
3925,20111023:2259,236,7.2,24,D
3925,20111024:2259,61,9.8,24,D
3925,20111025:2259,324,10.8,24,D
3925,20111026:2259,58,10.8,24,D
3925,20111027:2259,190,7.7,24,D
3925,20111028:2259,356,6.7,24,D
3925,20111029:2259,335,7.7,24,D
3925,20111030:2259,27,6.2,24,D
3925,20111031:2259,346,8.2,24,D
3925,20111101:2259,52,5.1,24,D
3925,20111102:2259,73,12.9,24,D
3925,20111103:2259,1,7.7,24,D
3925,20111104:2259,287,12.4,24,D
3925,20111105:2259,242,7.2,24,D
3925,20111106:2259,184,7.2,24,D
3925,20111107:2259,243,6.2,24,D
3925,20111108:2259,25,5.7,24,D
3925,20111109:2259,220,8.2,24,D
3925,20111110:2259,217,8.8,24,D
3925,20111111:2259,234,5.1,24,D
3925,20111112:2259,179,7.2,24,D
3925,20111113:2259,194,8.2,24,D
3925,20111114:2259,311,7.7,24,D
3925,20111115:2259,15,8.8,24,D
3925,20111116:2259,193,8.8,24,D
3925,20111117:2259,276,9.3,24,D
3925,20111118:2259,200,7.7,24,D
3925,20111119:2259,273,8.8,24,D
3925,20111120:2259,24,9.3,24,D
3925,20111121:2259,65,13.9,24,D
3925,20111122:2259,198,7.2,24,D
3925,20111123:2259,59,13.9,24,D
3925,20111124:2259,188,8.8,24,D
3925,20111125:2259,196,9.8,24,D
3925,20111126:2259,152,8.2,24,D
3925,20111127:2259,315,6.2,24,D
3925,20111128:2259,21,11.3,24,D
3925,20111129:2259,16,7.7,24,D
3925,20111130:2259,279,6.7,24,D
3925,20111201:2259,234,6.7,24,D
3925,20111202:2259,32,7.2,24,D
3925,20111203:2259,316,10.3,24,D
3925,20111204:2259,33,10.3,24,D
3925,20111205:2259,44,8.2,24,D
3925,20111206:2259,27,6.7,24,D
3925,20111207:2259,196,6.2,24,D
3925,20111208:2259,241,7.7,24,D
3925,20111209:2259,347,6.2,24,D
3925,20111210:2259,1,5.1,24,D
3925,20111211:2259,344,9.3,24,D
3925,20111212:2259,3,5.1,24,D
3925,20111213:2259,318,9.3,24,D
3925,20111214:2259,352,7.7,24,D
3925,20111215:2259,28,6.7,24,D
3925,20111216:2259,252,7.2,24,D
3925,20111217:2259,269,8.2,24,D
3925,20111218:2259,257,8.2,24,D
3925,20111219:2259,358,6.7,24,D
3925,20111220:2259,319,5.1,24,D
3925,20111221:2259,64,10.8,24,D
3925,20111222:2259,115,7.2,24,D
3925,20111223:2259,254,6.7,24,D
3925,20111224:2259,255,8.2,24,D
3925,20111225:2259,273,7.2,24,D
3925,20111226:2259,272,7.7,24,D
3925,20111227:2259,316,7.2,24,D
3925,20111228:2259,258,5.1,24,D
3925,20111229:2259,334,3.6,24,D
3925,20111230:2259,196,5.7,24,D
3925,20111231:2259,144,8.8,24,D
3925,20120101:2259,191,10.3,24,D
3925,20120102:2259,355,6.7,24,D
3925,20120103:2259,43,8.8,24,D
3925,20120104:2259,210,7.7,24,D
3925,20120105:2259,230,8.2,24,D
3925,20120106:2259,3,7.7,24,D
3925,20120107:2259,210,6.7,24,D
3925,20120108:2259,126,14.9,24,D
3925,20120109:2259,200,8.2,24,D
3925,20120110:2259,247,4.6,24,D
3925,20120111:2259,33,6.7,24,D
3925,20120112:2259,349,8.8,24,D
3925,20120113:2259,41,11.3,24,D
3925,20120114:2259,306,8.8,24,D
3925,20120115:2259,38,9.3,24,D
3925,20120116:2259,162,7.7,24,D
3925,20120117:2259,250,6.2,24,D
3925,20120118:2259,198,6.2,24,D
3925,20120119:2259,315,8.8,24,D
3925,20120120:2259,218,7.7,24,D
3925,20120121:2259,193,8.2,24,D
3925,20120122:2259,142,12.4,24,D
3925,20120123:2259,221,6.2,24,D
3925,20120124:2259,134,9.3,24,D
3925,20120125:2259,259,6.2,24,D
3925,20120126:2259,21,9.8,24,D
3925,20120127:2259,36,11.8,24,D
3925,20120128:2259,201,6.7,24,D
3925,20120129:2259,149,8.2,24,D
3925,20120130:2259,282,6.7,24,D
3925,20120131:2259,348,8.8,24,D
3925,20120201:2259,25,7.7,24,D
3925,20120202:2259,239,5.7,24,D
3925,20120203:2259,277,5.7,24,D
3925,20120204:2259,180,5.1,24,D
3925,20120205:2259,352,5.1,24,D
3925,20120206:2259,211,6.7,24,D
3925,20120207:2259,229,5.7,24,D
3925,20120208:2259,249,6.7,24,D
3925,20120209:2259,97,8.2,24,D
3925,20120210:2259,225,6.2,24,D
3925,20120211:2259,23,7.2,24,D
3925,20120212:2259,223,5.7,24,D
3925,20120213:2259,70,7.7,24,D
3925,20120214:2259,1,6.7,24,D
3925,20120215:2259,109,10.8,24,D
3925,20120216:2259,218,5.7,24,D
3925,20120217:2259,269,7.2,24,D
3925,20120218:2259,207,7.2,24,D
3925,20120219:2259,118,7.2,24,D
3925,20120220:2259,212,5.7,24,D
3925,20120221:2259,13,8.8,24,D
3925,20120222:2259,51,5.7,24,D
3925,20120223:2259,23,14.4,24,D
3925,20120224:2259,13,8.2,24,D
3925,20120225:2259,202,7.7,24,D
3925,20120226:2259,289,4.1,24,D
3925,20120227:2259,28,6.2,24,D
3925,20120228:2259,252,6.7,24,D
3925,20120229:2259,62,8.2,24,D
3925,20120301:2259,205,10.8,24,D
3925,20120302:2259,206,4.6,24,D
3925,20120303:2259,203,13.4,24,D
3925,20120304:2259,259,6.7,24,D
3925,20120305:2259,213,5.1,24,D
3925,20120306:2259,12,6.7,24,D
3925,20120307:2259,269,6.7,24,D
3925,20120308:2259,247,7.2,24,D
3925,20120309:2259,317,5.1,24,D
3925,20120310:2259,338,7.2,24,D
3925,20120311:2259,50,8.2,24,D
3925,20120312:2259,170,7.7,24,D
3925,20120313:2259,152,7.7,24,D
3925,20120314:2259,189,5.7,24,D
3925,20120315:2259,282,4.1,24,D
3925,20120316:2259,352,6.2,24,D
3925,20120317:2259,346,8.8,24,D
3925,20120318:2259,30,6.2,24,D
3925,20120319:2259,126,10.8,24,D
3925,20120320:2259,216,8.2,24,D
3925,20120321:2259,126,5.1,24,D
3925,20120322:2259,345,8.2,24,D
3925,20120323:2259,49,4.6,24,D
3925,20120324:2259,353,13.4,24,D
3925,20120325:2259,243,8.2,24,D
3925,20120326:2259,153,5.1,24,D
3925,20120327:2259,132,4.6,24,D
3925,20120328:2259,147,5.7,24,D
3925,20120329:2259,284,6.2,24,D
3925,20120330:2259,124,4.6,24,D
3925,20120331:2259,122,3.6,24,D
3925,20120401:2359,128,4.6,24,D
3925,20120402:2359,113,4.6,24,D
3925,20120403:2359,114,9.8,24,D
3925,20120405:2359,109,4.6,24,D
3925,20120406:2359,112,4.6,24,D
3925,20120407:2359,264,6.2,24,D
3925,20120408:2359,183,8.2,24,D
3925,20120409:2359,354,4.6,24,D
3925,20120410:2359,68,7.2,24,D
3925,20120411:2359,45,7.2,24,D
3925,20120412:2359,156,8.2,24,D
3925,20120413:2359,168,6.2,24,D
3925,20120414:2359,286,4.1,24,D
3925,20120415:2359,292,4.1,24,D
3925,20120416:2359,201,6.7,24,D
3925,20120417:2359,276,5.7,24,D
3925,20120418:2359,98,5.1,24,D
3925,20120419:2359,264,5.1,24,D
3925,20120420:2359,111,4.6,24,D
3925,20120421:2359,110,3.6,24,D
3925,20120422:2359,114,4.1,24,D
3925,20120423:2359,113,4.1,24,D
3925,20120424:2359,114,4.6,24,D
3925,20120425:2359,300,4.1,24,D
3925,20120426:2359,23,6.7,24,D
3925,20120427:2359,325,8.8,24,D
3925,20120428:2359,56,10.3,24,D
3925,20120429:2359,38,12.4,24,D
3925,20120430:2359,252,5.7,24,D
3925,20120501:2359,114,5.7,24,D
3925,20120502:2359,109,5.1,24,D
3925,20120503:2359,274,4.6,24,D
3925,20120504:2359,102,4.6,24,D
3925,20120505:2359,110,5.1,24,D
3925,20120506:2359,118,4.1,24,D
3925,20120507:2359,60,4.6,24,D
3925,20120508:2359,130,4.1,24,D
3925,20120509:2359,204,4.6,24,D
3925,20120510:2359,269,5.7,24,D
3925,20120511:2359,119,4.6,24,D
3925,20120512:2359,320,4.1,24,D
3925,20120513:2359,69,7.2,24,D
3925,20120514:2359,69,8.2,24,D
3925,20120515:2359,206,7.7,24,D
3925,20120516:2359,167,8.2,24,D
3925,20120517:2359,105,3.1,24,D
3925,20120518:2359,185,6.7,24,D
3925,20120519:2359,96,5.1,24,D
3925,20120520:2359,277,3.1,24,D
3925,20120521:2359,132,4.6,24,D
3925,20120522:2359,132,4.6,24,D
3925,20120523:2359,108,3.1,24,D
3925,20120524:2359,304,3.1,24,D
3925,20120525:2359,317,4.6,24,D
3925,20120526:2359,55,10.8,24,D
3925,20120527:2359,38,14.4,24,D
3925,20120528:2359,33,8.8,24,D
3925,20120529:2359,108,5.1,24,D
3925,20120530:2359,122,4.6,24,D
3925,20120531:2359,172,6.7,24,D
3925,20120601:2359,112,4.1,24,D
3925,20120602:2359,310,3.6,24,D
3925,20120603:2359,139,4.1,24,D
3925,20120604:2359,124,4.6,24,D
3925,20120605:2359,102,6.2,24,D
3925,20120606:2359,214,7.7,24,D
3925,20120607:2359,295,3.1,24,D
3925,20120608:2359,267,3.1,24,D
3925,20120609:2359,106,4.6,24,D
3925,20120610:2359,82,4.1,24,D
3925,20120611:2359,189,6.7,24,D
3925,20120612:2359,119,5.7,24,D
3925,20120613:2359,307,3.1,24,D
3925,20120614:2359,215,4.1,24,D
3925,20120615:2359,101,6.7,24,D
3925,20120616:2359,116,6.7,24,D
3925,20120617:2359,51,5.7,24,D
3925,20120618:2359,61,4.6,24,D
3925,20120619:2359,120,4.1,24,D
3925,20120620:2359,123,4.6,24,D
3925,20120622:2359,121,3.6,24,D
3925,20120623:2359,25,12.4,24,D
3925,20120624:2359,116,5.7,24,D
3925,20120625:2359,111,4.6,24,D
3925,20120626:2359,251,9.8,24,D
3925,20120627:2359,132,6.2,24,D
3925,20120628:2359,184,5.1,24,D
3925,20120629:2359,96,5.7,24,D
3925,20120630:2359,106,3.6,24,D
3925,20120701:2359,122,3.1,24,D
3925,20120702:2359,136,5.1,24,D
3925,20120703:2359,118,6.2,24,D
3925,20120704:2359,98,5.1,24,D
3925,20120705:2359,119,3.6,24,D
3925,20120706:2359,70,3.1,24,D
3925,20120707:2359,133,2.6,24,D
3925,20120708:2359,80,2.6,24,D
3925,20120709:2359,275,2.6,24,D
3925,20120710:2359,110,4.6,24,D
3925,20120711:2359,308,4.1,24,D
3925,20120712:2359,356,2.1,24,D
3925,20120713:2359,45,8.2,24,D
3925,20120714:2359,30,14.4,24,D
3925,20120715:2359,46,14.9,24,D
3925,20120716:2359,203,6.7,24,D
3925,20120717:2359,117,7.2,24,D
3925,20120718:2359,160,6.7,24,D
3925,20120719:2359,111,5.7,24,D
3925,20120720:2359,106,3.1,24,D
3925,20120721:2359,310,2.6,24,D
3925,20120722:2359,114,3.1,24,D
3925,20120723:2359,112,4.6,24,D
3925,20120724:2359,109,4.6,24,D
3925,20120725:2359,245,5.1,24,D
3925,20120726:2359,126,4.1,24,D
3925,20120727:2359,120,4.1,24,D
3925,20120728:2359,92,5.1,24,D
3925,20120729:2359,76,6.2,24,D
3925,20120730:2359,109,4.6,24,D
3925,20120731:2359,47,7.2,24,D
3925,20120801:2359,100,7.7,24,D
3925,20120802:2359,129,6.7,24,D
3925,20120803:2359,120,5.1,24,D
3925,20120804:2359,359,4.1,24,D
3925,20120805:2359,234,3.1,24,D
3925,20120806:2359,106,4.1,24,D
3925,20120807:2359,123,4.6,24,D
3925,20120808:2359,194,6.7,24,D
3925,20120809:2359,92,6.2,24,D
3925,20120810:2359,120,4.1,24,D
3925,20120811:2359,105,4.1,24,D
3925,20120812:2359,128,5.1,24,D
3925,20120813:2359,216,6.7,24,D
3925,20120814:2359,126,4.6,24,D
3925,20120815:2359,5,6.7,24,D
3925,20120816:2359,149,6.7,24,D
3925,20120817:2359,143,6.7,24,D
3925,20120818:2359,109,5.1,24,D
3925,20120819:2359,121,3.6,24,D
3925,20120820:2359,350,4.1,24,D
3925,20120821:2359,197,4.6,24,D
3925,20120822:2359,341,6.7,24,D
3925,20120823:2359,110,4.6,24,D
3925,20120824:2359,110,3.6,24,D
3925,20120825:2359,21,8.8,24,D
3925,20120826:2359,15,11.3,24,D
3925,20120827:2359,22,12.4,24,D
3925,20120828:2359,151,7.2,24,D
3925,20120829:2359,185,7.2,24,D
3925,20120830:2359,117,4.6,24,D
3925,20120831:2359,3,5.1,24,D
3925,20120901:2359,57,6.2,24,D
3925,20120902:2359,50,7.7,24,D
3925,20120903:2359,2,4.1,24,D
3925,20120904:2359,191,8.8,24,D
3925,20120905:2359,122,4.1,24,D
3925,20120906:2359,32,10.3,24,D
3925,20120907:2359,47,10.8,24,D
3925,20120908:2359,41,12.4,24,D
3925,20120909:2359,42,8.8,24,D
3925,20120910:2359,268,7.7,24,D
3925,20120911:2359,132,10.8,24,D
3925,20120912:2359,312,4.6,24,D
3925,20120913:2359,322,4.1,24,D
3925,20120914:2359,53,8.8,24,D
3925,20120915:2359,56,8.8,24,D
3925,20120916:2359,343,8.2,24,D
3925,20120917:2359,232,8.8,24,D
3925,20120918:2359,136,6.2,24,D
3925,20120919:2359,190,6.2,24,D
3925,20120920:2359,135,5.7,24,D
3925,20120921:2359,283,7.2,24,D
3925,20120922:2359,112,5.1,24,D
3925,20120923:2359,43,6.2,24,D
3925,20120924:2359,352,5.1,24,D
3925,20120925:2359,41,7.2,24,D
3925,20120926:2359,33,9.3,24,D
3925,20120927:2359,274,4.6,24,D
3925,20120928:2359,182,4.6,24,D
3925,20120929:2359,236,5.7,24,D
3925,20120930:2259,18,10.8,24,D
3925,20121001:2259,42,8.2,24,D
3925,20121002:2259,233,7.7,24,D
3925,20121003:2259,176,7.2,24,D
3925,20121004:2259,144,9.3,24,D
3925,20121005:2259,56,12.4,24,D
3925,20121006:2259,193,10.8,24,D
3925,20121007:2259,351,6.2,24,D
3925,20121008:2259,47,14.9,24,D
3925,20121009:2259,353,11.3,24,D
3925,20121010:2259,293,10.3,24,D
3925,20121011:2259,211,6.7,24,D
3925,20121012:2259,21,13.4,24,D
3925,20121013:2259,12,14.4,24,D
3925,20121014:2259,175,8.2,24,D
3925,20121015:2259,188,8.8,24,D
3925,20121016:2259,187,6.7,24,D
3925,20121017:2259,54,10.3,24,D
3925,20121018:2259,25,4.6,24,D
3925,20121019:2259,131,11.8,24,D
3925,20121020:2259,53,10.3,24,D
3925,20121021:2259,27,11.3,24,D
