Station,Date(NZST),Percent(%),Depth(cm)
3925,20090919:1500,55.6,20
3925,20090919:1600,55.1,20
3925,20090919:1700,55.4,20
3925,20090919:1800,55.1,20
3925,20090919:1900,54.9,20
3925,20090919:2000,55.1,20
3925,20090919:2100,55.1,20
3925,20090919:2200,54.9,20
3925,20090919:2300,54.9,20
3925,20090920:0000,54.9,20
3925,20090920:0100,54.9,20
3925,20090920:0200,54.8,20
3925,20090920:0300,54.6,20
3925,20090920:0400,54.7,20
3925,20090920:0500,54.6,20
3925,20090920:0600,55.1,20
3925,20090920:0700,54.9,20
3925,20090920:0800,54.6,20
3925,20090920:0900,54.6,20
3925,20090920:1000,54.7,20
3925,20090920:1100,54.8,20
3925,20090920:1200,54.7,20
3925,20090920:1300,54.7,20
3925,20090920:1400,54.6,20
3925,20090920:1500,54.7,20
3925,20090920:1600,54.6,20
3925,20090920:1700,54.5,20
3925,20090920:1800,54.4,20
3925,20090920:1900,54.4,20
3925,20090920:2000,54.5,20
3925,20090920:2100,54.1,20
3925,20090920:2200,53.9,20
3925,20090920:2300,54,20
3925,20090921:0000,54,20
3925,20090921:0100,54,20
3925,20090921:0200,54.1,20
3925,20090921:0300,54.1,20
3925,20090921:0400,54,20
3925,20090921:0500,54,20
3925,20090921:0600,54,20
3925,20090921:0700,54.2,20
3925,20090921:0800,54.2,20
3925,20090921:0900,54.2,20
3925,20090921:1000,54,20
3925,20090921:1100,54,20
3925,20090921:1200,54,20
3925,20090921:1300,54.2,20
3925,20090921:1400,54,20
3925,20090921:1500,54.1,20
3925,20090921:1600,54,20
3925,20090921:1700,53.9,20
3925,20090921:1800,54,20
3925,20090921:1900,54,20
3925,20090921:2000,54,20
3925,20090921:2100,53.9,20
3925,20090921:2200,53.6,20
3925,20090921:2300,53.5,20
3925,20090922:0000,53.5,20
3925,20090922:0100,53.6,20
3925,20090922:0200,53.6,20
3925,20090922:0300,53.6,20
3925,20090922:0400,53.5,20
3925,20090922:0500,53.5,20
3925,20090922:0600,53.6,20
3925,20090922:0700,53.7,20
3925,20090922:0800,53.8,20
3925,20090922:0900,53.8,20
3925,20090922:1000,53.6,20
3925,20090922:1100,53.6,20
3925,20090922:1200,53.6,20
3925,20090922:1300,53.8,20
3925,20090922:1400,53.5,20
3925,20090922:1500,53.7,20
3925,20090922:1600,53.8,20
3925,20090922:1700,53.8,20
3925,20090922:1800,53.8,20
3925,20090922:1900,53.9,20
3925,20090922:2000,54.2,20
3925,20090922:2100,54.2,20
3925,20090922:2200,54.4,20
3925,20090922:2300,54.4,20
3925,20090923:0000,54.4,20
3925,20090923:0100,54.5,20
3925,20090923:0200,54.5,20
3925,20090923:0300,54.3,20
3925,20090923:0400,54.5,20
3925,20090923:0500,54.7,20
3925,20090923:0600,54.9,20
3925,20090923:0700,54.9,20
3925,20090923:0800,54.9,20
3925,20090923:0900,54.9,20
3925,20090923:1000,54.9,20
3925,20090923:1100,54.9,20
3925,20090923:1200,54.9,20
3925,20090923:1400,55,20
3925,20090923:1500,54.9,20
3925,20090923:1600,54.9,20
3925,20090923:1700,54.9,20
3925,20090923:1800,54.9,20
3925,20090923:1900,54.9,20
3925,20090923:2000,54.9,20
3925,20090923:2100,54.9,20
3925,20090923:2200,54.9,20
3925,20090923:2300,54.9,20
3925,20090924:0000,54.9,20
3925,20090924:0100,54.9,20
3925,20090924:0200,54.9,20
3925,20090924:0300,54.9,20
3925,20090924:0400,54.9,20
3925,20090924:0500,54.9,20
3925,20090924:0600,54.8,20
3925,20090924:0700,54.8,20
3925,20090924:0800,54.6,20
3925,20090924:0900,54.6,20
3925,20090924:1000,54.7,20
3925,20090924:1100,54.6,20
3925,20090924:1200,54.6,20
3925,20090924:1300,54.7,20
3925,20090924:1400,54.7,20
3925,20090924:1500,55.1,20
3925,20090924:1600,55.1,20
3925,20090924:1700,55.1,20
3925,20090924:1800,54.9,20
3925,20090924:1900,55.2,20
3925,20090924:2000,55.5,20
3925,20090924:2100,55.1,20
3925,20090924:2200,55.5,20
3925,20090924:2300,55.5,20
3925,20090925:0000,55.3,20
3925,20090925:0100,55.3,20
3925,20090925:0200,55.7,20
3925,20090925:0300,55.8,20
3925,20090925:0400,55.8,20
3925,20090925:0500,55.8,20
3925,20090925:0600,55.7,20
3925,20090925:0700,55.8,20
3925,20090925:0800,55.8,20
3925,20090925:0900,55.8,20
3925,20090925:1000,55.8,20
3925,20090925:1100,55.6,20
3925,20090925:1200,55.8,20
3925,20090925:1300,56,20
3925,20090925:1400,55.5,20
3925,20090925:1500,55.7,20
3925,20090925:1600,56,20
3925,20090925:1700,55.8,20
3925,20090925:1800,55.8,20
3925,20090925:1900,55.5,20
3925,20090925:2000,55.6,20
3925,20090925:2100,55.6,20
3925,20090925:2200,55.5,20
3925,20090925:2300,55.6,20
3925,20090926:0000,55.6,20
3925,20090926:0100,55.5,20
3925,20090926:0200,55.1,20
3925,20090926:0300,55.3,20
3925,20090926:0400,55.3,20
3925,20090926:0500,55.4,20
3925,20090926:0600,55.6,20
3925,20090926:0700,55.4,20
3925,20090926:0800,55.4,20
3925,20090926:0900,55.4,20
3925,20090926:1000,55.4,20
3925,20090926:1100,55.4,20
3925,20090926:1200,55.3,20
3925,20090926:1300,55.3,20
3925,20090926:1400,55.1,20
3925,20090926:1500,55.1,20
3925,20090926:1600,55.1,20
3925,20090926:1700,55.1,20
3925,20090926:1800,54.9,20
3925,20090926:1900,54.9,20
3925,20090926:2000,54.7,20
3925,20090926:2100,54.6,20
3925,20090926:2200,54.7,20
3925,20090926:2300,54.7,20
3925,20090927:0000,54.6,20
3925,20090927:0100,54.7,20
3925,20090927:0200,54.7,20
3925,20090927:0300,54.6,20
3925,20090927:0400,54.7,20
3925,20090927:0500,54.7,20
3925,20090927:0600,54.5,20
3925,20090927:0700,54.4,20
3925,20090927:0800,54.4,20
3925,20090927:0900,54.5,20
3925,20090927:1000,54.6,20
3925,20090927:1100,54.4,20
3925,20090927:1200,54.5,20
3925,20090927:1300,54.4,20
3925,20090927:1400,54.5,20
3925,20090927:1500,54.2,20
3925,20090927:1600,54.6,20
3925,20090927:1700,54.2,20
3925,20090927:1800,54.2,20
3925,20090927:1900,54.1,20
3925,20090927:2000,54.2,20
3925,20090927:2100,54.2,20
3925,20090927:2200,54.2,20
3925,20090927:2300,54.9,20
3925,20090928:0000,55.2,20
3925,20090928:0100,58.1,20
3925,20090928:0200,65.1,20
3925,20090928:0300,65.3,20
3925,20090928:0400,64.9,20
3925,20090928:0500,63.6,20
3925,20090928:0600,62.3,20
3925,20090928:0700,62.1,20
3925,20090928:0800,61.4,20
3925,20090928:0900,61.1,20
3925,20090928:1000,60.6,20
3925,20090928:1100,60,20
3925,20090928:1200,59.6,20
3925,20090928:1300,59.5,20
3925,20090928:1400,59,20
3925,20090928:1500,59,20
3925,20090928:1600,58.7,20
3925,20090928:1700,58.5,20
3925,20090928:1800,58.2,20
3925,20090928:1900,58.2,20
3925,20090928:2000,58.1,20
3925,20090928:2100,58,20
3925,20090928:2200,58,20
3925,20090928:2300,57.7,20
3925,20090929:0000,57.7,20
3925,20090929:0100,57.9,20
3925,20090929:0200,57.7,20
3925,20090929:0300,57.8,20
3925,20090929:0400,57.5,20
3925,20090929:0500,57.5,20
3925,20090929:0600,57.5,20
3925,20090929:0700,57.2,20
3925,20090929:0800,57.2,20
3925,20090929:0900,57.2,20
3925,20090929:1000,57,20
3925,20090929:1100,57.2,20
3925,20090929:1200,57.1,20
3925,20090929:1300,57,20
3925,20090929:1400,56.7,20
3925,20090929:1500,57,20
3925,20090929:1600,56.9,20
3925,20090929:1700,56.9,20
3925,20090929:1800,56.9,20
3925,20090929:1900,56.9,20
3925,20090929:2000,56.9,20
3925,20090929:2100,57,20
3925,20090929:2200,57.1,20
3925,20090929:2300,57,20
3925,20090930:0000,56.7,20
3925,20090930:0100,56.8,20
3925,20090930:0200,56.7,20
3925,20090930:0300,56.5,20
3925,20090930:0400,56.7,20
3925,20090930:0500,56.4,20
3925,20090930:0600,56.6,20
3925,20090930:0700,56.8,20
3925,20090930:0800,56.4,20
3925,20090930:0900,56.5,20
3925,20090930:1000,56.2,20
3925,20090930:1100,56.5,20
3925,20090930:1200,56.5,20
3925,20090930:1300,56.2,20
3925,20090930:1400,56.5,20
3925,20090930:1500,56,20
3925,20090930:1600,56,20
3925,20090930:1700,56,20
3925,20090930:1800,56.1,20
3925,20090930:1900,55.8,20
3925,20090930:2000,56,20
3925,20090930:2100,56.1,20
3925,20090930:2200,55.5,20
3925,20090930:2300,55.6,20
3925,20091001:0000,55.5,20
3925,20091001:0100,55.3,20
3925,20091001:0200,55.5,20
3925,20091001:0300,55.3,20
3925,20091001:0400,55.5,20
3925,20091001:0500,55.4,20
3925,20091001:0600,55.4,20
3925,20091001:0700,55.4,20
3925,20091001:0800,55.5,20
3925,20091001:0900,55.4,20
3925,20091001:1000,55.1,20
3925,20091001:1100,55.2,20
3925,20091001:1200,55.3,20
3925,20091001:1300,55.3,20
3925,20091001:1400,55.4,20
3925,20091001:1500,55.1,20
3925,20091001:1600,55.1,20
3925,20091001:1700,55.1,20
3925,20091001:1800,54.9,20
3925,20091001:1900,54.9,20
3925,20091001:2000,54.6,20
3925,20091001:2100,54.9,20
3925,20091001:2200,54.6,20
3925,20091001:2300,54.7,20
3925,20091002:0000,54.9,20
3925,20091002:0100,54.9,20
3925,20091002:0200,54.7,20
3925,20091002:0300,54.7,20
3925,20091002:0400,54.5,20
3925,20091002:0500,54.5,20
3925,20091002:0600,54.4,20
3925,20091002:0700,54.4,20
3925,20091002:0800,54.5,20
3925,20091002:0900,54.5,20
3925,20091002:1000,54.8,20
3925,20091002:1100,55.1,20
3925,20091002:1200,56,20
3925,20091002:1300,58.5,20
3925,20091002:1400,63.7,20
3925,20091002:1500,63.9,20
3925,20091002:1600,63,20
3925,20091002:1700,62,20
3925,20091002:1800,61.6,20
3925,20091002:1900,60.8,20
3925,20091002:2000,60.4,20
3925,20091002:2100,60.2,20
3925,20091002:2200,59.7,20
3925,20091002:2300,59.4,20
3925,20091003:0000,59,20
3925,20091003:0100,59,20
3925,20091003:0200,58.7,20
3925,20091003:0300,58.4,20
3925,20091003:0400,58.6,20
3925,20091003:0500,58.2,20
3925,20091003:0600,58.2,20
3925,20091003:0700,57.9,20
3925,20091003:0800,58,20
3925,20091003:0900,58.5,20
3925,20091003:1000,58.7,20
3925,20091003:1100,59,20
3925,20091003:1200,58.9,20
3925,20091003:1300,59,20
3925,20091003:1400,59.5,20
3925,20091003:1500,59.8,20
3925,20091003:1600,60.1,20
3925,20091003:1700,60.3,20
3925,20091003:1800,57.5,20
3925,20091003:1900,57,20
3925,20091003:2000,56.9,20
3925,20091003:2100,59.7,20
3925,20091003:2200,59.4,20
3925,20091003:2300,59.5,20
3925,20091004:0000,59,20
3925,20091004:0100,59,20
3925,20091004:0200,58.7,20
3925,20091004:0300,58.9,20
3925,20091004:0400,58.7,20
3925,20091004:0500,58.6,20
3925,20091004:0600,58.2,20
3925,20091004:0700,58.4,20
3925,20091004:0800,58.2,20
3925,20091004:0900,58,20
3925,20091004:1000,58.2,20
3925,20091004:1100,57.9,20
3925,20091004:1200,57.8,20
3925,20091004:1300,57.9,20
3925,20091004:1400,57.8,20
3925,20091004:1500,57.9,20
3925,20091004:1600,57.4,20
3925,20091004:1700,57.4,20
3925,20091004:1800,57.2,20
3925,20091004:1900,57.2,20
3925,20091004:2000,57.2,20
3925,20091004:2100,57.2,20
3925,20091004:2200,57,20
3925,20091004:2300,56.7,20
3925,20091005:0000,56.7,20
3925,20091005:0100,56.5,20
3925,20091005:0200,56.5,20
3925,20091005:0300,56.7,20
3925,20091005:0400,56.7,20
3925,20091005:0500,56.5,20
3925,20091005:0600,56.5,20
3925,20091005:0700,56.7,20
3925,20091005:0800,56.5,20
3925,20091005:0900,56.5,20
3925,20091005:1000,56.5,20
3925,20091005:1100,56.3,20
3925,20091005:1200,56.5,20
3925,20091005:1300,56,20
3925,20091005:1400,56.2,20
3925,20091005:1500,56,20
3925,20091005:1600,56,20
3925,20091005:1700,56,20
3925,20091005:1800,56,20
3925,20091005:1900,56,20
3925,20091005:2000,55.6,20
3925,20091005:2100,55.5,20
3925,20091005:2200,55.8,20
3925,20091005:2300,55.3,20
3925,20091006:0000,55.6,20
3925,20091006:0100,55.6,20
3925,20091006:0200,55.5,20
3925,20091006:0300,55.3,20
3925,20091006:0400,55.5,20
3925,20091006:0500,55.3,20
3925,20091006:0600,55.5,20
3925,20091006:0700,55.3,20
3925,20091006:0800,55.5,20
3925,20091006:0900,55.5,20
3925,20091006:1000,55.5,20
3925,20091006:1100,55.4,20
3925,20091006:1200,55.4,20
3925,20091006:1300,55.1,20
3925,20091006:1400,55.1,20
3925,20091006:1500,55,20
3925,20091006:1600,54.9,20
3925,20091006:1700,54.9,20
3925,20091006:1800,54.9,20
3925,20091006:1900,54.9,20
3925,20091006:2000,54.8,20
3925,20091006:2100,54.6,20
3925,20091006:2200,54.5,20
3925,20091006:2300,54.5,20
3925,20091007:0000,54.4,20
3925,20091007:0100,54.5,20
3925,20091007:0200,54.6,20
3925,20091007:0300,54.6,20
3925,20091007:0400,54.6,20
3925,20091007:0500,54.5,20
3925,20091007:0600,54.5,20
3925,20091007:0700,54.4,20
3925,20091007:0800,54.4,20
3925,20091007:0900,54.4,20
3925,20091007:1000,54.4,20
3925,20091007:1100,54.2,20
3925,20091007:1200,54.3,20
3925,20091007:1300,54.4,20
3925,20091007:1400,54.4,20
3925,20091007:1500,54,20
3925,20091007:1600,54.2,20
3925,20091007:1700,53.8,20
3925,20091007:1800,54,20
3925,20091007:1900,54,20
3925,20091007:2000,54,20
3925,20091007:2100,53.9,20
3925,20091007:2200,53.6,20
3925,20091007:2300,53.5,20
3925,20091008:0000,53.6,20
3925,20091008:0100,53.6,20
3925,20091008:0200,53.6,20
3925,20091008:0300,53.6,20
3925,20091008:0400,53.5,20
3925,20091008:0500,53.6,20
3925,20091008:0600,53.6,20
3925,20091008:0700,53.6,20
3925,20091008:0800,53.8,20
3925,20091008:0900,53.8,20
3925,20091008:1000,53.8,20
3925,20091008:1100,53.8,20
3925,20091008:1200,53.7,20
3925,20091008:1300,53.5,20
3925,20091008:1400,53.6,20
3925,20091008:1500,53.5,20
3925,20091008:1600,53.6,20
3925,20091008:1700,53.4,20
3925,20091008:1800,53.4,20
3925,20091008:1900,53.6,20
3925,20091008:2000,53.8,20
3925,20091008:2100,53.5,20
3925,20091008:2200,53.5,20
3925,20091008:2300,53.6,20
3925,20091009:0000,53.6,20
3925,20091009:0100,53.8,20
3925,20091009:0200,53.8,20
3925,20091009:0300,54.6,20
3925,20091009:0400,56.6,20
3925,20091009:0500,59,20
3925,20091009:0600,61.2,20
3925,20091009:0700,63,20
3925,20091009:0800,63.8,20
3925,20091009:0900,64.2,20
3925,20091009:1000,64.3,20
3925,20091009:1100,63.8,20
3925,20091009:1200,64,20
3925,20091009:1300,63.7,20
3925,20091009:1400,63.1,20
3925,20091009:1500,62.3,20
3925,20091009:1600,61.9,20
3925,20091009:1700,61.1,20
3925,20091009:1800,60.8,20
3925,20091009:1900,60.8,20
3925,20091009:2000,60.3,20
3925,20091009:2100,59.9,20
3925,20091009:2200,59.7,20
3925,20091009:2300,59.4,20
3925,20091010:0000,59.5,20
3925,20091010:0100,58.9,20
3925,20091010:0200,59.2,20
3925,20091010:0300,58.7,20
3925,20091010:0400,58.9,20
3925,20091010:0500,58.7,20
3925,20091010:0600,58.5,20
3925,20091010:0700,58.4,20
3925,20091010:0800,58.2,20
3925,20091010:0900,58.4,20
3925,20091010:1000,58.2,20
3925,20091010:1100,58.2,20
3925,20091010:1200,58.2,20
3925,20091010:1300,57.8,20
3925,20091010:1400,57.7,20
3925,20091010:1500,57.5,20
3925,20091010:1600,57.4,20
3925,20091010:1700,57.4,20
3925,20091010:1800,57.2,20
3925,20091010:1900,57.1,20
3925,20091010:2000,56.9,20
3925,20091010:2100,56.9,20
3925,20091010:2200,56.8,20
3925,20091010:2300,56.8,20
3925,20091011:0000,56.7,20
3925,20091011:0100,56.7,20
3925,20091011:0200,56.6,20
3925,20091011:0300,56.5,20
3925,20091011:0400,56.4,20
3925,20091011:0500,56.2,20
3925,20091011:0600,56.5,20
3925,20091011:0700,56.4,20
3925,20091011:0800,56.5,20
3925,20091011:0900,56.2,20
3925,20091011:1000,56.3,20
3925,20091011:1100,56.3,20
3925,20091011:1200,56.1,20
3925,20091011:1300,56.2,20
3925,20091011:1400,56.1,20
3925,20091011:1500,55.8,20
3925,20091011:1600,55.7,20
3925,20091011:1700,55.5,20
3925,20091011:1800,55.6,20
3925,20091011:1900,55.5,20
3925,20091011:2000,55.3,20
3925,20091011:2100,55.4,20
3925,20091011:2200,55.2,20
3925,20091011:2300,55.1,20
3925,20091012:0000,55,20
3925,20091012:0100,55.1,20
3925,20091012:0200,55.1,20
3925,20091012:0300,54.9,20
3925,20091012:0400,54.9,20
3925,20091012:0500,54.9,20
3925,20091012:0600,54.9,20
3925,20091012:0700,54.9,20
3925,20091012:0800,54.9,20
3925,20091012:0900,54.7,20
3925,20091012:1000,54.9,20
3925,20091012:1100,54.9,20
3925,20091012:1200,54.7,20
3925,20091012:1300,54.6,20
3925,20091012:1400,54.9,20
3925,20091012:1500,54.9,20
3925,20091012:1600,54.3,20
3925,20091012:1700,54.2,20
3925,20091012:1800,54.2,20
3925,20091012:1900,54.2,20
3925,20091012:2000,54,20
3925,20091012:2100,54,20
3925,20091012:2200,54,20
3925,20091012:2300,54,20
3925,20091013:0000,54,20
3925,20091013:0100,54,20
3925,20091013:0200,53.8,20
3925,20091013:0300,53.8,20
3925,20091013:0400,53.7,20
3925,20091013:0500,53.8,20
3925,20091013:0600,53.8,20
3925,20091013:0700,53.6,20
3925,20091013:0800,54,20
3925,20091013:0900,54,20
3925,20091013:1000,54,20
3925,20091013:1100,53.6,20
3925,20091013:1200,53.8,20
3925,20091013:1300,53.6,20
3925,20091013:1400,53.7,20
3925,20091013:1500,53.6,20
3925,20091013:1600,53.6,20
3925,20091013:1700,53.4,20
3925,20091013:1800,53.6,20
3925,20091013:1900,53.4,20
3925,20091013:2000,53.4,20
3925,20091013:2100,53.3,20
3925,20091013:2200,53.3,20
3925,20091013:2300,53.4,20
3925,20091014:0000,53.3,20
3925,20091014:0100,53.2,20
3925,20091014:0200,53,20
3925,20091014:0300,52.9,20
3925,20091014:0400,52.9,20
3925,20091014:0500,52.9,20
3925,20091014:0600,53.2,20
3925,20091014:0700,53.2,20
3925,20091014:0800,53.2,20
3925,20091014:0900,53.1,20
3925,20091014:1000,53.2,20
3925,20091014:1100,53.5,20
3925,20091014:1200,54.5,20
3925,20091014:1300,55.3,20
3925,20091014:1400,55.9,20
3925,20091014:1500,56.3,20
3925,20091014:1600,56.6,20
3925,20091014:1700,57.3,20
3925,20091014:1800,57.5,20
3925,20091014:1900,57.7,20
3925,20091014:2000,57.7,20
3925,20091014:2100,57.7,20
3925,20091014:2200,57.5,20
3925,20091014:2300,57.7,20
3925,20091015:0000,57.3,20
3925,20091015:0100,57.4,20
3925,20091015:0200,57.2,20
3925,20091015:0300,57.2,20
3925,20091015:0400,57.3,20
3925,20091015:0500,56.8,20
3925,20091015:0600,57,20
3925,20091015:0700,57.1,20
3925,20091015:0800,56.7,20
3925,20091015:0900,57,20
3925,20091015:1000,57,20
3925,20091015:1100,56.7,20
3925,20091015:1200,56.8,20
3925,20091015:1300,56.5,20
3925,20091015:1400,56.3,20
3925,20091015:1500,56.1,20
3925,20091015:1600,56.2,20
3925,20091015:1700,55.8,20
3925,20091015:1800,55.8,20
3925,20091015:1900,55.6,20
3925,20091015:2000,55.5,20
3925,20091015:2100,55.3,20
3925,20091015:2200,55.5,20
3925,20091015:2300,55.4,20
3925,20091016:0000,55.5,20
3925,20091016:0100,55.4,20
3925,20091016:0200,55.3,20
3925,20091016:0300,55.3,20
3925,20091016:0400,55.2,20
3925,20091016:0500,55.3,20
3925,20091016:0600,55.5,20
3925,20091016:0700,55.6,20
3925,20091016:0800,55.5,20
3925,20091016:0900,55.8,20
3925,20091016:1000,55.8,20
3925,20091016:1100,55.8,20
3925,20091016:1200,55.8,20
3925,20091016:1300,55.8,20
3925,20091016:1400,56.5,20
3925,20091016:1500,56.8,20
3925,20091016:1600,56.9,20
3925,20091016:1700,57.2,20
3925,20091016:1800,57.4,20
3925,20091016:1900,57.2,20
3925,20091016:2000,57.4,20
3925,20091016:2100,57.4,20
3925,20091016:2200,57.2,20
3925,20091016:2300,57.2,20
3925,20091017:0000,57.2,20
3925,20091017:0100,57.2,20
3925,20091017:0200,57,20
3925,20091017:0300,57.2,20
3925,20091017:0400,57.2,20
3925,20091017:0500,56.9,20
3925,20091017:0600,56.7,20
3925,20091017:0700,56.7,20
3925,20091017:0800,56.8,20
3925,20091017:0900,56.6,20
3925,20091017:1000,56.5,20
3925,20091017:1100,56.8,20
3925,20091017:1200,56.5,20
3925,20091017:1300,56.5,20
3925,20091017:1400,56.5,20
3925,20091017:1500,56.7,20
3925,20091017:1600,56.7,20
3925,20091017:1700,57,20
3925,20091017:1800,57.2,20
3925,20091017:1900,57.5,20
3925,20091017:2000,57.9,20
3925,20091017:2100,58,20
3925,20091017:2200,58,20
3925,20091017:2300,58.1,20
3925,20091018:0000,58.4,20
3925,20091018:0100,58.4,20
3925,20091018:0200,58.4,20
3925,20091018:0300,58,20
3925,20091018:0400,58.2,20
3925,20091018:0500,57.9,20
3925,20091018:0600,57.9,20
3925,20091018:0700,57.6,20
3925,20091018:0800,57.5,20
3925,20091018:0900,57.6,20
3925,20091018:1000,57.5,20
3925,20091018:1100,57.2,20
3925,20091018:1200,57.4,20
3925,20091018:1300,57.2,20
3925,20091018:1400,56.9,20
3925,20091018:1500,56.7,20
3925,20091018:1600,56.7,20
3925,20091018:1700,56.7,20
3925,20091018:1800,56.5,20
3925,20091018:1900,56.6,20
3925,20091018:2000,56.5,20
3925,20091018:2100,56.5,20
3925,20091018:2200,56.5,20
3925,20091018:2300,56.5,20
3925,20091019:0000,56.5,20
3925,20091019:0100,56.5,20
3925,20091019:0200,56.5,20
3925,20091019:0300,56,20
3925,20091019:0400,56.5,20
3925,20091019:0500,56.2,20
3925,20091019:0600,56.3,20
3925,20091019:0700,56,20
3925,20091019:0800,56.5,20
3925,20091019:0900,56,20
3925,20091019:1000,56.1,20
3925,20091019:1100,56,20
3925,20091019:1200,56,20
3925,20091019:1300,56,20
3925,20091019:1400,56,20
3925,20091019:1500,56,20
3925,20091019:1600,56,20
3925,20091019:1700,55.8,20
3925,20091019:1800,55.8,20
3925,20091019:1900,56,20
3925,20091019:2000,55.8,20
3925,20091019:2100,55.8,20
3925,20091019:2200,55.8,20
3925,20091019:2300,55.6,20
3925,20091020:0000,55.5,20
3925,20091020:0100,55.6,20
3925,20091020:0200,55.5,20
3925,20091020:0300,55.8,20
3925,20091020:0400,55.9,20
3925,20091020:0500,56.1,20
3925,20091020:0600,56.3,20
3925,20091020:0700,56.5,20
3925,20091020:0800,56.5,20
3925,20091020:0900,56.7,20
3925,20091020:1000,56.8,20
3925,20091020:1100,56.7,20
3925,20091020:1200,56.5,20
3925,20091020:1300,56.5,20
3925,20091020:1400,56.4,20
3925,20091020:1500,56.3,20
3925,20091020:1600,56.5,20
3925,20091020:1700,56,20
3925,20091020:1800,55.9,20
3925,20091020:1900,55.8,20
3925,20091020:2000,56,20
3925,20091020:2100,55.8,20
3925,20091020:2200,55.3,20
3925,20091020:2300,55.6,20
3925,20091021:0000,55.3,20
3925,20091021:0100,55.3,20
3925,20091021:0200,55.6,20
3925,20091021:0300,55.3,20
3925,20091021:0400,55.3,20
3925,20091021:0500,55.3,20
3925,20091021:0600,55.3,20
3925,20091021:0700,55.6,20
3925,20091021:0800,55.1,20
3925,20091021:0900,55.6,20
3925,20091021:1000,55.4,20
3925,20091021:1100,55.4,20
3925,20091021:1200,55.1,20
3925,20091021:1300,55.3,20
3925,20091021:1400,55.3,20
3925,20091021:1500,55.2,20
3925,20091021:1600,54.9,20
3925,20091021:1700,54.9,20
3925,20091021:1800,55,20
3925,20091021:1900,54.6,20
3925,20091021:2000,54.7,20
3925,20091021:2100,54.8,20
3925,20091021:2200,54.8,20
3925,20091021:2300,54.9,20
3925,20091022:0000,54.9,20
3925,20091022:0100,54.9,20
3925,20091022:0200,54.6,20
3925,20091022:0300,54.8,20
3925,20091022:0400,55,20
3925,20091022:0500,55.5,20
3925,20091022:0600,55.8,20
3925,20091022:0700,56.2,20
3925,20091022:0800,56,20
3925,20091022:0900,56.2,20
3925,20091022:1000,56.4,20
3925,20091022:1100,56.5,20
3925,20091022:1200,56.2,20
3925,20091022:1300,56.2,20
3925,20091022:1400,56,20
3925,20091022:1500,56,20
3925,20091022:1600,55.8,20
3925,20091022:1700,56,20
3925,20091022:1800,56,20
3925,20091022:1900,55.8,20
3925,20091022:2000,55.8,20
3925,20091022:2100,55.3,20
3925,20091022:2200,55.3,20
3925,20091022:2300,55.5,20
3925,20091023:0000,55.3,20
3925,20091023:0100,55.3,20
3925,20091023:0200,55.3,20
3925,20091023:0300,55.3,20
3925,20091023:0400,55.1,20
3925,20091023:0500,55.1,20
3925,20091023:0600,55.5,20
3925,20091023:0700,55.1,20
3925,20091023:0800,55.3,20
3925,20091023:0900,55.3,20
3925,20091023:1000,55.3,20
3925,20091023:1100,55.3,20
3925,20091023:1200,54.9,20
3925,20091023:1300,54.9,20
3925,20091023:1400,54.7,20
3925,20091023:1500,54.6,20
3925,20091023:1600,54.9,20
3925,20091023:1700,54.4,20
3925,20091023:1800,54.3,20
3925,20091023:1900,54.2,20
3925,20091023:2000,54.2,20
3925,20091023:2100,54.2,20
3925,20091023:2200,54.2,20
3925,20091023:2300,54,20
3925,20091024:0000,54.2,20
3925,20091024:0100,54.2,20
3925,20091024:0200,53.7,20
3925,20091024:0300,53.8,20
3925,20091024:0400,53.8,20
3925,20091024:0500,53.8,20
3925,20091024:0600,54,20
3925,20091024:0700,54,20
3925,20091024:0800,54,20
3925,20091024:0900,53.9,20
3925,20091024:1000,54,20
3925,20091024:1100,53.8,20
3925,20091024:1200,53.9,20
3925,20091024:1300,53.8,20
3925,20091024:1400,53.8,20
3925,20091024:1500,53.5,20
3925,20091024:1600,53.3,20
3925,20091024:1700,53.5,20
3925,20091024:1800,53.3,20
3925,20091024:1900,53.4,20
3925,20091024:2000,53.4,20
3925,20091024:2100,53.3,20
3925,20091024:2200,53.3,20
3925,20091024:2300,53.4,20
3925,20091025:0000,52.9,20
3925,20091025:0100,53,20
3925,20091025:0200,52.9,20
3925,20091025:0300,53,20
3925,20091025:0400,53,20
3925,20091025:0500,53.2,20
3925,20091025:0600,53.2,20
3925,20091025:0700,53.1,20
3925,20091025:0800,52.9,20
3925,20091025:0900,53.2,20
3925,20091025:1000,53.1,20
3925,20091025:1100,52.9,20
3925,20091025:1200,53.2,20
3925,20091025:1300,53,20
3925,20091025:1400,52.9,20
3925,20091025:1500,52.7,20
3925,20091025:1600,52.8,20
3925,20091025:1700,52.8,20
3925,20091025:1800,52.9,20
3925,20091025:1900,52.5,20
3925,20091025:2000,52.6,20
3925,20091025:2100,52.7,20
3925,20091025:2200,52.5,20
3925,20091025:2300,52.5,20
3925,20091026:0000,52.6,20
3925,20091026:0100,52.6,20
3925,20091026:0200,52.5,20
3925,20091026:0300,52.5,20
3925,20091026:0400,52.5,20
3925,20091026:0500,52.5,20
3925,20091026:0600,52.5,20
3925,20091026:0700,52.5,20
3925,20091026:0800,52.7,20
3925,20091026:0900,52.7,20
3925,20091026:1000,52.7,20
3925,20091026:1100,52.5,20
3925,20091026:1200,52.5,20
3925,20091026:1300,52.6,20
